
Segment Branching Angle
 ==================== 
Segment Branching Angle,Unit,Category,Depth,Level,Time,FilamentID,ID,
100.897,°,Segment,3,2,1,100000010,510000002365,
54.8969,°,Segment,1,2,1,100000010,510000002368,
100.696,°,Segment,3,2,1,100000010,510000002382,
89.4298,°,Segment,1,2,1,100000010,510000002396,
7.49805,°,Segment,2,2,1,100000010,510000002399,
137.923,°,Segment,2,3,1,100000010,510000002407,
0.537048,°,Segment,3,3,1,100000010,510000002412,
1.36888,°,Segment,4,3,1,100000010,510000002417,
38.3695,°,Segment,4,4,1,100000010,510000002428,
134.07,°,Segment,1,2,1,100000010,510000002431,
7.23646,°,Segment,2,2,1,100000010,510000002441,
10.4416,°,Segment,3,2,1,100000010,510000002444,
1.05906,°,Segment,4,2,1,100000010,510000002447,
48.1327,°,Segment,4,3,1,100000010,510000002454,
13.4187,°,Segment,5,3,1,100000010,510000002456,
78.5845,°,Segment,5,4,1,100000010,510000002459,
77.4618,°,Segment,3,3,1,100000010,510000002461,
26.2591,°,Segment,2,3,1,100000010,510000002466,
60.8595,°,Segment,2,2,1,100000010,510000002479,
62.9131,°,Segment,3,4,1,100000010,510000002488,
8.3911,°,Segment,2,1,1,100000011,510000002505,
5.90515,°,Segment,3,1,1,100000011,510000002515,
35.9368,°,Segment,2,2,1,100000011,510000002528,
20.5814,°,Segment,2,3,1,100000011,510000002550,
34.8293,°,Segment,4,2,1,100000011,510000002565,
30.9104,°,Segment,4,3,1,100000011,510000002578,
78.7384,°,Segment,3,3,1,100000011,510000002584,
7.80799,°,Segment,2,3,1,100000011,510000002606,
3.87212,°,Segment,1,1,1,100000011,510000002630,
112.327,°,Segment,1,2,1,100000011,510000002643,
10.9094,°,Segment,3,2,1,100000011,510000002661,
27.6774,°,Segment,3,3,1,100000011,510000002664,
12.3996,°,Segment,3,2,1,100000011,510000002675,
3.89013,°,Segment,2,1,1,100000012,510000002702,
7.28106,°,Segment,3,1,1,100000012,510000002709,
5.52152,°,Segment,4,1,1,100000012,510000002731,
87.8197,°,Segment,4,2,1,100000012,510000002740,
30.6471,°,Segment,2,2,1,100000012,510000002746,
5.00641,°,Segment,3,2,1,100000012,510000002752,
3.0821,°,Segment,4,2,1,100000012,510000002760,
13.1056,°,Segment,5,2,1,100000012,510000002776,
68.2159,°,Segment,5,3,1,100000012,510000002784,
85.4537,°,Segment,4,3,1,100000012,510000002791,
0,°,Segment,1,1,1,100000012,510000002813,
10.747,°,Segment,2,1,1,100000012,510000002820,
134.375,°,Segment,2,2,1,100000012,510000002832,
5.36473,°,Segment,3,2,1,100000012,510000002836,
4.05343,°,Segment,2,1,1,100000012,510000002867,
14.3451,°,Segment,3,1,1,100000012,510000002869,
26.0394,°,Segment,3,2,1,100000012,510000002897,
92.211,°,Segment,2,2,1,100000012,510000002921,
3.23846,°,Segment,3,2,1,100000012,510000002930,
16.4603,°,Segment,3,3,1,100000012,510000002947,
26.5726,°,Segment,2,2,1,100000012,510000002966,
15.6253,°,Segment,3,3,1,100000012,510000002982,
10.383,°,Segment,4,3,1,100000012,510000002984,
121.383,°,Segment,4,4,1,100000012,510000002999,
25.6604,°,Segment,3,2,1,100000012,510000003014,
55.1983,°,Segment,3,3,1,100000012,510000003020,
3.71072,°,Segment,3,1,1,100000013,510000003039,
114.222,°,Segment,3,2,1,100000013,510000003056,
3.97917,°,Segment,4,2,1,100000013,510000003061,
47.5037,°,Segment,4,3,1,100000013,510000003074,
32.1659,°,Segment,3,2,1,100000013,510000003081,
3.74492,°,Segment,4,2,1,100000013,510000003083,
94.3678,°,Segment,4,3,1,100000013,510000003090,
6.22643,°,Segment,5,3,1,100000013,510000003093,
32.7658,°,Segment,5,4,1,100000013,510000003106,
13.5511,°,Segment,4,3,1,100000013,510000003111,
67.6812,°,Segment,4,4,1,100000013,510000003122,
0,°,Segment,1,1,1,100000013,510000003143,
0,°,Segment,1,1,1,100000013,510000003156,
15.1275,°,Segment,2,1,1,100000013,510000003160,
61.1577,°,Segment,2,2,1,100000013,510000003185,
5.41638,°,Segment,3,2,1,100000013,510000003188,
1.83771,°,Segment,4,2,1,100000013,510000003191,
18.3579,°,Segment,4,3,1,100000013,510000003206,
0,°,Segment,1,1,1,100000013,510000003211,
13.0856,°,Segment,4,1,1,100000013,510000003215,
44.236,°,Segment,4,2,1,100000013,510000003235,
106.631,°,Segment,3,2,1,100000013,510000003244,
128.858,°,Segment,2,2,1,100000013,510000003251,
51.5476,°,Segment,3,2,1,100000013,510000003253,
83.5925,°,Segment,3,3,1,100000013,510000003269,
59.9875,°,Segment,3,3,1,100000013,510000003292,
62.8459,°,Segment,2,1,1,100000000,510000003309,
0,°,Segment,1,1,1,100000000,510000003310,
73.6518,°,Segment,2,1,1,100000000,510000003311,
