
Pt Time Type=Segment Terminal
 ==================== 
Pt Time,Unit,Category,Depth,Time,Type,FilamentID,ID,
0,s,Point,3,1,Segment Terminal,100000008,800000231,
0,s,Point,3,1,Segment Terminal,100000008,800000233,
0,s,Point,2,1,Segment Terminal,100000008,800000234,
0,s,Point,2,1,Segment Terminal,100000008,800000236,
0,s,Point,1,1,Segment Terminal,100000009,800000238,
0,s,Point,1,1,Segment Terminal,100000009,800000240,
0,s,Point,3,1,Segment Terminal,100000009,800000241,
0,s,Point,3,1,Segment Terminal,100000009,800000243,
0,s,Point,3,1,Segment Terminal,100000009,800000245,
0,s,Point,2,1,Segment Terminal,100000009,800000246,
0,s,Point,3,1,Segment Terminal,100000009,800000248,
0,s,Point,2,1,Segment Terminal,100000009,800000249,
0,s,Point,2,1,Segment Terminal,100000009,800000251,
0,s,Point,3,1,Segment Terminal,100000010,800000253,
0,s,Point,3,1,Segment Terminal,100000010,800000255,
0,s,Point,2,1,Segment Terminal,100000010,800000257,
0,s,Point,3,1,Segment Terminal,100000010,800000259,
0,s,Point,4,1,Segment Terminal,100000010,800000261,
0,s,Point,3,1,Segment Terminal,100000010,800000263,
0,s,Point,4,1,Segment Terminal,100000010,800000265,
0,s,Point,3,1,Segment Terminal,100000010,800000266,
0,s,Point,3,1,Segment Terminal,100000010,800000268,
0,s,Point,1,1,Segment Terminal,100000010,800000270,
0,s,Point,3,1,Segment Terminal,100000010,800000272,
0,s,Point,2,1,Segment Terminal,100000010,800000273,
0,s,Point,4,1,Segment Terminal,100000010,800000275,
0,s,Point,4,1,Segment Terminal,100000010,800000277,
0,s,Point,4,1,Segment Terminal,100000010,800000278,
0,s,Point,5,1,Segment Terminal,100000010,800000280,
0,s,Point,5,1,Segment Terminal,100000010,800000282,
0,s,Point,3,1,Segment Terminal,100000010,800000284,
0,s,Point,2,1,Segment Terminal,100000010,800000286,
0,s,Point,2,1,Segment Terminal,100000010,800000288,
0,s,Point,3,1,Segment Terminal,100000010,800000290,
0,s,Point,3,1,Segment Terminal,100000011,800000292,
0,s,Point,2,1,Segment Terminal,100000011,800000294,
0,s,Point,2,1,Segment Terminal,100000011,800000296,
0,s,Point,4,1,Segment Terminal,100000011,800000298,
0,s,Point,4,1,Segment Terminal,100000011,800000300,
0,s,Point,3,1,Segment Terminal,100000011,800000302,
0,s,Point,2,1,Segment Terminal,100000011,800000303,
0,s,Point,1,1,Segment Terminal,100000011,800000304,
0,s,Point,1,1,Segment Terminal,100000011,800000306,
0,s,Point,3,1,Segment Terminal,100000011,800000308,
0,s,Point,3,1,Segment Terminal,100000011,800000310,
0,s,Point,3,1,Segment Terminal,100000011,800000312,
0,s,Point,4,1,Segment Terminal,100000012,800000314,
