
Segment Intensity StdDev Ch=2 Img=1
 ==================== 
Segment Intensity StdDev,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
40.4717,,Segment,2,4,Image 1,2,1,100000003,510000000886,
39.0653,,Segment,2,3,Image 1,3,1,100000003,510000000893,
28.4675,,Segment,2,4,Image 1,3,1,100000003,510000000899,
26.3786,,Segment,2,4,Image 1,4,1,100000003,510000000907,
18.9758,,Segment,2,2,Image 1,3,1,100000003,510000000910,
42.7747,,Segment,2,3,Image 1,3,1,100000003,510000000912,
41.3896,,Segment,2,3,Image 1,4,1,100000003,510000000934,
25.9843,,Segment,2,8,Image 1,4,1,100000003,510000000951,
27.3284,,Segment,2,8,Image 1,5,1,100000003,510000000961,
43.0715,,Segment,2,8,Image 1,5,1,100000003,510000000979,
37.8886,,Segment,2,9,Image 1,5,1,100000003,510000000986,
37.4397,,Segment,2,8,Image 1,6,1,100000003,510000000995,
23.9769,,Segment,2,9,Image 1,6,1,100000003,510000000997,
39.7433,,Segment,2,6,Image 1,5,1,100000003,510000001012,
70.472,,Segment,2,5,Image 1,4,1,100000003,510000001037,
32.7153,,Segment,2,4,Image 1,4,1,100000003,510000001057,
11.6495,,Segment,2,5,Image 1,5,1,100000003,510000001060,
48.2492,,Segment,2,6,Image 1,5,1,100000003,510000001062,
34.7671,,Segment,2,9,Image 1,7,1,100000003,510000001072,
36.4857,,Segment,2,9,Image 1,6,1,100000003,510000001077,
58.5551,,Segment,2,7,Image 1,5,1,100000003,510000001085,
51.16,,Segment,2,2,Image 1,3,1,100000003,510000001099,
25.089,,Segment,2,2,Image 1,2,1,100000003,510000001118,
43.815,,Segment,2,1,Image 1,2,1,100000003,510000001127,
31.7842,,Segment,2,4,Image 1,3,1,100000003,510000001138,
40.6111,,Segment,2,1,Image 1,2,1,100000003,510000001158,
44.0857,,Segment,2,1,Image 1,1,1,100000004,510000001175,
42.2231,,Segment,2,2,Image 1,2,1,100000004,510000001196,
39.6018,,Segment,2,3,Image 1,2,1,100000004,510000001204,
28.3708,,Segment,2,3,Image 1,3,1,100000004,510000001211,
28.8527,,Segment,2,1,Image 1,2,1,100000004,510000001218,
20.2054,,Segment,2,1,Image 1,1,1,100000004,510000001242,
23.3065,,Segment,2,2,Image 1,1,1,100000004,510000001244,
44.3435,,Segment,2,2,Image 1,3,1,100000004,510000001259,
35.1406,,Segment,2,2,Image 1,3,1,100000004,510000001270,
35.0577,,Segment,2,3,Image 1,3,1,100000004,510000001272,
32.653,,Segment,2,4,Image 1,3,1,100000004,510000001275,
24.0338,,Segment,2,4,Image 1,4,1,100000004,510000001293,
25.8851,,Segment,2,2,Image 1,2,1,100000004,510000001302,
33.3861,,Segment,2,3,Image 1,4,1,100000004,510000001319,
59.5808,,Segment,2,1,Image 1,1,1,100000005,510000001337,
66.9032,,Segment,2,1,Image 1,1,1,100000005,510000001375,
39.7902,,Segment,2,2,Image 1,1,1,100000005,510000001403,
68.5097,,Segment,2,1,Image 1,1,1,100000005,510000001419,
55.814,,Segment,2,1,Image 1,1,1,100000005,510000001434,
51.4067,,Segment,2,1,Image 1,1,1,100000005,510000001466,
32.1344,,Segment,2,2,Image 1,1,1,100000005,510000001468,
32.1442,,Segment,2,3,Image 1,1,1,100000005,510000001470,
36.2848,,Segment,2,2,Image 1,2,1,100000005,510000001515,
32.5469,,Segment,2,3,Image 1,2,1,100000005,510000001517,
25.6242,,Segment,2,3,Image 1,3,1,100000005,510000001545,
33.5212,,Segment,2,3,Image 1,2,1,100000005,510000001563,
47.4718,,Segment,2,2,Image 1,2,1,100000005,510000001589,
36.3619,,Segment,2,3,Image 1,2,1,100000005,510000001599,
32.2125,,Segment,2,3,Image 1,3,1,100000005,510000001611,
36.7768,,Segment,2,2,Image 1,1,1,100000006,510000001633,
33.0746,,Segment,2,2,Image 1,2,1,100000006,510000001648,
48.0565,,Segment,2,2,Image 1,2,1,100000006,510000001680,
23.5017,,Segment,2,2,Image 1,1,1,100000006,510000001689,
34.6794,,Segment,2,3,Image 1,1,1,100000006,510000001692,
23.8281,,Segment,2,2,Image 1,2,1,100000006,510000001734,
25.202,,Segment,2,3,Image 1,2,1,100000006,510000001744,
16.4337,,Segment,2,3,Image 1,3,1,100000006,510000001753,
52.0773,,Segment,2,1,Image 1,1,1,100000006,510000001759,
21.1309,,Segment,2,3,Image 1,2,1,100000006,510000001769,
39.0293,,Segment,2,3,Image 1,2,1,100000006,510000001778,
41.4829,,Segment,2,3,Image 1,3,1,100000006,510000001796,
20.8628,,Segment,2,2,Image 1,1,1,100000007,510000001816,
30.9932,,Segment,2,3,Image 1,1,1,100000007,510000001818,
46.6318,,Segment,2,1,Image 1,1,1,100000007,510000001834,
24.9437,,Segment,2,2,Image 1,2,1,100000007,510000001847,
18.9394,,Segment,2,3,Image 1,2,1,100000007,510000001850,
33.2792,,Segment,2,2,Image 1,1,1,100000007,510000001866,
45.9103,,Segment,2,1,Image 1,1,1,100000007,510000001885,
16.3874,,Segment,2,2,Image 1,1,1,100000007,510000001892,
21.8167,,Segment,2,2,Image 1,2,1,100000007,510000001903,
34.9332,,Segment,2,2,Image 1,2,1,100000007,510000001915,
49.7938,,Segment,2,1,Image 1,1,1,100000007,510000001923,
54.7082,,Segment,2,1,Image 1,1,1,100000007,510000001931,
23.0921,,Segment,2,3,Image 1,3,1,100000007,510000001949,
34.1266,,Segment,2,3,Image 1,2,1,100000007,510000001953,
71.3032,,Segment,2,0,Image 1,1,1,100000008,510000001968,
32.0565,,Segment,2,2,Image 1,1,1,100000008,510000001975,
25.3765,,Segment,2,3,Image 1,1,1,100000008,510000001977,
22.5281,,Segment,2,4,Image 1,1,1,100000008,510000001980,
56.8365,,Segment,2,1,Image 1,2,1,100000008,510000001997,
31.8224,,Segment,2,4,Image 1,2,1,100000008,510000002005,
53.1323,,Segment,2,2,Image 1,2,1,100000008,510000002022,
44.3509,,Segment,2,1,Image 1,2,1,100000008,510000002027,
21.3939,,Segment,2,2,Image 1,2,1,100000008,510000002031,
50.8231,,Segment,2,2,Image 1,2,1,100000008,510000002036,
36.939,,Segment,2,3,Image 1,2,1,100000008,510000002040,
21.7255,,Segment,2,3,Image 1,3,1,100000008,510000002045,
59.1154,,Segment,2,3,Image 1,2,1,100000008,510000002056,
56.5187,,Segment,2,2,Image 1,2,1,100000008,510000002076,
20.1744,,Segment,2,2,Image 1,3,1,100000008,510000002093,
34.0785,,Segment,2,1,Image 1,2,1,100000009,510000002102,
38.755,,Segment,2,1,Image 1,2,1,100000009,510000002111,
34.1595,,Segment,2,1,Image 1,1,1,100000009,510000002126,
24.6895,,Segment,2,3,Image 1,1,1,100000009,510000002129,
30.8927,,Segment,2,3,Image 1,2,1,100000009,510000002143,
26.9363,,Segment,2,2,Image 1,2,1,100000009,510000002148,
10.4632,,Segment,2,3,Image 1,2,1,100000009,510000002151,
43.9057,,Segment,2,2,Image 1,2,1,100000009,510000002156,
17.3069,,Segment,2,3,Image 1,3,1,100000009,510000002165,
32.7323,,Segment,2,1,Image 1,2,1,100000009,510000002171,
26.9227,,Segment,2,2,Image 1,2,1,100000009,510000002176,
25.0863,,Segment,2,2,Image 1,3,1,100000009,510000002180,
9.00662,,Segment,2,1,Image 1,1,1,100000010,510000002194,
9.81711,,Segment,2,2,Image 1,1,1,100000010,510000002196,
28.4979,,Segment,2,3,Image 1,1,1,100000010,510000002202,
15.0944,,Segment,2,2,Image 1,2,1,100000010,510000002218,
39.733,,Segment,2,3,Image 1,2,1,100000010,510000002226,
9.56834,,Segment,2,1,Image 1,2,1,100000010,510000002246,
26.7628,,Segment,2,2,Image 1,3,1,100000010,510000002248,
36.4025,,Segment,2,3,Image 1,3,1,100000010,510000002263,
11.7711,,Segment,2,2,Image 1,2,1,100000010,510000002278,
24.354,,Segment,2,3,Image 1,2,1,100000010,510000002281,
17.7913,,Segment,2,4,Image 1,2,1,100000010,510000002290,
42.9213,,Segment,2,3,Image 1,3,1,100000010,510000002302,
32.6476,,Segment,2,4,Image 1,3,1,100000010,510000002331,
18.1759,,Segment,2,1,Image 1,1,1,100000010,510000002342,
17.7259,,Segment,2,2,Image 1,1,1,100000010,510000002358,
14.7629,,Segment,2,3,Image 1,1,1,100000010,510000002363,
17.637,,Segment,2,3,Image 1,2,1,100000010,510000002365,
26.0996,,Segment,2,1,Image 1,2,1,100000010,510000002368,
17.9224,,Segment,2,3,Image 1,2,1,100000010,510000002382,
9.46288,,Segment,2,1,Image 1,2,1,100000010,510000002396,
17.9365,,Segment,2,2,Image 1,2,1,100000010,510000002399,
10.7579,,Segment,2,2,Image 1,3,1,100000010,510000002407,
9.87252,,Segment,2,3,Image 1,3,1,100000010,510000002412,
21.9608,,Segment,2,4,Image 1,3,1,100000010,510000002417,
24.6207,,Segment,2,4,Image 1,4,1,100000010,510000002428,
14.8793,,Segment,2,1,Image 1,2,1,100000010,510000002431,
15.9435,,Segment,2,2,Image 1,2,1,100000010,510000002441,
6.02486,,Segment,2,3,Image 1,2,1,100000010,510000002444,
20.1969,,Segment,2,4,Image 1,2,1,100000010,510000002447,
8.63751,,Segment,2,4,Image 1,3,1,100000010,510000002454,
17.744,,Segment,2,5,Image 1,3,1,100000010,510000002456,
29.8698,,Segment,2,5,Image 1,4,1,100000010,510000002459,
30.6391,,Segment,2,3,Image 1,3,1,100000010,510000002461,
26.8956,,Segment,2,2,Image 1,3,1,100000010,510000002466,
43.7089,,Segment,2,2,Image 1,2,1,100000010,510000002479,
36.8529,,Segment,2,3,Image 1,4,1,100000010,510000002488,
41.7935,,Segment,2,2,Image 1,1,1,100000011,510000002505,
21.5463,,Segment,2,3,Image 1,1,1,100000011,510000002515,
48.5619,,Segment,2,2,Image 1,2,1,100000011,510000002528,
39.4453,,Segment,2,2,Image 1,3,1,100000011,510000002550,
36.1225,,Segment,2,4,Image 1,2,1,100000011,510000002565,
34.9432,,Segment,2,4,Image 1,3,1,100000011,510000002578,
51.9022,,Segment,2,3,Image 1,3,1,100000011,510000002584,
54.1109,,Segment,2,2,Image 1,3,1,100000011,510000002606,
39.0211,,Segment,2,1,Image 1,1,1,100000011,510000002630,
40.7935,,Segment,2,1,Image 1,2,1,100000011,510000002643,
29.7664,,Segment,2,3,Image 1,2,1,100000011,510000002661,
45.313,,Segment,2,3,Image 1,3,1,100000011,510000002664,
46.5076,,Segment,2,3,Image 1,2,1,100000011,510000002675,
26.2159,,Segment,2,2,Image 1,1,1,100000012,510000002702,
28.5246,,Segment,2,3,Image 1,1,1,100000012,510000002709,
4.55172,,Segment,2,4,Image 1,1,1,100000012,510000002731,
3.48229,,Segment,2,4,Image 1,2,1,100000012,510000002740,
33.8832,,Segment,2,2,Image 1,2,1,100000012,510000002746,
24.145,,Segment,2,3,Image 1,2,1,100000012,510000002752,
31.089,,Segment,2,4,Image 1,2,1,100000012,510000002760,
38.7075,,Segment,2,5,Image 1,2,1,100000012,510000002776,
37.0266,,Segment,2,5,Image 1,3,1,100000012,510000002784,
38.9433,,Segment,2,4,Image 1,3,1,100000012,510000002791,
48.601,,Segment,2,1,Image 1,1,1,100000012,510000002813,
46.3384,,Segment,2,2,Image 1,1,1,100000012,510000002820,
39.054,,Segment,2,2,Image 1,2,1,100000012,510000002832,
32.8963,,Segment,2,3,Image 1,2,1,100000012,510000002836,
58.0979,,Segment,2,2,Image 1,1,1,100000012,510000002867,
32.5088,,Segment,2,3,Image 1,1,1,100000012,510000002869,
30.9869,,Segment,2,3,Image 1,2,1,100000012,510000002897,
47.6474,,Segment,2,2,Image 1,2,1,100000012,510000002921,
31.6386,,Segment,2,3,Image 1,2,1,100000012,510000002930,
18.8985,,Segment,2,3,Image 1,3,1,100000012,510000002947,
45.5681,,Segment,2,2,Image 1,2,1,100000012,510000002966,
28.0682,,Segment,2,3,Image 1,3,1,100000012,510000002982,
26.371,,Segment,2,4,Image 1,3,1,100000012,510000002984,
28.3139,,Segment,2,4,Image 1,4,1,100000012,510000002999,
28.0374,,Segment,2,3,Image 1,2,1,100000012,510000003014,
29.0971,,Segment,2,3,Image 1,3,1,100000012,510000003020,
30.0362,,Segment,2,3,Image 1,1,1,100000013,510000003039,
31.6705,,Segment,2,3,Image 1,2,1,100000013,510000003056,
21.1555,,Segment,2,4,Image 1,2,1,100000013,510000003061,
35.3921,,Segment,2,4,Image 1,3,1,100000013,510000003074,
30.6746,,Segment,2,3,Image 1,2,1,100000013,510000003081,
31.7111,,Segment,2,4,Image 1,2,1,100000013,510000003083,
33.0872,,Segment,2,4,Image 1,3,1,100000013,510000003090,
12.413,,Segment,2,5,Image 1,3,1,100000013,510000003093,
40.0828,,Segment,2,5,Image 1,4,1,100000013,510000003106,
26.4959,,Segment,2,4,Image 1,3,1,100000013,510000003111,
21.619,,Segment,2,4,Image 1,4,1,100000013,510000003122,
40.7533,,Segment,2,1,Image 1,1,1,100000013,510000003143,
32.9549,,Segment,2,1,Image 1,1,1,100000013,510000003156,
26.0894,,Segment,2,2,Image 1,1,1,100000013,510000003160,
11.9931,,Segment,2,2,Image 1,2,1,100000013,510000003185,
26.8482,,Segment,2,3,Image 1,2,1,100000013,510000003188,
25.6,,Segment,2,4,Image 1,2,1,100000013,510000003191,
26.6213,,Segment,2,4,Image 1,3,1,100000013,510000003206,
26.0793,,Segment,2,1,Image 1,1,1,100000013,510000003211,
31.1534,,Segment,2,4,Image 1,1,1,100000013,510000003215,
31.1452,,Segment,2,4,Image 1,2,1,100000013,510000003235,
21.8884,,Segment,2,3,Image 1,2,1,100000013,510000003244,
15.1908,,Segment,2,2,Image 1,2,1,100000013,510000003251,
23.8045,,Segment,2,3,Image 1,2,1,100000013,510000003253,
34.9162,,Segment,2,3,Image 1,3,1,100000013,510000003269,
25.174,,Segment,2,3,Image 1,3,1,100000013,510000003292,
29.7003,,Segment,2,2,Image 1,1,1,100000000,510000003309,
10.1679,,Segment,2,1,Image 1,1,1,100000000,510000003310,
29.1029,,Segment,2,2,Image 1,1,1,100000000,510000003311,
26.0717,,Segment,2,1,Image 1,1,1,100000001,510000003312,
28.5721,,Segment,2,2,Image 1,1,1,100000001,510000003313,
35.3064,,Segment,2,1,Image 1,1,1,100000002,510000003314,
27.9582,,Segment,2,1,Image 1,1,1,100000002,510000003315,
40.8724,,Segment,2,2,Image 1,1,1,100000002,510000003316,
33.5197,,Segment,2,0,Image 1,1,1,100000003,510000003317,
44.276,,Segment,2,1,Image 1,1,1,100000003,510000003318,
34.2028,,Segment,2,1,Image 1,2,1,100000003,510000003319,
19.4016,,Segment,2,2,Image 1,2,1,100000003,510000003320,
41.1084,,Segment,2,6,Image 1,4,1,100000003,510000003321,
49.6218,,Segment,2,7,Image 1,4,1,100000003,510000003322,
44.4286,,Segment,2,7,Image 1,5,1,100000003,510000003323,
33.947,,Segment,2,4,Image 1,5,1,100000003,510000003324,
22.0269,,Segment,2,0,Image 1,1,1,100000004,510000003325,
26.1513,,Segment,2,1,Image 1,2,1,100000004,510000003326,
41.0105,,Segment,2,0,Image 1,1,1,100000004,510000003327,
51.3602,,Segment,2,1,Image 1,1,1,100000005,510000003328,
26.1555,,Segment,2,1,Image 1,1,1,100000006,510000003329,
31.6073,,Segment,2,2,Image 1,2,1,100000006,510000003330,
21.9586,,Segment,2,1,Image 1,1,1,100000006,510000003331,
35.6675,,Segment,2,1,Image 1,1,1,100000007,510000003332,
33.0612,,Segment,2,1,Image 1,1,1,100000007,510000003333,
20.6096,,Segment,2,0,Image 1,1,1,100000008,510000003334,
22.7844,,Segment,2,1,Image 1,1,1,100000008,510000003335,
29.2139,,Segment,2,0,Image 1,1,1,100000009,510000003336,
22.0789,,Segment,2,2,Image 1,1,1,100000009,510000003337,
14.2494,,Segment,2,0,Image 1,1,1,100000010,510000003338,
14.2698,,Segment,2,0,Image 1,1,1,100000010,510000003339,
13.6737,,Segment,2,0,Image 1,1,1,100000011,510000003340,
16.5337,,Segment,2,1,Image 1,1,1,100000011,510000003341,
10.377,,Segment,2,1,Image 1,2,1,100000011,510000003342,
22.1512,,Segment,2,2,Image 1,2,1,100000011,510000003343,
18.3073,,Segment,2,3,Image 1,2,1,100000011,510000003344,
9.78891,,Segment,2,1,Image 1,2,1,100000011,510000003345,
22.1053,,Segment,2,2,Image 1,2,1,100000011,510000003346,
20.8186,,Segment,2,0,Image 1,1,1,100000011,510000003347,
40.6787,,Segment,2,1,Image 1,1,1,100000012,510000003348,
35.3879,,Segment,2,1,Image 1,1,1,100000012,510000003349,
27.4374,,Segment,2,1,Image 1,1,1,100000013,510000003350,
35.1792,,Segment,2,2,Image 1,1,1,100000013,510000003351,
25.8529,,Segment,2,2,Image 1,2,1,100000013,510000003352,
34.4633,,Segment,2,3,Image 1,3,1,100000013,510000003353,
17.5274,,Segment,2,2,Image 1,1,1,100000013,510000003354,
24.8358,,Segment,2,3,Image 1,1,1,100000013,510000003355,
