
Segment Intensity StdDev Ch=2 Img=1
 ==================== 
Segment Intensity StdDev,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
38.6729,,Segment,2,1,Image 1,1,1,100000000,510000000001,
30.661,,Segment,2,2,Image 1,2,1,100000000,510000000007,
20.9612,,Segment,2,1,Image 1,1,1,100000000,510000000045,
33.8934,,Segment,2,2,Image 1,1,1,100000000,510000000051,
39.3523,,Segment,2,3,Image 1,1,1,100000000,510000000053,
41.6897,,Segment,2,2,Image 1,2,1,100000000,510000000095,
34.7454,,Segment,2,1,Image 1,1,1,100000000,510000000138,
34.7739,,Segment,2,2,Image 1,1,1,100000000,510000000141,
46.6614,,Segment,2,2,Image 1,2,1,100000000,510000000158,
39.1483,,Segment,2,2,Image 1,2,1,100000000,510000000189,
26.2047,,Segment,2,3,Image 1,2,1,100000000,510000000204,
30.6519,,Segment,2,3,Image 1,3,1,100000000,510000000217,
31.0529,,Segment,2,3,Image 1,1,1,100000000,510000000232,
34.6897,,Segment,2,3,Image 1,2,1,100000000,510000000259,
42.3749,,Segment,2,3,Image 1,2,1,100000000,510000000294,
47.4963,,Segment,2,3,Image 1,2,1,100000000,510000000330,
41.9744,,Segment,2,3,Image 1,1,1,100000000,510000000372,
46.6468,,Segment,2,3,Image 1,2,1,100000000,510000000414,
31.2638,,Segment,2,3,Image 1,1,1,100000001,510000000431,
28.8313,,Segment,2,4,Image 1,1,1,100000001,510000000447,
41.9805,,Segment,2,1,Image 1,1,1,100000001,510000000450,
55.9745,,Segment,2,2,Image 1,1,1,100000001,510000000454,
42.0016,,Segment,2,3,Image 1,1,1,100000001,510000000457,
51.8729,,Segment,2,1,Image 1,1,1,100000001,510000000474,
26.9098,,Segment,2,2,Image 1,1,1,100000001,510000000481,
29.3411,,Segment,2,3,Image 1,2,1,100000001,510000000495,
65.3656,,Segment,2,1,Image 1,1,1,100000001,510000000505,
29.1743,,Segment,2,3,Image 1,2,1,100000001,510000000517,
29.7259,,Segment,2,4,Image 1,2,1,100000001,510000000524,
39.196,,Segment,2,2,Image 1,2,1,100000001,510000000529,
55.5512,,Segment,2,1,Image 1,1,1,100000001,510000000540,
36.6792,,Segment,2,2,Image 1,1,1,100000001,510000000543,
55.0279,,Segment,2,1,Image 1,1,1,100000001,510000000562,
60.1565,,Segment,2,2,Image 1,2,1,100000001,510000000570,
61.5369,,Segment,2,1,Image 1,1,1,100000001,510000000573,
34.826,,Segment,2,2,Image 1,2,1,100000001,510000000580,
27.769,,Segment,2,2,Image 1,2,1,100000001,510000000594,
35.9049,,Segment,2,4,Image 1,3,1,100000001,510000000599,
41.9525,,Segment,2,4,Image 1,2,1,100000001,510000000610,
24.5845,,Segment,2,2,Image 1,1,1,100000002,510000000616,
30.9478,,Segment,2,3,Image 1,1,1,100000002,510000000635,
34.9066,,Segment,2,3,Image 1,2,1,100000002,510000000663,
50.489,,Segment,2,1,Image 1,1,1,100000002,510000000685,
55.7417,,Segment,2,2,Image 1,1,1,100000002,510000000709,
23.1817,,Segment,2,3,Image 1,1,1,100000002,510000000711,
31.7199,,Segment,2,4,Image 1,1,1,100000002,510000000716,
46.8093,,Segment,2,2,Image 1,2,1,100000002,510000000726,
20.9336,,Segment,2,4,Image 1,2,1,100000002,510000000743,
46.1292,,Segment,2,3,Image 1,2,1,100000002,510000000755,
42.761,,Segment,2,1,Image 1,1,1,100000002,510000000760,
31.3985,,Segment,2,3,Image 1,1,1,100000002,510000000765,
29.7336,,Segment,2,3,Image 1,2,1,100000002,510000000773,
33.2601,,Segment,2,2,Image 1,2,1,100000002,510000000783,
31.8101,,Segment,2,2,Image 1,2,1,100000002,510000000798,
63.1206,,Segment,2,1,Image 1,1,1,100000002,510000000824,
31.7935,,Segment,2,2,Image 1,2,1,100000002,510000000832,
26.9733,,Segment,2,2,Image 1,1,1,100000003,510000000846,
34.8175,,Segment,2,0,Image 1,1,1,100000003,510000000855,
30.5046,,Segment,2,1,Image 1,1,1,100000003,510000000857,
32.6095,,Segment,2,3,Image 1,2,1,100000003,510000000884,
