
Segment Center Intensity Median Ch=3 Img=1
 ==================== 
Segment Center Intensity Median,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
103.125,,Segment,3,1,Image 1,1,1,100000000,510000000001,
147.125,,Segment,3,2,Image 1,2,1,100000000,510000000007,
62.0312,,Segment,3,1,Image 1,1,1,100000000,510000000045,
61.0156,,Segment,3,2,Image 1,1,1,100000000,510000000051,
139.062,,Segment,3,3,Image 1,1,1,100000000,510000000053,
185.125,,Segment,3,2,Image 1,2,1,100000000,510000000095,
97.625,,Segment,3,1,Image 1,1,1,100000000,510000000138,
115.625,,Segment,3,2,Image 1,1,1,100000000,510000000141,
152.125,,Segment,3,2,Image 1,2,1,100000000,510000000158,
105.562,,Segment,3,2,Image 1,2,1,100000000,510000000189,
145.562,,Segment,3,3,Image 1,2,1,100000000,510000000204,
178.062,,Segment,3,3,Image 1,3,1,100000000,510000000217,
142.562,,Segment,3,3,Image 1,1,1,100000000,510000000232,
142.562,,Segment,3,3,Image 1,2,1,100000000,510000000259,
170.125,,Segment,3,3,Image 1,2,1,100000000,510000000294,
168.625,,Segment,3,3,Image 1,2,1,100000000,510000000330,
160.062,,Segment,3,3,Image 1,1,1,100000000,510000000372,
159.062,,Segment,3,3,Image 1,2,1,100000000,510000000414,
137.125,,Segment,3,3,Image 1,1,1,100000001,510000000431,
91.5625,,Segment,3,4,Image 1,1,1,100000001,510000000447,
26.0625,,Segment,3,1,Image 1,1,1,100000001,510000000450,
180.562,,Segment,3,2,Image 1,1,1,100000001,510000000454,
193.125,,Segment,3,3,Image 1,1,1,100000001,510000000457,
149.125,,Segment,3,1,Image 1,1,1,100000001,510000000474,
188.062,,Segment,3,2,Image 1,1,1,100000001,510000000481,
186.016,,Segment,3,3,Image 1,2,1,100000001,510000000495,
177.125,,Segment,3,1,Image 1,1,1,100000001,510000000505,
144.562,,Segment,3,3,Image 1,2,1,100000001,510000000517,
149.031,,Segment,3,4,Image 1,2,1,100000001,510000000524,
160.125,,Segment,3,2,Image 1,2,1,100000001,510000000529,
110.125,,Segment,3,1,Image 1,1,1,100000001,510000000540,
163.062,,Segment,3,2,Image 1,1,1,100000001,510000000543,
136.125,,Segment,3,1,Image 1,1,1,100000001,510000000562,
108.625,,Segment,3,2,Image 1,2,1,100000001,510000000570,
129.625,,Segment,3,1,Image 1,1,1,100000001,510000000573,
177.125,,Segment,3,2,Image 1,2,1,100000001,510000000580,
166.062,,Segment,3,2,Image 1,2,1,100000001,510000000594,
158.562,,Segment,3,4,Image 1,3,1,100000001,510000000599,
159.125,,Segment,3,4,Image 1,2,1,100000001,510000000610,
176.562,,Segment,3,2,Image 1,1,1,100000002,510000000616,
185.062,,Segment,3,3,Image 1,1,1,100000002,510000000635,
177.125,,Segment,3,3,Image 1,2,1,100000002,510000000663,
140.125,,Segment,3,1,Image 1,1,1,100000002,510000000685,
41.0625,,Segment,3,2,Image 1,1,1,100000002,510000000709,
127.125,,Segment,3,3,Image 1,1,1,100000002,510000000711,
146.062,,Segment,3,4,Image 1,1,1,100000002,510000000716,
147.125,,Segment,3,2,Image 1,2,1,100000002,510000000726,
164.031,,Segment,3,4,Image 1,2,1,100000002,510000000743,
169.625,,Segment,3,3,Image 1,2,1,100000002,510000000755,
94.125,,Segment,3,1,Image 1,1,1,100000002,510000000760,
173.031,,Segment,3,3,Image 1,1,1,100000002,510000000765,
175.062,,Segment,3,3,Image 1,2,1,100000002,510000000773,
176.125,,Segment,3,2,Image 1,2,1,100000002,510000000783,
167.062,,Segment,3,2,Image 1,2,1,100000002,510000000798,
186.125,,Segment,3,1,Image 1,1,1,100000002,510000000824,
177.062,,Segment,3,2,Image 1,2,1,100000002,510000000832,
147.062,,Segment,3,2,Image 1,1,1,100000003,510000000846,
68.5156,,Segment,3,0,Image 1,1,1,100000003,510000000855,
176.062,,Segment,3,1,Image 1,1,1,100000003,510000000857,
70.0625,,Segment,3,3,Image 1,2,1,100000003,510000000884,
110.562,,Segment,3,4,Image 1,2,1,100000003,510000000886,
92.0625,,Segment,3,3,Image 1,3,1,100000003,510000000893,
167.062,,Segment,3,4,Image 1,3,1,100000003,510000000899,
155.031,,Segment,3,4,Image 1,4,1,100000003,510000000907,
28.0312,,Segment,3,2,Image 1,3,1,100000003,510000000910,
180.125,,Segment,3,3,Image 1,3,1,100000003,510000000912,
188.125,,Segment,3,3,Image 1,4,1,100000003,510000000934,
184.062,,Segment,3,8,Image 1,4,1,100000003,510000000951,
180.531,,Segment,3,8,Image 1,5,1,100000003,510000000961,
178.625,,Segment,3,8,Image 1,5,1,100000003,510000000979,
155.562,,Segment,3,9,Image 1,5,1,100000003,510000000986,
166.031,,Segment,3,8,Image 1,6,1,100000003,510000000995,
182.062,,Segment,3,9,Image 1,6,1,100000003,510000000997,
173.125,,Segment,3,6,Image 1,5,1,100000003,510000001012,
183.125,,Segment,3,5,Image 1,4,1,100000003,510000001037,
156.062,,Segment,3,4,Image 1,4,1,100000003,510000001057,
183.031,,Segment,3,5,Image 1,5,1,100000003,510000001060,
146.062,,Segment,3,6,Image 1,5,1,100000003,510000001062,
167.125,,Segment,3,9,Image 1,7,1,100000003,510000001072,
193.062,,Segment,3,9,Image 1,6,1,100000003,510000001077,
163.125,,Segment,3,7,Image 1,5,1,100000003,510000001085,
90.625,,Segment,3,2,Image 1,3,1,100000003,510000001099,
166.062,,Segment,3,2,Image 1,2,1,100000003,510000001118,
154.062,,Segment,3,1,Image 1,2,1,100000003,510000001127,
181.062,,Segment,3,4,Image 1,3,1,100000003,510000001138,
175.125,,Segment,3,1,Image 1,2,1,100000003,510000001158,
159.125,,Segment,3,1,Image 1,1,1,100000004,510000001175,
117.125,,Segment,3,2,Image 1,2,1,100000004,510000001196,
114.125,,Segment,3,3,Image 1,2,1,100000004,510000001204,
131.062,,Segment,3,3,Image 1,3,1,100000004,510000001211,
155.062,,Segment,3,1,Image 1,2,1,100000004,510000001218,
136.016,,Segment,3,1,Image 1,1,1,100000004,510000001242,
152.562,,Segment,3,2,Image 1,1,1,100000004,510000001244,
142.625,,Segment,3,2,Image 1,3,1,100000004,510000001259,
