
Segment Intensity StdDev Ch=1 Img=1
 ==================== 
Segment Intensity StdDev,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
61.5032,,Segment,1,3,Image 1,3,1,100000013,510000003269,
41.891,,Segment,1,3,Image 1,3,1,100000013,510000003292,
13.0755,,Segment,1,2,Image 1,1,1,100000000,510000003309,
0,,Segment,1,1,Image 1,1,1,100000000,510000003310,
13.4742,,Segment,1,2,Image 1,1,1,100000000,510000003311,
10.3608,,Segment,1,1,Image 1,1,1,100000001,510000003312,
38.3906,,Segment,1,2,Image 1,1,1,100000001,510000003313,
29.9925,,Segment,1,1,Image 1,1,1,100000002,510000003314,
24.5161,,Segment,1,1,Image 1,1,1,100000002,510000003315,
59.9048,,Segment,1,2,Image 1,1,1,100000002,510000003316,
38.136,,Segment,1,0,Image 1,1,1,100000003,510000003317,
78.7967,,Segment,1,1,Image 1,1,1,100000003,510000003318,
40.6452,,Segment,1,1,Image 1,2,1,100000003,510000003319,
16.0103,,Segment,1,2,Image 1,2,1,100000003,510000003320,
31.2015,,Segment,1,6,Image 1,4,1,100000003,510000003321,
50.1754,,Segment,1,7,Image 1,4,1,100000003,510000003322,
40.0499,,Segment,1,7,Image 1,5,1,100000003,510000003323,
52.2318,,Segment,1,4,Image 1,5,1,100000003,510000003324,
17.1129,,Segment,1,0,Image 1,1,1,100000004,510000003325,
21.7787,,Segment,1,1,Image 1,2,1,100000004,510000003326,
50.0025,,Segment,1,0,Image 1,1,1,100000004,510000003327,
57.5318,,Segment,1,1,Image 1,1,1,100000005,510000003328,
40.693,,Segment,1,1,Image 1,1,1,100000006,510000003329,
60.507,,Segment,1,2,Image 1,2,1,100000006,510000003330,
31.1373,,Segment,1,1,Image 1,1,1,100000006,510000003331,
37.078,,Segment,1,1,Image 1,1,1,100000007,510000003332,
39.7908,,Segment,1,1,Image 1,1,1,100000007,510000003333,
14.2034,,Segment,1,0,Image 1,1,1,100000008,510000003334,
18.8252,,Segment,1,1,Image 1,1,1,100000008,510000003335,
33.2842,,Segment,1,0,Image 1,1,1,100000009,510000003336,
37.4145,,Segment,1,2,Image 1,1,1,100000009,510000003337,
19.5956,,Segment,1,0,Image 1,1,1,100000010,510000003338,
19.4079,,Segment,1,0,Image 1,1,1,100000010,510000003339,
8.49097,,Segment,1,0,Image 1,1,1,100000011,510000003340,
9.4053,,Segment,1,1,Image 1,1,1,100000011,510000003341,
2.70855,,Segment,1,1,Image 1,2,1,100000011,510000003342,
27.4733,,Segment,1,2,Image 1,2,1,100000011,510000003343,
31.3546,,Segment,1,3,Image 1,2,1,100000011,510000003344,
2.39649,,Segment,1,1,Image 1,2,1,100000011,510000003345,
13.8366,,Segment,1,2,Image 1,2,1,100000011,510000003346,
17.7787,,Segment,1,0,Image 1,1,1,100000011,510000003347,
48.3659,,Segment,1,1,Image 1,1,1,100000012,510000003348,
40.5006,,Segment,1,1,Image 1,1,1,100000012,510000003349,
49.2754,,Segment,1,1,Image 1,1,1,100000013,510000003350,
56.4065,,Segment,1,2,Image 1,1,1,100000013,510000003351,
27.2511,,Segment,1,2,Image 1,2,1,100000013,510000003352,
59.6679,,Segment,1,3,Image 1,3,1,100000013,510000003353,
39.7249,,Segment,1,2,Image 1,1,1,100000013,510000003354,
60.0564,,Segment,1,3,Image 1,1,1,100000013,510000003355,
