
Segment Intensity Max Ch=2 Img=1
 ==================== 
Segment Intensity Max,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
181,,Segment,2,1,Image 1,1,1,100000000,510000000001,
204,,Segment,2,2,Image 1,2,1,100000000,510000000007,
168,,Segment,2,1,Image 1,1,1,100000000,510000000045,
183,,Segment,2,2,Image 1,1,1,100000000,510000000051,
204,,Segment,2,3,Image 1,1,1,100000000,510000000053,
213,,Segment,2,2,Image 1,2,1,100000000,510000000095,
192,,Segment,2,1,Image 1,1,1,100000000,510000000138,
195,,Segment,2,2,Image 1,1,1,100000000,510000000141,
208,,Segment,2,2,Image 1,2,1,100000000,510000000158,
199,,Segment,2,2,Image 1,2,1,100000000,510000000189,
193,,Segment,2,3,Image 1,2,1,100000000,510000000204,
201,,Segment,2,3,Image 1,3,1,100000000,510000000217,
204,,Segment,2,3,Image 1,1,1,100000000,510000000232,
207,,Segment,2,3,Image 1,2,1,100000000,510000000259,
214,,Segment,2,3,Image 1,2,1,100000000,510000000294,
207,,Segment,2,3,Image 1,2,1,100000000,510000000330,
209,,Segment,2,3,Image 1,1,1,100000000,510000000372,
191,,Segment,2,3,Image 1,2,1,100000000,510000000414,
207,,Segment,2,3,Image 1,1,1,100000001,510000000431,
163,,Segment,2,4,Image 1,1,1,100000001,510000000447,
219,,Segment,2,1,Image 1,1,1,100000001,510000000450,
219,,Segment,2,2,Image 1,1,1,100000001,510000000454,
217,,Segment,2,3,Image 1,1,1,100000001,510000000457,
207,,Segment,2,1,Image 1,1,1,100000001,510000000474,
207,,Segment,2,2,Image 1,1,1,100000001,510000000481,
214,,Segment,2,3,Image 1,2,1,100000001,510000000495,
207,,Segment,2,1,Image 1,1,1,100000001,510000000505,
197,,Segment,2,3,Image 1,2,1,100000001,510000000517,
199,,Segment,2,4,Image 1,2,1,100000001,510000000524,
208,,Segment,2,2,Image 1,2,1,100000001,510000000529,
209,,Segment,2,1,Image 1,1,1,100000001,510000000540,
206,,Segment,2,2,Image 1,1,1,100000001,510000000543,
211,,Segment,2,1,Image 1,1,1,100000001,510000000562,
219,,Segment,2,2,Image 1,2,1,100000001,510000000570,
210,,Segment,2,1,Image 1,1,1,100000001,510000000573,
203,,Segment,2,2,Image 1,2,1,100000001,510000000580,
206,,Segment,2,2,Image 1,2,1,100000001,510000000594,
195,,Segment,2,4,Image 1,3,1,100000001,510000000599,
214,,Segment,2,4,Image 1,2,1,100000001,510000000610,
209,,Segment,2,2,Image 1,1,1,100000002,510000000616,
217,,Segment,2,3,Image 1,1,1,100000002,510000000635,
225,,Segment,2,3,Image 1,2,1,100000002,510000000663,
216,,Segment,2,1,Image 1,1,1,100000002,510000000685,
207,,Segment,2,2,Image 1,1,1,100000002,510000000709,
194,,Segment,2,3,Image 1,1,1,100000002,510000000711,
216,,Segment,2,4,Image 1,1,1,100000002,510000000716,
212,,Segment,2,2,Image 1,2,1,100000002,510000000726,
194,,Segment,2,4,Image 1,2,1,100000002,510000000743,
216,,Segment,2,3,Image 1,2,1,100000002,510000000755,
214,,Segment,2,1,Image 1,1,1,100000002,510000000760,
205,,Segment,2,3,Image 1,1,1,100000002,510000000765,
201,,Segment,2,3,Image 1,2,1,100000002,510000000773,
219,,Segment,2,2,Image 1,2,1,100000002,510000000783,
215,,Segment,2,2,Image 1,2,1,100000002,510000000798,
216,,Segment,2,1,Image 1,1,1,100000002,510000000824,
211,,Segment,2,2,Image 1,2,1,100000002,510000000832,
205,,Segment,2,2,Image 1,1,1,100000003,510000000846,
186,,Segment,2,0,Image 1,1,1,100000003,510000000855,
206,,Segment,2,1,Image 1,1,1,100000003,510000000857,
155,,Segment,2,3,Image 1,2,1,100000003,510000000884,
216,,Segment,2,4,Image 1,2,1,100000003,510000000886,
203,,Segment,2,3,Image 1,3,1,100000003,510000000893,
210,,Segment,2,4,Image 1,3,1,100000003,510000000899,
209,,Segment,2,4,Image 1,4,1,100000003,510000000907,
103,,Segment,2,2,Image 1,3,1,100000003,510000000910,
196,,Segment,2,3,Image 1,3,1,100000003,510000000912,
213,,Segment,2,3,Image 1,4,1,100000003,510000000934,
201,,Segment,2,8,Image 1,4,1,100000003,510000000951,
205,,Segment,2,8,Image 1,5,1,100000003,510000000961,
210,,Segment,2,8,Image 1,5,1,100000003,510000000979,
211,,Segment,2,9,Image 1,5,1,100000003,510000000986,
208,,Segment,2,8,Image 1,6,1,100000003,510000000995,
211,,Segment,2,9,Image 1,6,1,100000003,510000000997,
211,,Segment,2,6,Image 1,5,1,100000003,510000001012,
199,,Segment,2,5,Image 1,4,1,100000003,510000001037,
206,,Segment,2,4,Image 1,4,1,100000003,510000001057,
199,,Segment,2,5,Image 1,5,1,100000003,510000001060,
204,,Segment,2,6,Image 1,5,1,100000003,510000001062,
207,,Segment,2,9,Image 1,7,1,100000003,510000001072,
210,,Segment,2,9,Image 1,6,1,100000003,510000001077,
201,,Segment,2,7,Image 1,5,1,100000003,510000001085,
213,,Segment,2,2,Image 1,3,1,100000003,510000001099,
203,,Segment,2,2,Image 1,2,1,100000003,510000001118,
208,,Segment,2,1,Image 1,2,1,100000003,510000001127,
193,,Segment,2,4,Image 1,3,1,100000003,510000001138,
213,,Segment,2,1,Image 1,2,1,100000003,510000001158,
212,,Segment,2,1,Image 1,1,1,100000004,510000001175,
219,,Segment,2,2,Image 1,2,1,100000004,510000001196,
207,,Segment,2,3,Image 1,2,1,100000004,510000001204,
205,,Segment,2,3,Image 1,3,1,100000004,510000001211,
211,,Segment,2,1,Image 1,2,1,100000004,510000001218,
187,,Segment,2,1,Image 1,1,1,100000004,510000001242,
199,,Segment,2,2,Image 1,1,1,100000004,510000001244,
213,,Segment,2,2,Image 1,3,1,100000004,510000001259,
183,,Segment,2,2,Image 1,3,1,100000004,510000001270,
199,,Segment,2,3,Image 1,3,1,100000004,510000001272,
210,,Segment,2,4,Image 1,3,1,100000004,510000001275,
202,,Segment,2,4,Image 1,4,1,100000004,510000001293,
201,,Segment,2,2,Image 1,2,1,100000004,510000001302,
201,,Segment,2,3,Image 1,4,1,100000004,510000001319,
226,,Segment,2,1,Image 1,1,1,100000005,510000001337,
227,,Segment,2,1,Image 1,1,1,100000005,510000001375,
216,,Segment,2,2,Image 1,1,1,100000005,510000001403,
217,,Segment,2,1,Image 1,1,1,100000005,510000001419,
