
Segment Center Intensity Mean Ch=3 Img=1
 ==================== 
Segment Center Intensity Mean,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
152.143,,Segment,3,2,Image 1,1,1,100000000,510000000003,
106,,Segment,3,2,Image 1,2,1,100000000,510000000023,
122.217,,Segment,3,3,Image 1,2,1,100000000,510000000028,
130.267,,Segment,3,3,Image 1,3,1,100000000,510000000050,
133.8,,Segment,3,1,Image 1,2,1,100000000,510000000064,
166.2,,Segment,3,2,Image 1,2,1,100000000,510000000068,
109.333,,Segment,3,1,Image 1,2,1,100000000,510000000073,
165.667,,Segment,3,2,Image 1,2,1,100000000,510000000075,
164.75,,Segment,3,2,Image 1,3,1,100000000,510000000083,
83.125,,Segment,3,2,Image 1,3,1,100000000,510000000086,
101.75,,Segment,3,3,Image 1,3,1,100000000,510000000093,
132.875,,Segment,3,4,Image 1,3,1,100000000,510000000096,
130.125,,Segment,3,4,Image 1,4,1,100000000,510000000103,
148.5,,Segment,3,3,Image 1,4,1,100000000,510000000110,
117.5,,Segment,3,3,Image 1,2,1,100000000,510000000117,
163.545,,Segment,3,4,Image 1,2,1,100000000,510000000124,
178,,Segment,3,4,Image 1,3,1,100000000,510000000134,
89.2308,,Segment,3,3,Image 1,3,1,100000000,510000000137,
108,,Segment,3,2,Image 1,3,1,100000000,510000000149,
185.077,,Segment,3,3,Image 1,3,1,100000000,510000000151,
156.045,,Segment,3,3,Image 1,4,1,100000000,510000000163,
176,,Segment,3,3,Image 1,4,1,100000000,510000000184,
187.875,,Segment,3,2,Image 1,3,1,100000000,510000000209,
54,,Segment,3,2,Image 1,1,1,100000001,510000000226,
146.261,,Segment,3,3,Image 1,1,1,100000001,510000000230,
167.846,,Segment,3,2,Image 1,2,1,100000001,510000000252,
142.438,,Segment,3,1,Image 1,1,1,100000001,510000000264,
110.556,,Segment,3,3,Image 1,1,1,100000001,510000000274,
125.848,,Segment,3,3,Image 1,2,1,100000001,510000000282,
119.25,,Segment,3,4,Image 1,3,1,100000001,510000000314,
98.8889,,Segment,3,2,Image 1,2,1,100000001,510000000318,
143.08,,Segment,3,3,Image 1,2,1,100000001,510000000326,
162,,Segment,3,4,Image 1,2,1,100000001,510000000350,
155,,Segment,3,4,Image 1,3,1,100000001,510000000359,
116.357,,Segment,3,1,Image 1,1,1,100000001,510000000384,
138.667,,Segment,3,2,Image 1,1,1,100000001,510000000397,
143.312,,Segment,3,3,Image 1,2,1,100000001,510000000402,
122.6,,Segment,3,1,Image 1,1,1,100000001,510000000417,
154.333,,Segment,3,3,Image 1,3,1,100000001,510000000438,
152.062,,Segment,3,2,Image 1,2,1,100000001,510000000458,
159.3,,Segment,3,1,Image 1,1,1,100000002,510000000474,
