
Segment Intensity Min Ch=1 Img=1
 ==================== 
Segment Intensity Min,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
0,,Segment,1,2,Image 1,1,1,100000000,510000000003,
0,,Segment,1,2,Image 1,2,1,100000000,510000000023,
0,,Segment,1,3,Image 1,2,1,100000000,510000000028,
23,,Segment,1,3,Image 1,3,1,100000000,510000000050,
0,,Segment,1,1,Image 1,2,1,100000000,510000000064,
44,,Segment,1,2,Image 1,2,1,100000000,510000000068,
0,,Segment,1,1,Image 1,2,1,100000000,510000000073,
4,,Segment,1,2,Image 1,2,1,100000000,510000000075,
7,,Segment,1,2,Image 1,3,1,100000000,510000000083,
0,,Segment,1,2,Image 1,3,1,100000000,510000000086,
70,,Segment,1,3,Image 1,3,1,100000000,510000000093,
0,,Segment,1,4,Image 1,3,1,100000000,510000000096,
0,,Segment,1,4,Image 1,4,1,100000000,510000000103,
0,,Segment,1,3,Image 1,4,1,100000000,510000000110,
2,,Segment,1,3,Image 1,2,1,100000000,510000000117,
0,,Segment,1,4,Image 1,2,1,100000000,510000000124,
0,,Segment,1,4,Image 1,3,1,100000000,510000000134,
121,,Segment,1,3,Image 1,3,1,100000000,510000000137,
16,,Segment,1,2,Image 1,3,1,100000000,510000000149,
9,,Segment,1,3,Image 1,3,1,100000000,510000000151,
34,,Segment,1,3,Image 1,4,1,100000000,510000000163,
19,,Segment,1,3,Image 1,4,1,100000000,510000000184,
45,,Segment,1,2,Image 1,3,1,100000000,510000000209,
0,,Segment,1,2,Image 1,1,1,100000001,510000000226,
0,,Segment,1,3,Image 1,1,1,100000001,510000000230,
0,,Segment,1,2,Image 1,2,1,100000001,510000000252,
0,,Segment,1,1,Image 1,1,1,100000001,510000000264,
0,,Segment,1,3,Image 1,1,1,100000001,510000000274,
0,,Segment,1,3,Image 1,2,1,100000001,510000000282,
12,,Segment,1,4,Image 1,3,1,100000001,510000000314,
0,,Segment,1,2,Image 1,2,1,100000001,510000000318,
0,,Segment,1,3,Image 1,2,1,100000001,510000000326,
15,,Segment,1,4,Image 1,2,1,100000001,510000000350,
6,,Segment,1,4,Image 1,3,1,100000001,510000000359,
0,,Segment,1,1,Image 1,1,1,100000001,510000000384,
41,,Segment,1,2,Image 1,1,1,100000001,510000000397,
0,,Segment,1,3,Image 1,2,1,100000001,510000000402,
0,,Segment,1,1,Image 1,1,1,100000001,510000000417,
0,,Segment,1,3,Image 1,3,1,100000001,510000000438,
0,,Segment,1,2,Image 1,2,1,100000001,510000000458,
0,,Segment,1,1,Image 1,1,1,100000002,510000000474,
34,,Segment,1,2,Image 1,1,1,100000002,510000000493,
4,,Segment,1,3,Image 1,1,1,100000002,510000000496,
0,,Segment,1,1,Image 1,1,1,100000002,510000000506,
0,,Segment,1,2,Image 1,1,1,100000002,510000000514,
0,,Segment,1,1,Image 1,1,1,100000002,510000000526,
13,,Segment,1,2,Image 1,1,1,100000002,510000000535,
3,,Segment,1,1,Image 1,1,1,100000002,510000000544,
0,,Segment,1,2,Image 1,1,1,100000002,510000000546,
0,,Segment,1,3,Image 1,1,1,100000002,510000000554,
0,,Segment,1,3,Image 1,2,1,100000002,510000000563,
0,,Segment,1,1,Image 1,1,1,100000002,510000000581,
0,,Segment,1,2,Image 1,2,1,100000002,510000000605,
0,,Segment,1,1,Image 1,1,1,100000002,510000000623,
0,,Segment,1,2,Image 1,1,1,100000002,510000000626,
0,,Segment,1,3,Image 1,2,1,100000002,510000000644,
0,,Segment,1,3,Image 1,2,1,100000002,510000000647,
0,,Segment,1,4,Image 1,2,1,100000002,510000000649,
0,,Segment,1,5,Image 1,2,1,100000002,510000000662,
0,,Segment,1,2,Image 1,2,1,100000002,510000000683,
0,,Segment,1,5,Image 1,3,1,100000002,510000000720,
0,,Segment,1,2,Image 1,2,1,100000002,510000000724,
28,,Segment,1,2,Image 1,2,1,100000002,510000000730,
21,,Segment,1,2,Image 1,2,1,100000002,510000000738,
13,,Segment,1,1,Image 1,1,1,100000002,510000000745,
15,,Segment,1,2,Image 1,1,1,100000002,510000000749,
4,,Segment,1,2,Image 1,2,1,100000002,510000000754,
0,,Segment,1,1,Image 1,1,1,100000003,510000000764,
0,,Segment,1,2,Image 1,1,1,100000003,510000000769,
0,,Segment,1,2,Image 1,1,1,100000003,510000000781,
0,,Segment,1,2,Image 1,2,1,100000003,510000000789,
0,,Segment,1,2,Image 1,2,1,100000003,510000000797,
0,,Segment,1,1,Image 1,1,1,100000003,510000000804,
0,,Segment,1,1,Image 1,1,1,100000003,510000000823,
0,,Segment,1,2,Image 1,2,1,100000003,510000000833,
0,,Segment,1,1,Image 1,1,1,100000004,510000000849,
0,,Segment,1,1,Image 1,1,1,100000004,510000000871,
2,,Segment,1,3,Image 1,1,1,100000004,510000000884,
10,,Segment,1,3,Image 1,2,1,100000004,510000000894,
0,,Segment,1,3,Image 1,2,1,100000004,510000000902,
0,,Segment,1,4,Image 1,2,1,100000004,510000000904,
33,,Segment,1,5,Image 1,2,1,100000004,510000000915,
0,,Segment,1,1,Image 1,1,1,100000004,510000000923,
4,,Segment,1,4,Image 1,3,1,100000004,510000000942,
0,,Segment,1,4,Image 1,3,1,100000004,510000000956,
48,,Segment,1,3,Image 1,3,1,100000004,510000000973,
24,,Segment,1,5,Image 1,3,1,100000004,510000000978,
0,,Segment,1,4,Image 1,4,1,100000004,510000000984,
0,,Segment,1,1,Image 1,1,1,100000005,510000000993,
10,,Segment,1,2,Image 1,1,1,100000005,510000000995,
25,,Segment,1,3,Image 1,1,1,100000005,510000000999,
29,,Segment,1,2,Image 1,2,1,100000005,510000001015,
0,,Segment,1,3,Image 1,3,1,100000005,510000001032,
0,,Segment,1,3,Image 1,3,1,100000005,510000001055,
0,,Segment,1,4,Image 1,2,1,100000005,510000001076,
26,,Segment,1,5,Image 1,2,1,100000005,510000001082,
0,,Segment,1,6,Image 1,3,1,100000005,510000001086,
21,,Segment,1,7,Image 1,2,1,100000005,510000001093,
0,,Segment,1,7,Image 1,3,1,100000005,510000001101,
0,,Segment,1,4,Image 1,3,1,100000005,510000001110,
8,,Segment,1,5,Image 1,3,1,100000005,510000001117,
0,,Segment,1,5,Image 1,4,1,100000005,510000001124,
9,,Segment,1,5,Image 1,3,1,100000005,510000001129,
0,,Segment,1,2,Image 1,3,1,100000005,510000001133,
0,,Segment,1,3,Image 1,4,1,100000005,510000001136,
0,,Segment,1,3,Image 1,3,1,100000005,510000001156,
16,,Segment,1,4,Image 1,3,1,100000005,510000001159,
1,,Segment,1,4,Image 1,4,1,100000005,510000001175,
5,,Segment,1,3,Image 1,2,1,100000005,510000001191,
0,,Segment,1,4,Image 1,2,1,100000005,510000001204,
5,,Segment,1,4,Image 1,3,1,100000005,510000001221,
0,,Segment,1,3,Image 1,4,1,100000005,510000001236,
0,,Segment,1,1,Image 1,1,1,100000006,510000001259,
0,,Segment,1,2,Image 1,1,1,100000006,510000001262,
0,,Segment,1,3,Image 1,1,1,100000006,510000001267,
0,,Segment,1,2,Image 1,2,1,100000006,510000001272,
10,,Segment,1,3,Image 1,3,1,100000006,510000001278,
0,,Segment,1,2,Image 1,1,1,100000006,510000001285,
0,,Segment,1,1,Image 1,1,1,100000006,510000001329,
10,,Segment,1,2,Image 1,1,1,100000006,510000001331,
0,,Segment,1,2,Image 1,2,1,100000006,510000001353,
6,,Segment,1,2,Image 1,2,1,100000006,510000001379,
41,,Segment,1,4,Image 1,2,1,100000006,510000001399,
0,,Segment,1,3,Image 1,1,1,100000006,510000001408,
40,,Segment,1,2,Image 1,2,1,100000006,510000001416,
34,,Segment,1,3,Image 1,2,1,100000006,510000001418,
0,,Segment,1,3,Image 1,3,1,100000006,510000001430,
0,,Segment,1,3,Image 1,2,1,100000006,510000001448,
12,,Segment,1,3,Image 1,2,1,100000006,510000001465,
0,,Segment,1,4,Image 1,3,1,100000006,510000001486,
0,,Segment,1,2,Image 1,1,1,100000007,510000001536,
4,,Segment,1,3,Image 1,1,1,100000007,510000001546,
9,,Segment,1,4,Image 1,1,1,100000007,510000001549,
0,,Segment,1,5,Image 1,1,1,100000007,510000001551,
15,,Segment,1,6,Image 1,1,1,100000007,510000001573,
22,,Segment,1,6,Image 1,2,1,100000007,510000001575,
0,,Segment,1,3,Image 1,2,1,100000007,510000001583,
0,,Segment,1,2,Image 1,2,1,100000007,510000001620,
0,,Segment,1,3,Image 1,2,1,100000007,510000001624,
5,,Segment,1,4,Image 1,2,1,100000007,510000001626,
0,,Segment,1,4,Image 1,3,1,100000007,510000001628,
0,,Segment,1,3,Image 1,3,1,100000007,510000001630,
0,,Segment,1,1,Image 1,1,1,100000007,510000001632,
0,,Segment,1,2,Image 1,1,1,100000007,510000001634,
0,,Segment,1,2,Image 1,1,1,100000007,510000001639,
0,,Segment,1,2,Image 1,2,1,100000007,510000001655,
0,,Segment,1,3,Image 1,2,1,100000007,510000001659,
0,,Segment,1,3,Image 1,3,1,100000007,510000001680,
0,,Segment,1,2,Image 1,2,1,100000007,510000001689,
17,,Segment,1,5,Image 1,2,1,100000007,510000001704,
0,,Segment,1,4,Image 1,2,1,100000007,510000001717,
0,,Segment,1,2,Image 1,2,1,100000007,510000001731,
0,,Segment,1,1,Image 1,1,1,100000008,510000001749,
0,,Segment,1,1,Image 1,1,1,100000008,510000001766,
0,,Segment,1,2,Image 1,1,1,100000008,510000001768,
0,,Segment,1,4,Image 1,1,1,100000008,510000001772,
0,,Segment,1,4,Image 1,2,1,100000008,510000001788,
0,,Segment,1,2,Image 1,2,1,100000008,510000001800,
10,,Segment,1,3,Image 1,2,1,100000008,510000001831,
10,,Segment,1,3,Image 1,3,1,100000008,510000001850,
0,,Segment,1,3,Image 1,2,1,100000008,510000001867,
0,,Segment,1,4,Image 1,2,1,100000008,510000001875,
0,,Segment,1,1,Image 1,1,1,100000008,510000001928,
0,,Segment,1,1,Image 1,1,1,100000008,510000001966,
0,,Segment,1,2,Image 1,1,1,100000008,510000001969,
3,,Segment,1,3,Image 1,1,1,100000008,510000001975,
27,,Segment,1,4,Image 1,1,1,100000008,510000001981,
0,,Segment,1,1,Image 1,1,1,100000008,510000001996,
3,,Segment,1,3,Image 1,2,1,100000008,510000002049,
28,,Segment,1,4,Image 1,2,1,100000008,510000002070,
0,,Segment,1,2,Image 1,2,1,100000008,510000002130,
0,,Segment,1,1,Image 1,1,1,100000008,510000002155,
0,,Segment,1,4,Image 1,3,1,100000008,510000002180,
0,,Segment,1,5,Image 1,3,1,100000008,510000002187,
0,,Segment,1,5,Image 1,4,1,100000008,510000002191,
0,,Segment,1,2,Image 1,1,1,100000009,510000002212,
0,,Segment,1,3,Image 1,1,1,100000009,510000002215,
38,,Segment,1,4,Image 1,1,1,100000009,510000002235,
8,,Segment,1,4,Image 1,2,1,100000009,510000002237,
0,,Segment,1,2,Image 1,2,1,100000009,510000002248,
0,,Segment,1,2,Image 1,1,1,100000009,510000002271,
0,,Segment,1,2,Image 1,2,1,100000009,510000002296,
43,,Segment,1,2,Image 1,2,1,100000009,510000002305,
22,,Segment,1,3,Image 1,2,1,100000009,510000002310,
0,,Segment,1,4,Image 1,2,1,100000009,510000002314,
11,,Segment,1,4,Image 1,3,1,100000009,510000002320,
0,,Segment,1,3,Image 1,3,1,100000009,510000002333,
0,,Segment,1,2,Image 1,1,1,100000009,510000002352,
0,,Segment,1,2,Image 1,2,1,100000009,510000002376,
0,,Segment,1,3,Image 1,3,1,100000009,510000002388,
0,,Segment,1,3,Image 1,2,1,100000009,510000002396,
0,,Segment,1,4,Image 1,2,1,100000009,510000002398,
0,,Segment,1,4,Image 1,3,1,100000009,510000002403,
0,,Segment,1,3,Image 1,2,1,100000009,510000002417,
0,,Segment,1,1,Image 1,1,1,100000010,510000002436,
30,,Segment,1,2,Image 1,1,1,100000010,510000002463,
0,,Segment,1,2,Image 1,2,1,100000010,510000002487,
0,,Segment,1,2,Image 1,1,1,100000010,510000002501,
16,,Segment,1,3,Image 1,1,1,100000010,510000002510,
0,,Segment,1,3,Image 1,2,1,100000010,510000002538,
0,,Segment,1,4,Image 1,2,1,100000010,510000002548,
0,,Segment,1,4,Image 1,3,1,100000010,510000002565,
0,,Segment,1,1,Image 1,1,1,100000010,510000002584,
0,,Segment,1,2,Image 1,1,1,100000010,510000002588,
0,,Segment,1,2,Image 1,2,1,100000010,510000002597,
0,,Segment,1,3,Image 1,2,1,100000010,510000002602,
11,,Segment,1,4,Image 1,3,1,100000010,510000002608,
0,,Segment,1,1,Image 1,1,1,100000010,510000002612,
19,,Segment,1,2,Image 1,1,1,100000010,510000002624,
0,,Segment,1,2,Image 1,2,1,100000010,510000002635,
8,,Segment,1,3,Image 1,3,1,100000010,510000002672,
0,,Segment,1,4,Image 1,3,1,100000010,510000002680,
0,,Segment,1,4,Image 1,4,1,100000010,510000002707,
0,,Segment,1,2,Image 1,2,1,100000010,510000002726,
0,,Segment,1,1,Image 1,1,1,100000010,510000002748,
0,,Segment,1,3,Image 1,1,1,100000011,510000002766,
0,,Segment,1,3,Image 1,2,1,100000011,510000002785,
0,,Segment,1,4,Image 1,2,1,100000011,510000002792,
0,,Segment,1,4,Image 1,3,1,100000011,510000002809,
0,,Segment,1,2,Image 1,2,1,100000011,510000002827,
5,,Segment,1,3,Image 1,1,1,100000011,510000002847,
0,,Segment,1,3,Image 1,1,1,100000011,510000002860,
0,,Segment,1,2,Image 1,2,1,100000011,510000002874,
0,,Segment,1,1,Image 1,1,1,100000011,510000002880,
15,,Segment,1,3,Image 1,3,1,100000011,510000002898,
0,,Segment,1,3,Image 1,2,1,100000011,510000002902,
0,,Segment,1,3,Image 1,2,1,100000011,510000002917,
0,,Segment,1,3,Image 1,3,1,100000011,510000002938,
22,,Segment,1,3,Image 1,2,1,100000011,510000002946,
0,,Segment,1,1,Image 1,1,1,100000012,510000002958,
0,,Segment,1,2,Image 1,1,1,100000012,510000002963,
0,,Segment,1,3,Image 1,1,1,100000012,510000002974,
0,,Segment,1,3,Image 1,2,1,100000012,510000003000,
0,,Segment,1,2,Image 1,1,1,100000012,510000003014,
0,,Segment,1,2,Image 1,2,1,100000012,510000003040,
17,,Segment,1,1,Image 1,1,1,100000012,510000003065,
0,,Segment,1,2,Image 1,1,1,100000012,510000003067,
0,,Segment,1,2,Image 1,2,1,100000012,510000003086,
0,,Segment,1,2,Image 1,2,1,100000012,510000003109,
0,,Segment,1,2,Image 1,1,1,100000012,510000003121,
0,,Segment,1,3,Image 1,1,1,100000012,510000003124,
0,,Segment,1,4,Image 1,1,1,100000012,510000003130,
0,,Segment,1,4,Image 1,2,1,100000012,510000003147,
5,,Segment,1,5,Image 1,2,1,100000012,510000003157,
0,,Segment,1,5,Image 1,3,1,100000012,510000003175,
0,,Segment,1,5,Image 1,2,1,100000012,510000003190,
0,,Segment,1,2,Image 1,2,1,100000012,510000003198,
4,,Segment,1,2,Image 1,2,1,100000012,510000003232,
0,,Segment,1,3,Image 1,2,1,100000012,510000003243,
19,,Segment,1,4,Image 1,1,1,100000013,510000003271,
62,,Segment,1,3,Image 1,2,1,100000013,510000003294,
0,,Segment,1,4,Image 1,2,1,100000013,510000003296,
21,,Segment,1,4,Image 1,2,1,100000013,510000003319,
26,,Segment,1,3,Image 1,2,1,100000013,510000003334,
0,,Segment,1,4,Image 1,2,1,100000013,510000003336,
25,,Segment,1,4,Image 1,3,1,100000013,510000003352,
110,,Segment,1,2,Image 1,1,1,100000013,510000003369,
0,,Segment,1,3,Image 1,1,1,100000013,510000003372,
24,,Segment,1,2,Image 1,2,1,100000013,510000003375,
8,,Segment,1,2,Image 1,2,1,100000013,510000003389,
