
Segment Intensity Min Ch=3 Img=1
 ==================== 
Segment Intensity Min,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
0,,Segment,3,3,Image 1,3,1,100000001,510000000438,
11,,Segment,3,2,Image 1,2,1,100000001,510000000458,
0,,Segment,3,1,Image 1,1,1,100000002,510000000474,
21,,Segment,3,2,Image 1,1,1,100000002,510000000493,
19,,Segment,3,3,Image 1,1,1,100000002,510000000496,
0,,Segment,3,1,Image 1,1,1,100000002,510000000506,
16,,Segment,3,2,Image 1,1,1,100000002,510000000514,
0,,Segment,3,1,Image 1,1,1,100000002,510000000526,
30,,Segment,3,2,Image 1,1,1,100000002,510000000535,
0,,Segment,3,1,Image 1,1,1,100000002,510000000544,
0,,Segment,3,2,Image 1,1,1,100000002,510000000546,
1,,Segment,3,3,Image 1,1,1,100000002,510000000554,
11,,Segment,3,3,Image 1,2,1,100000002,510000000563,
0,,Segment,3,1,Image 1,1,1,100000002,510000000581,
0,,Segment,3,2,Image 1,2,1,100000002,510000000605,
0,,Segment,3,1,Image 1,1,1,100000002,510000000623,
0,,Segment,3,2,Image 1,1,1,100000002,510000000626,
7,,Segment,3,3,Image 1,2,1,100000002,510000000644,
0,,Segment,3,3,Image 1,2,1,100000002,510000000647,
0,,Segment,3,4,Image 1,2,1,100000002,510000000649,
0,,Segment,3,5,Image 1,2,1,100000002,510000000662,
8,,Segment,3,2,Image 1,2,1,100000002,510000000683,
0,,Segment,3,5,Image 1,3,1,100000002,510000000720,
3,,Segment,3,2,Image 1,2,1,100000002,510000000724,
60,,Segment,3,2,Image 1,2,1,100000002,510000000730,
39,,Segment,3,2,Image 1,2,1,100000002,510000000738,
0,,Segment,3,1,Image 1,1,1,100000002,510000000745,
32,,Segment,3,2,Image 1,1,1,100000002,510000000749,
10,,Segment,3,2,Image 1,2,1,100000002,510000000754,
0,,Segment,3,1,Image 1,1,1,100000003,510000000764,
22,,Segment,3,2,Image 1,1,1,100000003,510000000769,
5,,Segment,3,2,Image 1,1,1,100000003,510000000781,
12,,Segment,3,2,Image 1,2,1,100000003,510000000789,
5,,Segment,3,2,Image 1,2,1,100000003,510000000797,
0,,Segment,3,1,Image 1,1,1,100000003,510000000804,
0,,Segment,3,1,Image 1,1,1,100000003,510000000823,
0,,Segment,3,2,Image 1,2,1,100000003,510000000833,
0,,Segment,3,1,Image 1,1,1,100000004,510000000849,
0,,Segment,3,1,Image 1,1,1,100000004,510000000871,
16,,Segment,3,3,Image 1,1,1,100000004,510000000884,
27,,Segment,3,3,Image 1,2,1,100000004,510000000894,
1,,Segment,3,3,Image 1,2,1,100000004,510000000902,
0,,Segment,3,4,Image 1,2,1,100000004,510000000904,
78,,Segment,3,5,Image 1,2,1,100000004,510000000915,
0,,Segment,3,1,Image 1,1,1,100000004,510000000923,
33,,Segment,3,4,Image 1,3,1,100000004,510000000942,
0,,Segment,3,4,Image 1,3,1,100000004,510000000956,
1,,Segment,3,3,Image 1,3,1,100000004,510000000973,
78,,Segment,3,5,Image 1,3,1,100000004,510000000978,
35,,Segment,3,4,Image 1,4,1,100000004,510000000984,
20,,Segment,3,1,Image 1,1,1,100000005,510000000993,
69,,Segment,3,2,Image 1,1,1,100000005,510000000995,
30,,Segment,3,3,Image 1,1,1,100000005,510000000999,
14,,Segment,3,2,Image 1,2,1,100000005,510000001015,
11,,Segment,3,3,Image 1,3,1,100000005,510000001032,
0,,Segment,3,3,Image 1,3,1,100000005,510000001055,
26,,Segment,3,4,Image 1,2,1,100000005,510000001076,
44,,Segment,3,5,Image 1,2,1,100000005,510000001082,
34,,Segment,3,6,Image 1,3,1,100000005,510000001086,
71,,Segment,3,7,Image 1,2,1,100000005,510000001093,
7,,Segment,3,7,Image 1,3,1,100000005,510000001101,
45,,Segment,3,4,Image 1,3,1,100000005,510000001110,
38,,Segment,3,5,Image 1,3,1,100000005,510000001117,
27,,Segment,3,5,Image 1,4,1,100000005,510000001124,
51,,Segment,3,5,Image 1,3,1,100000005,510000001129,
2,,Segment,3,2,Image 1,3,1,100000005,510000001133,
20,,Segment,3,3,Image 1,4,1,100000005,510000001136,
52,,Segment,3,3,Image 1,3,1,100000005,510000001156,
30,,Segment,3,4,Image 1,3,1,100000005,510000001159,
71,,Segment,3,4,Image 1,4,1,100000005,510000001175,
38,,Segment,3,3,Image 1,2,1,100000005,510000001191,
3,,Segment,3,4,Image 1,2,1,100000005,510000001204,
112,,Segment,3,4,Image 1,3,1,100000005,510000001221,
52,,Segment,3,3,Image 1,4,1,100000005,510000001236,
0,,Segment,3,1,Image 1,1,1,100000006,510000001259,
28,,Segment,3,2,Image 1,1,1,100000006,510000001262,
49,,Segment,3,3,Image 1,1,1,100000006,510000001267,
36,,Segment,3,2,Image 1,2,1,100000006,510000001272,
18,,Segment,3,3,Image 1,3,1,100000006,510000001278,
0,,Segment,3,2,Image 1,1,1,100000006,510000001285,
0,,Segment,3,1,Image 1,1,1,100000006,510000001329,
65,,Segment,3,2,Image 1,1,1,100000006,510000001331,
28,,Segment,3,2,Image 1,2,1,100000006,510000001353,
1,,Segment,3,2,Image 1,2,1,100000006,510000001379,
53,,Segment,3,4,Image 1,2,1,100000006,510000001399,
27,,Segment,3,3,Image 1,1,1,100000006,510000001408,
9,,Segment,3,2,Image 1,2,1,100000006,510000001416,
31,,Segment,3,3,Image 1,2,1,100000006,510000001418,
85,,Segment,3,3,Image 1,3,1,100000006,510000001430,
56,,Segment,3,3,Image 1,2,1,100000006,510000001448,
61,,Segment,3,3,Image 1,2,1,100000006,510000001465,
10,,Segment,3,4,Image 1,3,1,100000006,510000001486,
14,,Segment,3,2,Image 1,1,1,100000007,510000001536,
23,,Segment,3,3,Image 1,1,1,100000007,510000001546,
78,,Segment,3,4,Image 1,1,1,100000007,510000001549,
13,,Segment,3,5,Image 1,1,1,100000007,510000001551,
52,,Segment,3,6,Image 1,1,1,100000007,510000001573,
0,,Segment,3,6,Image 1,2,1,100000007,510000001575,
0,,Segment,3,3,Image 1,2,1,100000007,510000001583,
32,,Segment,3,2,Image 1,2,1,100000007,510000001620,
34,,Segment,3,3,Image 1,2,1,100000007,510000001624,
78,,Segment,3,4,Image 1,2,1,100000007,510000001626,
78,,Segment,3,4,Image 1,3,1,100000007,510000001628,
28,,Segment,3,3,Image 1,3,1,100000007,510000001630,
0,,Segment,3,1,Image 1,1,1,100000007,510000001632,
15,,Segment,3,2,Image 1,1,1,100000007,510000001634,
7,,Segment,3,2,Image 1,1,1,100000007,510000001639,
15,,Segment,3,2,Image 1,2,1,100000007,510000001655,
31,,Segment,3,3,Image 1,2,1,100000007,510000001659,
8,,Segment,3,3,Image 1,3,1,100000007,510000001680,
17,,Segment,3,2,Image 1,2,1,100000007,510000001689,
73,,Segment,3,5,Image 1,2,1,100000007,510000001704,
11,,Segment,3,4,Image 1,2,1,100000007,510000001717,
0,,Segment,3,2,Image 1,2,1,100000007,510000001731,
5,,Segment,3,1,Image 1,1,1,100000008,510000001749,
2,,Segment,3,1,Image 1,1,1,100000008,510000001766,
8,,Segment,3,2,Image 1,1,1,100000008,510000001768,
1,,Segment,3,4,Image 1,1,1,100000008,510000001772,
11,,Segment,3,4,Image 1,2,1,100000008,510000001788,
8,,Segment,3,2,Image 1,2,1,100000008,510000001800,
84,,Segment,3,3,Image 1,2,1,100000008,510000001831,
82,,Segment,3,3,Image 1,3,1,100000008,510000001850,
11,,Segment,3,3,Image 1,2,1,100000008,510000001867,
20,,Segment,3,4,Image 1,2,1,100000008,510000001875,
5,,Segment,3,1,Image 1,1,1,100000008,510000001928,
5,,Segment,3,1,Image 1,1,1,100000008,510000001966,
51,,Segment,3,2,Image 1,1,1,100000008,510000001969,
51,,Segment,3,3,Image 1,1,1,100000008,510000001975,
51,,Segment,3,4,Image 1,1,1,100000008,510000001981,
5,,Segment,3,1,Image 1,1,1,100000008,510000001996,
61,,Segment,3,3,Image 1,2,1,100000008,510000002049,
20,,Segment,3,4,Image 1,2,1,100000008,510000002070,
48,,Segment,3,2,Image 1,2,1,100000008,510000002130,
5,,Segment,3,1,Image 1,1,1,100000008,510000002155,
42,,Segment,3,4,Image 1,3,1,100000008,510000002180,
30,,Segment,3,5,Image 1,3,1,100000008,510000002187,
33,,Segment,3,5,Image 1,4,1,100000008,510000002191,
24,,Segment,3,2,Image 1,1,1,100000009,510000002212,
15,,Segment,3,3,Image 1,1,1,100000009,510000002215,
56,,Segment,3,4,Image 1,1,1,100000009,510000002235,
46,,Segment,3,4,Image 1,2,1,100000009,510000002237,
49,,Segment,3,2,Image 1,2,1,100000009,510000002248,
8,,Segment,3,2,Image 1,1,1,100000009,510000002271,
19,,Segment,3,2,Image 1,2,1,100000009,510000002296,
4,,Segment,3,2,Image 1,2,1,100000009,510000002305,
67,,Segment,3,3,Image 1,2,1,100000009,510000002310,
51,,Segment,3,4,Image 1,2,1,100000009,510000002314,
52,,Segment,3,4,Image 1,3,1,100000009,510000002320,
21,,Segment,3,3,Image 1,3,1,100000009,510000002333,
16,,Segment,3,2,Image 1,1,1,100000009,510000002352,
0,,Segment,3,2,Image 1,2,1,100000009,510000002376,
0,,Segment,3,3,Image 1,3,1,100000009,510000002388,
0,,Segment,3,3,Image 1,2,1,100000009,510000002396,
0,,Segment,3,4,Image 1,2,1,100000009,510000002398,
23,,Segment,3,4,Image 1,3,1,100000009,510000002403,
76,,Segment,3,3,Image 1,2,1,100000009,510000002417,
0,,Segment,3,1,Image 1,1,1,100000010,510000002436,
67,,Segment,3,2,Image 1,1,1,100000010,510000002463,
63,,Segment,3,2,Image 1,2,1,100000010,510000002487,
0,,Segment,3,2,Image 1,1,1,100000010,510000002501,
44,,Segment,3,3,Image 1,1,1,100000010,510000002510,
53,,Segment,3,3,Image 1,2,1,100000010,510000002538,
49,,Segment,3,4,Image 1,2,1,100000010,510000002548,
28,,Segment,3,4,Image 1,3,1,100000010,510000002565,
0,,Segment,3,1,Image 1,1,1,100000010,510000002584,
10,,Segment,3,2,Image 1,1,1,100000010,510000002588,
17,,Segment,3,2,Image 1,2,1,100000010,510000002597,
27,,Segment,3,3,Image 1,2,1,100000010,510000002602,
43,,Segment,3,4,Image 1,3,1,100000010,510000002608,
0,,Segment,3,1,Image 1,1,1,100000010,510000002612,
23,,Segment,3,2,Image 1,1,1,100000010,510000002624,
9,,Segment,3,2,Image 1,2,1,100000010,510000002635,
31,,Segment,3,3,Image 1,3,1,100000010,510000002672,
44,,Segment,3,4,Image 1,3,1,100000010,510000002680,
33,,Segment,3,4,Image 1,4,1,100000010,510000002707,
0,,Segment,3,2,Image 1,2,1,100000010,510000002726,
0,,Segment,3,1,Image 1,1,1,100000010,510000002748,
0,,Segment,3,3,Image 1,1,1,100000011,510000002766,
8,,Segment,3,3,Image 1,2,1,100000011,510000002785,
0,,Segment,3,4,Image 1,2,1,100000011,510000002792,
8,,Segment,3,4,Image 1,3,1,100000011,510000002809,
21,,Segment,3,2,Image 1,2,1,100000011,510000002827,
53,,Segment,3,3,Image 1,1,1,100000011,510000002847,
28,,Segment,3,3,Image 1,1,1,100000011,510000002860,
24,,Segment,3,2,Image 1,2,1,100000011,510000002874,
0,,Segment,3,1,Image 1,1,1,100000011,510000002880,
64,,Segment,3,3,Image 1,3,1,100000011,510000002898,
30,,Segment,3,3,Image 1,2,1,100000011,510000002902,
0,,Segment,3,3,Image 1,2,1,100000011,510000002917,
46,,Segment,3,3,Image 1,3,1,100000011,510000002938,
41,,Segment,3,3,Image 1,2,1,100000011,510000002946,
0,,Segment,3,1,Image 1,1,1,100000012,510000002958,
42,,Segment,3,2,Image 1,1,1,100000012,510000002963,
16,,Segment,3,3,Image 1,1,1,100000012,510000002974,
10,,Segment,3,3,Image 1,2,1,100000012,510000003000,
0,,Segment,3,2,Image 1,1,1,100000012,510000003014,
0,,Segment,3,2,Image 1,2,1,100000012,510000003040,
0,,Segment,3,1,Image 1,1,1,100000012,510000003065,
18,,Segment,3,2,Image 1,1,1,100000012,510000003067,
33,,Segment,3,2,Image 1,2,1,100000012,510000003086,
2,,Segment,3,2,Image 1,2,1,100000012,510000003109,
0,,Segment,3,2,Image 1,1,1,100000012,510000003121,
6,,Segment,3,3,Image 1,1,1,100000012,510000003124,
10,,Segment,3,4,Image 1,1,1,100000012,510000003130,
39,,Segment,3,4,Image 1,2,1,100000012,510000003147,
55,,Segment,3,5,Image 1,2,1,100000012,510000003157,
36,,Segment,3,5,Image 1,3,1,100000012,510000003175,
1,,Segment,3,5,Image 1,2,1,100000012,510000003190,
56,,Segment,3,2,Image 1,2,1,100000012,510000003198,
36,,Segment,3,2,Image 1,2,1,100000012,510000003232,
6,,Segment,3,3,Image 1,2,1,100000012,510000003243,
51,,Segment,3,4,Image 1,1,1,100000013,510000003271,
91,,Segment,3,3,Image 1,2,1,100000013,510000003294,
33,,Segment,3,4,Image 1,2,1,100000013,510000003296,
81,,Segment,3,4,Image 1,2,1,100000013,510000003319,
96,,Segment,3,3,Image 1,2,1,100000013,510000003334,
39,,Segment,3,4,Image 1,2,1,100000013,510000003336,
100,,Segment,3,4,Image 1,3,1,100000013,510000003352,
37,,Segment,3,2,Image 1,1,1,100000013,510000003369,
48,,Segment,3,3,Image 1,1,1,100000013,510000003372,
51,,Segment,3,2,Image 1,2,1,100000013,510000003375,
37,,Segment,3,2,Image 1,2,1,100000013,510000003389,
17,,Segment,3,1,Image 1,1,1,100000013,510000003402,
15,,Segment,3,2,Image 1,1,1,100000013,510000003405,
71,,Segment,3,2,Image 1,2,1,100000013,510000003429,
91,,Segment,3,3,Image 1,3,1,100000013,510000003442,
15,,Segment,3,4,Image 1,3,1,100000013,510000003451,
48,,Segment,3,3,Image 1,2,1,100000013,510000003473,
1,,Segment,3,1,Image 1,1,1,100000014,510000003491,
8,,Segment,3,4,Image 1,1,1,100000014,510000003501,
16,,Segment,3,3,Image 1,2,1,100000014,510000003507,
2,,Segment,3,1,Image 1,1,1,100000014,510000003515,
61,,Segment,3,3,Image 1,2,1,100000014,510000003518,
2,,Segment,3,1,Image 1,1,1,100000014,510000003527,
44,,Segment,3,2,Image 1,2,1,100000014,510000003529,
75,,Segment,3,2,Image 1,1,1,100000014,510000003552,
66,,Segment,3,3,Image 1,1,1,100000014,510000003554,
34,,Segment,3,3,Image 1,2,1,100000014,510000003570,
17,,Segment,3,4,Image 1,2,1,100000014,510000003582,
10,,Segment,3,2,Image 1,2,1,100000014,510000003592,
45,,Segment,3,4,Image 1,1,1,100000014,510000003609,
11,,Segment,3,4,Image 1,2,1,100000014,510000003635,
42,,Segment,3,2,Image 1,2,1,100000014,510000003640,
3,,Segment,3,3,Image 1,2,1,100000014,510000003647,
100,,Segment,3,3,Image 1,3,1,100000014,510000003656,
0,,Segment,3,0,Image 1,1,1,100000000,510000003676,
4,,Segment,3,1,Image 1,1,1,100000000,510000003677,
0,,Segment,3,1,Image 1,2,1,100000000,510000003678,
0,,Segment,3,2,Image 1,2,1,100000000,510000003679,
0,,Segment,3,1,Image 1,1,1,100000001,510000003680,
0,,Segment,3,1,Image 1,1,1,100000001,510000003681,
0,,Segment,3,2,Image 1,1,1,100000001,510000003682,
0,,Segment,3,4,Image 1,2,1,100000001,510000003683,
189,,Segment,3,4,Image 1,1,1,100000002,510000003684,
0,,Segment,3,1,Image 1,1,1,100000003,510000003685,
0,,Segment,3,1,Image 1,1,1,100000004,510000003686,
3,,Segment,3,2,Image 1,1,1,100000004,510000003687,
0,,Segment,3,2,Image 1,2,1,100000004,510000003688,
1,,Segment,3,3,Image 1,3,1,100000004,510000003689,
0,,Segment,3,0,Image 1,1,1,100000005,510000003690,
7,,Segment,3,1,Image 1,2,1,100000005,510000003691,
11,,Segment,3,2,Image 1,2,1,100000005,510000003692,
10,,Segment,3,3,Image 1,2,1,100000005,510000003693,
58,,Segment,3,6,Image 1,2,1,100000005,510000003694,
57,,Segment,3,3,Image 1,2,1,100000006,510000003695,
0,,Segment,3,1,Image 1,1,1,100000006,510000003696,
0,,Segment,3,1,Image 1,1,1,100000006,510000003697,
9,,Segment,3,2,Image 1,1,1,100000006,510000003698,
0,,Segment,3,1,Image 1,1,1,100000007,510000003699,
0,,Segment,3,1,Image 1,1,1,100000007,510000003700,
11,,Segment,3,3,Image 1,1,1,100000008,510000003701,
0,,Segment,3,1,Image 1,1,1,100000009,510000003702,
0,,Segment,3,1,Image 1,1,1,100000009,510000003703,
0,,Segment,3,1,Image 1,1,1,100000009,510000003704,
0,,Segment,3,1,Image 1,1,1,100000010,510000003705,
43,,Segment,3,4,Image 1,2,1,100000010,510000003706,
0,,Segment,3,1,Image 1,1,1,100000011,510000003707,
24,,Segment,3,2,Image 1,1,1,100000011,510000003708,
64,,Segment,3,3,Image 1,2,1,100000011,510000003709,
0,,Segment,3,1,Image 1,1,1,100000011,510000003710,
25,,Segment,3,2,Image 1,1,1,100000011,510000003711,
0,,Segment,3,1,Image 1,1,1,100000011,510000003712,
26,,Segment,3,2,Image 1,1,1,100000011,510000003713,
26,,Segment,3,2,Image 1,2,1,100000011,510000003714,
0,,Segment,3,1,Image 1,1,1,100000012,510000003715,
0,,Segment,3,1,Image 1,1,1,100000012,510000003716,
47,,Segment,3,5,Image 1,1,1,100000012,510000003717,
17,,Segment,3,1,Image 1,1,1,100000013,510000003718,
80,,Segment,3,2,Image 1,1,1,100000013,510000003719,
96,,Segment,3,3,Image 1,1,1,100000013,510000003720,
84,,Segment,3,2,Image 1,2,1,100000013,510000003721,
17,,Segment,3,1,Image 1,1,1,100000013,510000003722,
2,,Segment,3,1,Image 1,1,1,100000014,510000003723,
10,,Segment,3,2,Image 1,1,1,100000014,510000003724,
18,,Segment,3,3,Image 1,1,1,100000014,510000003725,
42,,Segment,3,2,Image 1,1,1,100000014,510000003726,
45,,Segment,3,3,Image 1,1,1,100000014,510000003727,
