
Segment Center Intensity StdDev Ch=3 Img=1
 ==================== 
Segment Center Intensity StdDev,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
43.5303,,Segment,3,2,Image 1,1,1,100000000,510000000003,
36.9639,,Segment,3,2,Image 1,2,1,100000000,510000000023,
34.06,,Segment,3,3,Image 1,2,1,100000000,510000000028,
31.0494,,Segment,3,3,Image 1,3,1,100000000,510000000050,
28.2092,,Segment,3,1,Image 1,2,1,100000000,510000000064,
25.8643,,Segment,3,2,Image 1,2,1,100000000,510000000068,
17.4611,,Segment,3,1,Image 1,2,1,100000000,510000000073,
26.5288,,Segment,3,2,Image 1,2,1,100000000,510000000075,
17.9774,,Segment,3,2,Image 1,3,1,100000000,510000000083,
39.5109,,Segment,3,2,Image 1,3,1,100000000,510000000086,
29.8192,,Segment,3,3,Image 1,3,1,100000000,510000000093,
34.2835,,Segment,3,4,Image 1,3,1,100000000,510000000096,
40.8853,,Segment,3,4,Image 1,4,1,100000000,510000000103,
39.462,,Segment,3,3,Image 1,4,1,100000000,510000000110,
33.9264,,Segment,3,3,Image 1,2,1,100000000,510000000117,
10.9159,,Segment,3,4,Image 1,2,1,100000000,510000000124,
5.19615,,Segment,3,4,Image 1,3,1,100000000,510000000134,
44.7474,,Segment,3,3,Image 1,3,1,100000000,510000000137,
54.3016,,Segment,3,2,Image 1,3,1,100000000,510000000149,
16.6801,,Segment,3,3,Image 1,3,1,100000000,510000000151,
50.2353,,Segment,3,3,Image 1,4,1,100000000,510000000163,
28.5738,,Segment,3,3,Image 1,4,1,100000000,510000000184,
25.0147,,Segment,3,2,Image 1,3,1,100000000,510000000209,
33.0878,,Segment,3,2,Image 1,1,1,100000001,510000000226,
48.9855,,Segment,3,3,Image 1,1,1,100000001,510000000230,
51.3178,,Segment,3,2,Image 1,2,1,100000001,510000000252,
62.8102,,Segment,3,1,Image 1,1,1,100000001,510000000264,
50.4361,,Segment,3,3,Image 1,1,1,100000001,510000000274,
44.235,,Segment,3,3,Image 1,2,1,100000001,510000000282,
41.1969,,Segment,3,4,Image 1,3,1,100000001,510000000314,
53.7493,,Segment,3,2,Image 1,2,1,100000001,510000000318,
37.5062,,Segment,3,3,Image 1,2,1,100000001,510000000326,
43.5959,,Segment,3,4,Image 1,2,1,100000001,510000000350,
44.815,,Segment,3,4,Image 1,3,1,100000001,510000000359,
49.723,,Segment,3,1,Image 1,1,1,100000001,510000000384,
37.8403,,Segment,3,2,Image 1,1,1,100000001,510000000397,
39.8587,,Segment,3,3,Image 1,2,1,100000001,510000000402,
56.9219,,Segment,3,1,Image 1,1,1,100000001,510000000417,
39.7748,,Segment,3,3,Image 1,3,1,100000001,510000000438,
30.2582,,Segment,3,2,Image 1,2,1,100000001,510000000458,
48.1146,,Segment,3,1,Image 1,1,1,100000002,510000000474,
6.0156,,Segment,3,2,Image 1,1,1,100000002,510000000493,
18.7427,,Segment,3,3,Image 1,1,1,100000002,510000000496,
56.6976,,Segment,3,1,Image 1,1,1,100000002,510000000506,
39.758,,Segment,3,2,Image 1,1,1,100000002,510000000514,
58.4161,,Segment,3,1,Image 1,1,1,100000002,510000000526,
21.7357,,Segment,3,2,Image 1,1,1,100000002,510000000535,
9.28559,,Segment,3,1,Image 1,1,1,100000002,510000000544,
54.5625,,Segment,3,2,Image 1,1,1,100000002,510000000546,
48.7089,,Segment,3,3,Image 1,1,1,100000002,510000000554,
23.5603,,Segment,3,3,Image 1,2,1,100000002,510000000563,
68.6197,,Segment,3,1,Image 1,1,1,100000002,510000000581,
50.7121,,Segment,3,2,Image 1,2,1,100000002,510000000605,
69.7222,,Segment,3,1,Image 1,1,1,100000002,510000000623,
29.2274,,Segment,3,2,Image 1,1,1,100000002,510000000626,
15.4495,,Segment,3,3,Image 1,2,1,100000002,510000000644,
6.18241,,Segment,3,3,Image 1,2,1,100000002,510000000647,
40.8624,,Segment,3,4,Image 1,2,1,100000002,510000000649,
36.781,,Segment,3,5,Image 1,2,1,100000002,510000000662,
27.0866,,Segment,3,2,Image 1,2,1,100000002,510000000683,
57.8667,,Segment,3,5,Image 1,3,1,100000002,510000000720,
17.4169,,Segment,3,2,Image 1,2,1,100000002,510000000724,
5.55333,,Segment,3,2,Image 1,2,1,100000002,510000000730,
8.5723,,Segment,3,2,Image 1,2,1,100000002,510000000738,
75.4708,,Segment,3,1,Image 1,1,1,100000002,510000000745,
5.33594,,Segment,3,2,Image 1,1,1,100000002,510000000749,
28.1894,,Segment,3,2,Image 1,2,1,100000002,510000000754,
53.2053,,Segment,3,1,Image 1,1,1,100000003,510000000764,
14.1958,,Segment,3,2,Image 1,1,1,100000003,510000000769,
18.5293,,Segment,3,2,Image 1,1,1,100000003,510000000781,
16.2625,,Segment,3,2,Image 1,2,1,100000003,510000000789,
51.4194,,Segment,3,2,Image 1,2,1,100000003,510000000797,
38.0289,,Segment,3,1,Image 1,1,1,100000003,510000000804,
42.5827,,Segment,3,1,Image 1,1,1,100000003,510000000823,
69.319,,Segment,3,2,Image 1,2,1,100000003,510000000833,
51.3583,,Segment,3,1,Image 1,1,1,100000004,510000000849,
58.1885,,Segment,3,1,Image 1,1,1,100000004,510000000871,
37.3735,,Segment,3,3,Image 1,1,1,100000004,510000000884,
41.2757,,Segment,3,3,Image 1,2,1,100000004,510000000894,
54.0432,,Segment,3,3,Image 1,2,1,100000004,510000000902,
40.8312,,Segment,3,4,Image 1,2,1,100000004,510000000904,
4.92412,,Segment,3,5,Image 1,2,1,100000004,510000000915,
46.3196,,Segment,3,1,Image 1,1,1,100000004,510000000923,
14.0513,,Segment,3,4,Image 1,3,1,100000004,510000000942,
40.3388,,Segment,3,4,Image 1,3,1,100000004,510000000956,
53.2158,,Segment,3,3,Image 1,3,1,100000004,510000000973,
3.88613,,Segment,3,5,Image 1,3,1,100000004,510000000978,
11.629,,Segment,3,4,Image 1,4,1,100000004,510000000984,
37.8506,,Segment,3,1,Image 1,1,1,100000005,510000000993,
14.3192,,Segment,3,2,Image 1,1,1,100000005,510000000995,
15.2545,,Segment,3,3,Image 1,1,1,100000005,510000000999,
13.4024,,Segment,3,2,Image 1,2,1,100000005,510000001015,
42.1775,,Segment,3,3,Image 1,3,1,100000005,510000001032,
30.7302,,Segment,3,3,Image 1,3,1,100000005,510000001055,
31.1389,,Segment,3,4,Image 1,2,1,100000005,510000001076,
21.8778,,Segment,3,5,Image 1,2,1,100000005,510000001082,
