
Segment Center Intensity StdDev Ch=3 Img=1
 ==================== 
Segment Center Intensity StdDev,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
22.996,,Segment,3,6,Image 1,3,1,100000005,510000001086,
36.2351,,Segment,3,7,Image 1,2,1,100000005,510000001093,
27.7986,,Segment,3,7,Image 1,3,1,100000005,510000001101,
24.6447,,Segment,3,4,Image 1,3,1,100000005,510000001110,
21.2584,,Segment,3,5,Image 1,3,1,100000005,510000001117,
37.0585,,Segment,3,5,Image 1,4,1,100000005,510000001124,
52.6165,,Segment,3,5,Image 1,3,1,100000005,510000001129,
59.8853,,Segment,3,2,Image 1,3,1,100000005,510000001133,
29.4972,,Segment,3,3,Image 1,4,1,100000005,510000001136,
13.8744,,Segment,3,3,Image 1,3,1,100000005,510000001156,
11.4127,,Segment,3,4,Image 1,3,1,100000005,510000001159,
7.20678,,Segment,3,4,Image 1,4,1,100000005,510000001175,
37.5661,,Segment,3,3,Image 1,2,1,100000005,510000001191,
24.1759,,Segment,3,4,Image 1,2,1,100000005,510000001204,
10.1088,,Segment,3,4,Image 1,3,1,100000005,510000001221,
32.5165,,Segment,3,3,Image 1,4,1,100000005,510000001236,
27.5182,,Segment,3,1,Image 1,1,1,100000006,510000001259,
26.3781,,Segment,3,2,Image 1,1,1,100000006,510000001262,
23.7253,,Segment,3,3,Image 1,1,1,100000006,510000001267,
22.1866,,Segment,3,2,Image 1,2,1,100000006,510000001272,
28.3693,,Segment,3,3,Image 1,3,1,100000006,510000001278,
24.7853,,Segment,3,2,Image 1,1,1,100000006,510000001285,
41.2876,,Segment,3,1,Image 1,1,1,100000006,510000001329,
14.3706,,Segment,3,2,Image 1,1,1,100000006,510000001331,
30.9685,,Segment,3,2,Image 1,2,1,100000006,510000001353,
30.4309,,Segment,3,2,Image 1,2,1,100000006,510000001379,
30.0458,,Segment,3,4,Image 1,2,1,100000006,510000001399,
30.6377,,Segment,3,3,Image 1,1,1,100000006,510000001408,
57.7427,,Segment,3,2,Image 1,2,1,100000006,510000001416,
23.5849,,Segment,3,3,Image 1,2,1,100000006,510000001418,
16.2772,,Segment,3,3,Image 1,3,1,100000006,510000001430,
30.1396,,Segment,3,3,Image 1,2,1,100000006,510000001448,
21.2818,,Segment,3,3,Image 1,2,1,100000006,510000001465,
36.4261,,Segment,3,4,Image 1,3,1,100000006,510000001486,
40.2862,,Segment,3,2,Image 1,1,1,100000007,510000001536,
11.726,,Segment,3,3,Image 1,1,1,100000007,510000001546,
8.57645,,Segment,3,4,Image 1,1,1,100000007,510000001549,
27.4652,,Segment,3,5,Image 1,1,1,100000007,510000001551,
27.6204,,Segment,3,6,Image 1,1,1,100000007,510000001573,
20.9974,,Segment,3,6,Image 1,2,1,100000007,510000001575,
26.2302,,Segment,3,3,Image 1,2,1,100000007,510000001583,
31.3751,,Segment,3,2,Image 1,2,1,100000007,510000001620,
31.9305,,Segment,3,3,Image 1,2,1,100000007,510000001624,
29.0172,,Segment,3,4,Image 1,2,1,100000007,510000001626,
30.401,,Segment,3,4,Image 1,3,1,100000007,510000001628,
1.63299,,Segment,3,3,Image 1,3,1,100000007,510000001630,
27.7769,,Segment,3,1,Image 1,1,1,100000007,510000001632,
38.0452,,Segment,3,2,Image 1,1,1,100000007,510000001634,
26.9552,,Segment,3,2,Image 1,1,1,100000007,510000001639,
35.5494,,Segment,3,2,Image 1,2,1,100000007,510000001655,
25.7236,,Segment,3,3,Image 1,2,1,100000007,510000001659,
10.707,,Segment,3,3,Image 1,3,1,100000007,510000001680,
35.6625,,Segment,3,2,Image 1,2,1,100000007,510000001689,
8.86894,,Segment,3,5,Image 1,2,1,100000007,510000001704,
24.8367,,Segment,3,4,Image 1,2,1,100000007,510000001717,
47.9937,,Segment,3,2,Image 1,2,1,100000007,510000001731,
54.2077,,Segment,3,1,Image 1,1,1,100000008,510000001749,
0.816497,,Segment,3,1,Image 1,1,1,100000008,510000001766,
17.9513,,Segment,3,2,Image 1,1,1,100000008,510000001768,
43.9855,,Segment,3,4,Image 1,1,1,100000008,510000001772,
37.3989,,Segment,3,4,Image 1,2,1,100000008,510000001788,
55.6597,,Segment,3,2,Image 1,2,1,100000008,510000001800,
19.9311,,Segment,3,3,Image 1,2,1,100000008,510000001831,
18.1135,,Segment,3,3,Image 1,3,1,100000008,510000001850,
46.0325,,Segment,3,3,Image 1,2,1,100000008,510000001867,
43.6364,,Segment,3,4,Image 1,2,1,100000008,510000001875,
40.2625,,Segment,3,1,Image 1,1,1,100000008,510000001928,
26.7804,,Segment,3,1,Image 1,1,1,100000008,510000001966,
35.3143,,Segment,3,2,Image 1,1,1,100000008,510000001969,
36.5513,,Segment,3,3,Image 1,1,1,100000008,510000001975,
17.7859,,Segment,3,4,Image 1,1,1,100000008,510000001981,
39.7901,,Segment,3,1,Image 1,1,1,100000008,510000001996,
11.8643,,Segment,3,3,Image 1,2,1,100000008,510000002049,
21.9688,,Segment,3,4,Image 1,2,1,100000008,510000002070,
33.9723,,Segment,3,2,Image 1,2,1,100000008,510000002130,
52.5137,,Segment,3,1,Image 1,1,1,100000008,510000002155,
29.7277,,Segment,3,4,Image 1,3,1,100000008,510000002180,
47.5874,,Segment,3,5,Image 1,3,1,100000008,510000002187,
29.1323,,Segment,3,5,Image 1,4,1,100000008,510000002191,
29.8077,,Segment,3,2,Image 1,1,1,100000009,510000002212,
31.2311,,Segment,3,3,Image 1,1,1,100000009,510000002215,
33.9804,,Segment,3,4,Image 1,1,1,100000009,510000002235,
24.0294,,Segment,3,4,Image 1,2,1,100000009,510000002237,
34.3649,,Segment,3,2,Image 1,2,1,100000009,510000002248,
37.7354,,Segment,3,2,Image 1,1,1,100000009,510000002271,
34.4513,,Segment,3,2,Image 1,2,1,100000009,510000002296,
17.3173,,Segment,3,2,Image 1,2,1,100000009,510000002305,
16.3267,,Segment,3,3,Image 1,2,1,100000009,510000002310,
22.6139,,Segment,3,4,Image 1,2,1,100000009,510000002314,
24.3629,,Segment,3,4,Image 1,3,1,100000009,510000002320,
24.3753,,Segment,3,3,Image 1,3,1,100000009,510000002333,
39.9172,,Segment,3,2,Image 1,1,1,100000009,510000002352,
31.6783,,Segment,3,2,Image 1,2,1,100000009,510000002376,
63.9809,,Segment,3,3,Image 1,3,1,100000009,510000002388,
49.7393,,Segment,3,3,Image 1,2,1,100000009,510000002396,
27.5116,,Segment,3,4,Image 1,2,1,100000009,510000002398,
34.787,,Segment,3,4,Image 1,3,1,100000009,510000002403,
22.598,,Segment,3,3,Image 1,2,1,100000009,510000002417,
43.7658,,Segment,3,1,Image 1,1,1,100000010,510000002436,
24.9798,,Segment,3,2,Image 1,1,1,100000010,510000002463,
31.9943,,Segment,3,2,Image 1,2,1,100000010,510000002487,
41.6366,,Segment,3,2,Image 1,1,1,100000010,510000002501,
15.6109,,Segment,3,3,Image 1,1,1,100000010,510000002510,
31.0813,,Segment,3,3,Image 1,2,1,100000010,510000002538,
35.3709,,Segment,3,4,Image 1,2,1,100000010,510000002548,
36.3033,,Segment,3,4,Image 1,3,1,100000010,510000002565,
44.6632,,Segment,3,1,Image 1,1,1,100000010,510000002584,
33.306,,Segment,3,2,Image 1,1,1,100000010,510000002588,
16.797,,Segment,3,2,Image 1,2,1,100000010,510000002597,
15.4101,,Segment,3,3,Image 1,2,1,100000010,510000002602,
18.2866,,Segment,3,4,Image 1,3,1,100000010,510000002608,
44.42,,Segment,3,1,Image 1,1,1,100000010,510000002612,
10.5787,,Segment,3,2,Image 1,1,1,100000010,510000002624,
51.283,,Segment,3,2,Image 1,2,1,100000010,510000002635,
25.0072,,Segment,3,3,Image 1,3,1,100000010,510000002672,
39.7295,,Segment,3,4,Image 1,3,1,100000010,510000002680,
43.609,,Segment,3,4,Image 1,4,1,100000010,510000002707,
51.7239,,Segment,3,2,Image 1,2,1,100000010,510000002726,
45.0387,,Segment,3,1,Image 1,1,1,100000010,510000002748,
25.7649,,Segment,3,3,Image 1,1,1,100000011,510000002766,
38.7976,,Segment,3,3,Image 1,2,1,100000011,510000002785,
14.5945,,Segment,3,4,Image 1,2,1,100000011,510000002792,
16.9444,,Segment,3,4,Image 1,3,1,100000011,510000002809,
44.3124,,Segment,3,2,Image 1,2,1,100000011,510000002827,
19.7574,,Segment,3,3,Image 1,1,1,100000011,510000002847,
22.7908,,Segment,3,3,Image 1,1,1,100000011,510000002860,
37.473,,Segment,3,2,Image 1,2,1,100000011,510000002874,
39.0653,,Segment,3,1,Image 1,1,1,100000011,510000002880,
52.0306,,Segment,3,3,Image 1,3,1,100000011,510000002898,
28.1641,,Segment,3,3,Image 1,2,1,100000011,510000002902,
26.5257,,Segment,3,3,Image 1,2,1,100000011,510000002917,
10.6226,,Segment,3,3,Image 1,3,1,100000011,510000002938,
21.4804,,Segment,3,3,Image 1,2,1,100000011,510000002946,
58.5994,,Segment,3,1,Image 1,1,1,100000012,510000002958,
44.6166,,Segment,3,2,Image 1,1,1,100000012,510000002963,
13.1525,,Segment,3,3,Image 1,1,1,100000012,510000002974,
32.7614,,Segment,3,3,Image 1,2,1,100000012,510000003000,
41.8041,,Segment,3,2,Image 1,1,1,100000012,510000003014,
41.7922,,Segment,3,2,Image 1,2,1,100000012,510000003040,
40.9227,,Segment,3,1,Image 1,1,1,100000012,510000003065,
22.6009,,Segment,3,2,Image 1,1,1,100000012,510000003067,
32.4825,,Segment,3,2,Image 1,2,1,100000012,510000003086,
39.1444,,Segment,3,2,Image 1,2,1,100000012,510000003109,
28.7837,,Segment,3,2,Image 1,1,1,100000012,510000003121,
41.1815,,Segment,3,3,Image 1,1,1,100000012,510000003124,
31.4348,,Segment,3,4,Image 1,1,1,100000012,510000003130,
38.6882,,Segment,3,4,Image 1,2,1,100000012,510000003147,
16.5984,,Segment,3,5,Image 1,2,1,100000012,510000003157,
13.638,,Segment,3,5,Image 1,3,1,100000012,510000003175,
24.6491,,Segment,3,5,Image 1,2,1,100000012,510000003190,
20.7386,,Segment,3,2,Image 1,2,1,100000012,510000003198,
13.9491,,Segment,3,2,Image 1,2,1,100000012,510000003232,
32.9351,,Segment,3,3,Image 1,2,1,100000012,510000003243,
9.91476,,Segment,3,4,Image 1,1,1,100000013,510000003271,
19.1369,,Segment,3,3,Image 1,2,1,100000013,510000003294,
18.8459,,Segment,3,4,Image 1,2,1,100000013,510000003296,
8.31598,,Segment,3,4,Image 1,2,1,100000013,510000003319,
6.2361,,Segment,3,3,Image 1,2,1,100000013,510000003334,
15.5203,,Segment,3,4,Image 1,2,1,100000013,510000003336,
17.498,,Segment,3,4,Image 1,3,1,100000013,510000003352,
9.782,,Segment,3,2,Image 1,1,1,100000013,510000003369,
42.9149,,Segment,3,3,Image 1,1,1,100000013,510000003372,
24.1628,,Segment,3,2,Image 1,2,1,100000013,510000003375,
36.6726,,Segment,3,2,Image 1,2,1,100000013,510000003389,
34.0686,,Segment,3,1,Image 1,1,1,100000013,510000003402,
37.1448,,Segment,3,2,Image 1,1,1,100000013,510000003405,
14.1017,,Segment,3,2,Image 1,2,1,100000013,510000003429,
22.5911,,Segment,3,3,Image 1,3,1,100000013,510000003442,
24.7259,,Segment,3,4,Image 1,3,1,100000013,510000003451,
23.2881,,Segment,3,3,Image 1,2,1,100000013,510000003473,
44.979,,Segment,3,1,Image 1,1,1,100000014,510000003491,
9.69536,,Segment,3,4,Image 1,1,1,100000014,510000003501,
22.6716,,Segment,3,3,Image 1,2,1,100000014,510000003507,
19.8158,,Segment,3,1,Image 1,1,1,100000014,510000003515,
7.83837,,Segment,3,3,Image 1,2,1,100000014,510000003518,
17.8201,,Segment,3,1,Image 1,1,1,100000014,510000003527,
25.2838,,Segment,3,2,Image 1,2,1,100000014,510000003529,
24.1431,,Segment,3,2,Image 1,1,1,100000014,510000003552,
26.2852,,Segment,3,3,Image 1,1,1,100000014,510000003554,
11.0357,,Segment,3,3,Image 1,2,1,100000014,510000003570,
12.9685,,Segment,3,4,Image 1,2,1,100000014,510000003582,
31.3895,,Segment,3,2,Image 1,2,1,100000014,510000003592,
21.4048,,Segment,3,4,Image 1,1,1,100000014,510000003609,
20.8626,,Segment,3,4,Image 1,2,1,100000014,510000003635,
28.0491,,Segment,3,2,Image 1,2,1,100000014,510000003640,
31.5133,,Segment,3,3,Image 1,2,1,100000014,510000003647,
16.6297,,Segment,3,3,Image 1,3,1,100000014,510000003656,
0,,Segment,3,0,Image 1,1,1,100000000,510000003676,
5,,Segment,3,1,Image 1,1,1,100000000,510000003677,
22,,Segment,3,1,Image 1,2,1,100000000,510000003678,
7.5,,Segment,3,2,Image 1,2,1,100000000,510000003679,
7.5,,Segment,3,1,Image 1,1,1,100000001,510000003680,
32.5,,Segment,3,1,Image 1,1,1,100000001,510000003681,
23,,Segment,3,2,Image 1,1,1,100000001,510000003682,
37.5,,Segment,3,4,Image 1,2,1,100000001,510000003683,
0.5,,Segment,3,4,Image 1,1,1,100000002,510000003684,
56.5,,Segment,3,1,Image 1,1,1,100000003,510000003685,
27.5,,Segment,3,1,Image 1,1,1,100000004,510000003686,
6.5,,Segment,3,2,Image 1,1,1,100000004,510000003687,
10.5,,Segment,3,2,Image 1,2,1,100000004,510000003688,
54,,Segment,3,3,Image 1,3,1,100000004,510000003689,
0,,Segment,3,0,Image 1,1,1,100000005,510000003690,
14.5,,Segment,3,1,Image 1,2,1,100000005,510000003691,
7.5,,Segment,3,2,Image 1,2,1,100000005,510000003692,
23.5,,Segment,3,3,Image 1,2,1,100000005,510000003693,
6.5,,Segment,3,6,Image 1,2,1,100000005,510000003694,
29.5,,Segment,3,3,Image 1,2,1,100000006,510000003695,
7.5,,Segment,3,1,Image 1,1,1,100000006,510000003696,
13.5,,Segment,3,1,Image 1,1,1,100000006,510000003697,
59,,Segment,3,2,Image 1,1,1,100000006,510000003698,
16.5,,Segment,3,1,Image 1,1,1,100000007,510000003699,
37.5,,Segment,3,1,Image 1,1,1,100000007,510000003700,
24,,Segment,3,3,Image 1,1,1,100000008,510000003701,
36,,Segment,3,1,Image 1,1,1,100000009,510000003702,
34.5,,Segment,3,1,Image 1,1,1,100000009,510000003703,
25.5,,Segment,3,1,Image 1,1,1,100000009,510000003704,
5,,Segment,3,1,Image 1,1,1,100000010,510000003705,
19.5,,Segment,3,4,Image 1,2,1,100000010,510000003706,
35,,Segment,3,1,Image 1,1,1,100000011,510000003707,
30,,Segment,3,2,Image 1,1,1,100000011,510000003708,
58.5,,Segment,3,3,Image 1,2,1,100000011,510000003709,
38.5,,Segment,3,1,Image 1,1,1,100000011,510000003710,
40.5,,Segment,3,2,Image 1,1,1,100000011,510000003711,
59,,Segment,3,1,Image 1,1,1,100000011,510000003712,
5.5,,Segment,3,2,Image 1,1,1,100000011,510000003713,
8.5,,Segment,3,2,Image 1,2,1,100000011,510000003714,
9,,Segment,3,1,Image 1,1,1,100000012,510000003715,
24.5,,Segment,3,1,Image 1,1,1,100000012,510000003716,
11,,Segment,3,5,Image 1,1,1,100000012,510000003717,
0,,Segment,3,1,Image 1,1,1,100000013,510000003718,
30.5,,Segment,3,2,Image 1,1,1,100000013,510000003719,
5,,Segment,3,3,Image 1,1,1,100000013,510000003720,
2,,Segment,3,2,Image 1,2,1,100000013,510000003721,
0,,Segment,3,1,Image 1,1,1,100000013,510000003722,
19.5,,Segment,3,1,Image 1,1,1,100000014,510000003723,
20,,Segment,3,2,Image 1,1,1,100000014,510000003724,
14.5,,Segment,3,3,Image 1,1,1,100000014,510000003725,
16,,Segment,3,2,Image 1,1,1,100000014,510000003726,
18.5,,Segment,3,3,Image 1,1,1,100000014,510000003727,
