
Pt Distance from Origin
 ==================== 
Pt Distance from Origin,Unit,Category,Collection,Depth,Time,Type,FilamentID,ID,
106574,µm,Point,Pt Distance from Origin,2,1,Segment Terminal,100000014,800000339,
106610,µm,Point,Pt Distance from Origin,1,1,Segment Branch,100000014,800000340,
106699,µm,Point,Pt Distance from Origin,3,1,Segment Terminal,100000014,800000341,
106632,µm,Point,Pt Distance from Origin,2,1,Segment Branch,100000014,800000342,
106601,µm,Point,Pt Distance from Origin,3,1,Segment Terminal,100000014,800000343,
106604,µm,Point,Pt Distance from Origin,3,1,Segment Branch,100000014,800000344,
106594,µm,Point,Pt Distance from Origin,4,1,Segment Terminal,100000014,800000345,
106614,µm,Point,Pt Distance from Origin,1,1,Segment Branch,100000014,800000346,
106672,µm,Point,Pt Distance from Origin,2,1,Segment Terminal,100000014,800000347,
106657,µm,Point,Pt Distance from Origin,2,1,Segment Branch,100000014,800000348,
106811,µm,Point,Pt Distance from Origin,4,1,Segment Terminal,100000014,800000349,
106673,µm,Point,Pt Distance from Origin,3,1,Segment Branch,100000014,800000350,
106684,µm,Point,Pt Distance from Origin,4,1,Segment Terminal,100000014,800000351,
106646,µm,Point,Pt Distance from Origin,1,1,Segment Branch,100000014,800000352,
106750,µm,Point,Pt Distance from Origin,3,1,Segment Terminal,100000014,800000353,
106673,µm,Point,Pt Distance from Origin,2,1,Segment Branch,100000014,800000354,
106710,µm,Point,Pt Distance from Origin,3,1,Segment Terminal,100000014,800000355,
