
Segment Center Intensity StdDev Ch=2 Img=1
 ==================== 
Segment Center Intensity StdDev,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
9.5,,Segment,2,2,Image 1,2,1,100000011,510000003714,
6.5,,Segment,2,1,Image 1,1,1,100000012,510000003715,
21.5,,Segment,2,1,Image 1,1,1,100000012,510000003716,
8.5,,Segment,2,5,Image 1,1,1,100000012,510000003717,
0,,Segment,2,1,Image 1,1,1,100000013,510000003718,
30,,Segment,2,2,Image 1,1,1,100000013,510000003719,
5.5,,Segment,2,3,Image 1,1,1,100000013,510000003720,
1.5,,Segment,2,2,Image 1,2,1,100000013,510000003721,
0,,Segment,2,1,Image 1,1,1,100000013,510000003722,
17.5,,Segment,2,1,Image 1,1,1,100000014,510000003723,
24,,Segment,2,2,Image 1,1,1,100000014,510000003724,
15.5,,Segment,2,3,Image 1,1,1,100000014,510000003725,
16.5,,Segment,2,2,Image 1,1,1,100000014,510000003726,
18.5,,Segment,2,3,Image 1,1,1,100000014,510000003727,
