
Segment Center Intensity StdDev Ch=2 Img=1
 ==================== 
Segment Center Intensity StdDev,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
44.5608,,Segment,2,2,Image 1,1,1,100000000,510000000003,
36.7272,,Segment,2,2,Image 1,2,1,100000000,510000000023,
33.5776,,Segment,2,3,Image 1,2,1,100000000,510000000028,
32.8469,,Segment,2,3,Image 1,3,1,100000000,510000000050,
30.1291,,Segment,2,1,Image 1,2,1,100000000,510000000064,
25.1189,,Segment,2,2,Image 1,2,1,100000000,510000000068,
22.5142,,Segment,2,1,Image 1,2,1,100000000,510000000073,
27.7693,,Segment,2,2,Image 1,2,1,100000000,510000000075,
17.4696,,Segment,2,2,Image 1,3,1,100000000,510000000083,
39.0888,,Segment,2,2,Image 1,3,1,100000000,510000000086,
30.5072,,Segment,2,3,Image 1,3,1,100000000,510000000093,
34.1385,,Segment,2,4,Image 1,3,1,100000000,510000000096,
39.9247,,Segment,2,4,Image 1,4,1,100000000,510000000103,
38.5516,,Segment,2,3,Image 1,4,1,100000000,510000000110,
32.2875,,Segment,2,3,Image 1,2,1,100000000,510000000117,
11.4047,,Segment,2,4,Image 1,2,1,100000000,510000000124,
7.46241,,Segment,2,4,Image 1,3,1,100000000,510000000134,
43.5522,,Segment,2,3,Image 1,3,1,100000000,510000000137,
53.4935,,Segment,2,2,Image 1,3,1,100000000,510000000149,
16.9688,,Segment,2,3,Image 1,3,1,100000000,510000000151,
50.6841,,Segment,2,3,Image 1,4,1,100000000,510000000163,
28.2686,,Segment,2,3,Image 1,4,1,100000000,510000000184,
25.5526,,Segment,2,2,Image 1,3,1,100000000,510000000209,
31.667,,Segment,2,2,Image 1,1,1,100000001,510000000226,
51.3275,,Segment,2,3,Image 1,1,1,100000001,510000000230,
50.2718,,Segment,2,2,Image 1,2,1,100000001,510000000252,
61.2094,,Segment,2,1,Image 1,1,1,100000001,510000000264,
52.5103,,Segment,2,3,Image 1,1,1,100000001,510000000274,
47.6424,,Segment,2,3,Image 1,2,1,100000001,510000000282,
58.3454,,Segment,2,4,Image 1,3,1,100000001,510000000314,
52.1105,,Segment,2,2,Image 1,2,1,100000001,510000000318,
39.4958,,Segment,2,3,Image 1,2,1,100000001,510000000326,
51.8661,,Segment,2,4,Image 1,2,1,100000001,510000000350,
51.2854,,Segment,2,4,Image 1,3,1,100000001,510000000359,
48.1922,,Segment,2,1,Image 1,1,1,100000001,510000000384,
38.2797,,Segment,2,2,Image 1,1,1,100000001,510000000397,
41.0967,,Segment,2,3,Image 1,2,1,100000001,510000000402,
58.2105,,Segment,2,1,Image 1,1,1,100000001,510000000417,
38.2567,,Segment,2,3,Image 1,3,1,100000001,510000000438,
31.9707,,Segment,2,2,Image 1,2,1,100000001,510000000458,
45.5368,,Segment,2,1,Image 1,1,1,100000002,510000000474,
8.67468,,Segment,2,2,Image 1,1,1,100000002,510000000493,
19.7649,,Segment,2,3,Image 1,1,1,100000002,510000000496,
51.218,,Segment,2,1,Image 1,1,1,100000002,510000000506,
38.8604,,Segment,2,2,Image 1,1,1,100000002,510000000514,
52.2866,,Segment,2,1,Image 1,1,1,100000002,510000000526,
23.3889,,Segment,2,2,Image 1,1,1,100000002,510000000535,
2.16025,,Segment,2,1,Image 1,1,1,100000002,510000000544,
48.7148,,Segment,2,2,Image 1,1,1,100000002,510000000546,
49.5824,,Segment,2,3,Image 1,1,1,100000002,510000000554,
25.6417,,Segment,2,3,Image 1,2,1,100000002,510000000563,
68.287,,Segment,2,1,Image 1,1,1,100000002,510000000581,
49.7214,,Segment,2,2,Image 1,2,1,100000002,510000000605,
60.3158,,Segment,2,1,Image 1,1,1,100000002,510000000623,
30.1033,,Segment,2,2,Image 1,1,1,100000002,510000000626,
17.3979,,Segment,2,3,Image 1,2,1,100000002,510000000644,
9.79796,,Segment,2,3,Image 1,2,1,100000002,510000000647,
41.0731,,Segment,2,4,Image 1,2,1,100000002,510000000649,
34.2692,,Segment,2,5,Image 1,2,1,100000002,510000000662,
28.2586,,Segment,2,2,Image 1,2,1,100000002,510000000683,
59.0647,,Segment,2,5,Image 1,3,1,100000002,510000000720,
15.77,,Segment,2,2,Image 1,2,1,100000002,510000000724,
7.88811,,Segment,2,2,Image 1,2,1,100000002,510000000730,
11.1018,,Segment,2,2,Image 1,2,1,100000002,510000000738,
68.7354,,Segment,2,1,Image 1,1,1,100000002,510000000745,
5.59762,,Segment,2,2,Image 1,1,1,100000002,510000000749,
36.0749,,Segment,2,2,Image 1,2,1,100000002,510000000754,
49.0397,,Segment,2,1,Image 1,1,1,100000003,510000000764,
13.5285,,Segment,2,2,Image 1,1,1,100000003,510000000769,
16.0424,,Segment,2,2,Image 1,1,1,100000003,510000000781,
14.3019,,Segment,2,2,Image 1,2,1,100000003,510000000789,
51.146,,Segment,2,2,Image 1,2,1,100000003,510000000797,
36.0958,,Segment,2,1,Image 1,1,1,100000003,510000000804,
40.781,,Segment,2,1,Image 1,1,1,100000003,510000000823,
66.8308,,Segment,2,2,Image 1,2,1,100000003,510000000833,
52.2569,,Segment,2,1,Image 1,1,1,100000004,510000000849,
56.7099,,Segment,2,1,Image 1,1,1,100000004,510000000871,
38.9878,,Segment,2,3,Image 1,1,1,100000004,510000000884,
42.8921,,Segment,2,3,Image 1,2,1,100000004,510000000894,
52.1685,,Segment,2,3,Image 1,2,1,100000004,510000000902,
45.05,,Segment,2,4,Image 1,2,1,100000004,510000000904,
4.49966,,Segment,2,5,Image 1,2,1,100000004,510000000915,
43.7547,,Segment,2,1,Image 1,1,1,100000004,510000000923,
15.7008,,Segment,2,4,Image 1,3,1,100000004,510000000942,
40.2238,,Segment,2,4,Image 1,3,1,100000004,510000000956,
52.7036,,Segment,2,3,Image 1,3,1,100000004,510000000973,
3.95897,,Segment,2,5,Image 1,3,1,100000004,510000000978,
13.3299,,Segment,2,4,Image 1,4,1,100000004,510000000984,
34.4125,,Segment,2,1,Image 1,1,1,100000005,510000000993,
12.0565,,Segment,2,2,Image 1,1,1,100000005,510000000995,
18.5933,,Segment,2,3,Image 1,1,1,100000005,510000000999,
14.6136,,Segment,2,2,Image 1,2,1,100000005,510000001015,
39.264,,Segment,2,3,Image 1,3,1,100000005,510000001032,
28.1248,,Segment,2,3,Image 1,3,1,100000005,510000001055,
28.4691,,Segment,2,4,Image 1,2,1,100000005,510000001076,
20.2919,,Segment,2,5,Image 1,2,1,100000005,510000001082,
22.2353,,Segment,2,6,Image 1,3,1,100000005,510000001086,
36.7574,,Segment,2,7,Image 1,2,1,100000005,510000001093,
26.4327,,Segment,2,7,Image 1,3,1,100000005,510000001101,
24.6599,,Segment,2,4,Image 1,3,1,100000005,510000001110,
18.4192,,Segment,2,5,Image 1,3,1,100000005,510000001117,
39.6765,,Segment,2,5,Image 1,4,1,100000005,510000001124,
49.4236,,Segment,2,5,Image 1,3,1,100000005,510000001129,
57.7689,,Segment,2,2,Image 1,3,1,100000005,510000001133,
31.4612,,Segment,2,3,Image 1,4,1,100000005,510000001136,
12.5399,,Segment,2,3,Image 1,3,1,100000005,510000001156,
11.8383,,Segment,2,4,Image 1,3,1,100000005,510000001159,
6.36165,,Segment,2,4,Image 1,4,1,100000005,510000001175,
36.053,,Segment,2,3,Image 1,2,1,100000005,510000001191,
22.5753,,Segment,2,4,Image 1,2,1,100000005,510000001204,
9.90088,,Segment,2,4,Image 1,3,1,100000005,510000001221,
31.6154,,Segment,2,3,Image 1,4,1,100000005,510000001236,
25.8493,,Segment,2,1,Image 1,1,1,100000006,510000001259,
36.1006,,Segment,2,2,Image 1,1,1,100000006,510000001262,
26.2006,,Segment,2,3,Image 1,1,1,100000006,510000001267,
27.5525,,Segment,2,2,Image 1,2,1,100000006,510000001272,
33.8647,,Segment,2,3,Image 1,3,1,100000006,510000001278,
25.4848,,Segment,2,2,Image 1,1,1,100000006,510000001285,
40.5326,,Segment,2,1,Image 1,1,1,100000006,510000001329,
15.408,,Segment,2,2,Image 1,1,1,100000006,510000001331,
32.5887,,Segment,2,2,Image 1,2,1,100000006,510000001353,
31.0407,,Segment,2,2,Image 1,2,1,100000006,510000001379,
31.2967,,Segment,2,4,Image 1,2,1,100000006,510000001399,
32.6126,,Segment,2,3,Image 1,1,1,100000006,510000001408,
54.3568,,Segment,2,2,Image 1,2,1,100000006,510000001416,
25.5459,,Segment,2,3,Image 1,2,1,100000006,510000001418,
16.5608,,Segment,2,3,Image 1,3,1,100000006,510000001430,
29.8961,,Segment,2,3,Image 1,2,1,100000006,510000001448,
21.0422,,Segment,2,3,Image 1,2,1,100000006,510000001465,
37.6588,,Segment,2,4,Image 1,3,1,100000006,510000001486,
46.1206,,Segment,2,2,Image 1,1,1,100000007,510000001536,
10.7325,,Segment,2,3,Image 1,1,1,100000007,510000001546,
7.48331,,Segment,2,4,Image 1,1,1,100000007,510000001549,
26.6076,,Segment,2,5,Image 1,1,1,100000007,510000001551,
31.3298,,Segment,2,6,Image 1,1,1,100000007,510000001573,
20.0653,,Segment,2,6,Image 1,2,1,100000007,510000001575,
26.1829,,Segment,2,3,Image 1,2,1,100000007,510000001583,
29.5459,,Segment,2,2,Image 1,2,1,100000007,510000001620,
30.4448,,Segment,2,3,Image 1,2,1,100000007,510000001624,
31.7105,,Segment,2,4,Image 1,2,1,100000007,510000001626,
33.069,,Segment,2,4,Image 1,3,1,100000007,510000001628,
3.29983,,Segment,2,3,Image 1,3,1,100000007,510000001630,
23.6972,,Segment,2,1,Image 1,1,1,100000007,510000001632,
40.1667,,Segment,2,2,Image 1,1,1,100000007,510000001634,
27.9674,,Segment,2,2,Image 1,1,1,100000007,510000001639,
35.7178,,Segment,2,2,Image 1,2,1,100000007,510000001655,
27.6972,,Segment,2,3,Image 1,2,1,100000007,510000001659,
10.9659,,Segment,2,3,Image 1,3,1,100000007,510000001680,
34.3545,,Segment,2,2,Image 1,2,1,100000007,510000001689,
9.96729,,Segment,2,5,Image 1,2,1,100000007,510000001704,
24.7257,,Segment,2,4,Image 1,2,1,100000007,510000001717,
51.2773,,Segment,2,2,Image 1,2,1,100000007,510000001731,
52.8973,,Segment,2,1,Image 1,1,1,100000008,510000001749,
2.35702,,Segment,2,1,Image 1,1,1,100000008,510000001766,
18.2414,,Segment,2,2,Image 1,1,1,100000008,510000001768,
43.2297,,Segment,2,4,Image 1,1,1,100000008,510000001772,
41.0575,,Segment,2,4,Image 1,2,1,100000008,510000001788,
52.666,,Segment,2,2,Image 1,2,1,100000008,510000001800,
22.7782,,Segment,2,3,Image 1,2,1,100000008,510000001831,
25.021,,Segment,2,3,Image 1,3,1,100000008,510000001850,
44.0919,,Segment,2,3,Image 1,2,1,100000008,510000001867,
43.4645,,Segment,2,4,Image 1,2,1,100000008,510000001875,
39.2124,,Segment,2,1,Image 1,1,1,100000008,510000001928,
26.9571,,Segment,2,1,Image 1,1,1,100000008,510000001966,
33.2756,,Segment,2,2,Image 1,1,1,100000008,510000001969,
33.7203,,Segment,2,3,Image 1,1,1,100000008,510000001975,
16.5185,,Segment,2,4,Image 1,1,1,100000008,510000001981,
41.4638,,Segment,2,1,Image 1,1,1,100000008,510000001996,
12.3717,,Segment,2,3,Image 1,2,1,100000008,510000002049,
25.3258,,Segment,2,4,Image 1,2,1,100000008,510000002070,
33.0826,,Segment,2,2,Image 1,2,1,100000008,510000002130,
51.304,,Segment,2,1,Image 1,1,1,100000008,510000002155,
30.2549,,Segment,2,4,Image 1,3,1,100000008,510000002180,
50.6889,,Segment,2,5,Image 1,3,1,100000008,510000002187,
28.6407,,Segment,2,5,Image 1,4,1,100000008,510000002191,
26.1856,,Segment,2,2,Image 1,1,1,100000009,510000002212,
33.9598,,Segment,2,3,Image 1,1,1,100000009,510000002215,
34.4222,,Segment,2,4,Image 1,1,1,100000009,510000002235,
24.7065,,Segment,2,4,Image 1,2,1,100000009,510000002237,
34.9375,,Segment,2,2,Image 1,2,1,100000009,510000002248,
38.3188,,Segment,2,2,Image 1,1,1,100000009,510000002271,
34.2988,,Segment,2,2,Image 1,2,1,100000009,510000002296,
16.1933,,Segment,2,2,Image 1,2,1,100000009,510000002305,
17.0576,,Segment,2,3,Image 1,2,1,100000009,510000002310,
22.3205,,Segment,2,4,Image 1,2,1,100000009,510000002314,
25.0804,,Segment,2,4,Image 1,3,1,100000009,510000002320,
25.2211,,Segment,2,3,Image 1,3,1,100000009,510000002333,
39.8085,,Segment,2,2,Image 1,1,1,100000009,510000002352,
35.0025,,Segment,2,2,Image 1,2,1,100000009,510000002376,
66.4454,,Segment,2,3,Image 1,3,1,100000009,510000002388,
58.5055,,Segment,2,3,Image 1,2,1,100000009,510000002396,
26.6046,,Segment,2,4,Image 1,2,1,100000009,510000002398,
34.4919,,Segment,2,4,Image 1,3,1,100000009,510000002403,
22.0143,,Segment,2,3,Image 1,2,1,100000009,510000002417,
43.9447,,Segment,2,1,Image 1,1,1,100000010,510000002436,
25.3924,,Segment,2,2,Image 1,1,1,100000010,510000002463,
32.3463,,Segment,2,2,Image 1,2,1,100000010,510000002487,
42.1402,,Segment,2,2,Image 1,1,1,100000010,510000002501,
16.0958,,Segment,2,3,Image 1,1,1,100000010,510000002510,
30.8706,,Segment,2,3,Image 1,2,1,100000010,510000002538,
35.4737,,Segment,2,4,Image 1,2,1,100000010,510000002548,
35.6341,,Segment,2,4,Image 1,3,1,100000010,510000002565,
43.3746,,Segment,2,1,Image 1,1,1,100000010,510000002584,
32.3019,,Segment,2,2,Image 1,1,1,100000010,510000002588,
16.8366,,Segment,2,2,Image 1,2,1,100000010,510000002597,
14.1823,,Segment,2,3,Image 1,2,1,100000010,510000002602,
19.8837,,Segment,2,4,Image 1,3,1,100000010,510000002608,
42.6823,,Segment,2,1,Image 1,1,1,100000010,510000002612,
13.466,,Segment,2,2,Image 1,1,1,100000010,510000002624,
50.127,,Segment,2,2,Image 1,2,1,100000010,510000002635,
27.7199,,Segment,2,3,Image 1,3,1,100000010,510000002672,
39.1458,,Segment,2,4,Image 1,3,1,100000010,510000002680,
43.9503,,Segment,2,4,Image 1,4,1,100000010,510000002707,
51.0344,,Segment,2,2,Image 1,2,1,100000010,510000002726,
44.5638,,Segment,2,1,Image 1,1,1,100000010,510000002748,
24.6447,,Segment,2,3,Image 1,1,1,100000011,510000002766,
40.4877,,Segment,2,3,Image 1,2,1,100000011,510000002785,
14.2474,,Segment,2,4,Image 1,2,1,100000011,510000002792,
18.5249,,Segment,2,4,Image 1,3,1,100000011,510000002809,
44.2724,,Segment,2,2,Image 1,2,1,100000011,510000002827,
19.3195,,Segment,2,3,Image 1,1,1,100000011,510000002847,
22.8113,,Segment,2,3,Image 1,1,1,100000011,510000002860,
36.4848,,Segment,2,2,Image 1,2,1,100000011,510000002874,
38.5602,,Segment,2,1,Image 1,1,1,100000011,510000002880,
52.376,,Segment,2,3,Image 1,3,1,100000011,510000002898,
26.3626,,Segment,2,3,Image 1,2,1,100000011,510000002902,
25.9981,,Segment,2,3,Image 1,2,1,100000011,510000002917,
10.2932,,Segment,2,3,Image 1,3,1,100000011,510000002938,
20.4138,,Segment,2,3,Image 1,2,1,100000011,510000002946,
57.3314,,Segment,2,1,Image 1,1,1,100000012,510000002958,
42.8981,,Segment,2,2,Image 1,1,1,100000012,510000002963,
13.7677,,Segment,2,3,Image 1,1,1,100000012,510000002974,
32.3015,,Segment,2,3,Image 1,2,1,100000012,510000003000,
42.6244,,Segment,2,2,Image 1,1,1,100000012,510000003014,
41.0603,,Segment,2,2,Image 1,2,1,100000012,510000003040,
36.0771,,Segment,2,1,Image 1,1,1,100000012,510000003065,
24.5619,,Segment,2,2,Image 1,1,1,100000012,510000003067,
34.568,,Segment,2,2,Image 1,2,1,100000012,510000003086,
41.01,,Segment,2,2,Image 1,2,1,100000012,510000003109,
28.2079,,Segment,2,2,Image 1,1,1,100000012,510000003121,
37.9037,,Segment,2,3,Image 1,1,1,100000012,510000003124,
31.5185,,Segment,2,4,Image 1,1,1,100000012,510000003130,
38.0532,,Segment,2,4,Image 1,2,1,100000012,510000003147,
17.8027,,Segment,2,5,Image 1,2,1,100000012,510000003157,
15.0826,,Segment,2,5,Image 1,3,1,100000012,510000003175,
23.9557,,Segment,2,5,Image 1,2,1,100000012,510000003190,
22.953,,Segment,2,2,Image 1,2,1,100000012,510000003198,
13.59,,Segment,2,2,Image 1,2,1,100000012,510000003232,
34.8748,,Segment,2,3,Image 1,2,1,100000012,510000003243,
9.81897,,Segment,2,4,Image 1,1,1,100000013,510000003271,
19.1543,,Segment,2,3,Image 1,2,1,100000013,510000003294,
19.3735,,Segment,2,4,Image 1,2,1,100000013,510000003296,
8.09828,,Segment,2,4,Image 1,2,1,100000013,510000003319,
6.94422,,Segment,2,3,Image 1,2,1,100000013,510000003334,
15.9111,,Segment,2,4,Image 1,2,1,100000013,510000003336,
17.6327,,Segment,2,4,Image 1,3,1,100000013,510000003352,
12.0312,,Segment,2,2,Image 1,1,1,100000013,510000003369,
42.7398,,Segment,2,3,Image 1,1,1,100000013,510000003372,
26.834,,Segment,2,2,Image 1,2,1,100000013,510000003375,
37.3647,,Segment,2,2,Image 1,2,1,100000013,510000003389,
32.0139,,Segment,2,1,Image 1,1,1,100000013,510000003402,
40.8009,,Segment,2,2,Image 1,1,1,100000013,510000003405,
14.1855,,Segment,2,2,Image 1,2,1,100000013,510000003429,
23.7236,,Segment,2,3,Image 1,3,1,100000013,510000003442,
24.7629,,Segment,2,4,Image 1,3,1,100000013,510000003451,
22.8387,,Segment,2,3,Image 1,2,1,100000013,510000003473,
43.9529,,Segment,2,1,Image 1,1,1,100000014,510000003491,
9.22286,,Segment,2,4,Image 1,1,1,100000014,510000003501,
23.1298,,Segment,2,3,Image 1,2,1,100000014,510000003507,
19.5107,,Segment,2,1,Image 1,1,1,100000014,510000003515,
8.54166,,Segment,2,3,Image 1,2,1,100000014,510000003518,
17.0163,,Segment,2,1,Image 1,1,1,100000014,510000003527,
24.9666,,Segment,2,2,Image 1,2,1,100000014,510000003529,
25.3114,,Segment,2,2,Image 1,1,1,100000014,510000003552,
26.5584,,Segment,2,3,Image 1,1,1,100000014,510000003554,
12.2937,,Segment,2,3,Image 1,2,1,100000014,510000003570,
11.8663,,Segment,2,4,Image 1,2,1,100000014,510000003582,
33.0652,,Segment,2,2,Image 1,2,1,100000014,510000003592,
22.3732,,Segment,2,4,Image 1,1,1,100000014,510000003609,
24.2309,,Segment,2,4,Image 1,2,1,100000014,510000003635,
25.9266,,Segment,2,2,Image 1,2,1,100000014,510000003640,
33.1355,,Segment,2,3,Image 1,2,1,100000014,510000003647,
18.9696,,Segment,2,3,Image 1,3,1,100000014,510000003656,
0,,Segment,2,0,Image 1,1,1,100000000,510000003676,
0,,Segment,2,1,Image 1,1,1,100000000,510000003677,
17.5,,Segment,2,1,Image 1,2,1,100000000,510000003678,
11.5,,Segment,2,2,Image 1,2,1,100000000,510000003679,
4.5,,Segment,2,1,Image 1,1,1,100000001,510000003680,
33,,Segment,2,1,Image 1,1,1,100000001,510000003681,
23.5,,Segment,2,2,Image 1,1,1,100000001,510000003682,
45,,Segment,2,4,Image 1,2,1,100000001,510000003683,
1.5,,Segment,2,4,Image 1,1,1,100000002,510000003684,
55,,Segment,2,1,Image 1,1,1,100000003,510000003685,
21,,Segment,2,1,Image 1,1,1,100000004,510000003686,
6,,Segment,2,2,Image 1,1,1,100000004,510000003687,
7,,Segment,2,2,Image 1,2,1,100000004,510000003688,
51,,Segment,2,3,Image 1,3,1,100000004,510000003689,
0,,Segment,2,0,Image 1,1,1,100000005,510000003690,
15.5,,Segment,2,1,Image 1,2,1,100000005,510000003691,
9.5,,Segment,2,2,Image 1,2,1,100000005,510000003692,
19.5,,Segment,2,3,Image 1,2,1,100000005,510000003693,
4,,Segment,2,6,Image 1,2,1,100000005,510000003694,
38,,Segment,2,3,Image 1,2,1,100000006,510000003695,
9,,Segment,2,1,Image 1,1,1,100000006,510000003696,
11,,Segment,2,1,Image 1,1,1,100000006,510000003697,
54.5,,Segment,2,2,Image 1,1,1,100000006,510000003698,
17,,Segment,2,1,Image 1,1,1,100000007,510000003699,
38,,Segment,2,1,Image 1,1,1,100000007,510000003700,
21.5,,Segment,2,3,Image 1,1,1,100000008,510000003701,
35,,Segment,2,1,Image 1,1,1,100000009,510000003702,
30,,Segment,2,1,Image 1,1,1,100000009,510000003703,
20.5,,Segment,2,1,Image 1,1,1,100000009,510000003704,
10.5,,Segment,2,1,Image 1,1,1,100000010,510000003705,
20.5,,Segment,2,4,Image 1,2,1,100000010,510000003706,
35.5,,Segment,2,1,Image 1,1,1,100000011,510000003707,
29,,Segment,2,2,Image 1,1,1,100000011,510000003708,
58,,Segment,2,3,Image 1,2,1,100000011,510000003709,
39,,Segment,2,1,Image 1,1,1,100000011,510000003710,
41.5,,Segment,2,2,Image 1,1,1,100000011,510000003711,
58,,Segment,2,1,Image 1,1,1,100000011,510000003712,
6,,Segment,2,2,Image 1,1,1,100000011,510000003713,
