
Segment Time
 ==================== 
Segment Time,Unit,Category,Depth,Level,Time,FilamentID,ID,
0,s,Segment,5,3,1,100000002,510000000720,
0,s,Segment,2,2,1,100000002,510000000724,
0,s,Segment,2,2,1,100000002,510000000730,
0,s,Segment,2,2,1,100000002,510000000738,
0,s,Segment,1,1,1,100000002,510000000745,
0,s,Segment,2,1,1,100000002,510000000749,
0,s,Segment,2,2,1,100000002,510000000754,
0,s,Segment,1,1,1,100000003,510000000764,
0,s,Segment,2,1,1,100000003,510000000769,
0,s,Segment,2,1,1,100000003,510000000781,
0,s,Segment,2,2,1,100000003,510000000789,
0,s,Segment,2,2,1,100000003,510000000797,
0,s,Segment,1,1,1,100000003,510000000804,
0,s,Segment,1,1,1,100000003,510000000823,
0,s,Segment,2,2,1,100000003,510000000833,
0,s,Segment,1,1,1,100000004,510000000849,
0,s,Segment,1,1,1,100000004,510000000871,
0,s,Segment,3,1,1,100000004,510000000884,
0,s,Segment,3,2,1,100000004,510000000894,
0,s,Segment,3,2,1,100000004,510000000902,
0,s,Segment,4,2,1,100000004,510000000904,
0,s,Segment,5,2,1,100000004,510000000915,
0,s,Segment,1,1,1,100000004,510000000923,
0,s,Segment,4,3,1,100000004,510000000942,
0,s,Segment,4,3,1,100000004,510000000956,
0,s,Segment,3,3,1,100000004,510000000973,
0,s,Segment,5,3,1,100000004,510000000978,
0,s,Segment,4,4,1,100000004,510000000984,
0,s,Segment,1,1,1,100000005,510000000993,
0,s,Segment,2,1,1,100000005,510000000995,
0,s,Segment,3,1,1,100000005,510000000999,
0,s,Segment,2,2,1,100000005,510000001015,
0,s,Segment,3,3,1,100000005,510000001032,
0,s,Segment,3,3,1,100000005,510000001055,
0,s,Segment,4,2,1,100000005,510000001076,
0,s,Segment,5,2,1,100000005,510000001082,
0,s,Segment,6,3,1,100000005,510000001086,
0,s,Segment,7,2,1,100000005,510000001093,
0,s,Segment,7,3,1,100000005,510000001101,
0,s,Segment,4,3,1,100000005,510000001110,
0,s,Segment,5,3,1,100000005,510000001117,
0,s,Segment,5,4,1,100000005,510000001124,
0,s,Segment,5,3,1,100000005,510000001129,
0,s,Segment,2,3,1,100000005,510000001133,
0,s,Segment,3,4,1,100000005,510000001136,
0,s,Segment,3,3,1,100000005,510000001156,
0,s,Segment,4,3,1,100000005,510000001159,
0,s,Segment,4,4,1,100000005,510000001175,
0,s,Segment,3,2,1,100000005,510000001191,
0,s,Segment,4,2,1,100000005,510000001204,
0,s,Segment,4,3,1,100000005,510000001221,
0,s,Segment,3,4,1,100000005,510000001236,
0,s,Segment,1,1,1,100000006,510000001259,
0,s,Segment,2,1,1,100000006,510000001262,
0,s,Segment,3,1,1,100000006,510000001267,
0,s,Segment,2,2,1,100000006,510000001272,
0,s,Segment,3,3,1,100000006,510000001278,
0,s,Segment,2,1,1,100000006,510000001285,
0,s,Segment,1,1,1,100000006,510000001329,
0,s,Segment,2,1,1,100000006,510000001331,
0,s,Segment,2,2,1,100000006,510000001353,
0,s,Segment,2,2,1,100000006,510000001379,
0,s,Segment,4,2,1,100000006,510000001399,
0,s,Segment,3,1,1,100000006,510000001408,
0,s,Segment,2,2,1,100000006,510000001416,
0,s,Segment,3,2,1,100000006,510000001418,
0,s,Segment,3,3,1,100000006,510000001430,
0,s,Segment,3,2,1,100000006,510000001448,
0,s,Segment,3,2,1,100000006,510000001465,
0,s,Segment,4,3,1,100000006,510000001486,
0,s,Segment,2,1,1,100000007,510000001536,
0,s,Segment,3,1,1,100000007,510000001546,
0,s,Segment,4,1,1,100000007,510000001549,
0,s,Segment,5,1,1,100000007,510000001551,
0,s,Segment,6,1,1,100000007,510000001573,
0,s,Segment,6,2,1,100000007,510000001575,
0,s,Segment,3,2,1,100000007,510000001583,
0,s,Segment,2,2,1,100000007,510000001620,
0,s,Segment,3,2,1,100000007,510000001624,
0,s,Segment,4,2,1,100000007,510000001626,
0,s,Segment,4,3,1,100000007,510000001628,
0,s,Segment,3,3,1,100000007,510000001630,
0,s,Segment,1,1,1,100000007,510000001632,
0,s,Segment,2,1,1,100000007,510000001634,
0,s,Segment,2,1,1,100000007,510000001639,
0,s,Segment,2,2,1,100000007,510000001655,
0,s,Segment,3,2,1,100000007,510000001659,
0,s,Segment,3,3,1,100000007,510000001680,
0,s,Segment,2,2,1,100000007,510000001689,
0,s,Segment,5,2,1,100000007,510000001704,
0,s,Segment,4,2,1,100000007,510000001717,
0,s,Segment,2,2,1,100000007,510000001731,
0,s,Segment,1,1,1,100000008,510000001749,
0,s,Segment,1,1,1,100000008,510000001766,
0,s,Segment,2,1,1,100000008,510000001768,
0,s,Segment,4,1,1,100000008,510000001772,
0,s,Segment,4,2,1,100000008,510000001788,
0,s,Segment,2,2,1,100000008,510000001800,
0,s,Segment,3,2,1,100000008,510000001831,
0,s,Segment,3,3,1,100000008,510000001850,
0,s,Segment,3,2,1,100000008,510000001867,
0,s,Segment,4,2,1,100000008,510000001875,
0,s,Segment,1,1,1,100000008,510000001928,
0,s,Segment,1,1,1,100000008,510000001966,
0,s,Segment,2,1,1,100000008,510000001969,
0,s,Segment,3,1,1,100000008,510000001975,
0,s,Segment,4,1,1,100000008,510000001981,
0,s,Segment,1,1,1,100000008,510000001996,
0,s,Segment,3,2,1,100000008,510000002049,
0,s,Segment,4,2,1,100000008,510000002070,
0,s,Segment,2,2,1,100000008,510000002130,
0,s,Segment,1,1,1,100000008,510000002155,
0,s,Segment,4,3,1,100000008,510000002180,
0,s,Segment,5,3,1,100000008,510000002187,
0,s,Segment,5,4,1,100000008,510000002191,
0,s,Segment,2,1,1,100000009,510000002212,
0,s,Segment,3,1,1,100000009,510000002215,
0,s,Segment,4,1,1,100000009,510000002235,
0,s,Segment,4,2,1,100000009,510000002237,
0,s,Segment,2,2,1,100000009,510000002248,
0,s,Segment,2,1,1,100000009,510000002271,
0,s,Segment,2,2,1,100000009,510000002296,
0,s,Segment,2,2,1,100000009,510000002305,
0,s,Segment,3,2,1,100000009,510000002310,
0,s,Segment,4,2,1,100000009,510000002314,
0,s,Segment,4,3,1,100000009,510000002320,
0,s,Segment,3,3,1,100000009,510000002333,
0,s,Segment,2,1,1,100000009,510000002352,
0,s,Segment,2,2,1,100000009,510000002376,
0,s,Segment,3,3,1,100000009,510000002388,
0,s,Segment,3,2,1,100000009,510000002396,
0,s,Segment,4,2,1,100000009,510000002398,
0,s,Segment,4,3,1,100000009,510000002403,
0,s,Segment,3,2,1,100000009,510000002417,
0,s,Segment,1,1,1,100000010,510000002436,
0,s,Segment,2,1,1,100000010,510000002463,
0,s,Segment,2,2,1,100000010,510000002487,
0,s,Segment,2,1,1,100000010,510000002501,
0,s,Segment,3,1,1,100000010,510000002510,
0,s,Segment,3,2,1,100000010,510000002538,
0,s,Segment,4,2,1,100000010,510000002548,
0,s,Segment,4,3,1,100000010,510000002565,
0,s,Segment,1,1,1,100000010,510000002584,
0,s,Segment,2,1,1,100000010,510000002588,
0,s,Segment,2,2,1,100000010,510000002597,
0,s,Segment,3,2,1,100000010,510000002602,
0,s,Segment,4,3,1,100000010,510000002608,
0,s,Segment,1,1,1,100000010,510000002612,
0,s,Segment,2,1,1,100000010,510000002624,
0,s,Segment,2,2,1,100000010,510000002635,
0,s,Segment,3,3,1,100000010,510000002672,
0,s,Segment,4,3,1,100000010,510000002680,
0,s,Segment,4,4,1,100000010,510000002707,
0,s,Segment,2,2,1,100000010,510000002726,
0,s,Segment,1,1,1,100000010,510000002748,
0,s,Segment,3,1,1,100000011,510000002766,
0,s,Segment,3,2,1,100000011,510000002785,
0,s,Segment,4,2,1,100000011,510000002792,
0,s,Segment,4,3,1,100000011,510000002809,
0,s,Segment,2,2,1,100000011,510000002827,
0,s,Segment,3,1,1,100000011,510000002847,
0,s,Segment,3,1,1,100000011,510000002860,
0,s,Segment,2,2,1,100000011,510000002874,
0,s,Segment,1,1,1,100000011,510000002880,
0,s,Segment,3,3,1,100000011,510000002898,
0,s,Segment,3,2,1,100000011,510000002902,
0,s,Segment,3,2,1,100000011,510000002917,
0,s,Segment,3,3,1,100000011,510000002938,
0,s,Segment,3,2,1,100000011,510000002946,
0,s,Segment,1,1,1,100000012,510000002958,
0,s,Segment,2,1,1,100000012,510000002963,
0,s,Segment,3,1,1,100000012,510000002974,
0,s,Segment,3,2,1,100000012,510000003000,
0,s,Segment,2,1,1,100000012,510000003014,
0,s,Segment,2,2,1,100000012,510000003040,
0,s,Segment,1,1,1,100000012,510000003065,
0,s,Segment,2,1,1,100000012,510000003067,
0,s,Segment,2,2,1,100000012,510000003086,
0,s,Segment,2,2,1,100000012,510000003109,
0,s,Segment,2,1,1,100000012,510000003121,
0,s,Segment,3,1,1,100000012,510000003124,
0,s,Segment,4,1,1,100000012,510000003130,
0,s,Segment,4,2,1,100000012,510000003147,
0,s,Segment,5,2,1,100000012,510000003157,
0,s,Segment,5,3,1,100000012,510000003175,
0,s,Segment,5,2,1,100000012,510000003190,
0,s,Segment,2,2,1,100000012,510000003198,
0,s,Segment,2,2,1,100000012,510000003232,
0,s,Segment,3,2,1,100000012,510000003243,
0,s,Segment,4,1,1,100000013,510000003271,
0,s,Segment,3,2,1,100000013,510000003294,
0,s,Segment,4,2,1,100000013,510000003296,
0,s,Segment,4,2,1,100000013,510000003319,
0,s,Segment,3,2,1,100000013,510000003334,
0,s,Segment,4,2,1,100000013,510000003336,
0,s,Segment,4,3,1,100000013,510000003352,
0,s,Segment,2,1,1,100000013,510000003369,
0,s,Segment,3,1,1,100000013,510000003372,
0,s,Segment,2,2,1,100000013,510000003375,
0,s,Segment,2,2,1,100000013,510000003389,
0,s,Segment,1,1,1,100000013,510000003402,
0,s,Segment,2,1,1,100000013,510000003405,
0,s,Segment,2,2,1,100000013,510000003429,
0,s,Segment,3,3,1,100000013,510000003442,
0,s,Segment,4,3,1,100000013,510000003451,
0,s,Segment,3,2,1,100000013,510000003473,
0,s,Segment,1,1,1,100000014,510000003491,
0,s,Segment,4,1,1,100000014,510000003501,
0,s,Segment,3,2,1,100000014,510000003507,
0,s,Segment,1,1,1,100000014,510000003515,
0,s,Segment,3,2,1,100000014,510000003518,
0,s,Segment,1,1,1,100000014,510000003527,
0,s,Segment,2,2,1,100000014,510000003529,
0,s,Segment,2,1,1,100000014,510000003552,
0,s,Segment,3,1,1,100000014,510000003554,
0,s,Segment,3,2,1,100000014,510000003570,
0,s,Segment,4,2,1,100000014,510000003582,
0,s,Segment,2,2,1,100000014,510000003592,
0,s,Segment,4,1,1,100000014,510000003609,
0,s,Segment,4,2,1,100000014,510000003635,
0,s,Segment,2,2,1,100000014,510000003640,
0,s,Segment,3,2,1,100000014,510000003647,
0,s,Segment,3,3,1,100000014,510000003656,
0,s,Segment,0,1,1,100000000,510000003676,
0,s,Segment,1,1,1,100000000,510000003677,
0,s,Segment,1,2,1,100000000,510000003678,
0,s,Segment,2,2,1,100000000,510000003679,
0,s,Segment,1,1,1,100000001,510000003680,
0,s,Segment,1,1,1,100000001,510000003681,
0,s,Segment,2,1,1,100000001,510000003682,
0,s,Segment,4,2,1,100000001,510000003683,
0,s,Segment,4,1,1,100000002,510000003684,
0,s,Segment,1,1,1,100000003,510000003685,
0,s,Segment,1,1,1,100000004,510000003686,
0,s,Segment,2,1,1,100000004,510000003687,
0,s,Segment,2,2,1,100000004,510000003688,
0,s,Segment,3,3,1,100000004,510000003689,
0,s,Segment,0,1,1,100000005,510000003690,
0,s,Segment,1,2,1,100000005,510000003691,
0,s,Segment,2,2,1,100000005,510000003692,
0,s,Segment,3,2,1,100000005,510000003693,
0,s,Segment,6,2,1,100000005,510000003694,
0,s,Segment,3,2,1,100000006,510000003695,
0,s,Segment,1,1,1,100000006,510000003696,
0,s,Segment,1,1,1,100000006,510000003697,
0,s,Segment,2,1,1,100000006,510000003698,
0,s,Segment,1,1,1,100000007,510000003699,
0,s,Segment,1,1,1,100000007,510000003700,
0,s,Segment,3,1,1,100000008,510000003701,
0,s,Segment,1,1,1,100000009,510000003702,
0,s,Segment,1,1,1,100000009,510000003703,
0,s,Segment,1,1,1,100000009,510000003704,
0,s,Segment,1,1,1,100000010,510000003705,
0,s,Segment,4,2,1,100000010,510000003706,
0,s,Segment,1,1,1,100000011,510000003707,
0,s,Segment,2,1,1,100000011,510000003708,
0,s,Segment,3,2,1,100000011,510000003709,
0,s,Segment,1,1,1,100000011,510000003710,
0,s,Segment,2,1,1,100000011,510000003711,
0,s,Segment,1,1,1,100000011,510000003712,
0,s,Segment,2,1,1,100000011,510000003713,
0,s,Segment,2,2,1,100000011,510000003714,
0,s,Segment,1,1,1,100000012,510000003715,
0,s,Segment,1,1,1,100000012,510000003716,
0,s,Segment,5,1,1,100000012,510000003717,
0,s,Segment,1,1,1,100000013,510000003718,
0,s,Segment,2,1,1,100000013,510000003719,
0,s,Segment,3,1,1,100000013,510000003720,
0,s,Segment,2,2,1,100000013,510000003721,
0,s,Segment,1,1,1,100000013,510000003722,
0,s,Segment,1,1,1,100000014,510000003723,
0,s,Segment,2,1,1,100000014,510000003724,
0,s,Segment,3,1,1,100000014,510000003725,
0,s,Segment,2,1,1,100000014,510000003726,
0,s,Segment,3,1,1,100000014,510000003727,
