
Segment Length
 ==================== 
Segment Length,Unit,Category,Depth,Level,Time,FilamentID,ID,
68.895,µm,Segment,4,1,1,100000008,510000001981,
279.319,µm,Segment,1,1,1,100000008,510000001996,
116.154,µm,Segment,3,2,1,100000008,510000002049,
310.796,µm,Segment,4,2,1,100000008,510000002070,
135.736,µm,Segment,2,2,1,100000008,510000002130,
129.318,µm,Segment,1,1,1,100000008,510000002155,
40.9548,µm,Segment,4,3,1,100000008,510000002180,
19.5429,µm,Segment,5,3,1,100000008,510000002187,
88.4014,µm,Segment,5,4,1,100000008,510000002191,
31.6063,µm,Segment,2,1,1,100000009,510000002212,
199.947,µm,Segment,3,1,1,100000009,510000002215,
19.6777,µm,Segment,4,1,1,100000009,510000002235,
111.618,µm,Segment,4,2,1,100000009,510000002237,
198.35,µm,Segment,2,2,1,100000009,510000002248,
215.256,µm,Segment,2,1,1,100000009,510000002271,
90.5387,µm,Segment,2,2,1,100000009,510000002296,
54.7869,µm,Segment,2,2,1,100000009,510000002305,
31.9095,µm,Segment,3,2,1,100000009,510000002310,
42.5916,µm,Segment,4,2,1,100000009,510000002314,
133.326,µm,Segment,4,3,1,100000009,510000002320,
177.924,µm,Segment,3,3,1,100000009,510000002333,
200.487,µm,Segment,2,1,1,100000009,510000002352,
69.8396,µm,Segment,2,2,1,100000009,510000002376,
42.865,µm,Segment,3,3,1,100000009,510000002388,
26.2547,µm,Segment,3,2,1,100000009,510000002396,
47.4178,µm,Segment,4,2,1,100000009,510000002398,
113.297,µm,Segment,4,3,1,100000009,510000002403,
174.543,µm,Segment,3,2,1,100000009,510000002417,
149.256,µm,Segment,1,1,1,100000010,510000002436,
113.499,µm,Segment,2,1,1,100000010,510000002463,
75.1045,µm,Segment,2,2,1,100000010,510000002487,
48.3732,µm,Segment,2,1,1,100000010,510000002501,
143.479,µm,Segment,3,1,1,100000010,510000002510,
53.1005,µm,Segment,3,2,1,100000010,510000002538,
88.4795,µm,Segment,4,2,1,100000010,510000002548,
99.2827,µm,Segment,4,3,1,100000010,510000002565,
31.7106,µm,Segment,1,1,1,100000010,510000002584,
46.0802,µm,Segment,2,1,1,100000010,510000002588,
31.2317,µm,Segment,2,2,1,100000010,510000002597,
26.4007,µm,Segment,3,2,1,100000010,510000002602,
24.0629,µm,Segment,4,3,1,100000010,510000002608,
70.6261,µm,Segment,1,1,1,100000010,510000002612,
53.637,µm,Segment,2,1,1,100000010,510000002624,
199.981,µm,Segment,2,2,1,100000010,510000002635,
48.2851,µm,Segment,3,3,1,100000010,510000002672,
140.017,µm,Segment,4,3,1,100000010,510000002680,
109.144,µm,Segment,4,4,1,100000010,510000002707,
104.712,µm,Segment,2,2,1,100000010,510000002726,
79.9585,µm,Segment,1,1,1,100000010,510000002748,
340.32,µm,Segment,3,1,1,100000011,510000002766,
135.857,µm,Segment,3,2,1,100000011,510000002785,
210.092,µm,Segment,4,2,1,100000011,510000002792,
284.098,µm,Segment,4,3,1,100000011,510000002809,
291.357,µm,Segment,2,2,1,100000011,510000002827,
161.432,µm,Segment,3,1,1,100000011,510000002847,
165.97,µm,Segment,3,1,1,100000011,510000002860,
90.9801,µm,Segment,2,2,1,100000011,510000002874,
