
Segment Position Z
 ==================== 
Segment Position Z,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
11,µm,Segment,Segment Position,1,1,1,100000011,510000003707,
8.78759,µm,Segment,Segment Position,2,1,1,100000011,510000003708,
12.9148,µm,Segment,Segment Position,3,2,1,100000011,510000003709,
11,µm,Segment,Segment Position,1,1,1,100000011,510000003710,
9.19198,µm,Segment,Segment Position,2,1,1,100000011,510000003711,
11,µm,Segment,Segment Position,1,1,1,100000011,510000003712,
8.7224,µm,Segment,Segment Position,2,1,1,100000011,510000003713,
8.7224,µm,Segment,Segment Position,2,2,1,100000011,510000003714,
11,µm,Segment,Segment Position,1,1,1,100000012,510000003715,
11,µm,Segment,Segment Position,1,1,1,100000012,510000003716,
7.45766,µm,Segment,Segment Position,5,1,1,100000012,510000003717,
21,µm,Segment,Segment Position,1,1,1,100000013,510000003718,
18.2713,µm,Segment,Segment Position,2,1,1,100000013,510000003719,
16.5908,µm,Segment,Segment Position,3,1,1,100000013,510000003720,
18.2713,µm,Segment,Segment Position,2,2,1,100000013,510000003721,
21,µm,Segment,Segment Position,1,1,1,100000013,510000003722,
-27,µm,Segment,Segment Position,1,1,1,100000014,510000003723,
-25.4492,µm,Segment,Segment Position,2,1,1,100000014,510000003724,
-24.8249,µm,Segment,Segment Position,3,1,1,100000014,510000003725,
-24.9911,µm,Segment,Segment Position,2,1,1,100000014,510000003726,
-24.9562,µm,Segment,Segment Position,3,1,1,100000014,510000003727,
