
Segment Center Intensity Mean Ch=2 Img=1
 ==================== 
Segment Center Intensity Mean,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
149.619,,Segment,2,2,Image 1,1,1,100000000,510000000003,
103.667,,Segment,2,2,Image 1,2,1,100000000,510000000023,
118.391,,Segment,2,3,Image 1,2,1,100000000,510000000028,
125.467,,Segment,2,3,Image 1,3,1,100000000,510000000050,
129.2,,Segment,2,1,Image 1,2,1,100000000,510000000064,
162.2,,Segment,2,2,Image 1,2,1,100000000,510000000068,
104.667,,Segment,2,1,Image 1,2,1,100000000,510000000073,
163.556,,Segment,2,2,Image 1,2,1,100000000,510000000075,
159.25,,Segment,2,2,Image 1,3,1,100000000,510000000083,
78.25,,Segment,2,2,Image 1,3,1,100000000,510000000086,
99.75,,Segment,2,3,Image 1,3,1,100000000,510000000093,
130.75,,Segment,2,4,Image 1,3,1,100000000,510000000096,
127.625,,Segment,2,4,Image 1,4,1,100000000,510000000103,
145.333,,Segment,2,3,Image 1,4,1,100000000,510000000110,
114.375,,Segment,2,3,Image 1,2,1,100000000,510000000117,
158.455,,Segment,2,4,Image 1,2,1,100000000,510000000124,
174.75,,Segment,2,4,Image 1,3,1,100000000,510000000134,
87.7692,,Segment,2,3,Image 1,3,1,100000000,510000000137,
105.667,,Segment,2,2,Image 1,3,1,100000000,510000000149,
179.462,,Segment,2,3,Image 1,3,1,100000000,510000000151,
150.591,,Segment,2,3,Image 1,4,1,100000000,510000000163,
172.038,,Segment,2,3,Image 1,4,1,100000000,510000000184,
182.75,,Segment,2,2,Image 1,3,1,100000000,510000000209,
49,,Segment,2,2,Image 1,1,1,100000001,510000000226,
142.522,,Segment,2,3,Image 1,1,1,100000001,510000000230,
165.231,,Segment,2,2,Image 1,2,1,100000001,510000000252,
137.312,,Segment,2,1,Image 1,1,1,100000001,510000000264,
102.333,,Segment,2,3,Image 1,1,1,100000001,510000000274,
119.667,,Segment,2,3,Image 1,2,1,100000001,510000000282,
101.75,,Segment,2,4,Image 1,3,1,100000001,510000000314,
97.7778,,Segment,2,2,Image 1,2,1,100000001,510000000318,
137.8,,Segment,2,3,Image 1,2,1,100000001,510000000326,
153.1,,Segment,2,4,Image 1,2,1,100000001,510000000350,
144.962,,Segment,2,4,Image 1,3,1,100000001,510000000359,
112.286,,Segment,2,1,Image 1,1,1,100000001,510000000384,
133,,Segment,2,2,Image 1,1,1,100000001,510000000397,
137.25,,Segment,2,3,Image 1,2,1,100000001,510000000402,
115.267,,Segment,2,1,Image 1,1,1,100000001,510000000417,
151.571,,Segment,2,3,Image 1,3,1,100000001,510000000438,
147.5,,Segment,2,2,Image 1,2,1,100000001,510000000458,
155,,Segment,2,1,Image 1,1,1,100000002,510000000474,
167.5,,Segment,2,2,Image 1,1,1,100000002,510000000493,
166.5,,Segment,2,3,Image 1,1,1,100000002,510000000496,
141.222,,Segment,2,1,Image 1,1,1,100000002,510000000506,
171.154,,Segment,2,2,Image 1,1,1,100000002,510000000514,
138.9,,Segment,2,1,Image 1,1,1,100000002,510000000526,
182.6,,Segment,2,2,Image 1,1,1,100000002,510000000535,
24,,Segment,2,1,Image 1,1,1,100000002,510000000544,
83.5556,,Segment,2,2,Image 1,1,1,100000002,510000000546,
140.7,,Segment,2,3,Image 1,1,1,100000002,510000000554,
179.632,,Segment,2,3,Image 1,2,1,100000002,510000000563,
133,,Segment,2,1,Image 1,1,1,100000002,510000000581,
165.316,,Segment,2,2,Image 1,2,1,100000002,510000000605,
