
Segment Center Intensity Max Ch=2 Img=1
 ==================== 
Segment Center Intensity Max,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
168,,Segment,2,2,Image 1,1,1,100000001,510000000397,
187,,Segment,2,3,Image 1,2,1,100000001,510000000402,
201,,Segment,2,1,Image 1,1,1,100000001,510000000417,
205,,Segment,2,3,Image 1,3,1,100000001,510000000438,
199,,Segment,2,2,Image 1,2,1,100000001,510000000458,
204,,Segment,2,1,Image 1,1,1,100000002,510000000474,
182,,Segment,2,2,Image 1,1,1,100000002,510000000493,
196,,Segment,2,3,Image 1,1,1,100000002,510000000496,
196,,Segment,2,1,Image 1,1,1,100000002,510000000506,
201,,Segment,2,2,Image 1,1,1,100000002,510000000514,
194,,Segment,2,1,Image 1,1,1,100000002,510000000526,
204,,Segment,2,2,Image 1,1,1,100000002,510000000535,
27,,Segment,2,1,Image 1,1,1,100000002,510000000544,
168,,Segment,2,2,Image 1,1,1,100000002,510000000546,
201,,Segment,2,3,Image 1,1,1,100000002,510000000554,
207,,Segment,2,3,Image 1,2,1,100000002,510000000563,
203,,Segment,2,1,Image 1,1,1,100000002,510000000581,
203,,Segment,2,2,Image 1,2,1,100000002,510000000605,
176,,Segment,2,1,Image 1,1,1,100000002,510000000623,
206,,Segment,2,2,Image 1,1,1,100000002,510000000626,
189,,Segment,2,3,Image 1,2,1,100000002,510000000644,
183,,Segment,2,3,Image 1,2,1,100000002,510000000647,
203,,Segment,2,4,Image 1,2,1,100000002,510000000649,
207,,Segment,2,5,Image 1,2,1,100000002,510000000662,
205,,Segment,2,2,Image 1,2,1,100000002,510000000683,
178,,Segment,2,5,Image 1,3,1,100000002,510000000720,
176,,Segment,2,2,Image 1,2,1,100000002,510000000724,
200,,Segment,2,2,Image 1,2,1,100000002,510000000730,
194,,Segment,2,2,Image 1,2,1,100000002,510000000738,
186,,Segment,2,1,Image 1,1,1,100000002,510000000745,
199,,Segment,2,2,Image 1,1,1,100000002,510000000749,
207,,Segment,2,2,Image 1,2,1,100000002,510000000754,
195,,Segment,2,1,Image 1,1,1,100000003,510000000764,
207,,Segment,2,2,Image 1,1,1,100000003,510000000769,
208,,Segment,2,2,Image 1,1,1,100000003,510000000781,
206,,Segment,2,2,Image 1,2,1,100000003,510000000789,
205,,Segment,2,2,Image 1,2,1,100000003,510000000797,
195,,Segment,2,1,Image 1,1,1,100000003,510000000804,
200,,Segment,2,1,Image 1,1,1,100000003,510000000823,
208,,Segment,2,2,Image 1,2,1,100000003,510000000833,
200,,Segment,2,1,Image 1,1,1,100000004,510000000849,
202,,Segment,2,1,Image 1,1,1,100000004,510000000871,
197,,Segment,2,3,Image 1,1,1,100000004,510000000884,
205,,Segment,2,3,Image 1,2,1,100000004,510000000894,
164,,Segment,2,3,Image 1,2,1,100000004,510000000902,
200,,Segment,2,4,Image 1,2,1,100000004,510000000904,
201,,Segment,2,5,Image 1,2,1,100000004,510000000915,
196,,Segment,2,1,Image 1,1,1,100000004,510000000923,
205,,Segment,2,4,Image 1,3,1,100000004,510000000942,
195,,Segment,2,4,Image 1,3,1,100000004,510000000956,
196,,Segment,2,3,Image 1,3,1,100000004,510000000973,
194,,Segment,2,5,Image 1,3,1,100000004,510000000978,
193,,Segment,2,4,Image 1,4,1,100000004,510000000984,
147,,Segment,2,1,Image 1,1,1,100000005,510000000993,
164,,Segment,2,2,Image 1,1,1,100000005,510000000995,
206,,Segment,2,3,Image 1,1,1,100000005,510000000999,
210,,Segment,2,2,Image 1,2,1,100000005,510000001015,
195,,Segment,2,3,Image 1,3,1,100000005,510000001032,
194,,Segment,2,3,Image 1,3,1,100000005,510000001055,
138,,Segment,2,4,Image 1,2,1,100000005,510000001076,
130,,Segment,2,5,Image 1,2,1,100000005,510000001082,
133,,Segment,2,6,Image 1,3,1,100000005,510000001086,
178,,Segment,2,7,Image 1,2,1,100000005,510000001093,
188,,Segment,2,7,Image 1,3,1,100000005,510000001101,
144,,Segment,2,4,Image 1,3,1,100000005,510000001110,
123,,Segment,2,5,Image 1,3,1,100000005,510000001117,
192,,Segment,2,5,Image 1,4,1,100000005,510000001124,
191,,Segment,2,5,Image 1,3,1,100000005,510000001129,
179,,Segment,2,2,Image 1,3,1,100000005,510000001133,
198,,Segment,2,3,Image 1,4,1,100000005,510000001136,
179,,Segment,2,3,Image 1,3,1,100000005,510000001156,
200,,Segment,2,4,Image 1,3,1,100000005,510000001159,
193,,Segment,2,4,Image 1,4,1,100000005,510000001175,
198,,Segment,2,3,Image 1,2,1,100000005,510000001191,
200,,Segment,2,4,Image 1,2,1,100000005,510000001204,
206,,Segment,2,4,Image 1,3,1,100000005,510000001221,
203,,Segment,2,3,Image 1,4,1,100000005,510000001236,
159,,Segment,2,1,Image 1,1,1,100000006,510000001259,
166,,Segment,2,2,Image 1,1,1,100000006,510000001262,
189,,Segment,2,3,Image 1,1,1,100000006,510000001267,
180,,Segment,2,2,Image 1,2,1,100000006,510000001272,
192,,Segment,2,3,Image 1,3,1,100000006,510000001278,
208,,Segment,2,2,Image 1,1,1,100000006,510000001285,
188,,Segment,2,1,Image 1,1,1,100000006,510000001329,
201,,Segment,2,2,Image 1,1,1,100000006,510000001331,
199,,Segment,2,2,Image 1,2,1,100000006,510000001353,
200,,Segment,2,2,Image 1,2,1,100000006,510000001379,
173,,Segment,2,4,Image 1,2,1,100000006,510000001399,
196,,Segment,2,3,Image 1,1,1,100000006,510000001408,
191,,Segment,2,2,Image 1,2,1,100000006,510000001416,
191,,Segment,2,3,Image 1,2,1,100000006,510000001418,
196,,Segment,2,3,Image 1,3,1,100000006,510000001430,
197,,Segment,2,3,Image 1,2,1,100000006,510000001448,
203,,Segment,2,3,Image 1,2,1,100000006,510000001465,
205,,Segment,2,4,Image 1,3,1,100000006,510000001486,
201,,Segment,2,2,Image 1,1,1,100000007,510000001536,
212,,Segment,2,3,Image 1,1,1,100000007,510000001546,
212,,Segment,2,4,Image 1,1,1,100000007,510000001549,
207,,Segment,2,5,Image 1,1,1,100000007,510000001551,
197,,Segment,2,6,Image 1,1,1,100000007,510000001573,
206,,Segment,2,6,Image 1,2,1,100000007,510000001575,
209,,Segment,2,3,Image 1,2,1,100000007,510000001583,
197,,Segment,2,2,Image 1,2,1,100000007,510000001620,
197,,Segment,2,3,Image 1,2,1,100000007,510000001624,
207,,Segment,2,4,Image 1,2,1,100000007,510000001626,
207,,Segment,2,4,Image 1,3,1,100000007,510000001628,
197,,Segment,2,3,Image 1,3,1,100000007,510000001630,
98,,Segment,2,1,Image 1,1,1,100000007,510000001632,
210,,Segment,2,2,Image 1,1,1,100000007,510000001634,
212,,Segment,2,2,Image 1,1,1,100000007,510000001639,
201,,Segment,2,2,Image 1,2,1,100000007,510000001655,
207,,Segment,2,3,Image 1,2,1,100000007,510000001659,
208,,Segment,2,3,Image 1,3,1,100000007,510000001680,
204,,Segment,2,2,Image 1,2,1,100000007,510000001689,
206,,Segment,2,5,Image 1,2,1,100000007,510000001704,
212,,Segment,2,4,Image 1,2,1,100000007,510000001717,
208,,Segment,2,2,Image 1,2,1,100000007,510000001731,
208,,Segment,2,1,Image 1,1,1,100000008,510000001749,
40,,Segment,2,1,Image 1,1,1,100000008,510000001766,
85,,Segment,2,2,Image 1,1,1,100000008,510000001768,
203,,Segment,2,4,Image 1,1,1,100000008,510000001772,
198,,Segment,2,4,Image 1,2,1,100000008,510000001788,
211,,Segment,2,2,Image 1,2,1,100000008,510000001800,
211,,Segment,2,3,Image 1,2,1,100000008,510000001831,
211,,Segment,2,3,Image 1,3,1,100000008,510000001850,
196,,Segment,2,3,Image 1,2,1,100000008,510000001867,
210,,Segment,2,4,Image 1,2,1,100000008,510000001875,
209,,Segment,2,1,Image 1,1,1,100000008,510000001928,
114,,Segment,2,1,Image 1,1,1,100000008,510000001966,
177,,Segment,2,2,Image 1,1,1,100000008,510000001969,
183,,Segment,2,3,Image 1,1,1,100000008,510000001975,
202,,Segment,2,4,Image 1,1,1,100000008,510000001981,
204,,Segment,2,1,Image 1,1,1,100000008,510000001996,
212,,Segment,2,3,Image 1,2,1,100000008,510000002049,
212,,Segment,2,4,Image 1,2,1,100000008,510000002070,
211,,Segment,2,2,Image 1,2,1,100000008,510000002130,
205,,Segment,2,1,Image 1,1,1,100000008,510000002155,
164,,Segment,2,4,Image 1,3,1,100000008,510000002180,
193,,Segment,2,5,Image 1,3,1,100000008,510000002187,
185,,Segment,2,5,Image 1,4,1,100000008,510000002191,
156,,Segment,2,2,Image 1,1,1,100000009,510000002212,
201,,Segment,2,3,Image 1,1,1,100000009,510000002215,
182,,Segment,2,4,Image 1,1,1,100000009,510000002235,
207,,Segment,2,4,Image 1,2,1,100000009,510000002237,
210,,Segment,2,2,Image 1,2,1,100000009,510000002248,
193,,Segment,2,2,Image 1,1,1,100000009,510000002271,
190,,Segment,2,2,Image 1,2,1,100000009,510000002296,
123,,Segment,2,2,Image 1,2,1,100000009,510000002305,
173,,Segment,2,3,Image 1,2,1,100000009,510000002310,
197,,Segment,2,4,Image 1,2,1,100000009,510000002314,
210,,Segment,2,4,Image 1,3,1,100000009,510000002320,
194,,Segment,2,3,Image 1,3,1,100000009,510000002333,
199,,Segment,2,2,Image 1,1,1,100000009,510000002352,
164,,Segment,2,2,Image 1,2,1,100000009,510000002376,
195,,Segment,2,3,Image 1,3,1,100000009,510000002388,
189,,Segment,2,3,Image 1,2,1,100000009,510000002396,
210,,Segment,2,4,Image 1,2,1,100000009,510000002398,
200,,Segment,2,4,Image 1,3,1,100000009,510000002403,
203,,Segment,2,3,Image 1,2,1,100000009,510000002417,
197,,Segment,2,1,Image 1,1,1,100000010,510000002436,
207,,Segment,2,2,Image 1,1,1,100000010,510000002463,
205,,Segment,2,2,Image 1,2,1,100000010,510000002487,
184,,Segment,2,2,Image 1,1,1,100000010,510000002501,
206,,Segment,2,3,Image 1,1,1,100000010,510000002510,
195,,Segment,2,3,Image 1,2,1,100000010,510000002538,
204,,Segment,2,4,Image 1,2,1,100000010,510000002548,
180,,Segment,2,4,Image 1,3,1,100000010,510000002565,
160,,Segment,2,1,Image 1,1,1,100000010,510000002584,
198,,Segment,2,2,Image 1,1,1,100000010,510000002588,
160,,Segment,2,2,Image 1,2,1,100000010,510000002597,
141,,Segment,2,3,Image 1,2,1,100000010,510000002602,
191,,Segment,2,4,Image 1,3,1,100000010,510000002608,
198,,Segment,2,1,Image 1,1,1,100000010,510000002612,
201,,Segment,2,2,Image 1,1,1,100000010,510000002624,
205,,Segment,2,2,Image 1,2,1,100000010,510000002635,
169,,Segment,2,3,Image 1,3,1,100000010,510000002672,
203,,Segment,2,4,Image 1,3,1,100000010,510000002680,
203,,Segment,2,4,Image 1,4,1,100000010,510000002707,
196,,Segment,2,2,Image 1,2,1,100000010,510000002726,
177,,Segment,2,1,Image 1,1,1,100000010,510000002748,
205,,Segment,2,3,Image 1,1,1,100000011,510000002766,
182,,Segment,2,3,Image 1,2,1,100000011,510000002785,
205,,Segment,2,4,Image 1,2,1,100000011,510000002792,
208,,Segment,2,4,Image 1,3,1,100000011,510000002809,
203,,Segment,2,2,Image 1,2,1,100000011,510000002827,
205,,Segment,2,3,Image 1,1,1,100000011,510000002847,
202,,Segment,2,3,Image 1,1,1,100000011,510000002860,
165,,Segment,2,2,Image 1,2,1,100000011,510000002874,
201,,Segment,2,1,Image 1,1,1,100000011,510000002880,
203,,Segment,2,3,Image 1,3,1,100000011,510000002898,
201,,Segment,2,3,Image 1,2,1,100000011,510000002902,
210,,Segment,2,3,Image 1,2,1,100000011,510000002917,
201,,Segment,2,3,Image 1,3,1,100000011,510000002938,
203,,Segment,2,3,Image 1,2,1,100000011,510000002946,
180,,Segment,2,1,Image 1,1,1,100000012,510000002958,
201,,Segment,2,2,Image 1,1,1,100000012,510000002963,
202,,Segment,2,3,Image 1,1,1,100000012,510000002974,
201,,Segment,2,3,Image 1,2,1,100000012,510000003000,
202,,Segment,2,2,Image 1,1,1,100000012,510000003014,
197,,Segment,2,2,Image 1,2,1,100000012,510000003040,
105,,Segment,2,1,Image 1,1,1,100000012,510000003065,
205,,Segment,2,2,Image 1,1,1,100000012,510000003067,
209,,Segment,2,2,Image 1,2,1,100000012,510000003086,
202,,Segment,2,2,Image 1,2,1,100000012,510000003109,
129,,Segment,2,2,Image 1,1,1,100000012,510000003121,
196,,Segment,2,3,Image 1,1,1,100000012,510000003124,
190,,Segment,2,4,Image 1,1,1,100000012,510000003130,
192,,Segment,2,4,Image 1,2,1,100000012,510000003147,
207,,Segment,2,5,Image 1,2,1,100000012,510000003157,
205,,Segment,2,5,Image 1,3,1,100000012,510000003175,
192,,Segment,2,5,Image 1,2,1,100000012,510000003190,
202,,Segment,2,2,Image 1,2,1,100000012,510000003198,
199,,Segment,2,2,Image 1,2,1,100000012,510000003232,
207,,Segment,2,3,Image 1,2,1,100000012,510000003243,
197,,Segment,2,4,Image 1,1,1,100000013,510000003271,
172,,Segment,2,3,Image 1,2,1,100000013,510000003294,
206,,Segment,2,4,Image 1,2,1,100000013,510000003296,
203,,Segment,2,4,Image 1,2,1,100000013,510000003319,
191,,Segment,2,3,Image 1,2,1,100000013,510000003334,
205,,Segment,2,4,Image 1,2,1,100000013,510000003336,
211,,Segment,2,4,Image 1,3,1,100000013,510000003352,
103,,Segment,2,2,Image 1,1,1,100000013,510000003369,
198,,Segment,2,3,Image 1,1,1,100000013,510000003372,
201,,Segment,2,2,Image 1,2,1,100000013,510000003375,
202,,Segment,2,2,Image 1,2,1,100000013,510000003389,
157,,Segment,2,1,Image 1,1,1,100000013,510000003402,
199,,Segment,2,2,Image 1,1,1,100000013,510000003405,
202,,Segment,2,2,Image 1,2,1,100000013,510000003429,
195,,Segment,2,3,Image 1,3,1,100000013,510000003442,
198,,Segment,2,4,Image 1,3,1,100000013,510000003451,
210,,Segment,2,3,Image 1,2,1,100000013,510000003473,
172,,Segment,2,1,Image 1,1,1,100000014,510000003491,
190,,Segment,2,4,Image 1,1,1,100000014,510000003501,
188,,Segment,2,3,Image 1,2,1,100000014,510000003507,
98,,Segment,2,1,Image 1,1,1,100000014,510000003515,
158,,Segment,2,3,Image 1,2,1,100000014,510000003518,
92,,Segment,2,1,Image 1,1,1,100000014,510000003527,
193,,Segment,2,2,Image 1,2,1,100000014,510000003529,
151,,Segment,2,2,Image 1,1,1,100000014,510000003552,
182,,Segment,2,3,Image 1,1,1,100000014,510000003554,
193,,Segment,2,3,Image 1,2,1,100000014,510000003570,
199,,Segment,2,4,Image 1,2,1,100000014,510000003582,
194,,Segment,2,2,Image 1,2,1,100000014,510000003592,
204,,Segment,2,4,Image 1,1,1,100000014,510000003609,
178,,Segment,2,4,Image 1,2,1,100000014,510000003635,
156,,Segment,2,2,Image 1,2,1,100000014,510000003640,
188,,Segment,2,3,Image 1,2,1,100000014,510000003647,
189,,Segment,2,3,Image 1,3,1,100000014,510000003656,
76,,Segment,2,0,Image 1,1,1,100000000,510000003676,
76,,Segment,2,1,Image 1,1,1,100000000,510000003677,
76,,Segment,2,1,Image 1,2,1,100000000,510000003678,
64,,Segment,2,2,Image 1,2,1,100000000,510000003679,
15,,Segment,2,1,Image 1,1,1,100000001,510000003680,
81,,Segment,2,1,Image 1,1,1,100000001,510000003681,
128,,Segment,2,2,Image 1,1,1,100000001,510000003682,
188,,Segment,2,4,Image 1,2,1,100000001,510000003683,
196,,Segment,2,4,Image 1,1,1,100000002,510000003684,
167,,Segment,2,1,Image 1,1,1,100000003,510000003685,
64,,Segment,2,1,Image 1,1,1,100000004,510000003686,
76,,Segment,2,2,Image 1,1,1,100000004,510000003687,
64,,Segment,2,2,Image 1,2,1,100000004,510000003688,
152,,Segment,2,3,Image 1,3,1,100000004,510000003689,
67,,Segment,2,0,Image 1,1,1,100000005,510000003690,
67,,Segment,2,1,Image 1,2,1,100000005,510000003691,
55,,Segment,2,2,Image 1,2,1,100000005,510000003692,
94,,Segment,2,3,Image 1,2,1,100000005,510000003693,
130,,Segment,2,6,Image 1,2,1,100000005,510000003694,
164,,Segment,2,3,Image 1,2,1,100000006,510000003695,
89,,Segment,2,1,Image 1,1,1,100000006,510000003696,
89,,Segment,2,1,Image 1,1,1,100000006,510000003697,
176,,Segment,2,2,Image 1,1,1,100000006,510000003698,
105,,Segment,2,1,Image 1,1,1,100000007,510000003699,
147,,Segment,2,1,Image 1,1,1,100000007,510000003700,
94,,Segment,2,3,Image 1,1,1,100000008,510000003701,
90,,Segment,2,1,Image 1,1,1,100000009,510000003702,
80,,Segment,2,1,Image 1,1,1,100000009,510000003703,
61,,Segment,2,1,Image 1,1,1,100000009,510000003704,
59,,Segment,2,1,Image 1,1,1,100000010,510000003705,
177,,Segment,2,4,Image 1,2,1,100000010,510000003706,
103,,Segment,2,1,Image 1,1,1,100000011,510000003707,
161,,Segment,2,2,Image 1,1,1,100000011,510000003708,
194,,Segment,2,3,Image 1,2,1,100000011,510000003709,
110,,Segment,2,1,Image 1,1,1,100000011,510000003710,
193,,Segment,2,2,Image 1,1,1,100000011,510000003711,
148,,Segment,2,1,Image 1,1,1,100000011,510000003712,
148,,Segment,2,2,Image 1,1,1,100000011,510000003713,
167,,Segment,2,2,Image 1,2,1,100000011,510000003714,
30,,Segment,2,1,Image 1,1,1,100000012,510000003715,
60,,Segment,2,1,Image 1,1,1,100000012,510000003716,
129,,Segment,2,5,Image 1,1,1,100000012,510000003717,
123,,Segment,2,1,Image 1,1,1,100000013,510000003718,
183,,Segment,2,2,Image 1,1,1,100000013,510000003719,
194,,Segment,2,3,Image 1,1,1,100000013,510000003720,
126,,Segment,2,2,Image 1,2,1,100000013,510000003721,
73,,Segment,2,1,Image 1,1,1,100000013,510000003722,
86,,Segment,2,1,Image 1,1,1,100000014,510000003723,
134,,Segment,2,2,Image 1,1,1,100000014,510000003724,
165,,Segment,2,3,Image 1,1,1,100000014,510000003725,
131,,Segment,2,2,Image 1,1,1,100000014,510000003726,
168,,Segment,2,3,Image 1,1,1,100000014,510000003727,
