
Segment Volume
 ==================== 
Segment Volume,Unit,Category,Depth,Level,Time,FilamentID,ID,
64236.3,µm^3,Segment,2,2,1,100000012,510000003040,
21603.6,µm^3,Segment,1,1,1,100000012,510000003065,
53074,µm^3,Segment,2,1,1,100000012,510000003067,
56236,µm^3,Segment,2,2,1,100000012,510000003086,
34347.5,µm^3,Segment,2,2,1,100000012,510000003109,
11049.6,µm^3,Segment,2,1,1,100000012,510000003121,
13945.9,µm^3,Segment,3,1,1,100000012,510000003124,
33050.6,µm^3,Segment,4,1,1,100000012,510000003130,
24934.6,µm^3,Segment,4,2,1,100000012,510000003147,
40972.8,µm^3,Segment,5,2,1,100000012,510000003157,
35795.1,µm^3,Segment,5,3,1,100000012,510000003175,
20551.9,µm^3,Segment,5,2,1,100000012,510000003190,
71602,µm^3,Segment,2,2,1,100000012,510000003198,
31587,µm^3,Segment,2,2,1,100000012,510000003232,
52745,µm^3,Segment,3,2,1,100000012,510000003243,
4637.64,µm^3,Segment,4,1,1,100000013,510000003271,
983.051,µm^3,Segment,3,2,1,100000013,510000003294,
4974.23,µm^3,Segment,4,2,1,100000013,510000003296,
7399.29,µm^3,Segment,4,2,1,100000013,510000003319,
2243.73,µm^3,Segment,3,2,1,100000013,510000003334,
6519.53,µm^3,Segment,4,2,1,100000013,510000003336,
5584.03,µm^3,Segment,4,3,1,100000013,510000003352,
1720.81,µm^3,Segment,2,1,1,100000013,510000003369,
982.49,µm^3,Segment,3,1,1,100000013,510000003372,
4862.22,µm^3,Segment,2,2,1,100000013,510000003375,
6689.81,µm^3,Segment,2,2,1,100000013,510000003389,
8210.06,µm^3,Segment,1,1,1,100000013,510000003402,
5527.87,µm^3,Segment,2,1,1,100000013,510000003405,
6174.46,µm^3,Segment,2,2,1,100000013,510000003429,
4141.54,µm^3,Segment,3,3,1,100000013,510000003442,
3936.6,µm^3,Segment,4,3,1,100000013,510000003451,
2531.53,µm^3,Segment,3,2,1,100000013,510000003473,
17836.3,µm^3,Segment,1,1,1,100000014,510000003491,
3335.05,µm^3,Segment,4,1,1,100000014,510000003501,
4665.08,µm^3,Segment,3,2,1,100000014,510000003507,
10132.7,µm^3,Segment,1,1,1,100000014,510000003515,
5243.49,µm^3,Segment,3,2,1,100000014,510000003518,
8316.74,µm^3,Segment,1,1,1,100000014,510000003527,
4548.34,µm^3,Segment,2,2,1,100000014,510000003529,
2497.5,µm^3,Segment,2,1,1,100000014,510000003552,
4054.93,µm^3,Segment,3,1,1,100000014,510000003554,
3377.11,µm^3,Segment,3,2,1,100000014,510000003570,
3091.15,µm^3,Segment,4,2,1,100000014,510000003582,
4694.53,µm^3,Segment,2,2,1,100000014,510000003592,
5756.91,µm^3,Segment,4,1,1,100000014,510000003609,
1413.03,µm^3,Segment,4,2,1,100000014,510000003635,
4079.84,µm^3,Segment,2,2,1,100000014,510000003640,
3436.37,µm^3,Segment,3,2,1,100000014,510000003647,
2158.93,µm^3,Segment,3,3,1,100000014,510000003656,
7206.74,µm^3,Segment,0,1,1,100000000,510000003676,
1871.52,µm^3,Segment,1,1,1,100000000,510000003677,
2556.69,µm^3,Segment,1,2,1,100000000,510000003678,
320.501,µm^3,Segment,2,2,1,100000000,510000003679,
8617.3,µm^3,Segment,1,1,1,100000001,510000003680,
9874.51,µm^3,Segment,1,1,1,100000001,510000003681,
1990.4,µm^3,Segment,2,1,1,100000001,510000003682,
2609.12,µm^3,Segment,4,2,1,100000001,510000003683,
266.012,µm^3,Segment,4,1,1,100000002,510000003684,
57558.1,µm^3,Segment,1,1,1,100000003,510000003685,
12471.8,µm^3,Segment,1,1,1,100000004,510000003686,
2312.09,µm^3,Segment,2,1,1,100000004,510000003687,
4254.87,µm^3,Segment,2,2,1,100000004,510000003688,
2342.72,µm^3,Segment,3,3,1,100000004,510000003689,
7735.61,µm^3,Segment,0,1,1,100000005,510000003690,
2087.55,µm^3,Segment,1,2,1,100000005,510000003691,
707.117,µm^3,Segment,2,2,1,100000005,510000003692,
1039.5,µm^3,Segment,3,2,1,100000005,510000003693,
542.043,µm^3,Segment,6,2,1,100000005,510000003694,
657.331,µm^3,Segment,3,2,1,100000006,510000003695,
9214.68,µm^3,Segment,1,1,1,100000006,510000003696,
7673.31,µm^3,Segment,1,1,1,100000006,510000003697,
1181.85,µm^3,Segment,2,1,1,100000006,510000003698,
11669.6,µm^3,Segment,1,1,1,100000007,510000003699,
7133.3,µm^3,Segment,1,1,1,100000007,510000003700,
467.973,µm^3,Segment,3,1,1,100000008,510000003701,
5098.89,µm^3,Segment,1,1,1,100000009,510000003702,
5292.31,µm^3,Segment,1,1,1,100000009,510000003703,
4486.21,µm^3,Segment,1,1,1,100000009,510000003704,
2663.43,µm^3,Segment,1,1,1,100000010,510000003705,
460.14,µm^3,Segment,4,2,1,100000010,510000003706,
37248.7,µm^3,Segment,1,1,1,100000011,510000003707,
6667.25,µm^3,Segment,2,1,1,100000011,510000003708,
471.715,µm^3,Segment,3,2,1,100000011,510000003709,
30358.8,µm^3,Segment,1,1,1,100000011,510000003710,
9417.99,µm^3,Segment,2,1,1,100000011,510000003711,
40419,µm^3,Segment,1,1,1,100000011,510000003712,
6044.58,µm^3,Segment,2,1,1,100000011,510000003713,
8183.76,µm^3,Segment,2,2,1,100000011,510000003714,
15688.4,µm^3,Segment,1,1,1,100000012,510000003715,
15046.4,µm^3,Segment,1,1,1,100000012,510000003716,
1616.85,µm^3,Segment,5,1,1,100000012,510000003717,
7933.3,µm^3,Segment,1,1,1,100000013,510000003718,
1550.04,µm^3,Segment,2,1,1,100000013,510000003719,
741.687,µm^3,Segment,3,1,1,100000013,510000003720,
1777.21,µm^3,Segment,2,2,1,100000013,510000003721,
5130.59,µm^3,Segment,1,1,1,100000013,510000003722,
10088.2,µm^3,Segment,1,1,1,100000014,510000003723,
1614.36,µm^3,Segment,2,1,1,100000014,510000003724,
887.271,µm^3,Segment,3,1,1,100000014,510000003725,
983.099,µm^3,Segment,2,1,1,100000014,510000003726,
1040.19,µm^3,Segment,3,1,1,100000014,510000003727,
