
Segment Intensity Min Ch=2 Img=1
 ==================== 
Segment Intensity Min,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
0,,Segment,2,3,Image 1,2,1,100000002,510000000563,
0,,Segment,2,1,Image 1,1,1,100000002,510000000581,
0,,Segment,2,2,Image 1,2,1,100000002,510000000605,
0,,Segment,2,1,Image 1,1,1,100000002,510000000623,
0,,Segment,2,2,Image 1,1,1,100000002,510000000626,
0,,Segment,2,3,Image 1,2,1,100000002,510000000644,
0,,Segment,2,3,Image 1,2,1,100000002,510000000647,
0,,Segment,2,4,Image 1,2,1,100000002,510000000649,
0,,Segment,2,5,Image 1,2,1,100000002,510000000662,
0,,Segment,2,2,Image 1,2,1,100000002,510000000683,
0,,Segment,2,5,Image 1,3,1,100000002,510000000720,
0,,Segment,2,2,Image 1,2,1,100000002,510000000724,
47,,Segment,2,2,Image 1,2,1,100000002,510000000730,
10,,Segment,2,2,Image 1,2,1,100000002,510000000738,
0,,Segment,2,1,Image 1,1,1,100000002,510000000745,
0,,Segment,2,2,Image 1,1,1,100000002,510000000749,
0,,Segment,2,2,Image 1,2,1,100000002,510000000754,
0,,Segment,2,1,Image 1,1,1,100000003,510000000764,
4,,Segment,2,2,Image 1,1,1,100000003,510000000769,
0,,Segment,2,2,Image 1,1,1,100000003,510000000781,
6,,Segment,2,2,Image 1,2,1,100000003,510000000789,
3,,Segment,2,2,Image 1,2,1,100000003,510000000797,
0,,Segment,2,1,Image 1,1,1,100000003,510000000804,
0,,Segment,2,1,Image 1,1,1,100000003,510000000823,
0,,Segment,2,2,Image 1,2,1,100000003,510000000833,
0,,Segment,2,1,Image 1,1,1,100000004,510000000849,
0,,Segment,2,1,Image 1,1,1,100000004,510000000871,
0,,Segment,2,3,Image 1,1,1,100000004,510000000884,
1,,Segment,2,3,Image 1,2,1,100000004,510000000894,
3,,Segment,2,3,Image 1,2,1,100000004,510000000902,
0,,Segment,2,4,Image 1,2,1,100000004,510000000904,
71,,Segment,2,5,Image 1,2,1,100000004,510000000915,
0,,Segment,2,1,Image 1,1,1,100000004,510000000923,
7,,Segment,2,4,Image 1,3,1,100000004,510000000942,
0,,Segment,2,4,Image 1,3,1,100000004,510000000956,
3,,Segment,2,3,Image 1,3,1,100000004,510000000973,
58,,Segment,2,5,Image 1,3,1,100000004,510000000978,
9,,Segment,2,4,Image 1,4,1,100000004,510000000984,
22,,Segment,2,1,Image 1,1,1,100000005,510000000993,
67,,Segment,2,2,Image 1,1,1,100000005,510000000995,
0,,Segment,2,3,Image 1,1,1,100000005,510000000999,
0,,Segment,2,2,Image 1,2,1,100000005,510000001015,
6,,Segment,2,3,Image 1,3,1,100000005,510000001032,
0,,Segment,2,3,Image 1,3,1,100000005,510000001055,
28,,Segment,2,4,Image 1,2,1,100000005,510000001076,
47,,Segment,2,5,Image 1,2,1,100000005,510000001082,
35,,Segment,2,6,Image 1,3,1,100000005,510000001086,
65,,Segment,2,7,Image 1,2,1,100000005,510000001093,
0,,Segment,2,7,Image 1,3,1,100000005,510000001101,
43,,Segment,2,4,Image 1,3,1,100000005,510000001110,
39,,Segment,2,5,Image 1,3,1,100000005,510000001117,
0,,Segment,2,5,Image 1,4,1,100000005,510000001124,
47,,Segment,2,5,Image 1,3,1,100000005,510000001129,
7,,Segment,2,2,Image 1,3,1,100000005,510000001133,
0,,Segment,2,3,Image 1,4,1,100000005,510000001136,
43,,Segment,2,3,Image 1,3,1,100000005,510000001156,
5,,Segment,2,4,Image 1,3,1,100000005,510000001159,
46,,Segment,2,4,Image 1,4,1,100000005,510000001175,
24,,Segment,2,3,Image 1,2,1,100000005,510000001191,
0,,Segment,2,4,Image 1,2,1,100000005,510000001204,
98,,Segment,2,4,Image 1,3,1,100000005,510000001221,
43,,Segment,2,3,Image 1,4,1,100000005,510000001236,
0,,Segment,2,1,Image 1,1,1,100000006,510000001259,
5,,Segment,2,2,Image 1,1,1,100000006,510000001262,
6,,Segment,2,3,Image 1,1,1,100000006,510000001267,
4,,Segment,2,2,Image 1,2,1,100000006,510000001272,
7,,Segment,2,3,Image 1,3,1,100000006,510000001278,
0,,Segment,2,2,Image 1,1,1,100000006,510000001285,
0,,Segment,2,1,Image 1,1,1,100000006,510000001329,
53,,Segment,2,2,Image 1,1,1,100000006,510000001331,
16,,Segment,2,2,Image 1,2,1,100000006,510000001353,
0,,Segment,2,2,Image 1,2,1,100000006,510000001379,
46,,Segment,2,4,Image 1,2,1,100000006,510000001399,
2,,Segment,2,3,Image 1,1,1,100000006,510000001408,
11,,Segment,2,2,Image 1,2,1,100000006,510000001416,
4,,Segment,2,3,Image 1,2,1,100000006,510000001418,
64,,Segment,2,3,Image 1,3,1,100000006,510000001430,
36,,Segment,2,3,Image 1,2,1,100000006,510000001448,
35,,Segment,2,3,Image 1,2,1,100000006,510000001465,
0,,Segment,2,4,Image 1,3,1,100000006,510000001486,
0,,Segment,2,2,Image 1,1,1,100000007,510000001536,
8,,Segment,2,3,Image 1,1,1,100000007,510000001546,
55,,Segment,2,4,Image 1,1,1,100000007,510000001549,
0,,Segment,2,5,Image 1,1,1,100000007,510000001551,
24,,Segment,2,6,Image 1,1,1,100000007,510000001573,
0,,Segment,2,6,Image 1,2,1,100000007,510000001575,
0,,Segment,2,3,Image 1,2,1,100000007,510000001583,
27,,Segment,2,2,Image 1,2,1,100000007,510000001620,
8,,Segment,2,3,Image 1,2,1,100000007,510000001624,
55,,Segment,2,4,Image 1,2,1,100000007,510000001626,
55,,Segment,2,4,Image 1,3,1,100000007,510000001628,
1,,Segment,2,3,Image 1,3,1,100000007,510000001630,
0,,Segment,2,1,Image 1,1,1,100000007,510000001632,
0,,Segment,2,2,Image 1,1,1,100000007,510000001634,
0,,Segment,2,2,Image 1,1,1,100000007,510000001639,
0,,Segment,2,2,Image 1,2,1,100000007,510000001655,
13,,Segment,2,3,Image 1,2,1,100000007,510000001659,
0,,Segment,2,3,Image 1,3,1,100000007,510000001680,
4,,Segment,2,2,Image 1,2,1,100000007,510000001689,
58,,Segment,2,5,Image 1,2,1,100000007,510000001704,
10,,Segment,2,4,Image 1,2,1,100000007,510000001717,
0,,Segment,2,2,Image 1,2,1,100000007,510000001731,
2,,Segment,2,1,Image 1,1,1,100000008,510000001749,
2,,Segment,2,1,Image 1,1,1,100000008,510000001766,
7,,Segment,2,2,Image 1,1,1,100000008,510000001768,
0,,Segment,2,4,Image 1,1,1,100000008,510000001772,
0,,Segment,2,4,Image 1,2,1,100000008,510000001788,
0,,Segment,2,2,Image 1,2,1,100000008,510000001800,
62,,Segment,2,3,Image 1,2,1,100000008,510000001831,
43,,Segment,2,3,Image 1,3,1,100000008,510000001850,
0,,Segment,2,3,Image 1,2,1,100000008,510000001867,
0,,Segment,2,4,Image 1,2,1,100000008,510000001875,
2,,Segment,2,1,Image 1,1,1,100000008,510000001928,
2,,Segment,2,1,Image 1,1,1,100000008,510000001966,
48,,Segment,2,2,Image 1,1,1,100000008,510000001969,
52,,Segment,2,3,Image 1,1,1,100000008,510000001975,
52,,Segment,2,4,Image 1,1,1,100000008,510000001981,
0,,Segment,2,1,Image 1,1,1,100000008,510000001996,
62,,Segment,2,3,Image 1,2,1,100000008,510000002049,
0,,Segment,2,4,Image 1,2,1,100000008,510000002070,
27,,Segment,2,2,Image 1,2,1,100000008,510000002130,
2,,Segment,2,1,Image 1,1,1,100000008,510000002155,
23,,Segment,2,4,Image 1,3,1,100000008,510000002180,
14,,Segment,2,5,Image 1,3,1,100000008,510000002187,
18,,Segment,2,5,Image 1,4,1,100000008,510000002191,
0,,Segment,2,2,Image 1,1,1,100000009,510000002212,
0,,Segment,2,3,Image 1,1,1,100000009,510000002215,
40,,Segment,2,4,Image 1,1,1,100000009,510000002235,
23,,Segment,2,4,Image 1,2,1,100000009,510000002237,
35,,Segment,2,2,Image 1,2,1,100000009,510000002248,
9,,Segment,2,2,Image 1,1,1,100000009,510000002271,
12,,Segment,2,2,Image 1,2,1,100000009,510000002296,
8,,Segment,2,2,Image 1,2,1,100000009,510000002305,
59,,Segment,2,3,Image 1,2,1,100000009,510000002310,
51,,Segment,2,4,Image 1,2,1,100000009,510000002314,
32,,Segment,2,4,Image 1,3,1,100000009,510000002320,
11,,Segment,2,3,Image 1,3,1,100000009,510000002333,
13,,Segment,2,2,Image 1,1,1,100000009,510000002352,
0,,Segment,2,2,Image 1,2,1,100000009,510000002376,
0,,Segment,2,3,Image 1,3,1,100000009,510000002388,
0,,Segment,2,3,Image 1,2,1,100000009,510000002396,
0,,Segment,2,4,Image 1,2,1,100000009,510000002398,
2,,Segment,2,4,Image 1,3,1,100000009,510000002403,
62,,Segment,2,3,Image 1,2,1,100000009,510000002417,
0,,Segment,2,1,Image 1,1,1,100000010,510000002436,
50,,Segment,2,2,Image 1,1,1,100000010,510000002463,
51,,Segment,2,2,Image 1,2,1,100000010,510000002487,
2,,Segment,2,2,Image 1,1,1,100000010,510000002501,
34,,Segment,2,3,Image 1,1,1,100000010,510000002510,
40,,Segment,2,3,Image 1,2,1,100000010,510000002538,
19,,Segment,2,4,Image 1,2,1,100000010,510000002548,
8,,Segment,2,4,Image 1,3,1,100000010,510000002565,
0,,Segment,2,1,Image 1,1,1,100000010,510000002584,
0,,Segment,2,2,Image 1,1,1,100000010,510000002588,
13,,Segment,2,2,Image 1,2,1,100000010,510000002597,
17,,Segment,2,3,Image 1,2,1,100000010,510000002602,
28,,Segment,2,4,Image 1,3,1,100000010,510000002608,
0,,Segment,2,1,Image 1,1,1,100000010,510000002612,
3,,Segment,2,2,Image 1,1,1,100000010,510000002624,
0,,Segment,2,2,Image 1,2,1,100000010,510000002635,
17,,Segment,2,3,Image 1,3,1,100000010,510000002672,
32,,Segment,2,4,Image 1,3,1,100000010,510000002680,
23,,Segment,2,4,Image 1,4,1,100000010,510000002707,
0,,Segment,2,2,Image 1,2,1,100000010,510000002726,
0,,Segment,2,1,Image 1,1,1,100000010,510000002748,
0,,Segment,2,3,Image 1,1,1,100000011,510000002766,
0,,Segment,2,3,Image 1,2,1,100000011,510000002785,
0,,Segment,2,4,Image 1,2,1,100000011,510000002792,
0,,Segment,2,4,Image 1,3,1,100000011,510000002809,
7,,Segment,2,2,Image 1,2,1,100000011,510000002827,
38,,Segment,2,3,Image 1,1,1,100000011,510000002847,
0,,Segment,2,3,Image 1,1,1,100000011,510000002860,
30,,Segment,2,2,Image 1,2,1,100000011,510000002874,
0,,Segment,2,1,Image 1,1,1,100000011,510000002880,
61,,Segment,2,3,Image 1,3,1,100000011,510000002898,
17,,Segment,2,3,Image 1,2,1,100000011,510000002902,
0,,Segment,2,3,Image 1,2,1,100000011,510000002917,
28,,Segment,2,3,Image 1,3,1,100000011,510000002938,
37,,Segment,2,3,Image 1,2,1,100000011,510000002946,
0,,Segment,2,1,Image 1,1,1,100000012,510000002958,
47,,Segment,2,2,Image 1,1,1,100000012,510000002963,
5,,Segment,2,3,Image 1,1,1,100000012,510000002974,
0,,Segment,2,3,Image 1,2,1,100000012,510000003000,
0,,Segment,2,2,Image 1,1,1,100000012,510000003014,
0,,Segment,2,2,Image 1,2,1,100000012,510000003040,
0,,Segment,2,1,Image 1,1,1,100000012,510000003065,
0,,Segment,2,2,Image 1,1,1,100000012,510000003067,
8,,Segment,2,2,Image 1,2,1,100000012,510000003086,
0,,Segment,2,2,Image 1,2,1,100000012,510000003109,
0,,Segment,2,2,Image 1,1,1,100000012,510000003121,
3,,Segment,2,3,Image 1,1,1,100000012,510000003124,
0,,Segment,2,4,Image 1,1,1,100000012,510000003130,
24,,Segment,2,4,Image 1,2,1,100000012,510000003147,
27,,Segment,2,5,Image 1,2,1,100000012,510000003157,
0,,Segment,2,5,Image 1,3,1,100000012,510000003175,
0,,Segment,2,5,Image 1,2,1,100000012,510000003190,
16,,Segment,2,2,Image 1,2,1,100000012,510000003198,
1,,Segment,2,2,Image 1,2,1,100000012,510000003232,
3,,Segment,2,3,Image 1,2,1,100000012,510000003243,
15,,Segment,2,4,Image 1,1,1,100000013,510000003271,
86,,Segment,2,3,Image 1,2,1,100000013,510000003294,
5,,Segment,2,4,Image 1,2,1,100000013,510000003296,
73,,Segment,2,4,Image 1,2,1,100000013,510000003319,
79,,Segment,2,3,Image 1,2,1,100000013,510000003334,
27,,Segment,2,4,Image 1,2,1,100000013,510000003336,
73,,Segment,2,4,Image 1,3,1,100000013,510000003352,
39,,Segment,2,2,Image 1,1,1,100000013,510000003369,
45,,Segment,2,3,Image 1,1,1,100000013,510000003372,
40,,Segment,2,2,Image 1,2,1,100000013,510000003375,
39,,Segment,2,2,Image 1,2,1,100000013,510000003389,
12,,Segment,2,1,Image 1,1,1,100000013,510000003402,
0,,Segment,2,2,Image 1,1,1,100000013,510000003405,
72,,Segment,2,2,Image 1,2,1,100000013,510000003429,
86,,Segment,2,3,Image 1,3,1,100000013,510000003442,
0,,Segment,2,4,Image 1,3,1,100000013,510000003451,
45,,Segment,2,3,Image 1,2,1,100000013,510000003473,
0,,Segment,2,1,Image 1,1,1,100000014,510000003491,
0,,Segment,2,4,Image 1,1,1,100000014,510000003501,
0,,Segment,2,3,Image 1,2,1,100000014,510000003507,
1,,Segment,2,1,Image 1,1,1,100000014,510000003515,
0,,Segment,2,3,Image 1,2,1,100000014,510000003518,
1,,Segment,2,1,Image 1,1,1,100000014,510000003527,
15,,Segment,2,2,Image 1,2,1,100000014,510000003529,
65,,Segment,2,2,Image 1,1,1,100000014,510000003552,
49,,Segment,2,3,Image 1,1,1,100000014,510000003554,
9,,Segment,2,3,Image 1,2,1,100000014,510000003570,
0,,Segment,2,4,Image 1,2,1,100000014,510000003582,
0,,Segment,2,2,Image 1,2,1,100000014,510000003592,
17,,Segment,2,4,Image 1,1,1,100000014,510000003609,
0,,Segment,2,4,Image 1,2,1,100000014,510000003635,
14,,Segment,2,2,Image 1,2,1,100000014,510000003640,
0,,Segment,2,3,Image 1,2,1,100000014,510000003647,
77,,Segment,2,3,Image 1,3,1,100000014,510000003656,
0,,Segment,2,0,Image 1,1,1,100000000,510000003676,
4,,Segment,2,1,Image 1,1,1,100000000,510000003677,
1,,Segment,2,1,Image 1,2,1,100000000,510000003678,
8,,Segment,2,2,Image 1,2,1,100000000,510000003679,
0,,Segment,2,1,Image 1,1,1,100000001,510000003680,
0,,Segment,2,1,Image 1,1,1,100000001,510000003681,
0,,Segment,2,2,Image 1,1,1,100000001,510000003682,
0,,Segment,2,4,Image 1,2,1,100000001,510000003683,
184,,Segment,2,4,Image 1,1,1,100000002,510000003684,
0,,Segment,2,1,Image 1,1,1,100000003,510000003685,
0,,Segment,2,1,Image 1,1,1,100000004,510000003686,
6,,Segment,2,2,Image 1,1,1,100000004,510000003687,
2,,Segment,2,2,Image 1,2,1,100000004,510000003688,
3,,Segment,2,3,Image 1,3,1,100000004,510000003689,
0,,Segment,2,0,Image 1,1,1,100000005,510000003690,
9,,Segment,2,1,Image 1,2,1,100000005,510000003691,
9,,Segment,2,2,Image 1,2,1,100000005,510000003692,
11,,Segment,2,3,Image 1,2,1,100000005,510000003693,
57,,Segment,2,6,Image 1,2,1,100000005,510000003694,
25,,Segment,2,3,Image 1,2,1,100000006,510000003695,
0,,Segment,2,1,Image 1,1,1,100000006,510000003696,
0,,Segment,2,1,Image 1,1,1,100000006,510000003697,
11,,Segment,2,2,Image 1,1,1,100000006,510000003698,
0,,Segment,2,1,Image 1,1,1,100000007,510000003699,
0,,Segment,2,1,Image 1,1,1,100000007,510000003700,
0,,Segment,2,3,Image 1,1,1,100000008,510000003701,
0,,Segment,2,1,Image 1,1,1,100000009,510000003702,
0,,Segment,2,1,Image 1,1,1,100000009,510000003703,
0,,Segment,2,1,Image 1,1,1,100000009,510000003704,
0,,Segment,2,1,Image 1,1,1,100000010,510000003705,
28,,Segment,2,4,Image 1,2,1,100000010,510000003706,
0,,Segment,2,1,Image 1,1,1,100000011,510000003707,
30,,Segment,2,2,Image 1,1,1,100000011,510000003708,
61,,Segment,2,3,Image 1,2,1,100000011,510000003709,
0,,Segment,2,1,Image 1,1,1,100000011,510000003710,
18,,Segment,2,2,Image 1,1,1,100000011,510000003711,
0,,Segment,2,1,Image 1,1,1,100000011,510000003712,
25,,Segment,2,2,Image 1,1,1,100000011,510000003713,
9,,Segment,2,2,Image 1,2,1,100000011,510000003714,
0,,Segment,2,1,Image 1,1,1,100000012,510000003715,
0,,Segment,2,1,Image 1,1,1,100000012,510000003716,
50,,Segment,2,5,Image 1,1,1,100000012,510000003717,
12,,Segment,2,1,Image 1,1,1,100000013,510000003718,
69,,Segment,2,2,Image 1,1,1,100000013,510000003719,
79,,Segment,2,3,Image 1,1,1,100000013,510000003720,
76,,Segment,2,2,Image 1,2,1,100000013,510000003721,
12,,Segment,2,1,Image 1,1,1,100000013,510000003722,
0,,Segment,2,1,Image 1,1,1,100000014,510000003723,
0,,Segment,2,2,Image 1,1,1,100000014,510000003724,
0,,Segment,2,3,Image 1,1,1,100000014,510000003725,
14,,Segment,2,2,Image 1,1,1,100000014,510000003726,
27,,Segment,2,3,Image 1,1,1,100000014,510000003727,
