
Segment Center Intensity Median Ch=3 Img=1
 ==================== 
Segment Center Intensity Median,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
49.5078,,Segment,3,2,Image 1,2,1,100000000,510000003679,
11.5078,,Segment,3,1,Image 1,1,1,100000001,510000003680,
51.5625,,Segment,3,1,Image 1,1,1,100000001,510000003681,
107.031,,Segment,3,2,Image 1,1,1,100000001,510000003682,
152.562,,Segment,3,4,Image 1,2,1,100000001,510000003683,
200.501,,Segment,3,4,Image 1,1,1,100000002,510000003684,
108.562,,Segment,3,1,Image 1,1,1,100000003,510000003685,
44.5312,,Segment,3,1,Image 1,1,1,100000004,510000003686,
78.5078,,Segment,3,2,Image 1,1,1,100000004,510000003687,
61.5156,,Segment,3,2,Image 1,2,1,100000004,510000003688,
105.062,,Segment,3,3,Image 1,3,1,100000004,510000003689,
63,,Segment,3,0,Image 1,1,1,100000005,510000003690,
48.5156,,Segment,3,1,Image 1,2,1,100000005,510000003691,
41.5078,,Segment,3,2,Image 1,2,1,100000005,510000003692,
72.5312,,Segment,3,3,Image 1,2,1,100000005,510000003693,
125.508,,Segment,3,6,Image 1,2,1,100000005,510000003694,
140.531,,Segment,3,3,Image 1,2,1,100000006,510000003695,
84.5078,,Segment,3,1,Image 1,1,1,100000006,510000003696,
78.5156,,Segment,3,1,Image 1,1,1,100000006,510000003697,
124.062,,Segment,3,2,Image 1,1,1,100000006,510000003698,
90.5312,,Segment,3,1,Image 1,1,1,100000007,510000003699,
111.562,,Segment,3,1,Image 1,1,1,100000007,510000003700,
72.0312,,Segment,3,3,Image 1,1,1,100000008,510000003701,
54.0625,,Segment,3,1,Image 1,1,1,100000009,510000003702,
52.5625,,Segment,3,1,Image 1,1,1,100000009,510000003703,
43.5312,,Segment,3,1,Image 1,1,1,100000009,510000003704,
51.0078,,Segment,3,1,Image 1,1,1,100000010,510000003705,
161.531,,Segment,3,4,Image 1,2,1,100000010,510000003706,
71.0625,,Segment,3,1,Image 1,1,1,100000011,510000003707,
136.031,,Segment,3,2,Image 1,1,1,100000011,510000003708,
141.562,,Segment,3,3,Image 1,2,1,100000011,510000003709,
74.5625,,Segment,3,1,Image 1,1,1,100000011,510000003710,
