
Segment Center Intensity Sum Ch=3 Img=1
 ==================== 
Segment Center Intensity Sum,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
3382,,Segment,3,3,Image 1,3,1,100000006,510000001430,
2740,,Segment,3,3,Image 1,2,1,100000006,510000001448,
3650,,Segment,3,3,Image 1,2,1,100000006,510000001465,
7581,,Segment,3,4,Image 1,3,1,100000006,510000001486,
1590,,Segment,3,2,Image 1,1,1,100000007,510000001536,
800,,Segment,3,3,Image 1,1,1,100000007,510000001546,
619,,Segment,3,4,Image 1,1,1,100000007,510000001549,
4267,,Segment,3,5,Image 1,1,1,100000007,510000001551,
526,,Segment,3,6,Image 1,1,1,100000007,510000001573,
1728,,Segment,3,6,Image 1,2,1,100000007,510000001575,
7031,,Segment,3,3,Image 1,2,1,100000007,510000001583,
750,,Segment,3,2,Image 1,2,1,100000007,510000001620,
482,,Segment,3,3,Image 1,2,1,100000007,510000001624,
516,,Segment,3,4,Image 1,2,1,100000007,510000001626,
494,,Segment,3,4,Image 1,3,1,100000007,510000001628,
612,,Segment,3,3,Image 1,3,1,100000007,510000001630,
218,,Segment,3,1,Image 1,1,1,100000007,510000001632,
823,,Segment,3,2,Image 1,1,1,100000007,510000001634,
3066,,Segment,3,2,Image 1,1,1,100000007,510000001639,
724,,Segment,3,2,Image 1,2,1,100000007,510000001655,
4124,,Segment,3,3,Image 1,2,1,100000007,510000001659,
1954,,Segment,3,3,Image 1,3,1,100000007,510000001680,
2684,,Segment,3,2,Image 1,2,1,100000007,510000001689,
2725,,Segment,3,5,Image 1,2,1,100000007,510000001704,
2936,,Segment,3,4,Image 1,2,1,100000007,510000001717,
3110,,Segment,3,2,Image 1,2,1,100000007,510000001731,
2469,,Segment,3,1,Image 1,1,1,100000008,510000001749,
108,,Segment,3,1,Image 1,1,1,100000008,510000001766,
234,,Segment,3,2,Image 1,1,1,100000008,510000001768,
2576,,Segment,3,4,Image 1,1,1,100000008,510000001772,
1790,,Segment,3,4,Image 1,2,1,100000008,510000001788,
5073,,Segment,3,2,Image 1,2,1,100000008,510000001800,
3831,,Segment,3,3,Image 1,2,1,100000008,510000001831,
3418,,Segment,3,3,Image 1,3,1,100000008,510000001850,
881,,Segment,3,3,Image 1,2,1,100000008,510000001867,
8523,,Segment,3,4,Image 1,2,1,100000008,510000001875,
6530,,Segment,3,1,Image 1,1,1,100000008,510000001928,
277,,Segment,3,1,Image 1,1,1,100000008,510000001966,
914,,Segment,3,2,Image 1,1,1,100000008,510000001969,
1071,,Segment,3,3,Image 1,1,1,100000008,510000001975,
2997,,Segment,3,4,Image 1,1,1,100000008,510000001981,
9143,,Segment,3,1,Image 1,1,1,100000008,510000001996,
4473,,Segment,3,3,Image 1,2,1,100000008,510000002049,
11336,,Segment,3,4,Image 1,2,1,100000008,510000002070,
4551,,Segment,3,2,Image 1,2,1,100000008,510000002130,
3827,,Segment,3,1,Image 1,1,1,100000008,510000002155,
1011,,Segment,3,4,Image 1,3,1,100000008,510000002180,
671,,Segment,3,5,Image 1,3,1,100000008,510000002187,
3242,,Segment,3,5,Image 1,4,1,100000008,510000002191,
556,,Segment,3,2,Image 1,1,1,100000009,510000002212,
3620,,Segment,3,3,Image 1,1,1,100000009,510000002215,
420,,Segment,3,4,Image 1,1,1,100000009,510000002235,
2215,,Segment,3,4,Image 1,2,1,100000009,510000002237,
3875,,Segment,3,2,Image 1,2,1,100000009,510000002248,
3873,,Segment,3,2,Image 1,1,1,100000009,510000002271,
1439,,Segment,3,2,Image 1,2,1,100000009,510000002296,
614,,Segment,3,2,Image 1,2,1,100000009,510000002305,
736,,Segment,3,3,Image 1,2,1,100000009,510000002310,
1172,,Segment,3,4,Image 1,2,1,100000009,510000002314,
2536,,Segment,3,4,Image 1,3,1,100000009,510000002320,
3231,,Segment,3,3,Image 1,3,1,100000009,510000002333,
3922,,Segment,3,2,Image 1,1,1,100000009,510000002352,
1458,,Segment,3,2,Image 1,2,1,100000009,510000002376,
981,,Segment,3,3,Image 1,3,1,100000009,510000002388,
363,,Segment,3,3,Image 1,2,1,100000009,510000002396,
1124,,Segment,3,4,Image 1,2,1,100000009,510000002398,
2160,,Segment,3,4,Image 1,3,1,100000009,510000002403,
3601,,Segment,3,3,Image 1,2,1,100000009,510000002417,
3986,,Segment,3,1,Image 1,1,1,100000010,510000002436,
4566,,Segment,3,2,Image 1,1,1,100000010,510000002463,
2409,,Segment,3,2,Image 1,2,1,100000010,510000002487,
1237,,Segment,3,2,Image 1,1,1,100000010,510000002501,
5633,,Segment,3,3,Image 1,1,1,100000010,510000002510,
1712,,Segment,3,3,Image 1,2,1,100000010,510000002538,
2842,,Segment,3,4,Image 1,2,1,100000010,510000002548,
2497,,Segment,3,4,Image 1,3,1,100000010,510000002565,
450,,Segment,3,1,Image 1,1,1,100000010,510000002584,
1539,,Segment,3,2,Image 1,1,1,100000010,510000002588,
823,,Segment,3,2,Image 1,2,1,100000010,510000002597,
763,,Segment,3,3,Image 1,2,1,100000010,510000002602,
885,,Segment,3,4,Image 1,3,1,100000010,510000002608,
1915,,Segment,3,1,Image 1,1,1,100000010,510000002612,
2297,,Segment,3,2,Image 1,1,1,100000010,510000002624,
5246,,Segment,3,2,Image 1,2,1,100000010,510000002635,
1175,,Segment,3,3,Image 1,3,1,100000010,510000002672,
4405,,Segment,3,4,Image 1,3,1,100000010,510000002680,
2359,,Segment,3,4,Image 1,4,1,100000010,510000002707,
3228,,Segment,3,2,Image 1,2,1,100000010,510000002726,
1770,,Segment,3,1,Image 1,1,1,100000010,510000002748,
3467,,Segment,3,3,Image 1,1,1,100000011,510000002766,
1184,,Segment,3,3,Image 1,2,1,100000011,510000002785,
3486,,Segment,3,4,Image 1,2,1,100000011,510000002792,
3456,,Segment,3,4,Image 1,3,1,100000011,510000002809,
3318,,Segment,3,2,Image 1,2,1,100000011,510000002827,
2313,,Segment,3,3,Image 1,1,1,100000011,510000002847,
2780,,Segment,3,3,Image 1,1,1,100000011,510000002860,
682,,Segment,3,2,Image 1,2,1,100000011,510000002874,
3327,,Segment,3,1,Image 1,1,1,100000011,510000002880,
691,,Segment,3,3,Image 1,3,1,100000011,510000002898,
2693,,Segment,3,3,Image 1,2,1,100000011,510000002902,
3883,,Segment,3,3,Image 1,2,1,100000011,510000002917,
1721,,Segment,3,3,Image 1,3,1,100000011,510000002938,
2105,,Segment,3,3,Image 1,2,1,100000011,510000002946,
740,,Segment,3,1,Image 1,1,1,100000012,510000002958,
1934,,Segment,3,2,Image 1,1,1,100000012,510000002963,
5178,,Segment,3,3,Image 1,1,1,100000012,510000002974,
2425,,Segment,3,3,Image 1,2,1,100000012,510000003000,
4425,,Segment,3,2,Image 1,1,1,100000012,510000003014,
4182,,Segment,3,2,Image 1,2,1,100000012,510000003040,
207,,Segment,3,1,Image 1,1,1,100000012,510000003065,
3800,,Segment,3,2,Image 1,1,1,100000012,510000003067,
4015,,Segment,3,2,Image 1,2,1,100000012,510000003086,
2013,,Segment,3,2,Image 1,2,1,100000012,510000003109,
420,,Segment,3,2,Image 1,1,1,100000012,510000003121,
957,,Segment,3,3,Image 1,1,1,100000012,510000003124,
2621,,Segment,3,4,Image 1,1,1,100000012,510000003130,
1621,,Segment,3,4,Image 1,2,1,100000012,510000003147,
3694,,Segment,3,5,Image 1,2,1,100000012,510000003157,
3063,,Segment,3,5,Image 1,3,1,100000012,510000003175,
1391,,Segment,3,5,Image 1,2,1,100000012,510000003190,
6334,,Segment,3,2,Image 1,2,1,100000012,510000003198,
2263,,Segment,3,2,Image 1,2,1,100000012,510000003232,
4560,,Segment,3,3,Image 1,2,1,100000012,510000003243,
4277,,Segment,3,4,Image 1,1,1,100000013,510000003271,
457,,Segment,3,3,Image 1,2,1,100000013,510000003294,
4524,,Segment,3,4,Image 1,2,1,100000013,510000003296,
2965,,Segment,3,4,Image 1,2,1,100000013,510000003319,
571,,Segment,3,3,Image 1,2,1,100000013,510000003334,
3076,,Segment,3,4,Image 1,2,1,100000013,510000003336,
3124,,Segment,3,4,Image 1,3,1,100000013,510000003352,
383,,Segment,3,2,Image 1,1,1,100000013,510000003369,
605,,Segment,3,3,Image 1,1,1,100000013,510000003372,
2604,,Segment,3,2,Image 1,2,1,100000013,510000003375,
2405,,Segment,3,2,Image 1,2,1,100000013,510000003389,
375,,Segment,3,1,Image 1,1,1,100000013,510000003402,
4208,,Segment,3,2,Image 1,1,1,100000013,510000003405,
2646,,Segment,3,2,Image 1,2,1,100000013,510000003429,
1852,,Segment,3,3,Image 1,3,1,100000013,510000003442,
4085,,Segment,3,4,Image 1,3,1,100000013,510000003451,
3546,,Segment,3,3,Image 1,2,1,100000013,510000003473,
1041,,Segment,3,1,Image 1,1,1,100000014,510000003491,
1253,,Segment,3,4,Image 1,1,1,100000014,510000003501,
1521,,Segment,3,3,Image 1,2,1,100000014,510000003507,
252,,Segment,3,1,Image 1,1,1,100000014,510000003515,
1484,,Segment,3,3,Image 1,2,1,100000014,510000003518,
229,,Segment,3,1,Image 1,1,1,100000014,510000003527,
4194,,Segment,3,2,Image 1,2,1,100000014,510000003529,
397,,Segment,3,2,Image 1,1,1,100000014,510000003552,
2657,,Segment,3,3,Image 1,1,1,100000014,510000003554,
2412,,Segment,3,3,Image 1,2,1,100000014,510000003570,
2035,,Segment,3,4,Image 1,2,1,100000014,510000003582,
2866,,Segment,3,2,Image 1,2,1,100000014,510000003592,
4773,,Segment,3,4,Image 1,1,1,100000014,510000003609,
1005,,Segment,3,4,Image 1,2,1,100000014,510000003635,
1080,,Segment,3,2,Image 1,2,1,100000014,510000003640,
1699,,Segment,3,3,Image 1,2,1,100000014,510000003647,
3569,,Segment,3,3,Image 1,3,1,100000014,510000003656,
86,,Segment,3,0,Image 1,1,1,100000000,510000003676,
162,,Segment,3,1,Image 1,1,1,100000000,510000003677,
128,,Segment,3,1,Image 1,2,1,100000000,510000003678,
99,,Segment,3,2,Image 1,2,1,100000000,510000003679,
23,,Segment,3,1,Image 1,1,1,100000001,510000003680,
103,,Segment,3,1,Image 1,1,1,100000001,510000003681,
214,,Segment,3,2,Image 1,1,1,100000001,510000003682,
305,,Segment,3,4,Image 1,2,1,100000001,510000003683,
401,,Segment,3,4,Image 1,1,1,100000002,510000003684,
217,,Segment,3,1,Image 1,1,1,100000003,510000003685,
89,,Segment,3,1,Image 1,1,1,100000004,510000003686,
157,,Segment,3,2,Image 1,1,1,100000004,510000003687,
123,,Segment,3,2,Image 1,2,1,100000004,510000003688,
210,,Segment,3,3,Image 1,3,1,100000004,510000003689,
63,,Segment,3,0,Image 1,1,1,100000005,510000003690,
97,,Segment,3,1,Image 1,2,1,100000005,510000003691,
83,,Segment,3,2,Image 1,2,1,100000005,510000003692,
145,,Segment,3,3,Image 1,2,1,100000005,510000003693,
251,,Segment,3,6,Image 1,2,1,100000005,510000003694,
281,,Segment,3,3,Image 1,2,1,100000006,510000003695,
169,,Segment,3,1,Image 1,1,1,100000006,510000003696,
157,,Segment,3,1,Image 1,1,1,100000006,510000003697,
248,,Segment,3,2,Image 1,1,1,100000006,510000003698,
181,,Segment,3,1,Image 1,1,1,100000007,510000003699,
223,,Segment,3,1,Image 1,1,1,100000007,510000003700,
144,,Segment,3,3,Image 1,1,1,100000008,510000003701,
108,,Segment,3,1,Image 1,1,1,100000009,510000003702,
105,,Segment,3,1,Image 1,1,1,100000009,510000003703,
87,,Segment,3,1,Image 1,1,1,100000009,510000003704,
102,,Segment,3,1,Image 1,1,1,100000010,510000003705,
323,,Segment,3,4,Image 1,2,1,100000010,510000003706,
142,,Segment,3,1,Image 1,1,1,100000011,510000003707,
272,,Segment,3,2,Image 1,1,1,100000011,510000003708,
283,,Segment,3,3,Image 1,2,1,100000011,510000003709,
149,,Segment,3,1,Image 1,1,1,100000011,510000003710,
307,,Segment,3,2,Image 1,1,1,100000011,510000003711,
190,,Segment,3,1,Image 1,1,1,100000011,510000003712,
297,,Segment,3,2,Image 1,1,1,100000011,510000003713,
325,,Segment,3,2,Image 1,2,1,100000011,510000003714,
52,,Segment,3,1,Image 1,1,1,100000012,510000003715,
83,,Segment,3,1,Image 1,1,1,100000012,510000003716,
242,,Segment,3,5,Image 1,1,1,100000012,510000003717,
131,,Segment,3,1,Image 1,1,1,100000013,510000003718,
323,,Segment,3,2,Image 1,1,1,100000013,510000003719,
394,,Segment,3,3,Image 1,1,1,100000013,510000003720,
266,,Segment,3,2,Image 1,2,1,100000013,510000003721,
82,,Segment,3,1,Image 1,1,1,100000013,510000003722,
153,,Segment,3,1,Image 1,1,1,100000014,510000003723,
232,,Segment,3,2,Image 1,1,1,100000014,510000003724,
301,,Segment,3,3,Image 1,1,1,100000014,510000003725,
240,,Segment,3,2,Image 1,1,1,100000014,510000003726,
309,,Segment,3,3,Image 1,1,1,100000014,510000003727,
