
Segment Center Intensity Sum Ch=3 Img=1
 ==================== 
Segment Center Intensity Sum,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
3195,,Segment,3,2,Image 1,1,1,100000000,510000000003,
636,,Segment,3,2,Image 1,2,1,100000000,510000000023,
2811,,Segment,3,3,Image 1,2,1,100000000,510000000028,
1954,,Segment,3,3,Image 1,3,1,100000000,510000000050,
669,,Segment,3,1,Image 1,2,1,100000000,510000000064,
831,,Segment,3,2,Image 1,2,1,100000000,510000000068,
328,,Segment,3,1,Image 1,2,1,100000000,510000000073,
1491,,Segment,3,2,Image 1,2,1,100000000,510000000075,
659,,Segment,3,2,Image 1,3,1,100000000,510000000083,
665,,Segment,3,2,Image 1,3,1,100000000,510000000086,
407,,Segment,3,3,Image 1,3,1,100000000,510000000093,
1063,,Segment,3,4,Image 1,3,1,100000000,510000000096,
1041,,Segment,3,4,Image 1,4,1,100000000,510000000103,
891,,Segment,3,3,Image 1,4,1,100000000,510000000110,
940,,Segment,3,3,Image 1,2,1,100000000,510000000117,
1799,,Segment,3,4,Image 1,2,1,100000000,510000000124,
712,,Segment,3,4,Image 1,3,1,100000000,510000000134,
1160,,Segment,3,3,Image 1,3,1,100000000,510000000137,
324,,Segment,3,2,Image 1,3,1,100000000,510000000149,
2406,,Segment,3,3,Image 1,3,1,100000000,510000000151,
3433,,Segment,3,3,Image 1,4,1,100000000,510000000163,
4576,,Segment,3,3,Image 1,4,1,100000000,510000000184,
3006,,Segment,3,2,Image 1,3,1,100000000,510000000209,
270,,Segment,3,2,Image 1,1,1,100000001,510000000226,
3364,,Segment,3,3,Image 1,1,1,100000001,510000000230,
2182,,Segment,3,2,Image 1,2,1,100000001,510000000252,
2279,,Segment,3,1,Image 1,1,1,100000001,510000000264,
995,,Segment,3,3,Image 1,1,1,100000001,510000000274,
4153,,Segment,3,3,Image 1,2,1,100000001,510000000282,
477,,Segment,3,4,Image 1,3,1,100000001,510000000314,
890,,Segment,3,2,Image 1,2,1,100000001,510000000318,
3577,,Segment,3,3,Image 1,2,1,100000001,510000000326,
1620,,Segment,3,4,Image 1,2,1,100000001,510000000350,
4030,,Segment,3,4,Image 1,3,1,100000001,510000000359,
1629,,Segment,3,1,Image 1,1,1,100000001,510000000384,
832,,Segment,3,2,Image 1,1,1,100000001,510000000397,
2293,,Segment,3,3,Image 1,2,1,100000001,510000000402,
1839,,Segment,3,1,Image 1,1,1,100000001,510000000417,
3241,,Segment,3,3,Image 1,3,1,100000001,510000000438,
2433,,Segment,3,2,Image 1,2,1,100000001,510000000458,
3186,,Segment,3,1,Image 1,1,1,100000002,510000000474,
703,,Segment,3,2,Image 1,1,1,100000002,510000000493,
1741,,Segment,3,3,Image 1,1,1,100000002,510000000496,
1303,,Segment,3,1,Image 1,1,1,100000002,510000000506,
2280,,Segment,3,2,Image 1,1,1,100000002,510000000514,
1426,,Segment,3,1,Image 1,1,1,100000002,510000000526,
1896,,Segment,3,2,Image 1,1,1,100000002,510000000535,
50,,Segment,3,1,Image 1,1,1,100000002,510000000544,
817,,Segment,3,2,Image 1,1,1,100000002,510000000546,
1468,,Segment,3,3,Image 1,1,1,100000002,510000000554,
3523,,Segment,3,3,Image 1,2,1,100000002,510000000563,
3419,,Segment,3,1,Image 1,1,1,100000002,510000000581,
3222,,Segment,3,2,Image 1,2,1,100000002,510000000605,
473,,Segment,3,1,Image 1,1,1,100000002,510000000623,
3504,,Segment,3,2,Image 1,1,1,100000002,510000000626,
671,,Segment,3,3,Image 1,2,1,100000002,510000000644,
526,,Segment,3,3,Image 1,2,1,100000002,510000000647,
2475,,Segment,3,4,Image 1,2,1,100000002,510000000649,
3743,,Segment,3,5,Image 1,2,1,100000002,510000000662,
6650,,Segment,3,2,Image 1,2,1,100000002,510000000683,
544,,Segment,3,5,Image 1,3,1,100000002,510000000720,
1150,,Segment,3,2,Image 1,2,1,100000002,510000000724,
1753,,Segment,3,2,Image 1,2,1,100000002,510000000730,
1525,,Segment,3,2,Image 1,2,1,100000002,510000000738,
493,,Segment,3,1,Image 1,1,1,100000002,510000000745,
1177,,Segment,3,2,Image 1,1,1,100000002,510000000749,
1884,,Segment,3,2,Image 1,2,1,100000002,510000000754,
941,,Segment,3,1,Image 1,1,1,100000003,510000000764,
2211,,Segment,3,2,Image 1,1,1,100000003,510000000769,
1770,,Segment,3,2,Image 1,1,1,100000003,510000000781,
1760,,Segment,3,2,Image 1,2,1,100000003,510000000789,
1019,,Segment,3,2,Image 1,2,1,100000003,510000000797,
3300,,Segment,3,1,Image 1,1,1,100000003,510000000804,
1611,,Segment,3,1,Image 1,1,1,100000003,510000000823,
2327,,Segment,3,2,Image 1,2,1,100000003,510000000833,
3936,,Segment,3,1,Image 1,1,1,100000004,510000000849,
1827,,Segment,3,1,Image 1,1,1,100000004,510000000871,
1863,,Segment,3,3,Image 1,1,1,100000004,510000000884,
1482,,Segment,3,3,Image 1,2,1,100000004,510000000894,
381,,Segment,3,3,Image 1,2,1,100000004,510000000902,
1707,,Segment,3,4,Image 1,2,1,100000004,510000000904,
1787,,Segment,3,5,Image 1,2,1,100000004,510000000915,
2877,,Segment,3,1,Image 1,1,1,100000004,510000000923,
2826,,Segment,3,4,Image 1,3,1,100000004,510000000942,
3072,,Segment,3,4,Image 1,3,1,100000004,510000000956,
1011,,Segment,3,3,Image 1,3,1,100000004,510000000973,
1341,,Segment,3,5,Image 1,3,1,100000004,510000000978,
1451,,Segment,3,4,Image 1,4,1,100000004,510000000984,
300,,Segment,3,1,Image 1,1,1,100000005,510000000993,
798,,Segment,3,2,Image 1,1,1,100000005,510000000995,
3202,,Segment,3,3,Image 1,1,1,100000005,510000000999,
3096,,Segment,3,2,Image 1,2,1,100000005,510000001015,
4002,,Segment,3,3,Image 1,3,1,100000005,510000001032,
3476,,Segment,3,3,Image 1,3,1,100000005,510000001055,
660,,Segment,3,4,Image 1,2,1,100000005,510000001076,
463,,Segment,3,5,Image 1,2,1,100000005,510000001082,
802,,Segment,3,6,Image 1,3,1,100000005,510000001086,
1125,,Segment,3,7,Image 1,2,1,100000005,510000001093,
1608,,Segment,3,7,Image 1,3,1,100000005,510000001101,
879,,Segment,3,4,Image 1,3,1,100000005,510000001110,
558,,Segment,3,5,Image 1,3,1,100000005,510000001117,
1014,,Segment,3,5,Image 1,4,1,100000005,510000001124,
588,,Segment,3,5,Image 1,3,1,100000005,510000001129,
342,,Segment,3,2,Image 1,3,1,100000005,510000001133,
3554,,Segment,3,3,Image 1,4,1,100000005,510000001136,
660,,Segment,3,3,Image 1,3,1,100000005,510000001156,
3204,,Segment,3,4,Image 1,3,1,100000005,510000001159,
3197,,Segment,3,4,Image 1,4,1,100000005,510000001175,
2337,,Segment,3,3,Image 1,2,1,100000005,510000001191,
3219,,Segment,3,4,Image 1,2,1,100000005,510000001204,
3180,,Segment,3,4,Image 1,3,1,100000005,510000001221,
3732,,Segment,3,3,Image 1,4,1,100000005,510000001236,
550,,Segment,3,1,Image 1,1,1,100000006,510000001259,
859,,Segment,3,2,Image 1,1,1,100000006,510000001262,
928,,Segment,3,3,Image 1,1,1,100000006,510000001267,
1117,,Segment,3,2,Image 1,2,1,100000006,510000001272,
1207,,Segment,3,3,Image 1,3,1,100000006,510000001278,
8520,,Segment,3,2,Image 1,1,1,100000006,510000001285,
432,,Segment,3,1,Image 1,1,1,100000006,510000001329,
3929,,Segment,3,2,Image 1,1,1,100000006,510000001331,
4708,,Segment,3,2,Image 1,2,1,100000006,510000001353,
3592,,Segment,3,2,Image 1,2,1,100000006,510000001379,
1120,,Segment,3,4,Image 1,2,1,100000006,510000001399,
1464,,Segment,3,3,Image 1,1,1,100000006,510000001408,
437,,Segment,3,2,Image 1,2,1,100000006,510000001416,
2152,,Segment,3,3,Image 1,2,1,100000006,510000001418,
