
Segment Center Intensity Min Ch=3 Img=1
 ==================== 
Segment Center Intensity Min,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
76,,Segment,3,2,Image 1,1,1,100000000,510000000003,
68,,Segment,3,2,Image 1,2,1,100000000,510000000023,
76,,Segment,3,3,Image 1,2,1,100000000,510000000028,
76,,Segment,3,3,Image 1,3,1,100000000,510000000050,
86,,Segment,3,1,Image 1,2,1,100000000,510000000064,
128,,Segment,3,2,Image 1,2,1,100000000,510000000068,
86,,Segment,3,1,Image 1,2,1,100000000,510000000073,
114,,Segment,3,2,Image 1,2,1,100000000,510000000075,
146,,Segment,3,2,Image 1,3,1,100000000,510000000083,
22,,Segment,3,2,Image 1,3,1,100000000,510000000086,
66,,Segment,3,3,Image 1,3,1,100000000,510000000093,
86,,Segment,3,4,Image 1,3,1,100000000,510000000096,
65,,Segment,3,4,Image 1,4,1,100000000,510000000103,
66,,Segment,3,3,Image 1,4,1,100000000,510000000110,
57,,Segment,3,3,Image 1,2,1,100000000,510000000117,
140,,Segment,3,4,Image 1,2,1,100000000,510000000124,
171,,Segment,3,4,Image 1,3,1,100000000,510000000134,
33,,Segment,3,3,Image 1,3,1,100000000,510000000137,
42,,Segment,3,2,Image 1,3,1,100000000,510000000149,
140,,Segment,3,3,Image 1,3,1,100000000,510000000151,
52,,Segment,3,3,Image 1,4,1,100000000,510000000163,
86,,Segment,3,3,Image 1,4,1,100000000,510000000184,
114,,Segment,3,2,Image 1,3,1,100000000,510000000209,
4,,Segment,3,2,Image 1,1,1,100000001,510000000226,
28,,Segment,3,3,Image 1,1,1,100000001,510000000230,
4,,Segment,3,2,Image 1,2,1,100000001,510000000252,
2,,Segment,3,1,Image 1,1,1,100000001,510000000264,
20,,Segment,3,3,Image 1,1,1,100000001,510000000274,
40,,Segment,3,3,Image 1,2,1,100000001,510000000282,
54,,Segment,3,4,Image 1,3,1,100000001,510000000314,
14,,Segment,3,2,Image 1,2,1,100000001,510000000318,
73,,Segment,3,3,Image 1,2,1,100000001,510000000326,
73,,Segment,3,4,Image 1,2,1,100000001,510000000350,
18,,Segment,3,4,Image 1,3,1,100000001,510000000359,
19,,Segment,3,1,Image 1,1,1,100000001,510000000384,
82,,Segment,3,2,Image 1,1,1,100000001,510000000397,
28,,Segment,3,3,Image 1,2,1,100000001,510000000402,
19,,Segment,3,1,Image 1,1,1,100000001,510000000417,
65,,Segment,3,3,Image 1,3,1,100000001,510000000438,
94,,Segment,3,2,Image 1,2,1,100000001,510000000458,
4,,Segment,3,1,Image 1,1,1,100000002,510000000474,
171,,Segment,3,2,Image 1,1,1,100000002,510000000493,
144,,Segment,3,3,Image 1,1,1,100000002,510000000496,
4,,Segment,3,1,Image 1,1,1,100000002,510000000506,
89,,Segment,3,2,Image 1,1,1,100000002,510000000514,
4,,Segment,3,1,Image 1,1,1,100000002,510000000526,
138,,Segment,3,2,Image 1,1,1,100000002,510000000535,
4,,Segment,3,1,Image 1,1,1,100000002,510000000544,
20,,Segment,3,2,Image 1,1,1,100000002,510000000546,
39,,Segment,3,3,Image 1,1,1,100000002,510000000554,
123,,Segment,3,3,Image 1,2,1,100000002,510000000563,
4,,Segment,3,1,Image 1,1,1,100000002,510000000581,
20,,Segment,3,2,Image 1,2,1,100000002,510000000605,
4,,Segment,3,1,Image 1,1,1,100000002,510000000623,
110,,Segment,3,2,Image 1,1,1,100000002,510000000626,
151,,Segment,3,3,Image 1,2,1,100000002,510000000644,
170,,Segment,3,3,Image 1,2,1,100000002,510000000647,
82,,Segment,3,4,Image 1,2,1,100000002,510000000649,
82,,Segment,3,5,Image 1,2,1,100000002,510000000662,
88,,Segment,3,2,Image 1,2,1,100000002,510000000683,
30,,Segment,3,5,Image 1,3,1,100000002,510000000720,
140,,Segment,3,2,Image 1,2,1,100000002,510000000724,
185,,Segment,3,2,Image 1,2,1,100000002,510000000730,
173,,Segment,3,2,Image 1,2,1,100000002,510000000738,
4,,Segment,3,1,Image 1,1,1,100000002,510000000745,
189,,Segment,3,2,Image 1,1,1,100000002,510000000749,
114,,Segment,3,2,Image 1,2,1,100000002,510000000754,
52,,Segment,3,1,Image 1,1,1,100000003,510000000764,
157,,Segment,3,2,Image 1,1,1,100000003,510000000769,
162,,Segment,3,2,Image 1,1,1,100000003,510000000781,
165,,Segment,3,2,Image 1,2,1,100000003,510000000789,
67,,Segment,3,2,Image 1,2,1,100000003,510000000797,
52,,Segment,3,1,Image 1,1,1,100000003,510000000804,
52,,Segment,3,1,Image 1,1,1,100000003,510000000823,
5,,Segment,3,2,Image 1,2,1,100000003,510000000833,
17,,Segment,3,1,Image 1,1,1,100000004,510000000849,
17,,Segment,3,1,Image 1,1,1,100000004,510000000871,
85,,Segment,3,3,Image 1,1,1,100000004,510000000884,
85,,Segment,3,3,Image 1,2,1,100000004,510000000894,
51,,Segment,3,3,Image 1,2,1,100000004,510000000902,
61,,Segment,3,4,Image 1,2,1,100000004,510000000904,
189,,Segment,3,5,Image 1,2,1,100000004,510000000915,
17,,Segment,3,1,Image 1,1,1,100000004,510000000923,
159,,Segment,3,4,Image 1,3,1,100000004,510000000942,
55,,Segment,3,4,Image 1,3,1,100000004,510000000956,
51,,Segment,3,3,Image 1,3,1,100000004,510000000973,
188,,Segment,3,5,Image 1,3,1,100000004,510000000978,
159,,Segment,3,4,Image 1,4,1,100000004,510000000984,
63,,Segment,3,1,Image 1,1,1,100000005,510000000993,
135,,Segment,3,2,Image 1,1,1,100000005,510000000995,
154,,Segment,3,3,Image 1,1,1,100000005,510000000999,
152,,Segment,3,2,Image 1,2,1,100000005,510000001015,
49,,Segment,3,3,Image 1,3,1,100000005,510000001032,
49,,Segment,3,3,Image 1,3,1,100000005,510000001055,
60,,Segment,3,4,Image 1,2,1,100000005,510000001076,
65,,Segment,3,5,Image 1,2,1,100000005,510000001082,
65,,Segment,3,6,Image 1,3,1,100000005,510000001086,
88,,Segment,3,7,Image 1,2,1,100000005,510000001093,
113,,Segment,3,7,Image 1,3,1,100000005,510000001101,
82,,Segment,3,4,Image 1,3,1,100000005,510000001110,
59,,Segment,3,5,Image 1,3,1,100000005,510000001117,
107,,Segment,3,5,Image 1,4,1,100000005,510000001124,
65,,Segment,3,5,Image 1,3,1,100000005,510000001129,
34,,Segment,3,2,Image 1,3,1,100000005,510000001133,
86,,Segment,3,3,Image 1,4,1,100000005,510000001136,
147,,Segment,3,3,Image 1,3,1,100000005,510000001156,
159,,Segment,3,4,Image 1,3,1,100000005,510000001159,
164,,Segment,3,4,Image 1,4,1,100000005,510000001175,
71,,Segment,3,3,Image 1,2,1,100000005,510000001191,
111,,Segment,3,4,Image 1,2,1,100000005,510000001204,
174,,Segment,3,4,Image 1,3,1,100000005,510000001221,
98,,Segment,3,3,Image 1,4,1,100000005,510000001236,
92,,Segment,3,1,Image 1,1,1,100000006,510000001259,
98,,Segment,3,2,Image 1,1,1,100000006,510000001262,
123,,Segment,3,3,Image 1,1,1,100000006,510000001267,
111,,Segment,3,2,Image 1,2,1,100000006,510000001272,
111,,Segment,3,3,Image 1,3,1,100000006,510000001278,
77,,Segment,3,2,Image 1,1,1,100000006,510000001285,
92,,Segment,3,1,Image 1,1,1,100000006,510000001329,
149,,Segment,3,2,Image 1,1,1,100000006,510000001331,
87,,Segment,3,2,Image 1,2,1,100000006,510000001353,
77,,Segment,3,2,Image 1,2,1,100000006,510000001379,
87,,Segment,3,4,Image 1,2,1,100000006,510000001399,
103,,Segment,3,3,Image 1,1,1,100000006,510000001408,
65,,Segment,3,2,Image 1,2,1,100000006,510000001416,
132,,Segment,3,3,Image 1,2,1,100000006,510000001418,
