
Segment Center Intensity Median Ch=2 Img=1
 ==================== 
Segment Center Intensity Median,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
157.125,,Segment,2,2,Image 1,1,1,100000000,510000000003,
88.5625,,Segment,2,2,Image 1,2,1,100000000,510000000023,
110.062,,Segment,2,3,Image 1,2,1,100000000,510000000028,
122.062,,Segment,2,3,Image 1,3,1,100000000,510000000050,
132.062,,Segment,2,1,Image 1,2,1,100000000,510000000064,
169.062,,Segment,2,2,Image 1,2,1,100000000,510000000068,
107.031,,Segment,2,1,Image 1,2,1,100000000,510000000073,
165.062,,Segment,2,2,Image 1,2,1,100000000,510000000075,
156.031,,Segment,2,2,Image 1,3,1,100000000,510000000083,
68.5625,,Segment,2,2,Image 1,3,1,100000000,510000000086,
94.5625,,Segment,2,3,Image 1,3,1,100000000,510000000093,
133.562,,Segment,2,4,Image 1,3,1,100000000,510000000096,
132.625,,Segment,2,4,Image 1,4,1,100000000,510000000103,
160.562,,Segment,2,3,Image 1,4,1,100000000,510000000110,
113.062,,Segment,2,3,Image 1,2,1,100000000,510000000117,
161.031,,Segment,2,4,Image 1,2,1,100000000,510000000124,
174.516,,Segment,2,4,Image 1,3,1,100000000,510000000134,
72.125,,Segment,2,3,Image 1,3,1,100000000,510000000137,
104.125,,Segment,2,2,Image 1,3,1,100000000,510000000149,
186.031,,Segment,2,3,Image 1,3,1,100000000,510000000151,
160.625,,Segment,2,3,Image 1,4,1,100000000,510000000163,
182.562,,Segment,2,3,Image 1,4,1,100000000,510000000184,
192.062,,Segment,2,2,Image 1,3,1,100000000,510000000209,
62.0625,,Segment,2,2,Image 1,1,1,100000001,510000000226,
161.125,,Segment,2,3,Image 1,1,1,100000001,510000000230,
171.125,,Segment,2,2,Image 1,2,1,100000001,510000000252,
167.125,,Segment,2,1,Image 1,1,1,100000001,510000000264,
119.125,,Segment,2,3,Image 1,1,1,100000001,510000000274,
128.125,,Segment,2,3,Image 1,2,1,100000001,510000000282,
121.625,,Segment,2,4,Image 1,3,1,100000001,510000000314,
91.125,,Segment,2,2,Image 1,2,1,100000001,510000000318,
141.125,,Segment,2,3,Image 1,2,1,100000001,510000000326,
170.125,,Segment,2,4,Image 1,2,1,100000001,510000000350,
159.125,,Segment,2,4,Image 1,3,1,100000001,510000000359,
128.125,,Segment,2,1,Image 1,1,1,100000001,510000000384,
156.562,,Segment,2,2,Image 1,1,1,100000001,510000000397,
146.125,,Segment,2,3,Image 1,2,1,100000001,510000000402,
131.125,,Segment,2,1,Image 1,1,1,100000001,510000000417,
168.125,,Segment,2,3,Image 1,3,1,100000001,510000000438,
156.062,,Segment,2,2,Image 1,2,1,100000001,510000000458,
165.125,,Segment,2,1,Image 1,1,1,100000002,510000000474,
164.516,,Segment,2,2,Image 1,1,1,100000002,510000000493,
163.031,,Segment,2,3,Image 1,1,1,100000002,510000000496,
166.125,,Segment,2,1,Image 1,1,1,100000002,510000000506,
187.062,,Segment,2,2,Image 1,1,1,100000002,510000000514,
158.625,,Segment,2,1,Image 1,1,1,100000002,510000000526,
190.562,,Segment,2,2,Image 1,1,1,100000002,510000000535,
23.0039,,Segment,2,1,Image 1,1,1,100000002,510000000544,
93.125,,Segment,2,2,Image 1,1,1,100000002,510000000546,
143.125,,Segment,2,3,Image 1,1,1,100000002,510000000554,
194.062,,Segment,2,3,Image 1,2,1,100000002,510000000563,
172.125,,Segment,2,1,Image 1,1,1,100000002,510000000581,
182.125,,Segment,2,2,Image 1,2,1,100000002,510000000605,
137.125,,Segment,2,1,Image 1,1,1,100000002,510000000623,
190.062,,Segment,2,2,Image 1,1,1,100000002,510000000626,
153.531,,Segment,2,3,Image 1,2,1,100000002,510000000644,
171.016,,Segment,2,3,Image 1,2,1,100000002,510000000647,
196.562,,Segment,2,4,Image 1,2,1,100000002,510000000649,
181.562,,Segment,2,5,Image 1,2,1,100000002,510000000662,
176.062,,Segment,2,2,Image 1,2,1,100000002,510000000683,
85.125,,Segment,2,5,Image 1,3,1,100000002,510000000720,
163.031,,Segment,2,2,Image 1,2,1,100000002,510000000724,
191.016,,Segment,2,2,Image 1,2,1,100000002,510000000730,
189.531,,Segment,2,2,Image 1,2,1,100000002,510000000738,
94.125,,Segment,2,1,Image 1,1,1,100000002,510000000745,
190.508,,Segment,2,2,Image 1,1,1,100000002,510000000749,
191.625,,Segment,2,2,Image 1,2,1,100000002,510000000754,
175.625,,Segment,2,1,Image 1,1,1,100000003,510000000764,
183.031,,Segment,2,2,Image 1,1,1,100000003,510000000769,
203.031,,Segment,2,2,Image 1,1,1,100000003,510000000781,
204.031,,Segment,2,2,Image 1,2,1,100000003,510000000789,
167.125,,Segment,2,2,Image 1,2,1,100000003,510000000797,
170.625,,Segment,2,1,Image 1,1,1,100000003,510000000804,
165.125,,Segment,2,1,Image 1,1,1,100000003,510000000823,
177.625,,Segment,2,2,Image 1,2,1,100000003,510000000833,
193.125,,Segment,2,1,Image 1,1,1,100000004,510000000849,
179.125,,Segment,2,1,Image 1,1,1,100000004,510000000871,
183.062,,Segment,2,3,Image 1,1,1,100000004,510000000884,
202.625,,Segment,2,3,Image 1,2,1,100000004,510000000894,
157.062,,Segment,2,3,Image 1,2,1,100000004,510000000902,
140.625,,Segment,2,4,Image 1,2,1,100000004,510000000904,
196.008,,Segment,2,5,Image 1,2,1,100000004,510000000915,
161.125,,Segment,2,1,Image 1,1,1,100000004,510000000923,
187.031,,Segment,2,4,Image 1,3,1,100000004,510000000942,
187.125,,Segment,2,4,Image 1,3,1,100000004,510000000956,
193.125,,Segment,2,3,Image 1,3,1,100000004,510000000973,
188.008,,Segment,2,5,Image 1,3,1,100000004,510000000978,
184.031,,Segment,2,4,Image 1,4,1,100000004,510000000984,
84.0625,,Segment,2,1,Image 1,1,1,100000005,510000000993,
158.031,,Segment,2,2,Image 1,1,1,100000005,510000000995,
190.062,,Segment,2,3,Image 1,1,1,100000005,510000000999,
192.562,,Segment,2,2,Image 1,2,1,100000005,510000001015,
178.125,,Segment,2,3,Image 1,3,1,100000005,510000001032,
168.125,,Segment,2,3,Image 1,3,1,100000005,510000001055,
88.0625,,Segment,2,4,Image 1,2,1,100000005,510000001076,
85.0312,,Segment,2,5,Image 1,2,1,100000005,510000001082,
120.062,,Segment,2,6,Image 1,3,1,100000005,510000001086,
148.562,,Segment,2,7,Image 1,2,1,100000005,510000001093,
167.062,,Segment,2,7,Image 1,3,1,100000005,510000001101,
98.5625,,Segment,2,4,Image 1,3,1,100000005,510000001110,
75.0312,,Segment,2,5,Image 1,3,1,100000005,510000001117,
190.062,,Segment,2,5,Image 1,4,1,100000005,510000001124,
162.062,,Segment,2,5,Image 1,3,1,100000005,510000001129,
55.625,,Segment,2,2,Image 1,3,1,100000005,510000001133,
172.125,,Segment,2,3,Image 1,4,1,100000005,510000001136,
163.531,,Segment,2,3,Image 1,3,1,100000005,510000001156,
187.031,,Segment,2,4,Image 1,3,1,100000005,510000001159,
187.016,,Segment,2,4,Image 1,4,1,100000005,510000001175,
179.062,,Segment,2,3,Image 1,2,1,100000005,510000001191,
188.062,,Segment,2,4,Image 1,2,1,100000005,510000001204,
199.031,,Segment,2,4,Image 1,3,1,100000005,510000001221,
163.062,,Segment,2,3,Image 1,4,1,100000005,510000001236,
134.562,,Segment,2,1,Image 1,1,1,100000006,510000001259,
142.062,,Segment,2,2,Image 1,1,1,100000006,510000001262,
141.562,,Segment,2,3,Image 1,1,1,100000006,510000001267,
156.062,,Segment,2,2,Image 1,2,1,100000006,510000001272,
179.062,,Segment,2,3,Image 1,3,1,100000006,510000001278,
