
Segment Intensity Mean Ch=1 Img=1
 ==================== 
Segment Intensity Mean,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
99.2674,,Segment,1,2,Image 1,2,1,100000012,510000003232,
98.5669,,Segment,1,3,Image 1,2,1,100000012,510000003243,
98.6431,,Segment,1,4,Image 1,1,1,100000013,510000003271,
141.035,,Segment,1,3,Image 1,2,1,100000013,510000003294,
95.9333,,Segment,1,4,Image 1,2,1,100000013,510000003296,
76.4172,,Segment,1,4,Image 1,2,1,100000013,510000003319,
93.0323,,Segment,1,3,Image 1,2,1,100000013,510000003334,
110.408,,Segment,1,4,Image 1,2,1,100000013,510000003336,
93.27,,Segment,1,4,Image 1,3,1,100000013,510000003352,
203.024,,Segment,1,2,Image 1,1,1,100000013,510000003369,
133.134,,Segment,1,3,Image 1,1,1,100000013,510000003372,
139.962,,Segment,1,2,Image 1,2,1,100000013,510000003375,
117.104,,Segment,1,2,Image 1,2,1,100000013,510000003389,
201.913,,Segment,1,1,Image 1,1,1,100000013,510000003402,
111.279,,Segment,1,2,Image 1,1,1,100000013,510000003405,
95.828,,Segment,1,2,Image 1,2,1,100000013,510000003429,
95.1585,,Segment,1,3,Image 1,3,1,100000013,510000003442,
102.357,,Segment,1,4,Image 1,3,1,100000013,510000003451,
98.784,,Segment,1,3,Image 1,2,1,100000013,510000003473,
206.806,,Segment,1,1,Image 1,1,1,100000014,510000003491,
112.697,,Segment,1,4,Image 1,1,1,100000014,510000003501,
126.633,,Segment,1,3,Image 1,2,1,100000014,510000003507,
213.652,,Segment,1,1,Image 1,1,1,100000014,510000003515,
141.618,,Segment,1,3,Image 1,2,1,100000014,510000003518,
215.185,,Segment,1,1,Image 1,1,1,100000014,510000003527,
133.031,,Segment,1,2,Image 1,2,1,100000014,510000003529,
151.935,,Segment,1,2,Image 1,1,1,100000014,510000003552,
143.484,,Segment,1,3,Image 1,1,1,100000014,510000003554,
100.736,,Segment,1,3,Image 1,2,1,100000014,510000003570,
110.195,,Segment,1,4,Image 1,2,1,100000014,510000003582,
142.463,,Segment,1,2,Image 1,2,1,100000014,510000003592,
99.3998,,Segment,1,4,Image 1,1,1,100000014,510000003609,
121.292,,Segment,1,4,Image 1,2,1,100000014,510000003635,
168.271,,Segment,1,2,Image 1,2,1,100000014,510000003640,
111.716,,Segment,1,3,Image 1,2,1,100000014,510000003647,
107.927,,Segment,1,3,Image 1,3,1,100000014,510000003656,
214.495,,Segment,1,0,Image 1,1,1,100000000,510000003676,
196.875,,Segment,1,1,Image 1,1,1,100000000,510000003677,
230.52,,Segment,1,1,Image 1,2,1,100000000,510000003678,
250.44,,Segment,1,2,Image 1,2,1,100000000,510000003679,
246.61,,Segment,1,1,Image 1,1,1,100000001,510000003680,
242.52,,Segment,1,1,Image 1,1,1,100000001,510000003681,
184.148,,Segment,1,2,Image 1,1,1,100000001,510000003682,
89.7548,,Segment,1,4,Image 1,2,1,100000001,510000003683,
85.4888,,Segment,1,4,Image 1,1,1,100000002,510000003684,
169.236,,Segment,1,1,Image 1,1,1,100000003,510000003685,
235.658,,Segment,1,1,Image 1,1,1,100000004,510000003686,
209.922,,Segment,1,2,Image 1,1,1,100000004,510000003687,
232.208,,Segment,1,2,Image 1,2,1,100000004,510000003688,
185.548,,Segment,1,3,Image 1,3,1,100000004,510000003689,
212.192,,Segment,1,0,Image 1,1,1,100000005,510000003690,
233.322,,Segment,1,1,Image 1,2,1,100000005,510000003691,
249.258,,Segment,1,2,Image 1,2,1,100000005,510000003692,
193.748,,Segment,1,3,Image 1,2,1,100000005,510000003693,
158.854,,Segment,1,6,Image 1,2,1,100000005,510000003694,
90.5747,,Segment,1,3,Image 1,2,1,100000006,510000003695,
197.606,,Segment,1,1,Image 1,1,1,100000006,510000003696,
206.999,,Segment,1,1,Image 1,1,1,100000006,510000003697,
182.662,,Segment,1,2,Image 1,1,1,100000006,510000003698,
208.606,,Segment,1,1,Image 1,1,1,100000007,510000003699,
201.371,,Segment,1,1,Image 1,1,1,100000007,510000003700,
221.666,,Segment,1,3,Image 1,1,1,100000008,510000003701,
232.569,,Segment,1,1,Image 1,1,1,100000009,510000003702,
242.869,,Segment,1,1,Image 1,1,1,100000009,510000003703,
237.291,,Segment,1,1,Image 1,1,1,100000009,510000003704,
237.506,,Segment,1,1,Image 1,1,1,100000010,510000003705,
123.381,,Segment,1,4,Image 1,2,1,100000010,510000003706,
217.948,,Segment,1,1,Image 1,1,1,100000011,510000003707,
157.279,,Segment,1,2,Image 1,1,1,100000011,510000003708,
132.13,,Segment,1,3,Image 1,2,1,100000011,510000003709,
219.108,,Segment,1,1,Image 1,1,1,100000011,510000003710,
165.391,,Segment,1,2,Image 1,1,1,100000011,510000003711,
219.438,,Segment,1,1,Image 1,1,1,100000011,510000003712,
145.023,,Segment,1,2,Image 1,1,1,100000011,510000003713,
139.133,,Segment,1,2,Image 1,2,1,100000011,510000003714,
239.552,,Segment,1,1,Image 1,1,1,100000012,510000003715,
235.83,,Segment,1,1,Image 1,1,1,100000012,510000003716,
176.929,,Segment,1,5,Image 1,1,1,100000012,510000003717,
201.11,,Segment,1,1,Image 1,1,1,100000013,510000003718,
139.314,,Segment,1,2,Image 1,1,1,100000013,510000003719,
77.8772,,Segment,1,3,Image 1,1,1,100000013,510000003720,
155.332,,Segment,1,2,Image 1,2,1,100000013,510000003721,
208.952,,Segment,1,1,Image 1,1,1,100000013,510000003722,
213.435,,Segment,1,1,Image 1,1,1,100000014,510000003723,
164.552,,Segment,1,2,Image 1,1,1,100000014,510000003724,
118.889,,Segment,1,3,Image 1,1,1,100000014,510000003725,
163.327,,Segment,1,2,Image 1,1,1,100000014,510000003726,
132.071,,Segment,1,3,Image 1,1,1,100000014,510000003727,
