
Segment Center Intensity Median Ch=1 Img=1
 ==================== 
Segment Center Intensity Median,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
130.25,,Segment,1,2,Image 1,1,1,100000000,510000000003,
240.25,,Segment,1,2,Image 1,2,1,100000000,510000000023,
242.125,,Segment,1,3,Image 1,2,1,100000000,510000000028,
232.125,,Segment,1,3,Image 1,3,1,100000000,510000000050,
190.062,,Segment,1,1,Image 1,2,1,100000000,510000000064,
143.125,,Segment,1,2,Image 1,2,1,100000000,510000000068,
191.062,,Segment,1,1,Image 1,2,1,100000000,510000000073,
121.062,,Segment,1,2,Image 1,2,1,100000000,510000000075,
177.562,,Segment,1,2,Image 1,3,1,100000000,510000000083,
255,,Segment,1,2,Image 1,3,1,100000000,510000000086,
239.062,,Segment,1,3,Image 1,3,1,100000000,510000000093,
213.125,,Segment,1,4,Image 1,3,1,100000000,510000000096,
210.625,,Segment,1,4,Image 1,4,1,100000000,510000000103,
126.125,,Segment,1,3,Image 1,4,1,100000000,510000000110,
180.625,,Segment,1,3,Image 1,2,1,100000000,510000000117,
133.062,,Segment,1,4,Image 1,2,1,100000000,510000000124,
93.0625,,Segment,1,4,Image 1,3,1,100000000,510000000134,
255,,Segment,1,3,Image 1,3,1,100000000,510000000137,
175.125,,Segment,1,2,Image 1,3,1,100000000,510000000149,
78.125,,Segment,1,3,Image 1,3,1,100000000,510000000151,
116.625,,Segment,1,3,Image 1,4,1,100000000,510000000163,
107.125,,Segment,1,3,Image 1,4,1,100000000,510000000184,
96.125,,Segment,1,2,Image 1,3,1,100000000,510000000209,
248.016,,Segment,1,2,Image 1,1,1,100000001,510000000226,
150.125,,Segment,1,3,Image 1,1,1,100000001,510000000230,
109.125,,Segment,1,2,Image 1,2,1,100000001,510000000252,
172.125,,Segment,1,1,Image 1,1,1,100000001,510000000264,
255,,Segment,1,3,Image 1,1,1,100000001,510000000274,
208.125,,Segment,1,3,Image 1,2,1,100000001,510000000282,
229.562,,Segment,1,4,Image 1,3,1,100000001,510000000314,
213.25,,Segment,1,2,Image 1,2,1,100000001,510000000318,
180.125,,Segment,1,3,Image 1,2,1,100000001,510000000326,
158.625,,Segment,1,4,Image 1,2,1,100000001,510000000350,
192.625,,Segment,1,4,Image 1,3,1,100000001,510000000359,
163.625,,Segment,1,1,Image 1,1,1,100000001,510000000384,
120.125,,Segment,1,2,Image 1,1,1,100000001,510000000397,
170.125,,Segment,1,3,Image 1,2,1,100000001,510000000402,
212.125,,Segment,1,1,Image 1,1,1,100000001,510000000417,
109.125,,Segment,1,3,Image 1,3,1,100000001,510000000438,
160.625,,Segment,1,2,Image 1,2,1,100000001,510000000458,
120.125,,Segment,1,1,Image 1,1,1,100000002,510000000474,
174.562,,Segment,1,2,Image 1,1,1,100000002,510000000493,
151.125,,Segment,1,3,Image 1,1,1,100000002,510000000496,
146.125,,Segment,1,1,Image 1,1,1,100000002,510000000506,
89.125,,Segment,1,2,Image 1,1,1,100000002,510000000514,
164.125,,Segment,1,1,Image 1,1,1,100000002,510000000526,
108,,Segment,1,2,Image 1,1,1,100000002,510000000535,
255,,Segment,1,1,Image 1,1,1,100000002,510000000544,
242.125,,Segment,1,2,Image 1,1,1,100000002,510000000546,
189.125,,Segment,1,3,Image 1,1,1,100000002,510000000554,
84.125,,Segment,1,3,Image 1,2,1,100000002,510000000563,
153.125,,Segment,1,1,Image 1,1,1,100000002,510000000581,
106.125,,Segment,1,2,Image 1,2,1,100000002,510000000605,
95.75,,Segment,1,1,Image 1,1,1,100000002,510000000623,
102.125,,Segment,1,2,Image 1,1,1,100000002,510000000626,
182.625,,Segment,1,3,Image 1,2,1,100000002,510000000644,
128.031,,Segment,1,3,Image 1,2,1,100000002,510000000647,
89.125,,Segment,1,4,Image 1,2,1,100000002,510000000649,
154.625,,Segment,1,5,Image 1,2,1,100000002,510000000662,
123.125,,Segment,1,2,Image 1,2,1,100000002,510000000683,
255,,Segment,1,5,Image 1,3,1,100000002,510000000720,
111.125,,Segment,1,2,Image 1,2,1,100000002,510000000724,
103.062,,Segment,1,2,Image 1,2,1,100000002,510000000730,
107.562,,Segment,1,2,Image 1,2,1,100000002,510000000738,
247.125,,Segment,1,1,Image 1,1,1,100000002,510000000745,
79.5156,,Segment,1,2,Image 1,1,1,100000002,510000000749,
95.625,,Segment,1,2,Image 1,2,1,100000002,510000000754,
154.625,,Segment,1,1,Image 1,1,1,100000003,510000000764,
110.625,,Segment,1,2,Image 1,1,1,100000003,510000000769,
70.0625,,Segment,1,2,Image 1,1,1,100000003,510000000781,
72.0312,,Segment,1,2,Image 1,2,1,100000003,510000000789,
117.125,,Segment,1,2,Image 1,2,1,100000003,510000000797,
103.625,,Segment,1,1,Image 1,1,1,100000003,510000000804,
135.125,,Segment,1,1,Image 1,1,1,100000003,510000000823,
109.125,,Segment,1,2,Image 1,2,1,100000003,510000000833,
90.125,,Segment,1,1,Image 1,1,1,100000004,510000000849,
123.125,,Segment,1,1,Image 1,1,1,100000004,510000000871,
143.125,,Segment,1,3,Image 1,1,1,100000004,510000000884,
62.625,,Segment,1,3,Image 1,2,1,100000004,510000000894,
96.125,,Segment,1,3,Image 1,2,1,100000004,510000000902,
209.125,,Segment,1,4,Image 1,2,1,100000004,510000000904,
77.0156,,Segment,1,5,Image 1,2,1,100000004,510000000915,
154.125,,Segment,1,1,Image 1,1,1,100000004,510000000923,
95.125,,Segment,1,4,Image 1,3,1,100000004,510000000942,
84.25,,Segment,1,4,Image 1,3,1,100000004,510000000956,
92.125,,Segment,1,3,Image 1,3,1,100000004,510000000973,
86.0156,,Segment,1,5,Image 1,3,1,100000004,510000000978,
103.062,,Segment,1,4,Image 1,4,1,100000004,510000000984,
255,,Segment,1,1,Image 1,1,1,100000005,510000000993,
155.062,,Segment,1,2,Image 1,1,1,100000005,510000000995,
94.125,,Segment,1,3,Image 1,1,1,100000005,510000000999,
97.0625,,Segment,1,2,Image 1,2,1,100000005,510000001015,
100.625,,Segment,1,3,Image 1,3,1,100000005,510000001032,
146.125,,Segment,1,3,Image 1,3,1,100000005,510000001055,
227.125,,Segment,1,4,Image 1,2,1,100000005,510000001076,
239.062,,Segment,1,5,Image 1,2,1,100000005,510000001082,
199.062,,Segment,1,6,Image 1,3,1,100000005,510000001086,
108.625,,Segment,1,7,Image 1,2,1,100000005,510000001093,
123.562,,Segment,1,7,Image 1,3,1,100000005,510000001101,
242.562,,Segment,1,4,Image 1,3,1,100000005,510000001110,
255,,Segment,1,5,Image 1,3,1,100000005,510000001117,
97.125,,Segment,1,5,Image 1,4,1,100000005,510000001124,
131.625,,Segment,1,5,Image 1,3,1,100000005,510000001129,
255,,Segment,1,2,Image 1,3,1,100000005,510000001133,
124.125,,Segment,1,3,Image 1,4,1,100000005,510000001136,
90.5625,,Segment,1,3,Image 1,3,1,100000005,510000001156,
86.0625,,Segment,1,4,Image 1,3,1,100000005,510000001159,
88.0625,,Segment,1,4,Image 1,4,1,100000005,510000001175,
126.125,,Segment,1,3,Image 1,2,1,100000005,510000001191,
90.625,,Segment,1,4,Image 1,2,1,100000005,510000001204,
80.0625,,Segment,1,4,Image 1,3,1,100000005,510000001221,
147.125,,Segment,1,3,Image 1,4,1,100000005,510000001236,
159.562,,Segment,1,1,Image 1,1,1,100000006,510000001259,
203.625,,Segment,1,2,Image 1,1,1,100000006,510000001262,
184.125,,Segment,1,3,Image 1,1,1,100000006,510000001267,
152.062,,Segment,1,2,Image 1,2,1,100000006,510000001272,
122.125,,Segment,1,3,Image 1,3,1,100000006,510000001278,
97.125,,Segment,1,2,Image 1,1,1,100000006,510000001285,
135.125,,Segment,1,1,Image 1,1,1,100000006,510000001329,
128.125,,Segment,1,2,Image 1,1,1,100000006,510000001331,
106.125,,Segment,1,2,Image 1,2,1,100000006,510000001353,
100.125,,Segment,1,2,Image 1,2,1,100000006,510000001379,
150.125,,Segment,1,4,Image 1,2,1,100000006,510000001399,
127.125,,Segment,1,3,Image 1,1,1,100000006,510000001408,
106.125,,Segment,1,2,Image 1,2,1,100000006,510000001416,
114.125,,Segment,1,3,Image 1,2,1,100000006,510000001418,
101.125,,Segment,1,3,Image 1,3,1,100000006,510000001430,
152.125,,Segment,1,3,Image 1,2,1,100000006,510000001448,
131.125,,Segment,1,3,Image 1,2,1,100000006,510000001465,
140.25,,Segment,1,4,Image 1,3,1,100000006,510000001486,
180.125,,Segment,1,2,Image 1,1,1,100000007,510000001536,
46.5312,,Segment,1,3,Image 1,1,1,100000007,510000001546,
79.0625,,Segment,1,4,Image 1,1,1,100000007,510000001549,
82.125,,Segment,1,5,Image 1,1,1,100000007,510000001551,
131.062,,Segment,1,6,Image 1,1,1,100000007,510000001573,
84.125,,Segment,1,6,Image 1,2,1,100000007,510000001575,
93.125,,Segment,1,3,Image 1,2,1,100000007,510000001583,
178.125,,Segment,1,2,Image 1,2,1,100000007,510000001620,
174.125,,Segment,1,3,Image 1,2,1,100000007,510000001624,
174.125,,Segment,1,4,Image 1,2,1,100000007,510000001626,
174.125,,Segment,1,4,Image 1,3,1,100000007,510000001628,
74.0625,,Segment,1,3,Image 1,3,1,100000007,510000001630,
234.016,,Segment,1,1,Image 1,1,1,100000007,510000001632,
164.125,,Segment,1,2,Image 1,1,1,100000007,510000001634,
112.125,,Segment,1,2,Image 1,1,1,100000007,510000001639,
206.125,,Segment,1,2,Image 1,2,1,100000007,510000001655,
114.625,,Segment,1,3,Image 1,2,1,100000007,510000001659,
85.0625,,Segment,1,3,Image 1,3,1,100000007,510000001680,
114.125,,Segment,1,2,Image 1,2,1,100000007,510000001689,
82.0625,,Segment,1,5,Image 1,2,1,100000007,510000001704,
63.125,,Segment,1,4,Image 1,2,1,100000007,510000001717,
62.625,,Segment,1,2,Image 1,2,1,100000007,510000001731,
228.625,,Segment,1,1,Image 1,1,1,100000008,510000001749,
255,,Segment,1,1,Image 1,1,1,100000008,510000001766,
255,,Segment,1,2,Image 1,1,1,100000008,510000001768,
161.25,,Segment,1,4,Image 1,1,1,100000008,510000001772,
195.125,,Segment,1,4,Image 1,2,1,100000008,510000001788,
163.125,,Segment,1,2,Image 1,2,1,100000008,510000001800,
105.125,,Segment,1,3,Image 1,2,1,100000008,510000001831,
107.125,,Segment,1,3,Image 1,3,1,100000008,510000001850,
255,,Segment,1,3,Image 1,2,1,100000008,510000001867,
169.625,,Segment,1,4,Image 1,2,1,100000008,510000001875,
103.125,,Segment,1,1,Image 1,1,1,100000008,510000001928,
255,,Segment,1,1,Image 1,1,1,100000008,510000001966,
206.125,,Segment,1,2,Image 1,1,1,100000008,510000001969,
191.125,,Segment,1,3,Image 1,1,1,100000008,510000001975,
105.625,,Segment,1,4,Image 1,1,1,100000008,510000001981,
135.125,,Segment,1,1,Image 1,1,1,100000008,510000001996,
82.125,,Segment,1,3,Image 1,2,1,100000008,510000002049,
137.125,,Segment,1,4,Image 1,2,1,100000008,510000002070,
134.625,,Segment,1,2,Image 1,2,1,100000008,510000002130,
166.25,,Segment,1,1,Image 1,1,1,100000008,510000002155,
219.625,,Segment,1,4,Image 1,3,1,100000008,510000002180,
242.125,,Segment,1,5,Image 1,3,1,100000008,510000002187,
144.125,,Segment,1,5,Image 1,4,1,100000008,510000002191,
158.062,,Segment,1,2,Image 1,1,1,100000009,510000002212,
144.125,,Segment,1,3,Image 1,1,1,100000009,510000002215,
231.125,,Segment,1,4,Image 1,1,1,100000009,510000002235,
99.125,,Segment,1,4,Image 1,2,1,100000009,510000002237,
114.125,,Segment,1,2,Image 1,2,1,100000009,510000002248,
158.125,,Segment,1,2,Image 1,1,1,100000009,510000002271,
151.625,,Segment,1,2,Image 1,2,1,100000009,510000002296,
228.031,,Segment,1,2,Image 1,2,1,100000009,510000002305,
160.125,,Segment,1,3,Image 1,2,1,100000009,510000002310,
136.125,,Segment,1,4,Image 1,2,1,100000009,510000002314,
99.625,,Segment,1,4,Image 1,3,1,100000009,510000002320,
145.125,,Segment,1,3,Image 1,3,1,100000009,510000002333,
100.125,,Segment,1,2,Image 1,1,1,100000009,510000002352,
239.25,,Segment,1,2,Image 1,2,1,100000009,510000002376,
255,,Segment,1,3,Image 1,3,1,100000009,510000002388,
255,,Segment,1,3,Image 1,2,1,100000009,510000002396,
77.625,,Segment,1,4,Image 1,2,1,100000009,510000002398,
220.125,,Segment,1,4,Image 1,3,1,100000009,510000002403,
92.125,,Segment,1,3,Image 1,2,1,100000009,510000002417,
175.625,,Segment,1,1,Image 1,1,1,100000010,510000002436,
97.125,,Segment,1,2,Image 1,1,1,100000010,510000002463,
112.625,,Segment,1,2,Image 1,2,1,100000010,510000002487,
213.125,,Segment,1,2,Image 1,1,1,100000010,510000002501,
97.0625,,Segment,1,3,Image 1,1,1,100000010,510000002510,
