
Segment Intensity Max Ch=2 Img=1
 ==================== 
Segment Intensity Max,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
218,,Segment,2,2,Image 1,1,1,100000000,510000000003,
197,,Segment,2,2,Image 1,2,1,100000000,510000000023,
207,,Segment,2,3,Image 1,2,1,100000000,510000000028,
200,,Segment,2,3,Image 1,3,1,100000000,510000000050,
196,,Segment,2,1,Image 1,2,1,100000000,510000000064,
198,,Segment,2,2,Image 1,2,1,100000000,510000000068,
160,,Segment,2,1,Image 1,2,1,100000000,510000000073,
204,,Segment,2,2,Image 1,2,1,100000000,510000000075,
210,,Segment,2,2,Image 1,3,1,100000000,510000000083,
168,,Segment,2,2,Image 1,3,1,100000000,510000000086,
170,,Segment,2,3,Image 1,3,1,100000000,510000000093,
202,,Segment,2,4,Image 1,3,1,100000000,510000000096,
209,,Segment,2,4,Image 1,4,1,100000000,510000000103,
200,,Segment,2,3,Image 1,4,1,100000000,510000000110,
196,,Segment,2,3,Image 1,2,1,100000000,510000000117,
186,,Segment,2,4,Image 1,2,1,100000000,510000000124,
198,,Segment,2,4,Image 1,3,1,100000000,510000000134,
172,,Segment,2,3,Image 1,3,1,100000000,510000000137,
180,,Segment,2,2,Image 1,3,1,100000000,510000000149,
209,,Segment,2,3,Image 1,3,1,100000000,510000000151,
203,,Segment,2,3,Image 1,4,1,100000000,510000000163,
210,,Segment,2,3,Image 1,4,1,100000000,510000000184,
216,,Segment,2,2,Image 1,3,1,100000000,510000000209,
170,,Segment,2,2,Image 1,1,1,100000001,510000000226,
215,,Segment,2,3,Image 1,1,1,100000001,510000000230,
216,,Segment,2,2,Image 1,2,1,100000001,510000000252,
216,,Segment,2,1,Image 1,1,1,100000001,510000000264,
212,,Segment,2,3,Image 1,1,1,100000001,510000000274,
219,,Segment,2,3,Image 1,2,1,100000001,510000000282,
219,,Segment,2,4,Image 1,3,1,100000001,510000000314,
201,,Segment,2,2,Image 1,2,1,100000001,510000000318,
203,,Segment,2,3,Image 1,2,1,100000001,510000000326,
217,,Segment,2,4,Image 1,2,1,100000001,510000000350,
225,,Segment,2,4,Image 1,3,1,100000001,510000000359,
189,,Segment,2,1,Image 1,1,1,100000001,510000000384,
198,,Segment,2,2,Image 1,1,1,100000001,510000000397,
206,,Segment,2,3,Image 1,2,1,100000001,510000000402,
212,,Segment,2,1,Image 1,1,1,100000001,510000000417,
213,,Segment,2,3,Image 1,3,1,100000001,510000000438,
212,,Segment,2,2,Image 1,2,1,100000001,510000000458,
216,,Segment,2,1,Image 1,1,1,100000002,510000000474,
211,,Segment,2,2,Image 1,1,1,100000002,510000000493,
206,,Segment,2,3,Image 1,1,1,100000002,510000000496,
207,,Segment,2,1,Image 1,1,1,100000002,510000000506,
213,,Segment,2,2,Image 1,1,1,100000002,510000000514,
213,,Segment,2,1,Image 1,1,1,100000002,510000000526,
218,,Segment,2,2,Image 1,1,1,100000002,510000000535,
157,,Segment,2,1,Image 1,1,1,100000002,510000000544,
198,,Segment,2,2,Image 1,1,1,100000002,510000000546,
211,,Segment,2,3,Image 1,1,1,100000002,510000000554,
211,,Segment,2,3,Image 1,2,1,100000002,510000000563,
216,,Segment,2,1,Image 1,1,1,100000002,510000000581,
214,,Segment,2,2,Image 1,2,1,100000002,510000000605,
197,,Segment,2,1,Image 1,1,1,100000002,510000000623,
217,,Segment,2,2,Image 1,1,1,100000002,510000000626,
210,,Segment,2,3,Image 1,2,1,100000002,510000000644,
217,,Segment,2,3,Image 1,2,1,100000002,510000000647,
219,,Segment,2,4,Image 1,2,1,100000002,510000000649,
214,,Segment,2,5,Image 1,2,1,100000002,510000000662,
213,,Segment,2,2,Image 1,2,1,100000002,510000000683,
200,,Segment,2,5,Image 1,3,1,100000002,510000000720,
202,,Segment,2,2,Image 1,2,1,100000002,510000000724,
207,,Segment,2,2,Image 1,2,1,100000002,510000000730,
212,,Segment,2,2,Image 1,2,1,100000002,510000000738,
200,,Segment,2,1,Image 1,1,1,100000002,510000000745,
213,,Segment,2,2,Image 1,1,1,100000002,510000000749,
214,,Segment,2,2,Image 1,2,1,100000002,510000000754,
214,,Segment,2,1,Image 1,1,1,100000003,510000000764,
222,,Segment,2,2,Image 1,1,1,100000003,510000000769,
218,,Segment,2,2,Image 1,1,1,100000003,510000000781,
220,,Segment,2,2,Image 1,2,1,100000003,510000000789,
217,,Segment,2,2,Image 1,2,1,100000003,510000000797,
208,,Segment,2,1,Image 1,1,1,100000003,510000000804,
215,,Segment,2,1,Image 1,1,1,100000003,510000000823,
219,,Segment,2,2,Image 1,2,1,100000003,510000000833,
212,,Segment,2,1,Image 1,1,1,100000004,510000000849,
214,,Segment,2,1,Image 1,1,1,100000004,510000000871,
218,,Segment,2,3,Image 1,1,1,100000004,510000000884,
215,,Segment,2,3,Image 1,2,1,100000004,510000000894,
198,,Segment,2,3,Image 1,2,1,100000004,510000000902,
219,,Segment,2,4,Image 1,2,1,100000004,510000000904,
206,,Segment,2,5,Image 1,2,1,100000004,510000000915,
212,,Segment,2,1,Image 1,1,1,100000004,510000000923,
216,,Segment,2,4,Image 1,3,1,100000004,510000000942,
206,,Segment,2,4,Image 1,3,1,100000004,510000000956,
209,,Segment,2,3,Image 1,3,1,100000004,510000000973,
205,,Segment,2,5,Image 1,3,1,100000004,510000000978,
208,,Segment,2,4,Image 1,4,1,100000004,510000000984,
193,,Segment,2,1,Image 1,1,1,100000005,510000000993,
204,,Segment,2,2,Image 1,1,1,100000005,510000000995,
214,,Segment,2,3,Image 1,1,1,100000005,510000000999,
217,,Segment,2,2,Image 1,2,1,100000005,510000001015,
207,,Segment,2,3,Image 1,3,1,100000005,510000001032,
213,,Segment,2,3,Image 1,3,1,100000005,510000001055,
199,,Segment,2,4,Image 1,2,1,100000005,510000001076,
183,,Segment,2,5,Image 1,2,1,100000005,510000001082,
203,,Segment,2,6,Image 1,3,1,100000005,510000001086,
199,,Segment,2,7,Image 1,2,1,100000005,510000001093,
201,,Segment,2,7,Image 1,3,1,100000005,510000001101,
207,,Segment,2,4,Image 1,3,1,100000005,510000001110,
204,,Segment,2,5,Image 1,3,1,100000005,510000001117,
211,,Segment,2,5,Image 1,4,1,100000005,510000001124,
200,,Segment,2,5,Image 1,3,1,100000005,510000001129,
194,,Segment,2,2,Image 1,3,1,100000005,510000001133,
213,,Segment,2,3,Image 1,4,1,100000005,510000001136,
194,,Segment,2,3,Image 1,3,1,100000005,510000001156,
207,,Segment,2,4,Image 1,3,1,100000005,510000001159,
207,,Segment,2,4,Image 1,4,1,100000005,510000001175,
212,,Segment,2,3,Image 1,2,1,100000005,510000001191,
211,,Segment,2,4,Image 1,2,1,100000005,510000001204,
210,,Segment,2,4,Image 1,3,1,100000005,510000001221,
213,,Segment,2,3,Image 1,4,1,100000005,510000001236,
199,,Segment,2,1,Image 1,1,1,100000006,510000001259,
206,,Segment,2,2,Image 1,1,1,100000006,510000001262,
206,,Segment,2,3,Image 1,1,1,100000006,510000001267,
206,,Segment,2,2,Image 1,2,1,100000006,510000001272,
206,,Segment,2,3,Image 1,3,1,100000006,510000001278,
217,,Segment,2,2,Image 1,1,1,100000006,510000001285,
200,,Segment,2,1,Image 1,1,1,100000006,510000001329,
209,,Segment,2,2,Image 1,1,1,100000006,510000001331,
208,,Segment,2,2,Image 1,2,1,100000006,510000001353,
203,,Segment,2,2,Image 1,2,1,100000006,510000001379,
197,,Segment,2,4,Image 1,2,1,100000006,510000001399,
213,,Segment,2,3,Image 1,1,1,100000006,510000001408,
200,,Segment,2,2,Image 1,2,1,100000006,510000001416,
205,,Segment,2,3,Image 1,2,1,100000006,510000001418,
210,,Segment,2,3,Image 1,3,1,100000006,510000001430,
206,,Segment,2,3,Image 1,2,1,100000006,510000001448,
212,,Segment,2,3,Image 1,2,1,100000006,510000001465,
214,,Segment,2,4,Image 1,3,1,100000006,510000001486,
220,,Segment,2,2,Image 1,1,1,100000007,510000001536,
220,,Segment,2,3,Image 1,1,1,100000007,510000001546,
218,,Segment,2,4,Image 1,1,1,100000007,510000001549,
219,,Segment,2,5,Image 1,1,1,100000007,510000001551,
218,,Segment,2,6,Image 1,1,1,100000007,510000001573,
217,,Segment,2,6,Image 1,2,1,100000007,510000001575,
222,,Segment,2,3,Image 1,2,1,100000007,510000001583,
210,,Segment,2,2,Image 1,2,1,100000007,510000001620,
213,,Segment,2,3,Image 1,2,1,100000007,510000001624,
213,,Segment,2,4,Image 1,2,1,100000007,510000001626,
213,,Segment,2,4,Image 1,3,1,100000007,510000001628,
213,,Segment,2,3,Image 1,3,1,100000007,510000001630,
207,,Segment,2,1,Image 1,1,1,100000007,510000001632,
216,,Segment,2,2,Image 1,1,1,100000007,510000001634,
220,,Segment,2,2,Image 1,1,1,100000007,510000001639,
215,,Segment,2,2,Image 1,2,1,100000007,510000001655,
218,,Segment,2,3,Image 1,2,1,100000007,510000001659,
218,,Segment,2,3,Image 1,3,1,100000007,510000001680,
214,,Segment,2,2,Image 1,2,1,100000007,510000001689,
216,,Segment,2,5,Image 1,2,1,100000007,510000001704,
218,,Segment,2,4,Image 1,2,1,100000007,510000001717,
222,,Segment,2,2,Image 1,2,1,100000007,510000001731,
216,,Segment,2,1,Image 1,1,1,100000008,510000001749,
204,,Segment,2,1,Image 1,1,1,100000008,510000001766,
209,,Segment,2,2,Image 1,1,1,100000008,510000001768,
215,,Segment,2,4,Image 1,1,1,100000008,510000001772,
212,,Segment,2,4,Image 1,2,1,100000008,510000001788,
216,,Segment,2,2,Image 1,2,1,100000008,510000001800,
220,,Segment,2,3,Image 1,2,1,100000008,510000001831,
219,,Segment,2,3,Image 1,3,1,100000008,510000001850,
211,,Segment,2,3,Image 1,2,1,100000008,510000001867,
219,,Segment,2,4,Image 1,2,1,100000008,510000001875,
214,,Segment,2,1,Image 1,1,1,100000008,510000001928,
198,,Segment,2,1,Image 1,1,1,100000008,510000001966,
213,,Segment,2,2,Image 1,1,1,100000008,510000001969,
210,,Segment,2,3,Image 1,1,1,100000008,510000001975,
214,,Segment,2,4,Image 1,1,1,100000008,510000001981,
222,,Segment,2,1,Image 1,1,1,100000008,510000001996,
217,,Segment,2,3,Image 1,2,1,100000008,510000002049,
221,,Segment,2,4,Image 1,2,1,100000008,510000002070,
216,,Segment,2,2,Image 1,2,1,100000008,510000002130,
219,,Segment,2,1,Image 1,1,1,100000008,510000002155,
211,,Segment,2,4,Image 1,3,1,100000008,510000002180,
211,,Segment,2,5,Image 1,3,1,100000008,510000002187,
210,,Segment,2,5,Image 1,4,1,100000008,510000002191,
184,,Segment,2,2,Image 1,1,1,100000009,510000002212,
220,,Segment,2,3,Image 1,1,1,100000009,510000002215,
207,,Segment,2,4,Image 1,1,1,100000009,510000002235,
215,,Segment,2,4,Image 1,2,1,100000009,510000002237,
215,,Segment,2,2,Image 1,2,1,100000009,510000002248,
214,,Segment,2,2,Image 1,1,1,100000009,510000002271,
205,,Segment,2,2,Image 1,2,1,100000009,510000002296,
178,,Segment,2,2,Image 1,2,1,100000009,510000002305,
184,,Segment,2,3,Image 1,2,1,100000009,510000002310,
206,,Segment,2,4,Image 1,2,1,100000009,510000002314,
219,,Segment,2,4,Image 1,3,1,100000009,510000002320,
211,,Segment,2,3,Image 1,3,1,100000009,510000002333,
218,,Segment,2,2,Image 1,1,1,100000009,510000002352,
212,,Segment,2,2,Image 1,2,1,100000009,510000002376,
229,,Segment,2,3,Image 1,3,1,100000009,510000002388,
212,,Segment,2,3,Image 1,2,1,100000009,510000002396,
217,,Segment,2,4,Image 1,2,1,100000009,510000002398,
211,,Segment,2,4,Image 1,3,1,100000009,510000002403,
213,,Segment,2,3,Image 1,2,1,100000009,510000002417,
212,,Segment,2,1,Image 1,1,1,100000010,510000002436,
217,,Segment,2,2,Image 1,1,1,100000010,510000002463,
215,,Segment,2,2,Image 1,2,1,100000010,510000002487,
207,,Segment,2,2,Image 1,1,1,100000010,510000002501,
217,,Segment,2,3,Image 1,1,1,100000010,510000002510,
209,,Segment,2,3,Image 1,2,1,100000010,510000002538,
214,,Segment,2,4,Image 1,2,1,100000010,510000002548,
210,,Segment,2,4,Image 1,3,1,100000010,510000002565,
188,,Segment,2,1,Image 1,1,1,100000010,510000002584,
209,,Segment,2,2,Image 1,1,1,100000010,510000002588,
195,,Segment,2,2,Image 1,2,1,100000010,510000002597,
198,,Segment,2,3,Image 1,2,1,100000010,510000002602,
210,,Segment,2,4,Image 1,3,1,100000010,510000002608,
212,,Segment,2,1,Image 1,1,1,100000010,510000002612,
212,,Segment,2,2,Image 1,1,1,100000010,510000002624,
215,,Segment,2,2,Image 1,2,1,100000010,510000002635,
201,,Segment,2,3,Image 1,3,1,100000010,510000002672,
213,,Segment,2,4,Image 1,3,1,100000010,510000002680,
212,,Segment,2,4,Image 1,4,1,100000010,510000002707,
217,,Segment,2,2,Image 1,2,1,100000010,510000002726,
204,,Segment,2,1,Image 1,1,1,100000010,510000002748,
218,,Segment,2,3,Image 1,1,1,100000011,510000002766,
210,,Segment,2,3,Image 1,2,1,100000011,510000002785,
216,,Segment,2,4,Image 1,2,1,100000011,510000002792,
218,,Segment,2,4,Image 1,3,1,100000011,510000002809,
215,,Segment,2,2,Image 1,2,1,100000011,510000002827,
215,,Segment,2,3,Image 1,1,1,100000011,510000002847,
213,,Segment,2,3,Image 1,1,1,100000011,510000002860,
210,,Segment,2,2,Image 1,2,1,100000011,510000002874,
214,,Segment,2,1,Image 1,1,1,100000011,510000002880,
212,,Segment,2,3,Image 1,3,1,100000011,510000002898,
207,,Segment,2,3,Image 1,2,1,100000011,510000002902,
216,,Segment,2,3,Image 1,2,1,100000011,510000002917,
214,,Segment,2,3,Image 1,3,1,100000011,510000002938,
211,,Segment,2,3,Image 1,2,1,100000011,510000002946,
206,,Segment,2,1,Image 1,1,1,100000012,510000002958,
211,,Segment,2,2,Image 1,1,1,100000012,510000002963,
214,,Segment,2,3,Image 1,1,1,100000012,510000002974,
216,,Segment,2,3,Image 1,2,1,100000012,510000003000,
212,,Segment,2,2,Image 1,1,1,100000012,510000003014,
214,,Segment,2,2,Image 1,2,1,100000012,510000003040,
177,,Segment,2,1,Image 1,1,1,100000012,510000003065,
216,,Segment,2,2,Image 1,1,1,100000012,510000003067,
216,,Segment,2,2,Image 1,2,1,100000012,510000003086,
214,,Segment,2,2,Image 1,2,1,100000012,510000003109,
188,,Segment,2,2,Image 1,1,1,100000012,510000003121,
207,,Segment,2,3,Image 1,1,1,100000012,510000003124,
208,,Segment,2,4,Image 1,1,1,100000012,510000003130,
212,,Segment,2,4,Image 1,2,1,100000012,510000003147,
216,,Segment,2,5,Image 1,2,1,100000012,510000003157,
217,,Segment,2,5,Image 1,3,1,100000012,510000003175,
212,,Segment,2,5,Image 1,2,1,100000012,510000003190,
216,,Segment,2,2,Image 1,2,1,100000012,510000003198,
215,,Segment,2,2,Image 1,2,1,100000012,510000003232,
214,,Segment,2,3,Image 1,2,1,100000012,510000003243,
207,,Segment,2,4,Image 1,1,1,100000013,510000003271,
180,,Segment,2,3,Image 1,2,1,100000013,510000003294,
211,,Segment,2,4,Image 1,2,1,100000013,510000003296,
209,,Segment,2,4,Image 1,2,1,100000013,510000003319,
205,,Segment,2,3,Image 1,2,1,100000013,510000003334,
