
Segment Center Intensity Min Ch=4 Img=1
 ==================== 
Segment Center Intensity Min,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
0,,Segment,4,4,Image 1,1,1,100000013,510000003271,
0,,Segment,4,3,Image 1,2,1,100000013,510000003294,
0,,Segment,4,4,Image 1,2,1,100000013,510000003296,
0,,Segment,4,4,Image 1,2,1,100000013,510000003319,
0,,Segment,4,3,Image 1,2,1,100000013,510000003334,
0,,Segment,4,4,Image 1,2,1,100000013,510000003336,
0,,Segment,4,4,Image 1,3,1,100000013,510000003352,
0,,Segment,4,2,Image 1,1,1,100000013,510000003369,
0,,Segment,4,3,Image 1,1,1,100000013,510000003372,
0,,Segment,4,2,Image 1,2,1,100000013,510000003375,
0,,Segment,4,2,Image 1,2,1,100000013,510000003389,
0,,Segment,4,1,Image 1,1,1,100000013,510000003402,
0,,Segment,4,2,Image 1,1,1,100000013,510000003405,
0,,Segment,4,2,Image 1,2,1,100000013,510000003429,
0,,Segment,4,3,Image 1,3,1,100000013,510000003442,
0,,Segment,4,4,Image 1,3,1,100000013,510000003451,
0,,Segment,4,3,Image 1,2,1,100000013,510000003473,
0,,Segment,4,1,Image 1,1,1,100000014,510000003491,
0,,Segment,4,4,Image 1,1,1,100000014,510000003501,
0,,Segment,4,3,Image 1,2,1,100000014,510000003507,
0,,Segment,4,1,Image 1,1,1,100000014,510000003515,
0,,Segment,4,3,Image 1,2,1,100000014,510000003518,
0,,Segment,4,1,Image 1,1,1,100000014,510000003527,
0,,Segment,4,2,Image 1,2,1,100000014,510000003529,
0,,Segment,4,2,Image 1,1,1,100000014,510000003552,
0,,Segment,4,3,Image 1,1,1,100000014,510000003554,
0,,Segment,4,3,Image 1,2,1,100000014,510000003570,
0,,Segment,4,4,Image 1,2,1,100000014,510000003582,
0,,Segment,4,2,Image 1,2,1,100000014,510000003592,
0,,Segment,4,4,Image 1,1,1,100000014,510000003609,
0,,Segment,4,4,Image 1,2,1,100000014,510000003635,
0,,Segment,4,2,Image 1,2,1,100000014,510000003640,
0,,Segment,4,3,Image 1,2,1,100000014,510000003647,
0,,Segment,4,3,Image 1,3,1,100000014,510000003656,
0,,Segment,4,0,Image 1,1,1,100000000,510000003676,
0,,Segment,4,1,Image 1,1,1,100000000,510000003677,
0,,Segment,4,1,Image 1,2,1,100000000,510000003678,
0,,Segment,4,2,Image 1,2,1,100000000,510000003679,
0,,Segment,4,1,Image 1,1,1,100000001,510000003680,
0,,Segment,4,1,Image 1,1,1,100000001,510000003681,
0,,Segment,4,2,Image 1,1,1,100000001,510000003682,
0,,Segment,4,4,Image 1,2,1,100000001,510000003683,
0,,Segment,4,4,Image 1,1,1,100000002,510000003684,
0,,Segment,4,1,Image 1,1,1,100000003,510000003685,
0,,Segment,4,1,Image 1,1,1,100000004,510000003686,
0,,Segment,4,2,Image 1,1,1,100000004,510000003687,
0,,Segment,4,2,Image 1,2,1,100000004,510000003688,
0,,Segment,4,3,Image 1,3,1,100000004,510000003689,
0,,Segment,4,0,Image 1,1,1,100000005,510000003690,
0,,Segment,4,1,Image 1,2,1,100000005,510000003691,
0,,Segment,4,2,Image 1,2,1,100000005,510000003692,
0,,Segment,4,3,Image 1,2,1,100000005,510000003693,
0,,Segment,4,6,Image 1,2,1,100000005,510000003694,
0,,Segment,4,3,Image 1,2,1,100000006,510000003695,
0,,Segment,4,1,Image 1,1,1,100000006,510000003696,
0,,Segment,4,1,Image 1,1,1,100000006,510000003697,
0,,Segment,4,2,Image 1,1,1,100000006,510000003698,
0,,Segment,4,1,Image 1,1,1,100000007,510000003699,
0,,Segment,4,1,Image 1,1,1,100000007,510000003700,
