
Segment Center Intensity Sum Ch=1 Img=1
 ==================== 
Segment Center Intensity Sum,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
3048,,Segment,1,2,Image 1,1,1,100000000,510000000003,
1168,,Segment,1,2,Image 1,2,1,100000000,510000000023,
4943,,Segment,1,3,Image 1,2,1,100000000,510000000028,
3103,,Segment,1,3,Image 1,3,1,100000000,510000000050,
887,,Segment,1,1,Image 1,2,1,100000000,510000000064,
729,,Segment,1,2,Image 1,2,1,100000000,510000000068,
530,,Segment,1,1,Image 1,2,1,100000000,510000000073,
1163,,Segment,1,2,Image 1,2,1,100000000,510000000075,
683,,Segment,1,2,Image 1,3,1,100000000,510000000083,
1717,,Segment,1,2,Image 1,3,1,100000000,510000000086,
914,,Segment,1,3,Image 1,3,1,100000000,510000000093,
1455,,Segment,1,4,Image 1,3,1,100000000,510000000096,
1621,,Segment,1,4,Image 1,4,1,100000000,510000000103,
861,,Segment,1,3,Image 1,4,1,100000000,510000000110,
1429,,Segment,1,3,Image 1,2,1,100000000,510000000117,
1387,,Segment,1,4,Image 1,2,1,100000000,510000000124,
413,,Segment,1,4,Image 1,3,1,100000000,510000000134,
3052,,Segment,1,3,Image 1,3,1,100000000,510000000137,
495,,Segment,1,2,Image 1,3,1,100000000,510000000149,
1319,,Segment,1,3,Image 1,3,1,100000000,510000000151,
3030,,Segment,1,3,Image 1,4,1,100000000,510000000163,
3144,,Segment,1,3,Image 1,4,1,100000000,510000000184,
1718,,Segment,1,2,Image 1,3,1,100000000,510000000209,
1212,,Segment,1,2,Image 1,1,1,100000001,510000000226,
3889,,Segment,1,3,Image 1,1,1,100000001,510000000230,
1625,,Segment,1,2,Image 1,2,1,100000001,510000000252,
2757,,Segment,1,1,Image 1,1,1,100000001,510000000264,
1713,,Segment,1,3,Image 1,1,1,100000001,510000000274,
6252,,Segment,1,3,Image 1,2,1,100000001,510000000282,
904,,Segment,1,4,Image 1,3,1,100000001,510000000314,
1597,,Segment,1,2,Image 1,2,1,100000001,510000000318,
4183,,Segment,1,3,Image 1,2,1,100000001,510000000326,
1560,,Segment,1,4,Image 1,2,1,100000001,510000000350,
4757,,Segment,1,4,Image 1,3,1,100000001,510000000359,
2489,,Segment,1,1,Image 1,1,1,100000001,510000000384,
965,,Segment,1,2,Image 1,1,1,100000001,510000000397,
2877,,Segment,1,3,Image 1,2,1,100000001,510000000402,
2654,,Segment,1,1,Image 1,1,1,100000001,510000000417,
2923,,Segment,1,3,Image 1,3,1,100000001,510000000438,
2666,,Segment,1,2,Image 1,2,1,100000001,510000000458,
2837,,Segment,1,1,Image 1,1,1,100000002,510000000474,
699,,Segment,1,2,Image 1,1,1,100000002,510000000493,
1484,,Segment,1,3,Image 1,1,1,100000002,510000000496,
1395,,Segment,1,1,Image 1,1,1,100000002,510000000506,
1520,,Segment,1,2,Image 1,1,1,100000002,510000000514,
1597,,Segment,1,1,Image 1,1,1,100000002,510000000526,
1222,,Segment,1,2,Image 1,1,1,100000002,510000000535,
765,,Segment,1,1,Image 1,1,1,100000002,510000000544,
1815,,Segment,1,2,Image 1,1,1,100000002,510000000546,
1742,,Segment,1,3,Image 1,1,1,100000002,510000000554,
2059,,Segment,1,3,Image 1,2,1,100000002,510000000563,
3851,,Segment,1,1,Image 1,1,1,100000002,510000000581,
2302,,Segment,1,2,Image 1,2,1,100000002,510000000605,
446,,Segment,1,1,Image 1,1,1,100000002,510000000623,
2114,,Segment,1,2,Image 1,1,1,100000002,510000000626,
692,,Segment,1,3,Image 1,2,1,100000002,510000000644,
376,,Segment,1,3,Image 1,2,1,100000002,510000000647,
1776,,Segment,1,4,Image 1,2,1,100000002,510000000649,
3626,,Segment,1,5,Image 1,2,1,100000002,510000000662,
5248,,Segment,1,2,Image 1,2,1,100000002,510000000683,
989,,Segment,1,5,Image 1,3,1,100000002,510000000720,
919,,Segment,1,2,Image 1,2,1,100000002,510000000724,
