
Segment Center Intensity Sum Ch=1 Img=1
 ==================== 
Segment Center Intensity Sum,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
818,,Segment,1,2,Image 1,2,1,100000002,510000000730,
984,,Segment,1,2,Image 1,2,1,100000002,510000000738,
906,,Segment,1,1,Image 1,1,1,100000002,510000000745,
493,,Segment,1,2,Image 1,1,1,100000002,510000000749,
1125,,Segment,1,2,Image 1,2,1,100000002,510000000754,
865,,Segment,1,1,Image 1,1,1,100000003,510000000764,
1278,,Segment,1,2,Image 1,1,1,100000003,510000000769,
641,,Segment,1,2,Image 1,1,1,100000003,510000000781,
686,,Segment,1,2,Image 1,2,1,100000003,510000000789,
1135,,Segment,1,2,Image 1,2,1,100000003,510000000797,
2385,,Segment,1,1,Image 1,1,1,100000003,510000000804,
1489,,Segment,1,1,Image 1,1,1,100000003,510000000823,
2308,,Segment,1,2,Image 1,2,1,100000003,510000000833,
2755,,Segment,1,1,Image 1,1,1,100000004,510000000849,
1408,,Segment,1,1,Image 1,1,1,100000004,510000000871,
1633,,Segment,1,3,Image 1,1,1,100000004,510000000884,
768,,Segment,1,3,Image 1,2,1,100000004,510000000894,
441,,Segment,1,3,Image 1,2,1,100000004,510000000902,
2211,,Segment,1,4,Image 1,2,1,100000004,510000000904,
721,,Segment,1,5,Image 1,2,1,100000004,510000000915,
3033,,Segment,1,1,Image 1,1,1,100000004,510000000923,
1511,,Segment,1,4,Image 1,3,1,100000004,510000000942,
1781,,Segment,1,4,Image 1,3,1,100000004,510000000956,
720,,Segment,1,3,Image 1,3,1,100000004,510000000973,
617,,Segment,1,5,Image 1,3,1,100000004,510000000978,
777,,Segment,1,4,Image 1,4,1,100000004,510000000984,
665,,Segment,1,1,Image 1,1,1,100000005,510000000993,
818,,Segment,1,2,Image 1,1,1,100000005,510000000995,
1919,,Segment,1,3,Image 1,1,1,100000005,510000000999,
1597,,Segment,1,2,Image 1,2,1,100000005,510000001015,
2816,,Segment,1,3,Image 1,3,1,100000005,510000001032,
2990,,Segment,1,3,Image 1,3,1,100000005,510000001055,
1446,,Segment,1,4,Image 1,2,1,100000005,510000001076,
1097,,Segment,1,5,Image 1,2,1,100000005,510000001082,
1331,,Segment,1,6,Image 1,3,1,100000005,510000001086,
1018,,Segment,1,7,Image 1,2,1,100000005,510000001093,
1314,,Segment,1,7,Image 1,3,1,100000005,510000001101,
1887,,Segment,1,4,Image 1,3,1,100000005,510000001110,
1762,,Segment,1,5,Image 1,3,1,100000005,510000001117,
749,,Segment,1,5,Image 1,4,1,100000005,510000001124,
559,,Segment,1,5,Image 1,3,1,100000005,510000001129,
807,,Segment,1,2,Image 1,3,1,100000005,510000001133,
2848,,Segment,1,3,Image 1,4,1,100000005,510000001136,
353,,Segment,1,3,Image 1,3,1,100000005,510000001156,
1486,,Segment,1,4,Image 1,3,1,100000005,510000001159,
1524,,Segment,1,4,Image 1,4,1,100000005,510000001175,
1983,,Segment,1,3,Image 1,2,1,100000005,510000001191,
1835,,Segment,1,4,Image 1,2,1,100000005,510000001204,
1401,,Segment,1,4,Image 1,3,1,100000005,510000001221,
3252,,Segment,1,3,Image 1,4,1,100000005,510000001236,
616,,Segment,1,1,Image 1,1,1,100000006,510000001259,
1114,,Segment,1,2,Image 1,1,1,100000006,510000001262,
1086,,Segment,1,3,Image 1,1,1,100000006,510000001267,
1094,,Segment,1,2,Image 1,2,1,100000006,510000001272,
791,,Segment,1,3,Image 1,3,1,100000006,510000001278,
4755,,Segment,1,2,Image 1,1,1,100000006,510000001285,
412,,Segment,1,1,Image 1,1,1,100000006,510000001329,
2994,,Segment,1,2,Image 1,1,1,100000006,510000001331,
3390,,Segment,1,2,Image 1,2,1,100000006,510000001353,
2376,,Segment,1,2,Image 1,2,1,100000006,510000001379,
1336,,Segment,1,4,Image 1,2,1,100000006,510000001399,
1179,,Segment,1,3,Image 1,1,1,100000006,510000001408,
451,,Segment,1,2,Image 1,2,1,100000006,510000001416,
1691,,Segment,1,3,Image 1,2,1,100000006,510000001418,
2042,,Segment,1,3,Image 1,3,1,100000006,510000001430,
2819,,Segment,1,3,Image 1,2,1,100000006,510000001448,
2916,,Segment,1,3,Image 1,2,1,100000006,510000001465,
7154,,Segment,1,4,Image 1,3,1,100000006,510000001486,
1847,,Segment,1,2,Image 1,1,1,100000007,510000001536,
200,,Segment,1,3,Image 1,1,1,100000007,510000001546,
199,,Segment,1,4,Image 1,1,1,100000007,510000001549,
2330,,Segment,1,5,Image 1,1,1,100000007,510000001551,
401,,Segment,1,6,Image 1,1,1,100000007,510000001573,
939,,Segment,1,6,Image 1,2,1,100000007,510000001575,
4475,,Segment,1,3,Image 1,2,1,100000007,510000001583,
725,,Segment,1,2,Image 1,2,1,100000007,510000001620,
367,,Segment,1,3,Image 1,2,1,100000007,510000001624,
492,,Segment,1,4,Image 1,2,1,100000007,510000001626,
450,,Segment,1,4,Image 1,3,1,100000007,510000001628,
229,,Segment,1,3,Image 1,3,1,100000007,510000001630,
717,,Segment,1,1,Image 1,1,1,100000007,510000001632,
714,,Segment,1,2,Image 1,1,1,100000007,510000001634,
2192,,Segment,1,2,Image 1,1,1,100000007,510000001639,
831,,Segment,1,2,Image 1,2,1,100000007,510000001655,
2580,,Segment,1,3,Image 1,2,1,100000007,510000001659,
892,,Segment,1,3,Image 1,3,1,100000007,510000001680,
2158,,Segment,1,2,Image 1,2,1,100000007,510000001689,
1227,,Segment,1,5,Image 1,2,1,100000007,510000001704,
1239,,Segment,1,4,Image 1,2,1,100000007,510000001717,
2073,,Segment,1,2,Image 1,2,1,100000007,510000001731,
3298,,Segment,1,1,Image 1,1,1,100000008,510000001749,
765,,Segment,1,1,Image 1,1,1,100000008,510000001766,
1020,,Segment,1,2,Image 1,1,1,100000008,510000001768,
2604,,Segment,1,4,Image 1,1,1,100000008,510000001772,
2503,,Segment,1,4,Image 1,2,1,100000008,510000001788,
4988,,Segment,1,2,Image 1,2,1,100000008,510000001800,
2203,,Segment,1,3,Image 1,2,1,100000008,510000001831,
2278,,Segment,1,3,Image 1,3,1,100000008,510000001850,
1963,,Segment,1,3,Image 1,2,1,100000008,510000001867,
8903,,Segment,1,4,Image 1,2,1,100000008,510000001875,
5100,,Segment,1,1,Image 1,1,1,100000008,510000001928,
998,,Segment,1,1,Image 1,1,1,100000008,510000001966,
1442,,Segment,1,2,Image 1,1,1,100000008,510000001969,
1273,,Segment,1,3,Image 1,1,1,100000008,510000001975,
1944,,Segment,1,4,Image 1,1,1,100000008,510000001981,
7692,,Segment,1,1,Image 1,1,1,100000008,510000001996,
1857,,Segment,1,3,Image 1,2,1,100000008,510000002049,
8240,,Segment,1,4,Image 1,2,1,100000008,510000002070,
3522,,Segment,1,2,Image 1,2,1,100000008,510000002130,
4302,,Segment,1,1,Image 1,1,1,100000008,510000002155,
1618,,Segment,1,4,Image 1,3,1,100000008,510000002180,
905,,Segment,1,5,Image 1,3,1,100000008,510000002187,
2930,,Segment,1,5,Image 1,4,1,100000008,510000002191,
675,,Segment,1,2,Image 1,1,1,100000009,510000002212,
3053,,Segment,1,3,Image 1,1,1,100000009,510000002215,
568,,Segment,1,4,Image 1,1,1,100000009,510000002235,
1389,,Segment,1,4,Image 1,2,1,100000009,510000002237,
2941,,Segment,1,2,Image 1,2,1,100000009,510000002248,
4009,,Segment,1,2,Image 1,1,1,100000009,510000002271,
1592,,Segment,1,2,Image 1,2,1,100000009,510000002296,
1364,,Segment,1,2,Image 1,2,1,100000009,510000002305,
774,,Segment,1,3,Image 1,2,1,100000009,510000002310,
745,,Segment,1,4,Image 1,2,1,100000009,510000002314,
1579,,Segment,1,4,Image 1,3,1,100000009,510000002320,
2789,,Segment,1,3,Image 1,3,1,100000009,510000002333,
3293,,Segment,1,2,Image 1,1,1,100000009,510000002352,
2733,,Segment,1,2,Image 1,2,1,100000009,510000002376,
1660,,Segment,1,3,Image 1,3,1,100000009,510000002388,
583,,Segment,1,3,Image 1,2,1,100000009,510000002396,
629,,Segment,1,4,Image 1,2,1,100000009,510000002398,
2807,,Segment,1,4,Image 1,3,1,100000009,510000002403,
2028,,Segment,1,3,Image 1,2,1,100000009,510000002417,
4799,,Segment,1,1,Image 1,1,1,100000010,510000002436,
2966,,Segment,1,2,Image 1,1,1,100000010,510000002463,
1958,,Segment,1,2,Image 1,2,1,100000010,510000002487,
2078,,Segment,1,2,Image 1,1,1,100000010,510000002501,
3145,,Segment,1,3,Image 1,1,1,100000010,510000002510,
1841,,Segment,1,3,Image 1,2,1,100000010,510000002538,
2928,,Segment,1,4,Image 1,2,1,100000010,510000002548,
4003,,Segment,1,4,Image 1,3,1,100000010,510000002565,
942,,Segment,1,1,Image 1,1,1,100000010,510000002584,
1344,,Segment,1,2,Image 1,1,1,100000010,510000002588,
1128,,Segment,1,2,Image 1,2,1,100000010,510000002597,
1314,,Segment,1,3,Image 1,2,1,100000010,510000002602,
466,,Segment,1,4,Image 1,3,1,100000010,510000002608,
1937,,Segment,1,1,Image 1,1,1,100000010,510000002612,
1243,,Segment,1,2,Image 1,1,1,100000010,510000002624,
7006,,Segment,1,2,Image 1,2,1,100000010,510000002635,
1917,,Segment,1,3,Image 1,3,1,100000010,510000002672,
4442,,Segment,1,4,Image 1,3,1,100000010,510000002680,
4124,,Segment,1,4,Image 1,4,1,100000010,510000002707,
3913,,Segment,1,2,Image 1,2,1,100000010,510000002726,
3435,,Segment,1,1,Image 1,1,1,100000010,510000002748,
2561,,Segment,1,3,Image 1,1,1,100000011,510000002766,
1208,,Segment,1,3,Image 1,2,1,100000011,510000002785,
1703,,Segment,1,4,Image 1,2,1,100000011,510000002792,
1755,,Segment,1,4,Image 1,3,1,100000011,510000002809,
2496,,Segment,1,2,Image 1,2,1,100000011,510000002827,
1166,,Segment,1,3,Image 1,1,1,100000011,510000002847,
1496,,Segment,1,3,Image 1,1,1,100000011,510000002860,
1230,,Segment,1,2,Image 1,2,1,100000011,510000002874,
2335,,Segment,1,1,Image 1,1,1,100000011,510000002880,
512,,Segment,1,3,Image 1,3,1,100000011,510000002898,
2057,,Segment,1,3,Image 1,2,1,100000011,510000002902,
2409,,Segment,1,3,Image 1,2,1,100000011,510000002917,
814,,Segment,1,3,Image 1,3,1,100000011,510000002938,
1376,,Segment,1,3,Image 1,2,1,100000011,510000002946,
1077,,Segment,1,1,Image 1,1,1,100000012,510000002958,
1752,,Segment,1,2,Image 1,1,1,100000012,510000002963,
2824,,Segment,1,3,Image 1,1,1,100000012,510000002974,
1861,,Segment,1,3,Image 1,2,1,100000012,510000003000,
3573,,Segment,1,2,Image 1,1,1,100000012,510000003014,
3547,,Segment,1,2,Image 1,2,1,100000012,510000003040,
676,,Segment,1,1,Image 1,1,1,100000012,510000003065,
1986,,Segment,1,2,Image 1,1,1,100000012,510000003067,
2883,,Segment,1,2,Image 1,2,1,100000012,510000003086,
2071,,Segment,1,2,Image 1,2,1,100000012,510000003109,
816,,Segment,1,2,Image 1,1,1,100000012,510000003121,
1254,,Segment,1,3,Image 1,1,1,100000012,510000003124,
2508,,Segment,1,4,Image 1,1,1,100000012,510000003130,
1534,,Segment,1,4,Image 1,2,1,100000012,510000003147,
1716,,Segment,1,5,Image 1,2,1,100000012,510000003157,
1679,,Segment,1,5,Image 1,3,1,100000012,510000003175,
1263,,Segment,1,5,Image 1,2,1,100000012,510000003190,
3715,,Segment,1,2,Image 1,2,1,100000012,510000003198,
1245,,Segment,1,2,Image 1,2,1,100000012,510000003232,
2823,,Segment,1,3,Image 1,2,1,100000012,510000003243,
2356,,Segment,1,4,Image 1,1,1,100000013,510000003271,
429,,Segment,1,3,Image 1,2,1,100000013,510000003294,
2356,,Segment,1,4,Image 1,2,1,100000013,510000003296,
1167,,Segment,1,4,Image 1,2,1,100000013,510000003319,
260,,Segment,1,3,Image 1,2,1,100000013,510000003334,
1585,,Segment,1,4,Image 1,2,1,100000013,510000003336,
1572,,Segment,1,4,Image 1,3,1,100000013,510000003352,
819,,Segment,1,2,Image 1,1,1,100000013,510000003369,
604,,Segment,1,3,Image 1,1,1,100000013,510000003372,
1600,,Segment,1,2,Image 1,2,1,100000013,510000003375,
1382,,Segment,1,2,Image 1,2,1,100000013,510000003389,
456,,Segment,1,1,Image 1,1,1,100000013,510000003402,
3129,,Segment,1,2,Image 1,1,1,100000013,510000003405,
1307,,Segment,1,2,Image 1,2,1,100000013,510000003429,
993,,Segment,1,3,Image 1,3,1,100000013,510000003442,
2428,,Segment,1,4,Image 1,3,1,100000013,510000003451,
1331,,Segment,1,3,Image 1,2,1,100000013,510000003473,
1282,,Segment,1,1,Image 1,1,1,100000014,510000003491,
764,,Segment,1,4,Image 1,1,1,100000014,510000003501,
1070,,Segment,1,3,Image 1,2,1,100000014,510000003507,
603,,Segment,1,1,Image 1,1,1,100000014,510000003515,
1363,,Segment,1,3,Image 1,2,1,100000014,510000003518,
603,,Segment,1,1,Image 1,1,1,100000014,510000003527,
2540,,Segment,1,2,Image 1,2,1,100000014,510000003529,
415,,Segment,1,2,Image 1,1,1,100000014,510000003552,
2943,,Segment,1,3,Image 1,1,1,100000014,510000003554,
1303,,Segment,1,3,Image 1,2,1,100000014,510000003570,
1111,,Segment,1,4,Image 1,2,1,100000014,510000003582,
2095,,Segment,1,2,Image 1,2,1,100000014,510000003592,
2824,,Segment,1,4,Image 1,1,1,100000014,510000003609,
890,,Segment,1,4,Image 1,2,1,100000014,510000003635,
1232,,Segment,1,2,Image 1,2,1,100000014,510000003640,
1220,,Segment,1,3,Image 1,2,1,100000014,510000003647,
2092,,Segment,1,3,Image 1,3,1,100000014,510000003656,
207,,Segment,1,0,Image 1,1,1,100000000,510000003676,
433,,Segment,1,1,Image 1,1,1,100000000,510000003677,
456,,Segment,1,1,Image 1,2,1,100000000,510000003678,
486,,Segment,1,2,Image 1,2,1,100000000,510000003679,
509,,Segment,1,1,Image 1,1,1,100000001,510000003680,
467,,Segment,1,1,Image 1,1,1,100000001,510000003681,
337,,Segment,1,2,Image 1,1,1,100000001,510000003682,
344,,Segment,1,4,Image 1,2,1,100000001,510000003683,
169,,Segment,1,4,Image 1,1,1,100000002,510000003684,
337,,Segment,1,1,Image 1,1,1,100000003,510000003685,
472,,Segment,1,1,Image 1,1,1,100000004,510000003686,
472,,Segment,1,2,Image 1,1,1,100000004,510000003687,
472,,Segment,1,2,Image 1,2,1,100000004,510000003688,
383,,Segment,1,3,Image 1,3,1,100000004,510000003689,
255,,Segment,1,0,Image 1,1,1,100000005,510000003690,
510,,Segment,1,1,Image 1,2,1,100000005,510000003691,
510,,Segment,1,2,Image 1,2,1,100000005,510000003692,
482,,Segment,1,3,Image 1,2,1,100000005,510000003693,
301,,Segment,1,6,Image 1,2,1,100000005,510000003694,
358,,Segment,1,3,Image 1,2,1,100000006,510000003695,
459,,Segment,1,1,Image 1,1,1,100000006,510000003696,
457,,Segment,1,1,Image 1,1,1,100000006,510000003697,
334,,Segment,1,2,Image 1,1,1,100000006,510000003698,
414,,Segment,1,1,Image 1,1,1,100000007,510000003699,
361,,Segment,1,1,Image 1,1,1,100000007,510000003700,
510,,Segment,1,3,Image 1,1,1,100000008,510000003701,
494,,Segment,1,1,Image 1,1,1,100000009,510000003702,
493,,Segment,1,1,Image 1,1,1,100000009,510000003703,
495,,Segment,1,1,Image 1,1,1,100000009,510000003704,
483,,Segment,1,1,Image 1,1,1,100000010,510000003705,
282,,Segment,1,4,Image 1,2,1,100000010,510000003706,
442,,Segment,1,1,Image 1,1,1,100000011,510000003707,
317,,Segment,1,2,Image 1,1,1,100000011,510000003708,
345,,Segment,1,3,Image 1,2,1,100000011,510000003709,
411,,Segment,1,1,Image 1,1,1,100000011,510000003710,
232,,Segment,1,2,Image 1,1,1,100000011,510000003711,
332,,Segment,1,1,Image 1,1,1,100000011,510000003712,
235,,Segment,1,2,Image 1,1,1,100000011,510000003713,
164,,Segment,1,2,Image 1,2,1,100000011,510000003714,
498,,Segment,1,1,Image 1,1,1,100000012,510000003715,
492,,Segment,1,1,Image 1,1,1,100000012,510000003716,
364,,Segment,1,5,Image 1,1,1,100000012,510000003717,
152,,Segment,1,1,Image 1,1,1,100000013,510000003718,
239,,Segment,1,2,Image 1,1,1,100000013,510000003719,
145,,Segment,1,3,Image 1,1,1,100000013,510000003720,
330,,Segment,1,2,Image 1,2,1,100000013,510000003721,
190,,Segment,1,1,Image 1,1,1,100000013,510000003722,
415,,Segment,1,1,Image 1,1,1,100000014,510000003723,
338,,Segment,1,2,Image 1,1,1,100000014,510000003724,
244,,Segment,1,3,Image 1,1,1,100000014,510000003725,
322,,Segment,1,2,Image 1,1,1,100000014,510000003726,
228,,Segment,1,3,Image 1,1,1,100000014,510000003727,
