
Segment Center Intensity Max Ch=3 Img=1
 ==================== 
Segment Center Intensity Max,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
202,,Segment,3,3,Image 1,1,1,100000002,510000000496,
199,,Segment,3,1,Image 1,1,1,100000002,510000000506,
205,,Segment,3,2,Image 1,1,1,100000002,510000000514,
202,,Segment,3,1,Image 1,1,1,100000002,510000000526,
210,,Segment,3,2,Image 1,1,1,100000002,510000000535,
26,,Segment,3,1,Image 1,1,1,100000002,510000000544,
180,,Segment,3,2,Image 1,1,1,100000002,510000000546,
208,,Segment,3,3,Image 1,1,1,100000002,510000000554,
211,,Segment,3,3,Image 1,2,1,100000002,510000000563,
206,,Segment,3,1,Image 1,1,1,100000002,510000000581,
207,,Segment,3,2,Image 1,2,1,100000002,510000000605,
180,,Segment,3,1,Image 1,1,1,100000002,510000000623,
212,,Segment,3,2,Image 1,1,1,100000002,510000000626,
191,,Segment,3,3,Image 1,2,1,100000002,510000000644,
184,,Segment,3,3,Image 1,2,1,100000002,510000000647,
206,,Segment,3,4,Image 1,2,1,100000002,510000000649,
210,,Segment,3,5,Image 1,2,1,100000002,510000000662,
210,,Segment,3,2,Image 1,2,1,100000002,510000000683,
184,,Segment,3,5,Image 1,3,1,100000002,510000000720,
184,,Segment,3,2,Image 1,2,1,100000002,510000000724,
202,,Segment,3,2,Image 1,2,1,100000002,510000000730,
201,,Segment,3,2,Image 1,2,1,100000002,510000000738,
192,,Segment,3,1,Image 1,1,1,100000002,510000000745,
203,,Segment,3,2,Image 1,1,1,100000002,510000000749,
209,,Segment,3,2,Image 1,2,1,100000002,510000000754,
200,,Segment,3,1,Image 1,1,1,100000003,510000000764,
210,,Segment,3,2,Image 1,1,1,100000003,510000000769,
213,,Segment,3,2,Image 1,1,1,100000003,510000000781,
210,,Segment,3,2,Image 1,2,1,100000003,510000000789,
211,,Segment,3,2,Image 1,2,1,100000003,510000000797,
203,,Segment,3,1,Image 1,1,1,100000003,510000000804,
203,,Segment,3,1,Image 1,1,1,100000003,510000000823,
210,,Segment,3,2,Image 1,2,1,100000003,510000000833,
204,,Segment,3,1,Image 1,1,1,100000004,510000000849,
205,,Segment,3,1,Image 1,1,1,100000004,510000000871,
204,,Segment,3,3,Image 1,1,1,100000004,510000000884,
210,,Segment,3,3,Image 1,2,1,100000004,510000000894,
172,,Segment,3,3,Image 1,2,1,100000004,510000000902,
205,,Segment,3,4,Image 1,2,1,100000004,510000000904,
206,,Segment,3,5,Image 1,2,1,100000004,510000000915,
199,,Segment,3,1,Image 1,1,1,100000004,510000000923,
208,,Segment,3,4,Image 1,3,1,100000004,510000000942,
198,,Segment,3,4,Image 1,3,1,100000004,510000000956,
199,,Segment,3,3,Image 1,3,1,100000004,510000000973,
199,,Segment,3,5,Image 1,3,1,100000004,510000000978,
195,,Segment,3,4,Image 1,4,1,100000004,510000000984,
152,,Segment,3,1,Image 1,1,1,100000005,510000000993,
172,,Segment,3,2,Image 1,1,1,100000005,510000000995,
210,,Segment,3,3,Image 1,1,1,100000005,510000000999,
207,,Segment,3,2,Image 1,2,1,100000005,510000001015,
199,,Segment,3,3,Image 1,3,1,100000005,510000001032,
202,,Segment,3,3,Image 1,3,1,100000005,510000001055,
141,,Segment,3,4,Image 1,2,1,100000005,510000001076,
132,,Segment,3,5,Image 1,2,1,100000005,510000001082,
137,,Segment,3,6,Image 1,3,1,100000005,510000001086,
180,,Segment,3,7,Image 1,2,1,100000005,510000001093,
190,,Segment,3,7,Image 1,3,1,100000005,510000001101,
151,,Segment,3,4,Image 1,3,1,100000005,510000001110,
128,,Segment,3,5,Image 1,3,1,100000005,510000001117,
200,,Segment,3,5,Image 1,4,1,100000005,510000001124,
196,,Segment,3,5,Image 1,3,1,100000005,510000001129,
186,,Segment,3,2,Image 1,3,1,100000005,510000001133,
203,,Segment,3,3,Image 1,4,1,100000005,510000001136,
186,,Segment,3,3,Image 1,3,1,100000005,510000001156,
205,,Segment,3,4,Image 1,3,1,100000005,510000001159,
196,,Segment,3,4,Image 1,4,1,100000005,510000001175,
204,,Segment,3,3,Image 1,2,1,100000005,510000001191,
204,,Segment,3,4,Image 1,2,1,100000005,510000001204,
208,,Segment,3,4,Image 1,3,1,100000005,510000001221,
207,,Segment,3,3,Image 1,4,1,100000005,510000001236,
165,,Segment,3,1,Image 1,1,1,100000006,510000001259,
173,,Segment,3,2,Image 1,1,1,100000006,510000001262,
197,,Segment,3,3,Image 1,1,1,100000006,510000001267,
185,,Segment,3,2,Image 1,2,1,100000006,510000001272,
195,,Segment,3,3,Image 1,3,1,100000006,510000001278,
216,,Segment,3,2,Image 1,1,1,100000006,510000001285,
193,,Segment,3,1,Image 1,1,1,100000006,510000001329,
205,,Segment,3,2,Image 1,1,1,100000006,510000001331,
203,,Segment,3,2,Image 1,2,1,100000006,510000001353,
203,,Segment,3,2,Image 1,2,1,100000006,510000001379,
176,,Segment,3,4,Image 1,2,1,100000006,510000001399,
200,,Segment,3,3,Image 1,1,1,100000006,510000001408,
197,,Segment,3,2,Image 1,2,1,100000006,510000001416,
197,,Segment,3,3,Image 1,2,1,100000006,510000001418,
199,,Segment,3,3,Image 1,3,1,100000006,510000001430,
201,,Segment,3,3,Image 1,2,1,100000006,510000001448,
205,,Segment,3,3,Image 1,2,1,100000006,510000001465,
206,,Segment,3,4,Image 1,3,1,100000006,510000001486,
207,,Segment,3,2,Image 1,1,1,100000007,510000001536,
217,,Segment,3,3,Image 1,1,1,100000007,510000001546,
217,,Segment,3,4,Image 1,1,1,100000007,510000001549,
212,,Segment,3,5,Image 1,1,1,100000007,510000001551,
201,,Segment,3,6,Image 1,1,1,100000007,510000001573,
209,,Segment,3,6,Image 1,2,1,100000007,510000001575,
214,,Segment,3,3,Image 1,2,1,100000007,510000001583,
204,,Segment,3,2,Image 1,2,1,100000007,510000001620,
204,,Segment,3,3,Image 1,2,1,100000007,510000001624,
213,,Segment,3,4,Image 1,2,1,100000007,510000001626,
207,,Segment,3,4,Image 1,3,1,100000007,510000001628,
206,,Segment,3,3,Image 1,3,1,100000007,510000001630,
106,,Segment,3,1,Image 1,1,1,100000007,510000001632,
211,,Segment,3,2,Image 1,1,1,100000007,510000001634,
214,,Segment,3,2,Image 1,1,1,100000007,510000001639,
207,,Segment,3,2,Image 1,2,1,100000007,510000001655,
211,,Segment,3,3,Image 1,2,1,100000007,510000001659,
209,,Segment,3,3,Image 1,3,1,100000007,510000001680,
214,,Segment,3,2,Image 1,2,1,100000007,510000001689,
208,,Segment,3,5,Image 1,2,1,100000007,510000001704,
217,,Segment,3,4,Image 1,2,1,100000007,510000001717,
213,,Segment,3,2,Image 1,2,1,100000007,510000001731,
210,,Segment,3,1,Image 1,1,1,100000008,510000001749,
37,,Segment,3,1,Image 1,1,1,100000008,510000001766,
83,,Segment,3,2,Image 1,1,1,100000008,510000001768,
207,,Segment,3,4,Image 1,1,1,100000008,510000001772,
200,,Segment,3,4,Image 1,2,1,100000008,510000001788,
217,,Segment,3,2,Image 1,2,1,100000008,510000001800,
217,,Segment,3,3,Image 1,2,1,100000008,510000001831,
217,,Segment,3,3,Image 1,3,1,100000008,510000001850,
200,,Segment,3,3,Image 1,2,1,100000008,510000001867,
213,,Segment,3,4,Image 1,2,1,100000008,510000001875,
220,,Segment,3,1,Image 1,1,1,100000008,510000001928,
111,,Segment,3,1,Image 1,1,1,100000008,510000001966,
177,,Segment,3,2,Image 1,1,1,100000008,510000001969,
190,,Segment,3,3,Image 1,1,1,100000008,510000001975,
205,,Segment,3,4,Image 1,1,1,100000008,510000001981,
210,,Segment,3,1,Image 1,1,1,100000008,510000001996,
219,,Segment,3,3,Image 1,2,1,100000008,510000002049,
218,,Segment,3,4,Image 1,2,1,100000008,510000002070,
213,,Segment,3,2,Image 1,2,1,100000008,510000002130,
209,,Segment,3,1,Image 1,1,1,100000008,510000002155,
174,,Segment,3,4,Image 1,3,1,100000008,510000002180,
194,,Segment,3,5,Image 1,3,1,100000008,510000002187,
192,,Segment,3,5,Image 1,4,1,100000008,510000002191,
163,,Segment,3,2,Image 1,1,1,100000009,510000002212,
204,,Segment,3,3,Image 1,1,1,100000009,510000002215,
188,,Segment,3,4,Image 1,1,1,100000009,510000002235,
207,,Segment,3,4,Image 1,2,1,100000009,510000002237,
214,,Segment,3,2,Image 1,2,1,100000009,510000002248,
197,,Segment,3,2,Image 1,1,1,100000009,510000002271,
199,,Segment,3,2,Image 1,2,1,100000009,510000002296,
128,,Segment,3,2,Image 1,2,1,100000009,510000002305,
176,,Segment,3,3,Image 1,2,1,100000009,510000002310,
201,,Segment,3,4,Image 1,2,1,100000009,510000002314,
212,,Segment,3,4,Image 1,3,1,100000009,510000002320,
195,,Segment,3,3,Image 1,3,1,100000009,510000002333,
204,,Segment,3,2,Image 1,1,1,100000009,510000002352,
164,,Segment,3,2,Image 1,2,1,100000009,510000002376,
192,,Segment,3,3,Image 1,3,1,100000009,510000002388,
191,,Segment,3,3,Image 1,2,1,100000009,510000002396,
212,,Segment,3,4,Image 1,2,1,100000009,510000002398,
206,,Segment,3,4,Image 1,3,1,100000009,510000002403,
208,,Segment,3,3,Image 1,2,1,100000009,510000002417,
204,,Segment,3,1,Image 1,1,1,100000010,510000002436,
211,,Segment,3,2,Image 1,1,1,100000010,510000002463,
209,,Segment,3,2,Image 1,2,1,100000010,510000002487,
185,,Segment,3,2,Image 1,1,1,100000010,510000002501,
211,,Segment,3,3,Image 1,1,1,100000010,510000002510,
201,,Segment,3,3,Image 1,2,1,100000010,510000002538,
208,,Segment,3,4,Image 1,2,1,100000010,510000002548,
184,,Segment,3,4,Image 1,3,1,100000010,510000002565,
162,,Segment,3,1,Image 1,1,1,100000010,510000002584,
202,,Segment,3,2,Image 1,1,1,100000010,510000002588,
162,,Segment,3,2,Image 1,2,1,100000010,510000002597,
142,,Segment,3,3,Image 1,2,1,100000010,510000002602,
191,,Segment,3,4,Image 1,3,1,100000010,510000002608,
210,,Segment,3,1,Image 1,1,1,100000010,510000002612,
210,,Segment,3,2,Image 1,1,1,100000010,510000002624,
210,,Segment,3,2,Image 1,2,1,100000010,510000002635,
171,,Segment,3,3,Image 1,3,1,100000010,510000002672,
205,,Segment,3,4,Image 1,3,1,100000010,510000002680,
204,,Segment,3,4,Image 1,4,1,100000010,510000002707,
200,,Segment,3,2,Image 1,2,1,100000010,510000002726,
182,,Segment,3,1,Image 1,1,1,100000010,510000002748,
209,,Segment,3,3,Image 1,1,1,100000011,510000002766,
187,,Segment,3,3,Image 1,2,1,100000011,510000002785,
212,,Segment,3,4,Image 1,2,1,100000011,510000002792,
209,,Segment,3,4,Image 1,3,1,100000011,510000002809,
210,,Segment,3,2,Image 1,2,1,100000011,510000002827,
210,,Segment,3,3,Image 1,1,1,100000011,510000002847,
207,,Segment,3,3,Image 1,1,1,100000011,510000002860,
166,,Segment,3,2,Image 1,2,1,100000011,510000002874,
206,,Segment,3,1,Image 1,1,1,100000011,510000002880,
207,,Segment,3,3,Image 1,3,1,100000011,510000002898,
197,,Segment,3,3,Image 1,2,1,100000011,510000002902,
214,,Segment,3,3,Image 1,2,1,100000011,510000002917,
206,,Segment,3,3,Image 1,3,1,100000011,510000002938,
207,,Segment,3,3,Image 1,2,1,100000011,510000002946,
186,,Segment,3,1,Image 1,1,1,100000012,510000002958,
205,,Segment,3,2,Image 1,1,1,100000012,510000002963,
205,,Segment,3,3,Image 1,1,1,100000012,510000002974,
204,,Segment,3,3,Image 1,2,1,100000012,510000003000,
208,,Segment,3,2,Image 1,1,1,100000012,510000003014,
208,,Segment,3,2,Image 1,2,1,100000012,510000003040,
117,,Segment,3,1,Image 1,1,1,100000012,510000003065,
209,,Segment,3,2,Image 1,1,1,100000012,510000003067,
214,,Segment,3,2,Image 1,2,1,100000012,510000003086,
208,,Segment,3,2,Image 1,2,1,100000012,510000003109,
136,,Segment,3,2,Image 1,1,1,100000012,510000003121,
202,,Segment,3,3,Image 1,1,1,100000012,510000003124,
196,,Segment,3,4,Image 1,1,1,100000012,510000003130,
195,,Segment,3,4,Image 1,2,1,100000012,510000003147,
213,,Segment,3,5,Image 1,2,1,100000012,510000003157,
209,,Segment,3,5,Image 1,3,1,100000012,510000003175,
193,,Segment,3,5,Image 1,2,1,100000012,510000003190,
209,,Segment,3,2,Image 1,2,1,100000012,510000003198,
205,,Segment,3,2,Image 1,2,1,100000012,510000003232,
207,,Segment,3,3,Image 1,2,1,100000012,510000003243,
205,,Segment,3,4,Image 1,1,1,100000013,510000003271,
179,,Segment,3,3,Image 1,2,1,100000013,510000003294,
210,,Segment,3,4,Image 1,2,1,100000013,510000003296,
207,,Segment,3,4,Image 1,2,1,100000013,510000003319,
197,,Segment,3,3,Image 1,2,1,100000013,510000003334,
205,,Segment,3,4,Image 1,2,1,100000013,510000003336,
212,,Segment,3,4,Image 1,3,1,100000013,510000003352,
105,,Segment,3,2,Image 1,1,1,100000013,510000003369,
198,,Segment,3,3,Image 1,1,1,100000013,510000003372,
206,,Segment,3,2,Image 1,2,1,100000013,510000003375,
207,,Segment,3,2,Image 1,2,1,100000013,510000003389,
164,,Segment,3,1,Image 1,1,1,100000013,510000003402,
202,,Segment,3,2,Image 1,1,1,100000013,510000003405,
206,,Segment,3,2,Image 1,2,1,100000013,510000003429,
203,,Segment,3,3,Image 1,3,1,100000013,510000003442,
204,,Segment,3,4,Image 1,3,1,100000013,510000003451,
211,,Segment,3,3,Image 1,2,1,100000013,510000003473,
180,,Segment,3,1,Image 1,1,1,100000014,510000003491,
195,,Segment,3,4,Image 1,1,1,100000014,510000003501,
193,,Segment,3,3,Image 1,2,1,100000014,510000003507,
104,,Segment,3,1,Image 1,1,1,100000014,510000003515,
164,,Segment,3,3,Image 1,2,1,100000014,510000003518,
100,,Segment,3,1,Image 1,1,1,100000014,510000003527,
200,,Segment,3,2,Image 1,2,1,100000014,510000003529,
158,,Segment,3,2,Image 1,1,1,100000014,510000003552,
189,,Segment,3,3,Image 1,1,1,100000014,510000003554,
196,,Segment,3,3,Image 1,2,1,100000014,510000003570,
205,,Segment,3,4,Image 1,2,1,100000014,510000003582,
202,,Segment,3,2,Image 1,2,1,100000014,510000003592,
210,,Segment,3,4,Image 1,1,1,100000014,510000003609,
187,,Segment,3,4,Image 1,2,1,100000014,510000003635,
170,,Segment,3,2,Image 1,2,1,100000014,510000003640,
193,,Segment,3,3,Image 1,2,1,100000014,510000003647,
196,,Segment,3,3,Image 1,3,1,100000014,510000003656,
86,,Segment,3,0,Image 1,1,1,100000000,510000003676,
86,,Segment,3,1,Image 1,1,1,100000000,510000003677,
86,,Segment,3,1,Image 1,2,1,100000000,510000003678,
57,,Segment,3,2,Image 1,2,1,100000000,510000003679,
19,,Segment,3,1,Image 1,1,1,100000001,510000003680,
84,,Segment,3,1,Image 1,1,1,100000001,510000003681,
130,,Segment,3,2,Image 1,1,1,100000001,510000003682,
190,,Segment,3,4,Image 1,2,1,100000001,510000003683,
201,,Segment,3,4,Image 1,1,1,100000002,510000003684,
165,,Segment,3,1,Image 1,1,1,100000003,510000003685,
72,,Segment,3,1,Image 1,1,1,100000004,510000003686,
85,,Segment,3,2,Image 1,1,1,100000004,510000003687,
72,,Segment,3,2,Image 1,2,1,100000004,510000003688,
159,,Segment,3,3,Image 1,3,1,100000004,510000003689,
63,,Segment,3,0,Image 1,1,1,100000005,510000003690,
63,,Segment,3,1,Image 1,2,1,100000005,510000003691,
49,,Segment,3,2,Image 1,2,1,100000005,510000003692,
96,,Segment,3,3,Image 1,2,1,100000005,510000003693,
132,,Segment,3,6,Image 1,2,1,100000005,510000003694,
170,,Segment,3,3,Image 1,2,1,100000006,510000003695,
92,,Segment,3,1,Image 1,1,1,100000006,510000003696,
92,,Segment,3,1,Image 1,1,1,100000006,510000003697,
183,,Segment,3,2,Image 1,1,1,100000006,510000003698,
107,,Segment,3,1,Image 1,1,1,100000007,510000003699,
149,,Segment,3,1,Image 1,1,1,100000007,510000003700,
96,,Segment,3,3,Image 1,1,1,100000008,510000003701,
90,,Segment,3,1,Image 1,1,1,100000009,510000003702,
87,,Segment,3,1,Image 1,1,1,100000009,510000003703,
69,,Segment,3,1,Image 1,1,1,100000009,510000003704,
56,,Segment,3,1,Image 1,1,1,100000010,510000003705,
181,,Segment,3,4,Image 1,2,1,100000010,510000003706,
106,,Segment,3,1,Image 1,1,1,100000011,510000003707,
166,,Segment,3,2,Image 1,1,1,100000011,510000003708,
200,,Segment,3,3,Image 1,2,1,100000011,510000003709,
113,,Segment,3,1,Image 1,1,1,100000011,510000003710,
194,,Segment,3,2,Image 1,1,1,100000011,510000003711,
154,,Segment,3,1,Image 1,1,1,100000011,510000003712,
154,,Segment,3,2,Image 1,1,1,100000011,510000003713,
171,,Segment,3,2,Image 1,2,1,100000011,510000003714,
35,,Segment,3,1,Image 1,1,1,100000012,510000003715,
66,,Segment,3,1,Image 1,1,1,100000012,510000003716,
132,,Segment,3,5,Image 1,1,1,100000012,510000003717,
131,,Segment,3,1,Image 1,1,1,100000013,510000003718,
192,,Segment,3,2,Image 1,1,1,100000013,510000003719,
202,,Segment,3,3,Image 1,1,1,100000013,510000003720,
135,,Segment,3,2,Image 1,2,1,100000013,510000003721,
82,,Segment,3,1,Image 1,1,1,100000013,510000003722,
96,,Segment,3,1,Image 1,1,1,100000014,510000003723,
136,,Segment,3,2,Image 1,1,1,100000014,510000003724,
165,,Segment,3,3,Image 1,1,1,100000014,510000003725,
136,,Segment,3,2,Image 1,1,1,100000014,510000003726,
173,,Segment,3,3,Image 1,1,1,100000014,510000003727,
