
Segment Center Intensity Median Ch=1 Img=1
 ==================== 
Segment Center Intensity Median,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
238.031,,Segment,1,2,Image 1,2,1,100000002,510000000457,
187.625,,Segment,1,3,Image 1,2,1,100000002,510000000459,
111.125,,Segment,1,2,Image 1,2,1,100000002,510000000468,
183.125,,Segment,1,3,Image 1,2,1,100000002,510000000470,
161.125,,Segment,1,3,Image 1,3,1,100000002,510000000481,
150.625,,Segment,1,3,Image 1,2,1,100000002,510000000485,
255,,Segment,1,5,Image 1,2,1,100000002,510000000490,
149.125,,Segment,1,1,Image 1,1,1,100000002,510000000503,
218.125,,Segment,1,1,Image 1,1,1,100000003,510000000517,
255,,Segment,1,1,Image 1,1,1,100000003,510000000532,
128.625,,Segment,1,2,Image 1,1,1,100000003,510000000537,
137.625,,Segment,1,2,Image 1,2,1,100000003,510000000547,
165.062,,Segment,1,3,Image 1,2,1,100000003,510000000550,
98.5625,,Segment,1,4,Image 1,2,1,100000003,510000000555,
85.0156,,Segment,1,5,Image 1,2,1,100000003,510000000558,
149.125,,Segment,1,4,Image 1,3,1,100000003,510000000575,
167.125,,Segment,1,3,Image 1,3,1,100000003,510000000585,
114.125,,Segment,1,4,Image 1,3,1,100000003,510000000591,
112.125,,Segment,1,4,Image 1,4,1,100000003,510000000611,
143.125,,Segment,1,2,Image 1,3,1,100000003,510000000625,
117.125,,Segment,1,5,Image 1,3,1,100000003,510000000650,
162.625,,Segment,1,1,Image 1,2,1,100000003,510000000668,
152.125,,Segment,1,2,Image 1,2,1,100000003,510000000672,
212.125,,Segment,1,1,Image 1,1,1,100000004,510000000678,
224.125,,Segment,1,2,Image 1,1,1,100000004,510000000680,
212.125,,Segment,1,2,Image 1,1,1,100000004,510000000686,
168.625,,Segment,1,3,Image 1,1,1,100000004,510000000700,
106.031,,Segment,1,3,Image 1,2,1,100000004,510000000703,
177.125,,Segment,1,1,Image 1,1,1,100000004,510000000705,
92.75,,Segment,1,2,Image 1,1,1,100000004,510000000720,
217.125,,Segment,1,3,Image 1,1,1,100000004,510000000723,
145.75,,Segment,1,4,Image 1,1,1,100000004,510000000727,
209.562,,Segment,1,4,Image 1,2,1,100000004,510000000730,
151.625,,Segment,1,3,Image 1,2,1,100000004,510000000733,
186.062,,Segment,1,2,Image 1,2,1,100000004,510000000740,
213.031,,Segment,1,3,Image 1,2,1,100000004,510000000743,
126.125,,Segment,1,4,Image 1,2,1,100000004,510000000745,
208.625,,Segment,1,2,Image 1,2,1,100000004,510000000751,
120.125,,Segment,1,3,Image 1,3,1,100000004,510000000756,
169.625,,Segment,1,2,Image 1,2,1,100000004,510000000766,
124.625,,Segment,1,2,Image 1,2,1,100000004,510000000771,
255,,Segment,1,3,Image 1,2,1,100000004,510000000784,
246.062,,Segment,1,2,Image 1,1,1,100000005,510000000789,
204.125,,Segment,1,2,Image 1,2,1,100000005,510000000803,
146.125,,Segment,1,2,Image 1,2,1,100000005,510000000827,
234.062,,Segment,1,2,Image 1,2,1,100000005,510000000841,
248.125,,Segment,1,2,Image 1,2,1,100000005,510000000846,
255,,Segment,1,2,Image 1,1,1,100000005,510000000866,
214.625,,Segment,1,3,Image 1,1,1,100000005,510000000869,
175.125,,Segment,1,2,Image 1,2,1,100000005,510000000880,
179.125,,Segment,1,3,Image 1,2,1,100000005,510000000897,
255,,Segment,1,2,Image 1,1,1,100000005,510000000911,
119.125,,Segment,1,3,Image 1,1,1,100000005,510000000913,
255,,Segment,1,3,Image 1,2,1,100000005,510000000942,
144.125,,Segment,1,4,Image 1,2,1,100000005,510000000947,
106.125,,Segment,1,4,Image 1,3,1,100000005,510000000964,
94.125,,Segment,1,3,Image 1,1,1,100000006,510000000982,
134.125,,Segment,1,2,Image 1,2,1,100000006,510000001003,
147.125,,Segment,1,1,Image 1,1,1,100000006,510000001027,
86.125,,Segment,1,3,Image 1,2,1,100000006,510000001041,
153.125,,Segment,1,3,Image 1,2,1,100000006,510000001060,
118.125,,Segment,1,1,Image 1,1,1,100000006,510000001090,
255,,Segment,1,2,Image 1,1,1,100000007,510000001100,
216.031,,Segment,1,3,Image 1,1,1,100000007,510000001103,
206.125,,Segment,1,4,Image 1,1,1,100000007,510000001107,
95.0156,,Segment,1,5,Image 1,1,1,100000007,510000001119,
110.062,,Segment,1,5,Image 1,2,1,100000007,510000001123,
186.125,,Segment,1,3,Image 1,2,1,100000007,510000001133,
109.031,,Segment,1,4,Image 1,2,1,100000007,510000001136,
108.125,,Segment,1,4,Image 1,3,1,100000007,510000001147,
114.625,,Segment,1,3,Image 1,1,1,100000007,510000001157,
152.625,,Segment,1,3,Image 1,2,1,100000007,510000001178,
121.125,,Segment,1,4,Image 1,2,1,100000007,510000001191,
158.125,,Segment,1,4,Image 1,3,1,100000007,510000001202,
116.125,,Segment,1,2,Image 1,2,1,100000007,510000001210,
250.008,,Segment,1,1,Image 1,1,1,100000007,510000001236,
211.625,,Segment,1,2,Image 1,1,1,100000007,510000001238,
169.125,,Segment,1,2,Image 1,2,1,100000007,510000001254,
137.25,,Segment,1,2,Image 1,2,1,100000007,510000001270,
194.125,,Segment,1,4,Image 1,2,1,100000007,510000001294,
229.125,,Segment,1,1,Image 1,1,1,100000008,510000001301,
161.125,,Segment,1,1,Image 1,1,1,100000008,510000001322,
167.125,,Segment,1,1,Image 1,1,1,100000008,510000001349,
198.625,,Segment,1,1,Image 1,1,1,100000008,510000001360,
247.062,,Segment,1,1,Image 1,1,1,100000008,510000001373,
153.625,,Segment,1,2,Image 1,1,1,100000008,510000001375,
119.531,,Segment,1,3,Image 1,1,1,100000008,510000001384,
158.031,,Segment,1,3,Image 1,2,1,100000008,510000001387,
220.062,,Segment,1,4,Image 1,2,1,100000008,510000001391,
181.125,,Segment,1,4,Image 1,3,1,100000008,510000001408,
124.562,,Segment,1,2,Image 1,2,1,100000008,510000001424,
183.062,,Segment,1,2,Image 1,1,1,100000009,510000001441,
142.125,,Segment,1,2,Image 1,2,1,100000009,510000001449,
124.625,,Segment,1,1,Image 1,1,1,100000009,510000001468,
240.062,,Segment,1,1,Image 1,1,1,100000009,510000001489,
174.031,,Segment,1,2,Image 1,2,1,100000009,510000001491,
115.125,,Segment,1,3,Image 1,1,1,100000009,510000001494,
129.062,,Segment,1,3,Image 1,2,1,100000009,510000001510,
119.625,,Segment,1,1,Image 1,1,1,100000009,510000001514,
207.625,,Segment,1,1,Image 1,1,1,100000009,510000001533,
164.125,,Segment,1,1,Image 1,1,1,100000010,510000001537,
240.125,,Segment,1,2,Image 1,1,1,100000010,510000001541,
143.125,,Segment,1,2,Image 1,2,1,100000010,510000001558,
186.125,,Segment,1,2,Image 1,1,1,100000010,510000001575,
150.125,,Segment,1,2,Image 1,2,1,100000010,510000001584,
225.062,,Segment,1,2,Image 1,2,1,100000010,510000001609,
159.125,,Segment,1,1,Image 1,1,1,100000010,510000001626,
174.062,,Segment,1,2,Image 1,1,1,100000010,510000001636,
151.625,,Segment,1,2,Image 1,2,1,100000010,510000001640,
160.562,,Segment,1,3,Image 1,2,1,100000010,510000001649,
151.625,,Segment,1,3,Image 1,3,1,100000010,510000001652,
198.562,,Segment,1,2,Image 1,1,1,100000010,510000001659,
148.125,,Segment,1,3,Image 1,1,1,100000010,510000001662,
165.125,,Segment,1,3,Image 1,2,1,100000010,510000001672,
127.125,,Segment,1,2,Image 1,1,1,100000011,510000001682,
215.562,,Segment,1,2,Image 1,2,1,100000011,510000001692,
135.625,,Segment,1,3,Image 1,3,1,100000011,510000001695,
154.125,,Segment,1,2,Image 1,1,1,100000011,510000001716,
115.562,,Segment,1,3,Image 1,2,1,100000011,510000001718,
163.125,,Segment,1,3,Image 1,1,1,100000011,510000001719,
92.125,,Segment,1,1,Image 1,1,1,100000011,510000001726,
141,,Segment,1,1,Image 1,1,1,100000000,510000001736,
229,,Segment,1,1,Image 1,1,1,100000000,510000001737,
243,,Segment,1,1,Image 1,1,1,100000001,510000001738,
243.516,,Segment,1,1,Image 1,1,1,100000002,510000001739,
233.502,,Segment,1,2,Image 1,1,1,100000002,510000001740,
238.531,,Segment,1,1,Image 1,1,1,100000002,510000001741,
210.516,,Segment,1,2,Image 1,1,1,100000002,510000001742,
190.016,,Segment,1,3,Image 1,1,1,100000002,510000001743,
255,,Segment,1,0,Image 1,1,1,100000003,510000001744,
255,,Segment,1,1,Image 1,2,1,100000003,510000001745,
244,,Segment,1,0,Image 1,1,1,100000003,510000001746,
190.625,,Segment,1,1,Image 1,1,1,100000004,510000001747,
205.062,,Segment,1,1,Image 1,1,1,100000004,510000001748,
228.531,,Segment,1,4,Image 1,3,1,100000004,510000001749,
255,,Segment,1,1,Image 1,1,1,100000005,510000001750,
253,,Segment,1,1,Image 1,1,1,100000005,510000001751,
255,,Segment,1,1,Image 1,1,1,100000005,510000001752,
255,,Segment,1,1,Image 1,1,1,100000006,510000001753,
203.562,,Segment,1,2,Image 1,1,1,100000006,510000001754,
255,,Segment,1,1,Image 1,1,1,100000007,510000001755,
142,,Segment,1,1,Image 1,1,1,100000007,510000001756,
139.004,,Segment,1,2,Image 1,1,1,100000007,510000001757,
231.531,,Segment,1,1,Image 1,1,1,100000009,510000001758,
178.501,,Segment,1,2,Image 1,1,1,100000009,510000001759,
255,,Segment,1,1,Image 1,1,1,100000010,510000001760,
212.562,,Segment,1,1,Image 1,1,1,100000010,510000001761,
230.031,,Segment,1,1,Image 1,1,1,100000011,510000001762,
126.516,,Segment,1,3,Image 1,2,1,100000011,510000001763,
255,,Segment,1,1,Image 1,1,1,100000011,510000001764,
205.062,,Segment,1,2,Image 1,2,1,100000011,510000001765,
