
Segment Center Intensity Sum Ch=3 Img=1
 ==================== 
Segment Center Intensity Sum,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
65,,Segment,3,1,Image 1,1,1,100000000,510000000001,
458,,Segment,3,2,Image 1,1,1,100000000,510000000003,
5339,,Segment,3,3,Image 1,1,1,100000000,510000000007,
2065,,Segment,3,3,Image 1,2,1,100000000,510000000039,
481,,Segment,3,2,Image 1,2,1,100000000,510000000051,
1233,,Segment,3,3,Image 1,2,1,100000000,510000000054,
4385,,Segment,3,3,Image 1,3,1,100000000,510000000060,
2122,,Segment,3,1,Image 1,1,1,100000000,510000000083,
824,,Segment,3,2,Image 1,1,1,100000000,510000000098,
3757,,Segment,3,3,Image 1,1,1,100000000,510000000103,
2513,,Segment,3,3,Image 1,2,1,100000000,510000000123,
206,,Segment,3,2,Image 1,1,1,100000000,510000000137,
3493,,Segment,3,3,Image 1,1,1,100000000,510000000139,
3555,,Segment,3,3,Image 1,2,1,100000000,510000000160,
1451,,Segment,3,2,Image 1,2,1,100000000,510000000181,
3041,,Segment,3,2,Image 1,2,1,100000000,510000000190,
1412,,Segment,3,2,Image 1,2,1,100000000,510000000208,
846,,Segment,3,2,Image 1,1,1,100000001,510000000218,
1146,,Segment,3,3,Image 1,1,1,100000001,510000000225,
1282,,Segment,3,3,Image 1,2,1,100000001,510000000234,
2913,,Segment,3,2,Image 1,2,1,100000001,510000000244,
122,,Segment,3,1,Image 1,1,1,100000001,510000000263,
1733,,Segment,3,2,Image 1,1,1,100000001,510000000265,
271,,Segment,3,1,Image 1,1,1,100000001,510000000277,
1747,,Segment,3,2,Image 1,1,1,100000001,510000000280,
2395,,Segment,3,3,Image 1,1,1,100000001,510000000291,
3505,,Segment,3,3,Image 1,2,1,100000001,510000000304,
1557,,Segment,3,2,Image 1,2,1,100000001,510000000325,
4656,,Segment,3,3,Image 1,2,1,100000001,510000000335,
2375,,Segment,3,3,Image 1,3,1,100000001,510000000360,
675,,Segment,3,1,Image 1,1,1,100000001,510000000372,
1665,,Segment,3,2,Image 1,2,1,100000001,510000000378,
1889,,Segment,3,3,Image 1,1,1,100000002,510000000392,
1821,,Segment,3,2,Image 1,2,1,100000002,510000000405,
195,,Segment,3,1,Image 1,1,1,100000002,510000000415,
1541,,Segment,3,2,Image 1,1,1,100000002,510000000417,
2167,,Segment,3,4,Image 1,2,1,100000002,510000000430,
456,,Segment,3,4,Image 1,1,1,100000002,510000000449,
1244,,Segment,3,5,Image 1,1,1,100000002,510000000451,
299,,Segment,3,2,Image 1,2,1,100000002,510000000457,
1490,,Segment,3,3,Image 1,2,1,100000002,510000000459,
448,,Segment,3,2,Image 1,2,1,100000002,510000000468,
1736,,Segment,3,3,Image 1,2,1,100000002,510000000470,
763,,Segment,3,3,Image 1,3,1,100000002,510000000481,
884,,Segment,3,3,Image 1,2,1,100000002,510000000485,
1566,,Segment,3,5,Image 1,2,1,100000002,510000000490,
1866,,Segment,3,1,Image 1,1,1,100000002,510000000503,
2242,,Segment,3,1,Image 1,1,1,100000003,510000000517,
468,,Segment,3,1,Image 1,1,1,100000003,510000000532,
1587,,Segment,3,2,Image 1,1,1,100000003,510000000537,
569,,Segment,3,2,Image 1,2,1,100000003,510000000547,
986,,Segment,3,3,Image 1,2,1,100000003,510000000550,
714,,Segment,3,4,Image 1,2,1,100000003,510000000555,
3427,,Segment,3,5,Image 1,2,1,100000003,510000000558,
1883,,Segment,3,4,Image 1,3,1,100000003,510000000575,
1018,,Segment,3,3,Image 1,3,1,100000003,510000000585,
3719,,Segment,3,4,Image 1,3,1,100000003,510000000591,
2494,,Segment,3,4,Image 1,4,1,100000003,510000000611,
4298,,Segment,3,2,Image 1,3,1,100000003,510000000625,
3251,,Segment,3,5,Image 1,3,1,100000003,510000000650,
643,,Segment,3,1,Image 1,2,1,100000003,510000000668,
732,,Segment,3,2,Image 1,2,1,100000003,510000000672,
336,,Segment,3,1,Image 1,1,1,100000004,510000000678,
944,,Segment,3,2,Image 1,1,1,100000004,510000000680,
2145,,Segment,3,2,Image 1,1,1,100000004,510000000686,
630,,Segment,3,3,Image 1,1,1,100000004,510000000700,
560,,Segment,3,3,Image 1,2,1,100000004,510000000703,
2023,,Segment,3,1,Image 1,1,1,100000004,510000000705,
491,,Segment,3,2,Image 1,1,1,100000004,510000000720,
753,,Segment,3,3,Image 1,1,1,100000004,510000000723,
629,,Segment,3,4,Image 1,1,1,100000004,510000000727,
664,,Segment,3,4,Image 1,2,1,100000004,510000000730,
1341,,Segment,3,3,Image 1,2,1,100000004,510000000733,
504,,Segment,3,2,Image 1,2,1,100000004,510000000740,
356,,Segment,3,3,Image 1,2,1,100000004,510000000743,
1245,,Segment,3,4,Image 1,2,1,100000004,510000000745,
665,,Segment,3,2,Image 1,2,1,100000004,510000000751,
1890,,Segment,3,3,Image 1,3,1,100000004,510000000756,
971,,Segment,3,2,Image 1,2,1,100000004,510000000766,
2378,,Segment,3,2,Image 1,2,1,100000004,510000000771,
390,,Segment,3,3,Image 1,2,1,100000004,510000000784,
1525,,Segment,3,2,Image 1,1,1,100000005,510000000789,
3516,,Segment,3,2,Image 1,2,1,100000005,510000000803,
2298,,Segment,3,2,Image 1,2,1,100000005,510000000827,
592,,Segment,3,2,Image 1,2,1,100000005,510000000841,
2486,,Segment,3,2,Image 1,2,1,100000005,510000000846,
333,,Segment,3,2,Image 1,1,1,100000005,510000000866,
1601,,Segment,3,3,Image 1,1,1,100000005,510000000869,
2612,,Segment,3,2,Image 1,2,1,100000005,510000000880,
2198,,Segment,3,3,Image 1,2,1,100000005,510000000897,
177,,Segment,3,2,Image 1,1,1,100000005,510000000911,
4971,,Segment,3,3,Image 1,1,1,100000005,510000000913,
177,,Segment,3,3,Image 1,2,1,100000005,510000000942,
2297,,Segment,3,4,Image 1,2,1,100000005,510000000947,
2455,,Segment,3,4,Image 1,3,1,100000005,510000000964,
3946,,Segment,3,3,Image 1,1,1,100000006,510000000982,
4231,,Segment,3,2,Image 1,2,1,100000006,510000001003,
2363,,Segment,3,1,Image 1,1,1,100000006,510000001027,
3481,,Segment,3,3,Image 1,2,1,100000006,510000001041,
5813,,Segment,3,3,Image 1,2,1,100000006,510000001060,
1389,,Segment,3,1,Image 1,1,1,100000006,510000001090,
356,,Segment,3,2,Image 1,1,1,100000007,510000001100,
616,,Segment,3,3,Image 1,1,1,100000007,510000001103,
2030,,Segment,3,4,Image 1,1,1,100000007,510000001107,
963,,Segment,3,5,Image 1,1,1,100000007,510000001119,
2110,,Segment,3,5,Image 1,2,1,100000007,510000001123,
564,,Segment,3,3,Image 1,2,1,100000007,510000001133,
2246,,Segment,3,4,Image 1,2,1,100000007,510000001136,
1461,,Segment,3,4,Image 1,3,1,100000007,510000001147,
3989,,Segment,3,3,Image 1,1,1,100000007,510000001157,
2177,,Segment,3,3,Image 1,2,1,100000007,510000001178,
2087,,Segment,3,4,Image 1,2,1,100000007,510000001191,
1465,,Segment,3,4,Image 1,3,1,100000007,510000001202,
4815,,Segment,3,2,Image 1,2,1,100000007,510000001210,
187,,Segment,3,1,Image 1,1,1,100000007,510000001236,
2096,,Segment,3,2,Image 1,1,1,100000007,510000001238,
2649,,Segment,3,2,Image 1,2,1,100000007,510000001254,
4210,,Segment,3,2,Image 1,2,1,100000007,510000001270,
1117,,Segment,3,4,Image 1,2,1,100000007,510000001294,
2671,,Segment,3,1,Image 1,1,1,100000008,510000001301,
4110,,Segment,3,1,Image 1,1,1,100000008,510000001322,
1695,,Segment,3,1,Image 1,1,1,100000008,510000001349,
1883,,Segment,3,1,Image 1,1,1,100000008,510000001360,
252,,Segment,3,1,Image 1,1,1,100000008,510000001373,
1137,,Segment,3,2,Image 1,1,1,100000008,510000001375,
599,,Segment,3,3,Image 1,1,1,100000008,510000001384,
641,,Segment,3,3,Image 1,2,1,100000008,510000001387,
1738,,Segment,3,4,Image 1,2,1,100000008,510000001391,
2321,,Segment,3,4,Image 1,3,1,100000008,510000001408,
2447,,Segment,3,2,Image 1,2,1,100000008,510000001424,
1362,,Segment,3,2,Image 1,1,1,100000009,510000001441,
3318,,Segment,3,2,Image 1,2,1,100000009,510000001449,
3623,,Segment,3,1,Image 1,1,1,100000009,510000001468,
235,,Segment,3,1,Image 1,1,1,100000009,510000001489,
372,,Segment,3,2,Image 1,2,1,100000009,510000001491,
2936,,Segment,3,3,Image 1,1,1,100000009,510000001494,
826,,Segment,3,3,Image 1,2,1,100000009,510000001510,
3261,,Segment,3,1,Image 1,1,1,100000009,510000001514,
478,,Segment,3,1,Image 1,1,1,100000009,510000001533,
540,,Segment,3,1,Image 1,1,1,100000010,510000001537,
2526,,Segment,3,2,Image 1,1,1,100000010,510000001541,
2856,,Segment,3,2,Image 1,2,1,100000010,510000001558,
1477,,Segment,3,2,Image 1,1,1,100000010,510000001575,
3896,,Segment,3,2,Image 1,2,1,100000010,510000001584,
2346,,Segment,3,2,Image 1,2,1,100000010,510000001609,
1543,,Segment,3,1,Image 1,1,1,100000010,510000001626,
726,,Segment,3,2,Image 1,1,1,100000010,510000001636,
1669,,Segment,3,2,Image 1,2,1,100000010,510000001640,
673,,Segment,3,3,Image 1,2,1,100000010,510000001649,
1304,,Segment,3,3,Image 1,3,1,100000010,510000001652,
540,,Segment,3,2,Image 1,1,1,100000010,510000001659,
1668,,Segment,3,3,Image 1,1,1,100000010,510000001662,
1374,,Segment,3,3,Image 1,2,1,100000010,510000001672,
1861,,Segment,3,2,Image 1,1,1,100000011,510000001682,
500,,Segment,3,2,Image 1,2,1,100000011,510000001692,
3360,,Segment,3,3,Image 1,3,1,100000011,510000001695,
407,,Segment,3,2,Image 1,1,1,100000011,510000001716,
1474,,Segment,3,3,Image 1,2,1,100000011,510000001718,
1109,,Segment,3,3,Image 1,1,1,100000011,510000001719,
821,,Segment,3,1,Image 1,1,1,100000011,510000001726,
90,,Segment,3,1,Image 1,1,1,100000000,510000001736,
72,,Segment,3,1,Image 1,1,1,100000000,510000001737,
64,,Segment,3,1,Image 1,1,1,100000001,510000001738,
144,,Segment,3,1,Image 1,1,1,100000002,510000001739,
194,,Segment,3,2,Image 1,1,1,100000002,510000001740,
164,,Segment,3,1,Image 1,1,1,100000002,510000001741,
249,,Segment,3,2,Image 1,1,1,100000002,510000001742,
288,,Segment,3,3,Image 1,1,1,100000002,510000001743,
26,,Segment,3,0,Image 1,1,1,100000003,510000001744,
115,,Segment,3,1,Image 1,2,1,100000003,510000001745,
99,,Segment,3,0,Image 1,1,1,100000003,510000001746,
191,,Segment,3,1,Image 1,1,1,100000004,510000001747,
141,,Segment,3,1,Image 1,1,1,100000004,510000001748,
288,,Segment,3,4,Image 1,3,1,100000004,510000001749,
81,,Segment,3,1,Image 1,1,1,100000005,510000001750,
85,,Segment,3,1,Image 1,1,1,100000005,510000001751,
26,,Segment,3,1,Image 1,1,1,100000005,510000001752,
74,,Segment,3,1,Image 1,1,1,100000006,510000001753,
230,,Segment,3,2,Image 1,1,1,100000006,510000001754,
85,,Segment,3,1,Image 1,1,1,100000007,510000001755,
150,,Segment,3,1,Image 1,1,1,100000007,510000001756,
315,,Segment,3,2,Image 1,1,1,100000007,510000001757,
135,,Segment,3,1,Image 1,1,1,100000009,510000001758,
242,,Segment,3,2,Image 1,1,1,100000009,510000001759,
46,,Segment,3,1,Image 1,1,1,100000010,510000001760,
176,,Segment,3,1,Image 1,1,1,100000010,510000001761,
182,,Segment,3,1,Image 1,1,1,100000011,510000001762,
358,,Segment,3,3,Image 1,2,1,100000011,510000001763,
82,,Segment,3,1,Image 1,1,1,100000011,510000001764,
224,,Segment,3,2,Image 1,2,1,100000011,510000001765,
