
Segment Intensity Mean Ch=1 Img=1
 ==================== 
Segment Intensity Mean,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
224.085,,Segment,1,1,Image 1,1,1,100000000,510000000001,
182.348,,Segment,1,2,Image 1,1,1,100000000,510000000003,
121.469,,Segment,1,3,Image 1,1,1,100000000,510000000007,
138.546,,Segment,1,3,Image 1,2,1,100000000,510000000039,
192.436,,Segment,1,2,Image 1,2,1,100000000,510000000051,
133.663,,Segment,1,3,Image 1,2,1,100000000,510000000054,
120.719,,Segment,1,3,Image 1,3,1,100000000,510000000060,
210.417,,Segment,1,1,Image 1,1,1,100000000,510000000083,
148.346,,Segment,1,2,Image 1,1,1,100000000,510000000098,
120.707,,Segment,1,3,Image 1,1,1,100000000,510000000103,
98.0885,,Segment,1,3,Image 1,2,1,100000000,510000000123,
235.229,,Segment,1,2,Image 1,1,1,100000000,510000000137,
132.926,,Segment,1,3,Image 1,1,1,100000000,510000000139,
158.762,,Segment,1,3,Image 1,2,1,100000000,510000000160,
174.926,,Segment,1,2,Image 1,2,1,100000000,510000000181,
155.777,,Segment,1,2,Image 1,2,1,100000000,510000000190,
186.061,,Segment,1,2,Image 1,2,1,100000000,510000000208,
210.777,,Segment,1,2,Image 1,1,1,100000001,510000000218,
190.199,,Segment,1,3,Image 1,1,1,100000001,510000000225,
176.109,,Segment,1,3,Image 1,2,1,100000001,510000000234,
186.445,,Segment,1,2,Image 1,2,1,100000001,510000000244,
247.535,,Segment,1,1,Image 1,1,1,100000001,510000000263,
198.165,,Segment,1,2,Image 1,1,1,100000001,510000000265,
239.122,,Segment,1,1,Image 1,1,1,100000001,510000000277,
155.51,,Segment,1,2,Image 1,1,1,100000001,510000000280,
139.575,,Segment,1,3,Image 1,1,1,100000001,510000000291,
150.177,,Segment,1,3,Image 1,2,1,100000001,510000000304,
156.424,,Segment,1,2,Image 1,2,1,100000001,510000000325,
124.867,,Segment,1,3,Image 1,2,1,100000001,510000000335,
116.982,,Segment,1,3,Image 1,3,1,100000001,510000000360,
237.876,,Segment,1,1,Image 1,1,1,100000001,510000000372,
194.408,,Segment,1,2,Image 1,2,1,100000001,510000000378,
195.967,,Segment,1,3,Image 1,1,1,100000002,510000000392,
179.636,,Segment,1,2,Image 1,2,1,100000002,510000000405,
251.825,,Segment,1,1,Image 1,1,1,100000002,510000000415,
150.315,,Segment,1,2,Image 1,1,1,100000002,510000000417,
209.482,,Segment,1,4,Image 1,2,1,100000002,510000000430,
170.207,,Segment,1,4,Image 1,1,1,100000002,510000000449,
134.226,,Segment,1,5,Image 1,1,1,100000002,510000000451,
243.95,,Segment,1,2,Image 1,2,1,100000002,510000000457,
193.247,,Segment,1,3,Image 1,2,1,100000002,510000000459,
188.377,,Segment,1,2,Image 1,2,1,100000002,510000000468,
176.263,,Segment,1,3,Image 1,2,1,100000002,510000000470,
176.575,,Segment,1,3,Image 1,3,1,100000002,510000000481,
167.177,,Segment,1,3,Image 1,2,1,100000002,510000000485,
196,,Segment,1,5,Image 1,2,1,100000002,510000000490,
236.934,,Segment,1,1,Image 1,1,1,100000002,510000000503,
131.969,,Segment,1,1,Image 1,1,1,100000003,510000000517,
205.776,,Segment,1,1,Image 1,1,1,100000003,510000000532,
156.389,,Segment,1,2,Image 1,1,1,100000003,510000000537,
169.484,,Segment,1,2,Image 1,2,1,100000003,510000000547,
146.046,,Segment,1,3,Image 1,2,1,100000003,510000000550,
116.134,,Segment,1,4,Image 1,2,1,100000003,510000000555,
85.886,,Segment,1,5,Image 1,2,1,100000003,510000000558,
127.674,,Segment,1,4,Image 1,3,1,100000003,510000000575,
167.242,,Segment,1,3,Image 1,3,1,100000003,510000000585,
118.001,,Segment,1,4,Image 1,3,1,100000003,510000000591,
132.933,,Segment,1,4,Image 1,4,1,100000003,510000000611,
151.442,,Segment,1,2,Image 1,3,1,100000003,510000000625,
125.761,,Segment,1,5,Image 1,3,1,100000003,510000000650,
161.125,,Segment,1,1,Image 1,2,1,100000003,510000000668,
125.652,,Segment,1,2,Image 1,2,1,100000003,510000000672,
216.984,,Segment,1,1,Image 1,1,1,100000004,510000000678,
176.034,,Segment,1,2,Image 1,1,1,100000004,510000000680,
158.807,,Segment,1,2,Image 1,1,1,100000004,510000000686,
165.922,,Segment,1,3,Image 1,1,1,100000004,510000000700,
123.023,,Segment,1,3,Image 1,2,1,100000004,510000000703,
207.13,,Segment,1,1,Image 1,1,1,100000004,510000000705,
191.224,,Segment,1,2,Image 1,1,1,100000004,510000000720,
136.33,,Segment,1,3,Image 1,1,1,100000004,510000000723,
153.157,,Segment,1,4,Image 1,1,1,100000004,510000000727,
147.89,,Segment,1,4,Image 1,2,1,100000004,510000000730,
160.69,,Segment,1,3,Image 1,2,1,100000004,510000000733,
198.399,,Segment,1,2,Image 1,2,1,100000004,510000000740,
222.543,,Segment,1,3,Image 1,2,1,100000004,510000000743,
129.983,,Segment,1,4,Image 1,2,1,100000004,510000000745,
206.634,,Segment,1,2,Image 1,2,1,100000004,510000000751,
141.535,,Segment,1,3,Image 1,3,1,100000004,510000000756,
149.666,,Segment,1,2,Image 1,2,1,100000004,510000000766,
123.957,,Segment,1,2,Image 1,2,1,100000004,510000000771,
146.39,,Segment,1,3,Image 1,2,1,100000004,510000000784,
213.501,,Segment,1,2,Image 1,1,1,100000005,510000000789,
170.649,,Segment,1,2,Image 1,2,1,100000005,510000000803,
163.095,,Segment,1,2,Image 1,2,1,100000005,510000000827,
203.411,,Segment,1,2,Image 1,2,1,100000005,510000000841,
196.186,,Segment,1,2,Image 1,2,1,100000005,510000000846,
246.141,,Segment,1,2,Image 1,1,1,100000005,510000000866,
193.96,,Segment,1,3,Image 1,1,1,100000005,510000000869,
167.556,,Segment,1,2,Image 1,2,1,100000005,510000000880,
183.778,,Segment,1,3,Image 1,2,1,100000005,510000000897,
247.107,,Segment,1,2,Image 1,1,1,100000005,510000000911,
132.308,,Segment,1,3,Image 1,1,1,100000005,510000000913,
255,,Segment,1,3,Image 1,2,1,100000005,510000000942,
164.686,,Segment,1,4,Image 1,2,1,100000005,510000000947,
156.001,,Segment,1,4,Image 1,3,1,100000005,510000000964,
121.656,,Segment,1,3,Image 1,1,1,100000006,510000000982,
156.556,,Segment,1,2,Image 1,2,1,100000006,510000001003,
221.071,,Segment,1,1,Image 1,1,1,100000006,510000001027,
135.699,,Segment,1,3,Image 1,2,1,100000006,510000001041,
149.025,,Segment,1,3,Image 1,2,1,100000006,510000001060,
226.148,,Segment,1,1,Image 1,1,1,100000006,510000001090,
231.872,,Segment,1,2,Image 1,1,1,100000007,510000001100,
216.818,,Segment,1,3,Image 1,1,1,100000007,510000001103,
163.762,,Segment,1,4,Image 1,1,1,100000007,510000001107,
89.9928,,Segment,1,5,Image 1,1,1,100000007,510000001119,
114.215,,Segment,1,5,Image 1,2,1,100000007,510000001123,
187.106,,Segment,1,3,Image 1,2,1,100000007,510000001133,
103.11,,Segment,1,4,Image 1,2,1,100000007,510000001136,
100.143,,Segment,1,4,Image 1,3,1,100000007,510000001147,
134.795,,Segment,1,3,Image 1,1,1,100000007,510000001157,
157.192,,Segment,1,3,Image 1,2,1,100000007,510000001178,
132.607,,Segment,1,4,Image 1,2,1,100000007,510000001191,
140.071,,Segment,1,4,Image 1,3,1,100000007,510000001202,
133.107,,Segment,1,2,Image 1,2,1,100000007,510000001210,
224.395,,Segment,1,1,Image 1,1,1,100000007,510000001236,
175.243,,Segment,1,2,Image 1,1,1,100000007,510000001238,
165.614,,Segment,1,2,Image 1,2,1,100000007,510000001254,
165.548,,Segment,1,2,Image 1,2,1,100000007,510000001270,
189.417,,Segment,1,4,Image 1,2,1,100000007,510000001294,
210.454,,Segment,1,1,Image 1,1,1,100000008,510000001301,
172.014,,Segment,1,1,Image 1,1,1,100000008,510000001322,
195.644,,Segment,1,1,Image 1,1,1,100000008,510000001349,
200.039,,Segment,1,1,Image 1,1,1,100000008,510000001360,
228.775,,Segment,1,1,Image 1,1,1,100000008,510000001373,
164.168,,Segment,1,2,Image 1,1,1,100000008,510000001375,
122.858,,Segment,1,3,Image 1,1,1,100000008,510000001384,
153.182,,Segment,1,3,Image 1,2,1,100000008,510000001387,
214.028,,Segment,1,4,Image 1,2,1,100000008,510000001391,
171.896,,Segment,1,4,Image 1,3,1,100000008,510000001408,
130.203,,Segment,1,2,Image 1,2,1,100000008,510000001424,
168.778,,Segment,1,2,Image 1,1,1,100000009,510000001441,
151.69,,Segment,1,2,Image 1,2,1,100000009,510000001449,
174.207,,Segment,1,1,Image 1,1,1,100000009,510000001468,
238.276,,Segment,1,1,Image 1,1,1,100000009,510000001489,
163.122,,Segment,1,2,Image 1,2,1,100000009,510000001491,
110.583,,Segment,1,3,Image 1,1,1,100000009,510000001494,
