
Segment Center Intensity Max Ch=3 Img=1
 ==================== 
Segment Center Intensity Max,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
191,,Segment,3,3,Image 1,2,1,100000002,510000000470,
177,,Segment,3,3,Image 1,3,1,100000002,510000000481,
181,,Segment,3,3,Image 1,2,1,100000002,510000000485,
198,,Segment,3,5,Image 1,2,1,100000002,510000000490,
206,,Segment,3,1,Image 1,1,1,100000002,510000000503,
203,,Segment,3,1,Image 1,1,1,100000003,510000000517,
99,,Segment,3,1,Image 1,1,1,100000003,510000000532,
190,,Segment,3,2,Image 1,1,1,100000003,510000000537,
168,,Segment,3,2,Image 1,2,1,100000003,510000000547,
171,,Segment,3,3,Image 1,2,1,100000003,510000000550,
183,,Segment,3,4,Image 1,2,1,100000003,510000000555,
203,,Segment,3,5,Image 1,2,1,100000003,510000000558,
204,,Segment,3,4,Image 1,3,1,100000003,510000000575,
185,,Segment,3,3,Image 1,3,1,100000003,510000000585,
204,,Segment,3,4,Image 1,3,1,100000003,510000000591,
202,,Segment,3,4,Image 1,4,1,100000003,510000000611,
200,,Segment,3,2,Image 1,3,1,100000003,510000000625,
206,,Segment,3,5,Image 1,3,1,100000003,510000000650,
195,,Segment,3,1,Image 1,2,1,100000003,510000000668,
189,,Segment,3,2,Image 1,2,1,100000003,510000000672,
166,,Segment,3,1,Image 1,1,1,100000004,510000000678,
192,,Segment,3,2,Image 1,1,1,100000004,510000000680,
199,,Segment,3,2,Image 1,1,1,100000004,510000000686,
199,,Segment,3,3,Image 1,1,1,100000004,510000000700,
202,,Segment,3,3,Image 1,2,1,100000004,510000000703,
190,,Segment,3,1,Image 1,1,1,100000004,510000000705,
181,,Segment,3,2,Image 1,1,1,100000004,510000000720,
189,,Segment,3,3,Image 1,1,1,100000004,510000000723,
203,,Segment,3,4,Image 1,1,1,100000004,510000000727,
175,,Segment,3,4,Image 1,2,1,100000004,510000000730,
196,,Segment,3,3,Image 1,2,1,100000004,510000000733,
162,,Segment,3,2,Image 1,2,1,100000004,510000000740,
148,,Segment,3,3,Image 1,2,1,100000004,510000000743,
198,,Segment,3,4,Image 1,2,1,100000004,510000000745,
176,,Segment,3,2,Image 1,2,1,100000004,510000000751,
192,,Segment,3,3,Image 1,3,1,100000004,510000000756,
192,,Segment,3,2,Image 1,2,1,100000004,510000000766,
199,,Segment,3,2,Image 1,2,1,100000004,510000000771,
181,,Segment,3,3,Image 1,2,1,100000004,510000000784,
142,,Segment,3,2,Image 1,1,1,100000005,510000000789,
197,,Segment,3,2,Image 1,2,1,100000005,510000000803,
210,,Segment,3,2,Image 1,2,1,100000005,510000000827,
150,,Segment,3,2,Image 1,2,1,100000005,510000000841,
205,,Segment,3,2,Image 1,2,1,100000005,510000000846,
136,,Segment,3,2,Image 1,1,1,100000005,510000000866,
199,,Segment,3,3,Image 1,1,1,100000005,510000000869,
196,,Segment,3,2,Image 1,2,1,100000005,510000000880,
203,,Segment,3,3,Image 1,2,1,100000005,510000000897,
85,,Segment,3,2,Image 1,1,1,100000005,510000000911,
192,,Segment,3,3,Image 1,1,1,100000005,510000000913,
56,,Segment,3,3,Image 1,2,1,100000005,510000000942,
179,,Segment,3,4,Image 1,2,1,100000005,510000000947,
193,,Segment,3,4,Image 1,3,1,100000005,510000000964,
220,,Segment,3,3,Image 1,1,1,100000006,510000000982,
208,,Segment,3,2,Image 1,2,1,100000006,510000001003,
204,,Segment,3,1,Image 1,1,1,100000006,510000001027,
210,,Segment,3,3,Image 1,2,1,100000006,510000001041,
199,,Segment,3,3,Image 1,2,1,100000006,510000001060,
202,,Segment,3,1,Image 1,1,1,100000006,510000001090,
97,,Segment,3,2,Image 1,1,1,100000007,510000001100,
146,,Segment,3,3,Image 1,1,1,100000007,510000001103,
207,,Segment,3,4,Image 1,1,1,100000007,510000001107,
202,,Segment,3,5,Image 1,1,1,100000007,510000001119,
201,,Segment,3,5,Image 1,2,1,100000007,510000001123,
173,,Segment,3,3,Image 1,2,1,100000007,510000001133,
198,,Segment,3,4,Image 1,2,1,100000007,510000001136,
198,,Segment,3,4,Image 1,3,1,100000007,510000001147,
208,,Segment,3,3,Image 1,1,1,100000007,510000001157,
197,,Segment,3,3,Image 1,2,1,100000007,510000001178,
194,,Segment,3,4,Image 1,2,1,100000007,510000001191,
213,,Segment,3,4,Image 1,3,1,100000007,510000001202,
200,,Segment,3,2,Image 1,2,1,100000007,510000001210,
105,,Segment,3,1,Image 1,1,1,100000007,510000001236,
181,,Segment,3,2,Image 1,1,1,100000007,510000001238,
194,,Segment,3,2,Image 1,2,1,100000007,510000001254,
209,,Segment,3,2,Image 1,2,1,100000007,510000001270,
182,,Segment,3,4,Image 1,2,1,100000007,510000001294,
181,,Segment,3,1,Image 1,1,1,100000008,510000001301,
206,,Segment,3,1,Image 1,1,1,100000008,510000001322,
197,,Segment,3,1,Image 1,1,1,100000008,510000001349,
193,,Segment,3,1,Image 1,1,1,100000008,510000001360,
131,,Segment,3,1,Image 1,1,1,100000008,510000001373,
176,,Segment,3,2,Image 1,1,1,100000008,510000001375,
161,,Segment,3,3,Image 1,1,1,100000008,510000001384,
151,,Segment,3,3,Image 1,2,1,100000008,510000001387,
172,,Segment,3,4,Image 1,2,1,100000008,510000001391,
198,,Segment,3,4,Image 1,3,1,100000008,510000001408,
170,,Segment,3,2,Image 1,2,1,100000008,510000001424,
186,,Segment,3,2,Image 1,1,1,100000009,510000001441,
190,,Segment,3,2,Image 1,2,1,100000009,510000001449,
204,,Segment,3,1,Image 1,1,1,100000009,510000001468,
116,,Segment,3,1,Image 1,1,1,100000009,510000001489,
134,,Segment,3,2,Image 1,2,1,100000009,510000001491,
209,,Segment,3,3,Image 1,1,1,100000009,510000001494,
188,,Segment,3,3,Image 1,2,1,100000009,510000001510,
200,,Segment,3,1,Image 1,1,1,100000009,510000001514,
178,,Segment,3,1,Image 1,1,1,100000009,510000001533,
170,,Segment,3,1,Image 1,1,1,100000010,510000001537,
193,,Segment,3,2,Image 1,1,1,100000010,510000001541,
208,,Segment,3,2,Image 1,2,1,100000010,510000001558,
188,,Segment,3,2,Image 1,1,1,100000010,510000001575,
201,,Segment,3,2,Image 1,2,1,100000010,510000001584,
162,,Segment,3,2,Image 1,2,1,100000010,510000001609,
196,,Segment,3,1,Image 1,1,1,100000010,510000001626,
170,,Segment,3,2,Image 1,1,1,100000010,510000001636,
188,,Segment,3,2,Image 1,2,1,100000010,510000001640,
182,,Segment,3,3,Image 1,2,1,100000010,510000001649,
187,,Segment,3,3,Image 1,3,1,100000010,510000001652,
153,,Segment,3,2,Image 1,1,1,100000010,510000001659,
173,,Segment,3,3,Image 1,1,1,100000010,510000001662,
181,,Segment,3,3,Image 1,2,1,100000010,510000001672,
204,,Segment,3,2,Image 1,1,1,100000011,510000001682,
167,,Segment,3,2,Image 1,2,1,100000011,510000001692,
198,,Segment,3,3,Image 1,3,1,100000011,510000001695,
199,,Segment,3,2,Image 1,1,1,100000011,510000001716,
199,,Segment,3,3,Image 1,2,1,100000011,510000001718,
199,,Segment,3,3,Image 1,1,1,100000011,510000001719,
200,,Segment,3,1,Image 1,1,1,100000011,510000001726,
90,,Segment,3,1,Image 1,1,1,100000000,510000001736,
72,,Segment,3,1,Image 1,1,1,100000000,510000001737,
64,,Segment,3,1,Image 1,1,1,100000001,510000001738,
94,,Segment,3,1,Image 1,1,1,100000002,510000001739,
100,,Segment,3,2,Image 1,1,1,100000002,510000001740,
114,,Segment,3,1,Image 1,1,1,100000002,510000001741,
135,,Segment,3,2,Image 1,1,1,100000002,510000001742,
153,,Segment,3,3,Image 1,1,1,100000002,510000001743,
26,,Segment,3,0,Image 1,1,1,100000003,510000001744,
89,,Segment,3,1,Image 1,2,1,100000003,510000001745,
99,,Segment,3,0,Image 1,1,1,100000003,510000001746,
155,,Segment,3,1,Image 1,1,1,100000004,510000001747,
105,,Segment,3,1,Image 1,1,1,100000004,510000001748,
148,,Segment,3,4,Image 1,3,1,100000004,510000001749,
81,,Segment,3,1,Image 1,1,1,100000005,510000001750,
85,,Segment,3,1,Image 1,1,1,100000005,510000001751,
26,,Segment,3,1,Image 1,1,1,100000005,510000001752,
74,,Segment,3,1,Image 1,1,1,100000006,510000001753,
156,,Segment,3,2,Image 1,1,1,100000006,510000001754,
85,,Segment,3,1,Image 1,1,1,100000007,510000001755,
150,,Segment,3,1,Image 1,1,1,100000007,510000001756,
165,,Segment,3,2,Image 1,1,1,100000007,510000001757,
97,,Segment,3,1,Image 1,1,1,100000009,510000001758,
126,,Segment,3,2,Image 1,1,1,100000009,510000001759,
23,,Segment,3,1,Image 1,1,1,100000010,510000001760,
153,,Segment,3,1,Image 1,1,1,100000010,510000001761,
146,,Segment,3,1,Image 1,1,1,100000011,510000001762,
191,,Segment,3,3,Image 1,2,1,100000011,510000001763,
46,,Segment,3,1,Image 1,1,1,100000011,510000001764,
178,,Segment,3,2,Image 1,2,1,100000011,510000001765,
