
Segment Center Intensity Min Ch=2 Img=1
 ==================== 
Segment Center Intensity Min,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
12,,Segment,2,1,Image 1,1,1,100000000,510000000001,
44,,Segment,2,2,Image 1,1,1,100000000,510000000003,
43,,Segment,2,3,Image 1,1,1,100000000,510000000007,
0,,Segment,2,3,Image 1,2,1,100000000,510000000039,
44,,Segment,2,2,Image 1,2,1,100000000,510000000051,
142,,Segment,2,3,Image 1,2,1,100000000,510000000054,
103,,Segment,2,3,Image 1,3,1,100000000,510000000060,
78,,Segment,2,1,Image 1,1,1,100000000,510000000083,
82,,Segment,2,2,Image 1,1,1,100000000,510000000098,
88,,Segment,2,3,Image 1,1,1,100000000,510000000103,
142,,Segment,2,3,Image 1,2,1,100000000,510000000123,
45,,Segment,2,2,Image 1,1,1,100000000,510000000137,
65,,Segment,2,3,Image 1,1,1,100000000,510000000139,
65,,Segment,2,3,Image 1,2,1,100000000,510000000160,
22,,Segment,2,2,Image 1,2,1,100000000,510000000181,
80,,Segment,2,2,Image 1,2,1,100000000,510000000190,
63,,Segment,2,2,Image 1,2,1,100000000,510000000208,
62,,Segment,2,2,Image 1,1,1,100000001,510000000218,
76,,Segment,2,3,Image 1,1,1,100000001,510000000225,
36,,Segment,2,3,Image 1,2,1,100000001,510000000234,
62,,Segment,2,2,Image 1,2,1,100000001,510000000244,
44,,Segment,2,1,Image 1,1,1,100000001,510000000263,
65,,Segment,2,2,Image 1,1,1,100000001,510000000265,
66,,Segment,2,1,Image 1,1,1,100000001,510000000277,
35,,Segment,2,2,Image 1,1,1,100000001,510000000280,
79,,Segment,2,3,Image 1,1,1,100000001,510000000291,
53,,Segment,2,3,Image 1,2,1,100000001,510000000304,
100,,Segment,2,2,Image 1,2,1,100000001,510000000325,
72,,Segment,2,3,Image 1,2,1,100000001,510000000335,
148,,Segment,2,3,Image 1,3,1,100000001,510000000360,
64,,Segment,2,1,Image 1,1,1,100000001,510000000372,
66,,Segment,2,2,Image 1,2,1,100000001,510000000378,
61,,Segment,2,3,Image 1,1,1,100000002,510000000392,
88,,Segment,2,2,Image 1,2,1,100000002,510000000405,
41,,Segment,2,1,Image 1,1,1,100000002,510000000415,
19,,Segment,2,2,Image 1,1,1,100000002,510000000417,
1,,Segment,2,4,Image 1,2,1,100000002,510000000430,
94,,Segment,2,4,Image 1,1,1,100000002,510000000449,
85,,Segment,2,5,Image 1,1,1,100000002,510000000451,
71,,Segment,2,2,Image 1,2,1,100000002,510000000457,
96,,Segment,2,3,Image 1,2,1,100000002,510000000459,
99,,Segment,2,2,Image 1,2,1,100000002,510000000468,
52,,Segment,2,3,Image 1,2,1,100000002,510000000470,
99,,Segment,2,3,Image 1,3,1,100000002,510000000481,
104,,Segment,2,3,Image 1,2,1,100000002,510000000485,
56,,Segment,2,5,Image 1,2,1,100000002,510000000490,
43,,Segment,2,1,Image 1,1,1,100000002,510000000503,
30,,Segment,2,1,Image 1,1,1,100000003,510000000517,
14,,Segment,2,1,Image 1,1,1,100000003,510000000532,
95,,Segment,2,2,Image 1,1,1,100000003,510000000537,
69,,Segment,2,2,Image 1,2,1,100000003,510000000547,
147,,Segment,2,3,Image 1,2,1,100000003,510000000550,
163,,Segment,2,4,Image 1,2,1,100000003,510000000555,
176,,Segment,2,5,Image 1,2,1,100000003,510000000558,
85,,Segment,2,4,Image 1,3,1,100000003,510000000575,
46,,Segment,2,3,Image 1,3,1,100000003,510000000585,
97,,Segment,2,4,Image 1,3,1,100000003,510000000591,
75,,Segment,2,4,Image 1,4,1,100000003,510000000611,
69,,Segment,2,2,Image 1,3,1,100000003,510000000625,
4,,Segment,2,5,Image 1,3,1,100000003,510000000650,
96,,Segment,2,1,Image 1,2,1,100000003,510000000668,
95,,Segment,2,2,Image 1,2,1,100000003,510000000672,
31,,Segment,2,1,Image 1,1,1,100000004,510000000678,
118,,Segment,2,2,Image 1,1,1,100000004,510000000680,
79,,Segment,2,2,Image 1,1,1,100000004,510000000686,
100,,Segment,2,3,Image 1,1,1,100000004,510000000700,
165,,Segment,2,3,Image 1,2,1,100000004,510000000703,
31,,Segment,2,1,Image 1,1,1,100000004,510000000705,
31,,Segment,2,2,Image 1,1,1,100000004,510000000720,
115,,Segment,2,3,Image 1,1,1,100000004,510000000723,
