
Segment Center Intensity Min Ch=3 Img=1
 ==================== 
Segment Center Intensity Min,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
14,,Segment,3,1,Image 1,1,1,100000000,510000000001,
51,,Segment,3,2,Image 1,1,1,100000000,510000000003,
61,,Segment,3,3,Image 1,1,1,100000000,510000000007,
32,,Segment,3,3,Image 1,2,1,100000000,510000000039,
51,,Segment,3,2,Image 1,2,1,100000000,510000000051,
145,,Segment,3,3,Image 1,2,1,100000000,510000000054,
111,,Segment,3,3,Image 1,3,1,100000000,510000000060,
75,,Segment,3,1,Image 1,1,1,100000000,510000000083,
90,,Segment,3,2,Image 1,1,1,100000000,510000000098,
102,,Segment,3,3,Image 1,1,1,100000000,510000000103,
148,,Segment,3,3,Image 1,2,1,100000000,510000000123,
55,,Segment,3,2,Image 1,1,1,100000000,510000000137,
79,,Segment,3,3,Image 1,1,1,100000000,510000000139,
79,,Segment,3,3,Image 1,2,1,100000000,510000000160,
26,,Segment,3,2,Image 1,2,1,100000000,510000000181,
90,,Segment,3,2,Image 1,2,1,100000000,510000000190,
72,,Segment,3,2,Image 1,2,1,100000000,510000000208,
64,,Segment,3,2,Image 1,1,1,100000001,510000000218,
85,,Segment,3,3,Image 1,1,1,100000001,510000000225,
64,,Segment,3,3,Image 1,2,1,100000001,510000000234,
64,,Segment,3,2,Image 1,2,1,100000001,510000000244,
48,,Segment,3,1,Image 1,1,1,100000001,510000000263,
74,,Segment,3,2,Image 1,1,1,100000001,510000000265,
72,,Segment,3,1,Image 1,1,1,100000001,510000000277,
51,,Segment,3,2,Image 1,1,1,100000001,510000000280,
97,,Segment,3,3,Image 1,1,1,100000001,510000000291,
60,,Segment,3,3,Image 1,2,1,100000001,510000000304,
106,,Segment,3,2,Image 1,2,1,100000001,510000000325,
101,,Segment,3,3,Image 1,2,1,100000001,510000000335,
159,,Segment,3,3,Image 1,3,1,100000001,510000000360,
72,,Segment,3,1,Image 1,1,1,100000001,510000000372,
74,,Segment,3,2,Image 1,2,1,100000001,510000000378,
71,,Segment,3,3,Image 1,1,1,100000002,510000000392,
94,,Segment,3,2,Image 1,2,1,100000002,510000000405,
45,,Segment,3,1,Image 1,1,1,100000002,510000000415,
68,,Segment,3,2,Image 1,1,1,100000002,510000000417,
1,,Segment,3,4,Image 1,2,1,100000002,510000000430,
105,,Segment,3,4,Image 1,1,1,100000002,510000000449,
103,,Segment,3,5,Image 1,1,1,100000002,510000000451,
83,,Segment,3,2,Image 1,2,1,100000002,510000000457,
102,,Segment,3,3,Image 1,2,1,100000002,510000000459,
100,,Segment,3,2,Image 1,2,1,100000002,510000000468,
71,,Segment,3,3,Image 1,2,1,100000002,510000000470,
102,,Segment,3,3,Image 1,3,1,100000002,510000000481,
103,,Segment,3,3,Image 1,2,1,100000002,510000000485,
58,,Segment,3,5,Image 1,2,1,100000002,510000000490,
50,,Segment,3,1,Image 1,1,1,100000002,510000000503,
26,,Segment,3,1,Image 1,1,1,100000003,510000000517,
34,,Segment,3,1,Image 1,1,1,100000003,510000000532,
97,,Segment,3,2,Image 1,1,1,100000003,510000000537,
89,,Segment,3,2,Image 1,2,1,100000003,510000000547,
151,,Segment,3,3,Image 1,2,1,100000003,510000000550,
171,,Segment,3,4,Image 1,2,1,100000003,510000000555,
182,,Segment,3,5,Image 1,2,1,100000003,510000000558,
109,,Segment,3,4,Image 1,3,1,100000003,510000000575,
87,,Segment,3,3,Image 1,3,1,100000003,510000000585,
106,,Segment,3,4,Image 1,3,1,100000003,510000000591,
86,,Segment,3,4,Image 1,4,1,100000003,510000000611,
85,,Segment,3,2,Image 1,3,1,100000003,510000000625,
0,,Segment,3,5,Image 1,3,1,100000003,510000000650,
99,,Segment,3,1,Image 1,2,1,100000003,510000000668,
97,,Segment,3,2,Image 1,2,1,100000003,510000000672,
36,,Segment,3,1,Image 1,1,1,100000004,510000000678,
132,,Segment,3,2,Image 1,1,1,100000004,510000000680,
90,,Segment,3,2,Image 1,1,1,100000004,510000000686,
106,,Segment,3,3,Image 1,1,1,100000004,510000000700,
170,,Segment,3,3,Image 1,2,1,100000004,510000000703,
36,,Segment,3,1,Image 1,1,1,100000004,510000000705,
35,,Segment,3,2,Image 1,1,1,100000004,510000000720,
117,,Segment,3,3,Image 1,1,1,100000004,510000000723,
84,,Segment,3,4,Image 1,1,1,100000004,510000000727,
143,,Segment,3,4,Image 1,2,1,100000004,510000000730,
121,,Segment,3,3,Image 1,2,1,100000004,510000000733,
105,,Segment,3,2,Image 1,2,1,100000004,510000000740,
86,,Segment,3,3,Image 1,2,1,100000004,510000000743,
148,,Segment,3,4,Image 1,2,1,100000004,510000000745,
15,,Segment,3,2,Image 1,2,1,100000004,510000000751,
122,,Segment,3,3,Image 1,3,1,100000004,510000000756,
134,,Segment,3,2,Image 1,2,1,100000004,510000000766,
107,,Segment,3,2,Image 1,2,1,100000004,510000000771,
91,,Segment,3,3,Image 1,2,1,100000004,510000000784,
81,,Segment,3,2,Image 1,1,1,100000005,510000000789,
35,,Segment,3,2,Image 1,2,1,100000005,510000000803,
67,,Segment,3,2,Image 1,2,1,100000005,510000000827,
85,,Segment,3,2,Image 1,2,1,100000005,510000000841,
26,,Segment,3,2,Image 1,2,1,100000005,510000000846,
26,,Segment,3,2,Image 1,1,1,100000005,510000000866,
29,,Segment,3,3,Image 1,1,1,100000005,510000000869,
26,,Segment,3,2,Image 1,2,1,100000005,510000000880,
23,,Segment,3,3,Image 1,2,1,100000005,510000000897,
36,,Segment,3,2,Image 1,1,1,100000005,510000000911,
56,,Segment,3,3,Image 1,1,1,100000005,510000000913,
15,,Segment,3,3,Image 1,2,1,100000005,510000000942,
7,,Segment,3,4,Image 1,2,1,100000005,510000000947,
26,,Segment,3,4,Image 1,3,1,100000005,510000000964,
35,,Segment,3,3,Image 1,1,1,100000006,510000000982,
46,,Segment,3,2,Image 1,2,1,100000006,510000001003,
84,,Segment,3,1,Image 1,1,1,100000006,510000001027,
74,,Segment,3,3,Image 1,2,1,100000006,510000001041,
156,,Segment,3,3,Image 1,2,1,100000006,510000001060,
136,,Segment,3,1,Image 1,1,1,100000006,510000001090,
83,,Segment,3,2,Image 1,1,1,100000007,510000001100,
97,,Segment,3,3,Image 1,1,1,100000007,510000001103,
99,,Segment,3,4,Image 1,1,1,100000007,510000001107,
182,,Segment,3,5,Image 1,1,1,100000007,510000001119,
180,,Segment,3,5,Image 1,2,1,100000007,510000001123,
97,,Segment,3,3,Image 1,2,1,100000007,510000001133,
172,,Segment,3,4,Image 1,2,1,100000007,510000001136,
155,,Segment,3,4,Image 1,3,1,100000007,510000001147,
121,,Segment,3,3,Image 1,1,1,100000007,510000001157,
92,,Segment,3,3,Image 1,2,1,100000007,510000001178,
126,,Segment,3,4,Image 1,2,1,100000007,510000001191,
118,,Segment,3,4,Image 1,3,1,100000007,510000001202,
129,,Segment,3,2,Image 1,2,1,100000007,510000001210,
82,,Segment,3,1,Image 1,1,1,100000007,510000001236,
85,,Segment,3,2,Image 1,1,1,100000007,510000001238,
96,,Segment,3,2,Image 1,2,1,100000007,510000001254,
42,,Segment,3,2,Image 1,2,1,100000007,510000001270,
142,,Segment,3,4,Image 1,2,1,100000007,510000001294,
17,,Segment,3,1,Image 1,1,1,100000008,510000001301,
21,,Segment,3,1,Image 1,1,1,100000008,510000001322,
21,,Segment,3,1,Image 1,1,1,100000008,510000001349,
21,,Segment,3,1,Image 1,1,1,100000008,510000001360,
21,,Segment,3,1,Image 1,1,1,100000008,510000001373,
20,,Segment,3,2,Image 1,1,1,100000008,510000001375,
136,,Segment,3,3,Image 1,1,1,100000008,510000001384,
109,,Segment,3,3,Image 1,2,1,100000008,510000001387,
67,,Segment,3,4,Image 1,2,1,100000008,510000001391,
75,,Segment,3,4,Image 1,3,1,100000008,510000001408,
131,,Segment,3,2,Image 1,2,1,100000008,510000001424,
97,,Segment,3,2,Image 1,1,1,100000009,510000001441,
97,,Segment,3,2,Image 1,2,1,100000009,510000001449,
38,,Segment,3,1,Image 1,1,1,100000009,510000001468,
38,,Segment,3,1,Image 1,1,1,100000009,510000001489,
116,,Segment,3,2,Image 1,2,1,100000009,510000001491,
65,,Segment,3,3,Image 1,1,1,100000009,510000001494,
126,,Segment,3,3,Image 1,2,1,100000009,510000001510,
38,,Segment,3,1,Image 1,1,1,100000009,510000001514,
38,,Segment,3,1,Image 1,1,1,100000009,510000001533,
21,,Segment,3,1,Image 1,1,1,100000010,510000001537,
57,,Segment,3,2,Image 1,1,1,100000010,510000001541,
106,,Segment,3,2,Image 1,2,1,100000010,510000001558,
23,,Segment,3,2,Image 1,1,1,100000010,510000001575,
0,,Segment,3,2,Image 1,2,1,100000010,510000001584,
87,,Segment,3,2,Image 1,2,1,100000010,510000001609,
23,,Segment,3,1,Image 1,1,1,100000010,510000001626,
96,,Segment,3,2,Image 1,1,1,100000010,510000001636,
131,,Segment,3,2,Image 1,2,1,100000010,510000001640,
152,,Segment,3,3,Image 1,2,1,100000010,510000001649,
111,,Segment,3,3,Image 1,3,1,100000010,510000001652,
121,,Segment,3,2,Image 1,1,1,100000010,510000001659,
