
Segment Intensity Max Ch=2 Img=1
 ==================== 
Segment Intensity Max,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
204,,Segment,2,5,Image 1,1,1,100000002,510000000451,
135,,Segment,2,2,Image 1,2,1,100000002,510000000457,
200,,Segment,2,3,Image 1,2,1,100000002,510000000459,
188,,Segment,2,2,Image 1,2,1,100000002,510000000468,
199,,Segment,2,3,Image 1,2,1,100000002,510000000470,
205,,Segment,2,3,Image 1,3,1,100000002,510000000481,
203,,Segment,2,3,Image 1,2,1,100000002,510000000485,
196,,Segment,2,5,Image 1,2,1,100000002,510000000490,
199,,Segment,2,1,Image 1,1,1,100000002,510000000503,
221,,Segment,2,1,Image 1,1,1,100000003,510000000517,
195,,Segment,2,1,Image 1,1,1,100000003,510000000532,
198,,Segment,2,2,Image 1,1,1,100000003,510000000537,
186,,Segment,2,2,Image 1,2,1,100000003,510000000547,
190,,Segment,2,3,Image 1,2,1,100000003,510000000550,
200,,Segment,2,4,Image 1,2,1,100000003,510000000555,
198,,Segment,2,5,Image 1,2,1,100000003,510000000558,
210,,Segment,2,4,Image 1,3,1,100000003,510000000575,
202,,Segment,2,3,Image 1,3,1,100000003,510000000585,
207,,Segment,2,4,Image 1,3,1,100000003,510000000591,
206,,Segment,2,4,Image 1,4,1,100000003,510000000611,
206,,Segment,2,2,Image 1,3,1,100000003,510000000625,
220,,Segment,2,5,Image 1,3,1,100000003,510000000650,
207,,Segment,2,1,Image 1,2,1,100000003,510000000668,
194,,Segment,2,2,Image 1,2,1,100000003,510000000672,
194,,Segment,2,1,Image 1,1,1,100000004,510000000678,
204,,Segment,2,2,Image 1,1,1,100000004,510000000680,
215,,Segment,2,2,Image 1,1,1,100000004,510000000686,
202,,Segment,2,3,Image 1,1,1,100000004,510000000700,
202,,Segment,2,3,Image 1,2,1,100000004,510000000703,
202,,Segment,2,1,Image 1,1,1,100000004,510000000705,
206,,Segment,2,2,Image 1,1,1,100000004,510000000720,
207,,Segment,2,3,Image 1,1,1,100000004,510000000723,
207,,Segment,2,4,Image 1,1,1,100000004,510000000727,
212,,Segment,2,4,Image 1,2,1,100000004,510000000730,
206,,Segment,2,3,Image 1,2,1,100000004,510000000733,
192,,Segment,2,2,Image 1,2,1,100000004,510000000740,
188,,Segment,2,3,Image 1,2,1,100000004,510000000743,
210,,Segment,2,4,Image 1,2,1,100000004,510000000745,
211,,Segment,2,2,Image 1,2,1,100000004,510000000751,
203,,Segment,2,3,Image 1,3,1,100000004,510000000756,
203,,Segment,2,2,Image 1,2,1,100000004,510000000766,
205,,Segment,2,2,Image 1,2,1,100000004,510000000771,
211,,Segment,2,3,Image 1,2,1,100000004,510000000784,
202,,Segment,2,2,Image 1,1,1,100000005,510000000789,
222,,Segment,2,2,Image 1,2,1,100000005,510000000803,
212,,Segment,2,2,Image 1,2,1,100000005,510000000827,
190,,Segment,2,2,Image 1,2,1,100000005,510000000841,
220,,Segment,2,2,Image 1,2,1,100000005,510000000846,
189,,Segment,2,2,Image 1,1,1,100000005,510000000866,
208,,Segment,2,3,Image 1,1,1,100000005,510000000869,
207,,Segment,2,2,Image 1,2,1,100000005,510000000880,
216,,Segment,2,3,Image 1,2,1,100000005,510000000897,
152,,Segment,2,2,Image 1,1,1,100000005,510000000911,
211,,Segment,2,3,Image 1,1,1,100000005,510000000913,
71,,Segment,2,3,Image 1,2,1,100000005,510000000942,
178,,Segment,2,4,Image 1,2,1,100000005,510000000947,
190,,Segment,2,4,Image 1,3,1,100000005,510000000964,
221,,Segment,2,3,Image 1,1,1,100000006,510000000982,
215,,Segment,2,2,Image 1,2,1,100000006,510000001003,
225,,Segment,2,1,Image 1,1,1,100000006,510000001027,
208,,Segment,2,3,Image 1,2,1,100000006,510000001041,
202,,Segment,2,3,Image 1,2,1,100000006,510000001060,
206,,Segment,2,1,Image 1,1,1,100000006,510000001090,
176,,Segment,2,2,Image 1,1,1,100000007,510000001100,
188,,Segment,2,3,Image 1,1,1,100000007,510000001103,
207,,Segment,2,4,Image 1,1,1,100000007,510000001107,
208,,Segment,2,5,Image 1,1,1,100000007,510000001119,
206,,Segment,2,5,Image 1,2,1,100000007,510000001123,
194,,Segment,2,3,Image 1,2,1,100000007,510000001133,
205,,Segment,2,4,Image 1,2,1,100000007,510000001136,
210,,Segment,2,4,Image 1,3,1,100000007,510000001147,
206,,Segment,2,3,Image 1,1,1,100000007,510000001157,
207,,Segment,2,3,Image 1,2,1,100000007,510000001178,
196,,Segment,2,4,Image 1,2,1,100000007,510000001191,
218,,Segment,2,4,Image 1,3,1,100000007,510000001202,
206,,Segment,2,2,Image 1,2,1,100000007,510000001210,
204,,Segment,2,1,Image 1,1,1,100000007,510000001236,
199,,Segment,2,2,Image 1,1,1,100000007,510000001238,
200,,Segment,2,2,Image 1,2,1,100000007,510000001254,
210,,Segment,2,2,Image 1,2,1,100000007,510000001270,
211,,Segment,2,4,Image 1,2,1,100000007,510000001294,
208,,Segment,2,1,Image 1,1,1,100000008,510000001301,
218,,Segment,2,1,Image 1,1,1,100000008,510000001322,
205,,Segment,2,1,Image 1,1,1,100000008,510000001349,
214,,Segment,2,1,Image 1,1,1,100000008,510000001360,
176,,Segment,2,1,Image 1,1,1,100000008,510000001373,
187,,Segment,2,2,Image 1,1,1,100000008,510000001375,
180,,Segment,2,3,Image 1,1,1,100000008,510000001384,
166,,Segment,2,3,Image 1,2,1,100000008,510000001387,
201,,Segment,2,4,Image 1,2,1,100000008,510000001391,
200,,Segment,2,4,Image 1,3,1,100000008,510000001408,
176,,Segment,2,2,Image 1,2,1,100000008,510000001424,
193,,Segment,2,2,Image 1,1,1,100000009,510000001441,
209,,Segment,2,2,Image 1,2,1,100000009,510000001449,
210,,Segment,2,1,Image 1,1,1,100000009,510000001468,
139,,Segment,2,1,Image 1,1,1,100000009,510000001489,
162,,Segment,2,2,Image 1,2,1,100000009,510000001491,
211,,Segment,2,3,Image 1,1,1,100000009,510000001494,
210,,Segment,2,3,Image 1,2,1,100000009,510000001510,
216,,Segment,2,1,Image 1,1,1,100000009,510000001514,
195,,Segment,2,1,Image 1,1,1,100000009,510000001533,
195,,Segment,2,1,Image 1,1,1,100000010,510000001537,
217,,Segment,2,2,Image 1,1,1,100000010,510000001541,
209,,Segment,2,2,Image 1,2,1,100000010,510000001558,
206,,Segment,2,2,Image 1,1,1,100000010,510000001575,
214,,Segment,2,2,Image 1,2,1,100000010,510000001584,
198,,Segment,2,2,Image 1,2,1,100000010,510000001609,
215,,Segment,2,1,Image 1,1,1,100000010,510000001626,
197,,Segment,2,2,Image 1,1,1,100000010,510000001636,
205,,Segment,2,2,Image 1,2,1,100000010,510000001640,
201,,Segment,2,3,Image 1,2,1,100000010,510000001649,
200,,Segment,2,3,Image 1,3,1,100000010,510000001652,
197,,Segment,2,2,Image 1,1,1,100000010,510000001659,
195,,Segment,2,3,Image 1,1,1,100000010,510000001662,
192,,Segment,2,3,Image 1,2,1,100000010,510000001672,
208,,Segment,2,2,Image 1,1,1,100000011,510000001682,
205,,Segment,2,2,Image 1,2,1,100000011,510000001692,
216,,Segment,2,3,Image 1,3,1,100000011,510000001695,
210,,Segment,2,2,Image 1,1,1,100000011,510000001716,
209,,Segment,2,3,Image 1,2,1,100000011,510000001718,
211,,Segment,2,3,Image 1,1,1,100000011,510000001719,
210,,Segment,2,1,Image 1,1,1,100000011,510000001726,
148,,Segment,2,1,Image 1,1,1,100000000,510000001736,
148,,Segment,2,1,Image 1,1,1,100000000,510000001737,
96,,Segment,2,1,Image 1,1,1,100000001,510000001738,
144,,Segment,2,1,Image 1,1,1,100000002,510000001739,
156,,Segment,2,2,Image 1,1,1,100000002,510000001740,
138,,Segment,2,1,Image 1,1,1,100000002,510000001741,
203,,Segment,2,2,Image 1,1,1,100000002,510000001742,
203,,Segment,2,3,Image 1,1,1,100000002,510000001743,
185,,Segment,2,0,Image 1,1,1,100000003,510000001744,
185,,Segment,2,1,Image 1,2,1,100000003,510000001745,
185,,Segment,2,0,Image 1,1,1,100000003,510000001746,
197,,Segment,2,1,Image 1,1,1,100000004,510000001747,
194,,Segment,2,1,Image 1,1,1,100000004,510000001748,
209,,Segment,2,4,Image 1,3,1,100000004,510000001749,
155,,Segment,2,1,Image 1,1,1,100000005,510000001750,
152,,Segment,2,1,Image 1,1,1,100000005,510000001751,
134,,Segment,2,1,Image 1,1,1,100000005,510000001752,
178,,Segment,2,1,Image 1,1,1,100000006,510000001753,
188,,Segment,2,2,Image 1,1,1,100000006,510000001754,
204,,Segment,2,1,Image 1,1,1,100000007,510000001755,
204,,Segment,2,1,Image 1,1,1,100000007,510000001756,
198,,Segment,2,2,Image 1,1,1,100000007,510000001757,
138,,Segment,2,1,Image 1,1,1,100000009,510000001758,
163,,Segment,2,2,Image 1,1,1,100000009,510000001759,
194,,Segment,2,1,Image 1,1,1,100000010,510000001760,
194,,Segment,2,1,Image 1,1,1,100000010,510000001761,
210,,Segment,2,1,Image 1,1,1,100000011,510000001762,
207,,Segment,2,3,Image 1,2,1,100000011,510000001763,
210,,Segment,2,1,Image 1,1,1,100000011,510000001764,
209,,Segment,2,2,Image 1,2,1,100000011,510000001765,
