
Segment Volume
 ==================== 
Segment Volume,Unit,Category,Depth,Level,Time,FilamentID,ID,
803.356,µm^3,Segment,4,2,1,100000007,510000001136,
722.592,µm^3,Segment,4,3,1,100000007,510000001147,
1805.53,µm^3,Segment,3,1,1,100000007,510000001157,
1256.13,µm^3,Segment,3,2,1,100000007,510000001178,
791.268,µm^3,Segment,4,2,1,100000007,510000001191,
790.697,µm^3,Segment,4,3,1,100000007,510000001202,
2651.52,µm^3,Segment,2,2,1,100000007,510000001210,
1598.54,µm^3,Segment,1,1,1,100000007,510000001236,
1713.9,µm^3,Segment,2,1,1,100000007,510000001238,
1457.64,µm^3,Segment,2,2,1,100000007,510000001254,
2595.26,µm^3,Segment,2,2,1,100000007,510000001270,
809.228,µm^3,Segment,4,2,1,100000007,510000001294,
4506.59,µm^3,Segment,1,1,1,100000008,510000001301,
6843.61,µm^3,Segment,1,1,1,100000008,510000001322,
3083.38,µm^3,Segment,1,1,1,100000008,510000001349,
3085.84,µm^3,Segment,1,1,1,100000008,510000001360,
1280.13,µm^3,Segment,1,1,1,100000008,510000001373,
1664.03,µm^3,Segment,2,1,1,100000008,510000001375,
523.681,µm^3,Segment,3,1,1,100000008,510000001384,
688.633,µm^3,Segment,3,2,1,100000008,510000001387,
3154.95,µm^3,Segment,4,2,1,100000008,510000001391,
3126.16,µm^3,Segment,4,3,1,100000008,510000001408,
2459.16,µm^3,Segment,2,2,1,100000008,510000001424,
937.297,µm^3,Segment,2,1,1,100000009,510000001441,
1980.66,µm^3,Segment,2,2,1,100000009,510000001449,
3404.2,µm^3,Segment,1,1,1,100000009,510000001468,
857.622,µm^3,Segment,1,1,1,100000009,510000001489,
208.573,µm^3,Segment,2,2,1,100000009,510000001491,
1369.69,µm^3,Segment,3,1,1,100000009,510000001494,
509.764,µm^3,Segment,3,2,1,100000009,510000001510,
3291.33,µm^3,Segment,1,1,1,100000009,510000001514,
1366.43,µm^3,Segment,1,1,1,100000009,510000001533,
2835.05,µm^3,Segment,1,1,1,100000010,510000001537,
4497.61,µm^3,Segment,2,1,1,100000010,510000001541,
3245.53,µm^3,Segment,2,2,1,100000010,510000001558,
2248.53,µm^3,Segment,2,1,1,100000010,510000001575,
4506.3,µm^3,Segment,2,2,1,100000010,510000001584,
3727.21,µm^3,Segment,2,2,1,100000010,510000001609,
3571.19,µm^3,Segment,1,1,1,100000010,510000001626,
551.242,µm^3,Segment,2,1,1,100000010,510000001636,
1828.21,µm^3,Segment,2,2,1,100000010,510000001640,
536.232,µm^3,Segment,3,2,1,100000010,510000001649,
1370.93,µm^3,Segment,3,3,1,100000010,510000001652,
1039.08,µm^3,Segment,2,1,1,100000010,510000001659,
1847.02,µm^3,Segment,3,1,1,100000010,510000001662,
1907.73,µm^3,Segment,3,2,1,100000010,510000001672,
6526.65,µm^3,Segment,2,1,1,100000011,510000001682,
2599.41,µm^3,Segment,2,2,1,100000011,510000001692,
9256.6,µm^3,Segment,3,3,1,100000011,510000001695,
1587.36,µm^3,Segment,2,1,1,100000011,510000001716,
3321.81,µm^3,Segment,3,2,1,100000011,510000001718,
3839.77,µm^3,Segment,3,1,1,100000011,510000001719,
5995.85,µm^3,Segment,1,1,1,100000011,510000001726,
17449.7,µm^3,Segment,1,1,1,100000000,510000001736,
13747.3,µm^3,Segment,1,1,1,100000000,510000001737,
1231.14,µm^3,Segment,1,1,1,100000001,510000001738,
1295.13,µm^3,Segment,1,1,1,100000002,510000001739,
140.404,µm^3,Segment,2,1,1,100000002,510000001740,
1128.09,µm^3,Segment,1,1,1,100000002,510000001741,
138.45,µm^3,Segment,2,1,1,100000002,510000001742,
78.9688,µm^3,Segment,3,1,1,100000002,510000001743,
723.594,µm^3,Segment,0,1,1,100000003,510000001744,
835.947,µm^3,Segment,1,2,1,100000003,510000001745,
1159.61,µm^3,Segment,0,1,1,100000003,510000001746,
6094.74,µm^3,Segment,1,1,1,100000004,510000001747,
4480.76,µm^3,Segment,1,1,1,100000004,510000001748,
416.859,µm^3,Segment,4,3,1,100000004,510000001749,
1421.23,µm^3,Segment,1,1,1,100000005,510000001750,
1284.48,µm^3,Segment,1,1,1,100000005,510000001751,
1157.75,µm^3,Segment,1,1,1,100000005,510000001752,
1065.49,µm^3,Segment,1,1,1,100000006,510000001753,
149.836,µm^3,Segment,2,1,1,100000006,510000001754,
1127.95,µm^3,Segment,1,1,1,100000007,510000001755,
1249.54,µm^3,Segment,1,1,1,100000007,510000001756,
266.214,µm^3,Segment,2,1,1,100000007,510000001757,
712.4,µm^3,Segment,1,1,1,100000009,510000001758,
239.028,µm^3,Segment,2,1,1,100000009,510000001759,
1664.63,µm^3,Segment,1,1,1,100000010,510000001760,
1928.27,µm^3,Segment,1,1,1,100000010,510000001761,
4885.4,µm^3,Segment,1,1,1,100000011,510000001762,
1450.9,µm^3,Segment,3,2,1,100000011,510000001763,
4785.71,µm^3,Segment,1,1,1,100000011,510000001764,
1799.96,µm^3,Segment,2,2,1,100000011,510000001765,
