
Segment Position Y
 ==================== 
Segment Position Y,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
10258.5,µm,Segment,Segment Position,2,1,1,100000002,510000001742,
10251.8,µm,Segment,Segment Position,3,1,1,100000002,510000001743,
10246,µm,Segment,Segment Position,0,1,1,100000003,510000001744,
10250.2,µm,Segment,Segment Position,1,2,1,100000003,510000001745,
10246,µm,Segment,Segment Position,0,1,1,100000003,510000001746,
9693.09,µm,Segment,Segment Position,1,1,1,100000004,510000001747,
9693.09,µm,Segment,Segment Position,1,1,1,100000004,510000001748,
9665.95,µm,Segment,Segment Position,4,3,1,100000004,510000001749,
9207.64,µm,Segment,Segment Position,1,1,1,100000005,510000001750,
9207.64,µm,Segment,Segment Position,1,1,1,100000005,510000001751,
9207.64,µm,Segment,Segment Position,1,1,1,100000005,510000001752,
9313.84,µm,Segment,Segment Position,1,1,1,100000006,510000001753,
9316.68,µm,Segment,Segment Position,2,1,1,100000006,510000001754,
10051,µm,Segment,Segment Position,1,1,1,100000007,510000001755,
10051,µm,Segment,Segment Position,1,1,1,100000007,510000001756,
10046,µm,Segment,Segment Position,2,1,1,100000007,510000001757,
9669.48,µm,Segment,Segment Position,1,1,1,100000009,510000001758,
9658.81,µm,Segment,Segment Position,2,1,1,100000009,510000001759,
9468.12,µm,Segment,Segment Position,1,1,1,100000010,510000001760,
9468.12,µm,Segment,Segment Position,1,1,1,100000010,510000001761,
9350.05,µm,Segment,Segment Position,1,1,1,100000011,510000001762,
9372.89,µm,Segment,Segment Position,3,2,1,100000011,510000001763,
9350.05,µm,Segment,Segment Position,1,1,1,100000011,510000001764,
9334.5,µm,Segment,Segment Position,2,2,1,100000011,510000001765,
