
Segment Intensity Mean Ch=2 Img=1
 ==================== 
Segment Intensity Mean,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
127.812,,Segment,2,1,Image 1,1,1,100000009,510000001468,
76.14,,Segment,2,1,Image 1,1,1,100000009,510000001489,
121.66,,Segment,2,2,Image 1,2,1,100000009,510000001491,
176.255,,Segment,2,3,Image 1,1,1,100000009,510000001494,
155.612,,Segment,2,3,Image 1,2,1,100000009,510000001510,
119.108,,Segment,2,1,Image 1,1,1,100000009,510000001514,
81.2588,,Segment,2,1,Image 1,1,1,100000009,510000001533,
83.7947,,Segment,2,1,Image 1,1,1,100000010,510000001537,
146.694,,Segment,2,2,Image 1,1,1,100000010,510000001541,
160.808,,Segment,2,2,Image 1,2,1,100000010,510000001558,
150.045,,Segment,2,2,Image 1,1,1,100000010,510000001575,
149.422,,Segment,2,2,Image 1,2,1,100000010,510000001584,
137.562,,Segment,2,2,Image 1,2,1,100000010,510000001609,
96.0695,,Segment,2,1,Image 1,1,1,100000010,510000001626,
134.354,,Segment,2,2,Image 1,1,1,100000010,510000001636,
155.378,,Segment,2,2,Image 1,2,1,100000010,510000001640,
146.399,,Segment,2,3,Image 1,2,1,100000010,510000001649,
160.711,,Segment,2,3,Image 1,3,1,100000010,510000001652,
120.617,,Segment,2,2,Image 1,1,1,100000010,510000001659,
147.551,,Segment,2,3,Image 1,1,1,100000010,510000001662,
147.897,,Segment,2,3,Image 1,2,1,100000010,510000001672,
156.864,,Segment,2,2,Image 1,1,1,100000011,510000001682,
123.537,,Segment,2,2,Image 1,2,1,100000011,510000001692,
169.197,,Segment,2,3,Image 1,3,1,100000011,510000001695,
131.784,,Segment,2,2,Image 1,1,1,100000011,510000001716,
178.056,,Segment,2,3,Image 1,2,1,100000011,510000001718,
166.499,,Segment,2,3,Image 1,1,1,100000011,510000001719,
101.138,,Segment,2,1,Image 1,1,1,100000011,510000001726,
52.1352,,Segment,2,1,Image 1,1,1,100000000,510000001736,
51.6773,,Segment,2,1,Image 1,1,1,100000000,510000001737,
47.1642,,Segment,2,1,Image 1,1,1,100000001,510000001738,
46.4011,,Segment,2,1,Image 1,1,1,100000002,510000001739,
87,,Segment,2,2,Image 1,1,1,100000002,510000001740,
45.6742,,Segment,2,1,Image 1,1,1,100000002,510000001741,
91.8851,,Segment,2,2,Image 1,1,1,100000002,510000001742,
125.669,,Segment,2,3,Image 1,1,1,100000002,510000001743,
47.5689,,Segment,2,0,Image 1,1,1,100000003,510000001744,
42.3398,,Segment,2,1,Image 1,2,1,100000003,510000001745,
57.4835,,Segment,2,0,Image 1,1,1,100000003,510000001746,
69.1384,,Segment,2,1,Image 1,1,1,100000004,510000001747,
59.3849,,Segment,2,1,Image 1,1,1,100000004,510000001748,
170.843,,Segment,2,4,Image 1,3,1,100000004,510000001749,
44.8892,,Segment,2,1,Image 1,1,1,100000005,510000001750,
45.5662,,Segment,2,1,Image 1,1,1,100000005,510000001751,
38.4232,,Segment,2,1,Image 1,1,1,100000005,510000001752,
46.8041,,Segment,2,1,Image 1,1,1,100000006,510000001753,
102.045,,Segment,2,2,Image 1,1,1,100000006,510000001754,
68.643,,Segment,2,1,Image 1,1,1,100000007,510000001755,
84.2277,,Segment,2,1,Image 1,1,1,100000007,510000001756,
130.632,,Segment,2,2,Image 1,1,1,100000007,510000001757,
74.7077,,Segment,2,1,Image 1,1,1,100000009,510000001758,
122.949,,Segment,2,2,Image 1,1,1,100000009,510000001759,
65.2779,,Segment,2,1,Image 1,1,1,100000010,510000001760,
70.8525,,Segment,2,1,Image 1,1,1,100000010,510000001761,
82.6159,,Segment,2,1,Image 1,1,1,100000011,510000001762,
176.505,,Segment,2,3,Image 1,2,1,100000011,510000001763,
79.1101,,Segment,2,1,Image 1,1,1,100000011,510000001764,
125.815,,Segment,2,2,Image 1,2,1,100000011,510000001765,
