
Segment Center Intensity Sum Ch=2 Img=1
 ==================== 
Segment Center Intensity Sum,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
56,,Segment,2,1,Image 1,1,1,100000000,510000000001,
425,,Segment,2,2,Image 1,1,1,100000000,510000000003,
5165,,Segment,2,3,Image 1,1,1,100000000,510000000007,
1973,,Segment,2,3,Image 1,2,1,100000000,510000000039,
445,,Segment,2,2,Image 1,2,1,100000000,510000000051,
1177,,Segment,2,3,Image 1,2,1,100000000,510000000054,
4200,,Segment,2,3,Image 1,3,1,100000000,510000000060,
2043,,Segment,2,1,Image 1,1,1,100000000,510000000083,
786,,Segment,2,2,Image 1,1,1,100000000,510000000098,
3630,,Segment,2,3,Image 1,1,1,100000000,510000000103,
2434,,Segment,2,3,Image 1,2,1,100000000,510000000123,
173,,Segment,2,2,Image 1,1,1,100000000,510000000137,
3378,,Segment,2,3,Image 1,1,1,100000000,510000000139,
3403,,Segment,2,3,Image 1,2,1,100000000,510000000160,
1389,,Segment,2,2,Image 1,2,1,100000000,510000000181,
2893,,Segment,2,2,Image 1,2,1,100000000,510000000190,
1349,,Segment,2,2,Image 1,2,1,100000000,510000000208,
810,,Segment,2,2,Image 1,1,1,100000001,510000000218,
1089,,Segment,2,3,Image 1,1,1,100000001,510000000225,
1198,,Segment,2,3,Image 1,2,1,100000001,510000000234,
2810,,Segment,2,2,Image 1,2,1,100000001,510000000244,
110,,Segment,2,1,Image 1,1,1,100000001,510000000263,
1565,,Segment,2,2,Image 1,1,1,100000001,510000000265,
260,,Segment,2,1,Image 1,1,1,100000001,510000000277,
1646,,Segment,2,2,Image 1,1,1,100000001,510000000280,
2308,,Segment,2,3,Image 1,1,1,100000001,510000000291,
3393,,Segment,2,3,Image 1,2,1,100000001,510000000304,
1473,,Segment,2,2,Image 1,2,1,100000001,510000000325,
4443,,Segment,2,3,Image 1,2,1,100000001,510000000335,
2268,,Segment,2,3,Image 1,3,1,100000001,510000000360,
660,,Segment,2,1,Image 1,1,1,100000001,510000000372,
1613,,Segment,2,2,Image 1,2,1,100000001,510000000378,
1798,,Segment,2,3,Image 1,1,1,100000002,510000000392,
1761,,Segment,2,2,Image 1,2,1,100000002,510000000405,
183,,Segment,2,1,Image 1,1,1,100000002,510000000415,
1399,,Segment,2,2,Image 1,1,1,100000002,510000000417,
2026,,Segment,2,4,Image 1,2,1,100000002,510000000430,
435,,Segment,2,4,Image 1,1,1,100000002,510000000449,
1182,,Segment,2,5,Image 1,1,1,100000002,510000000451,
