
Segment Center Intensity Median Ch=2 Img=1
 ==================== 
Segment Center Intensity Median,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
28.0312,,Segment,2,1,Image 1,1,1,100000000,510000000001,
67.0625,,Segment,2,2,Image 1,1,1,100000000,510000000003,
167.125,,Segment,2,3,Image 1,1,1,100000000,510000000007,
179.125,,Segment,2,3,Image 1,2,1,100000000,510000000039,
117.062,,Segment,2,2,Image 1,2,1,100000000,510000000051,
172.031,,Segment,2,3,Image 1,2,1,100000000,510000000054,
182.562,,Segment,2,3,Image 1,3,1,100000000,510000000060,
145.562,,Segment,2,1,Image 1,1,1,100000000,510000000083,
125.562,,Segment,2,2,Image 1,1,1,100000000,510000000098,
181.062,,Segment,2,3,Image 1,1,1,100000000,510000000103,
178.031,,Segment,2,3,Image 1,2,1,100000000,510000000123,
63.0156,,Segment,2,2,Image 1,1,1,100000000,510000000137,
160.062,,Segment,2,3,Image 1,1,1,100000000,510000000139,
172.562,,Segment,2,3,Image 1,2,1,100000000,510000000160,
151.125,,Segment,2,2,Image 1,2,1,100000000,510000000181,
170.062,,Segment,2,2,Image 1,2,1,100000000,510000000190,
163.125,,Segment,2,2,Image 1,2,1,100000000,510000000208,
94.5625,,Segment,2,2,Image 1,1,1,100000001,510000000218,
129.062,,Segment,2,3,Image 1,1,1,100000001,510000000225,
124.125,,Segment,2,3,Image 1,2,1,100000001,510000000234,
157.062,,Segment,2,2,Image 1,2,1,100000001,510000000244,
55.0156,,Segment,2,1,Image 1,1,1,100000001,510000000263,
112.062,,Segment,2,2,Image 1,1,1,100000001,510000000265,
92.0312,,Segment,2,1,Image 1,1,1,100000001,510000000277,
146.625,,Segment,2,2,Image 1,1,1,100000001,510000000280,
181.562,,Segment,2,3,Image 1,1,1,100000001,510000000291,
156.125,,Segment,2,3,Image 1,2,1,100000001,510000000304,
140.062,,Segment,2,2,Image 1,2,1,100000001,510000000325,
179.125,,Segment,2,3,Image 1,2,1,100000001,510000000335,
175.031,,Segment,2,3,Image 1,3,1,100000001,510000000360,
107.562,,Segment,2,1,Image 1,1,1,100000001,510000000372,
141.062,,Segment,2,2,Image 1,2,1,100000001,510000000378,
134.625,,Segment,2,3,Image 1,1,1,100000002,510000000392,
161.062,,Segment,2,2,Image 1,2,1,100000002,510000000405,
43.0312,,Segment,2,1,Image 1,1,1,100000002,510000000415,
123.125,,Segment,2,2,Image 1,1,1,100000002,510000000417,
100.625,,Segment,2,4,Image 1,2,1,100000002,510000000430,
150.062,,Segment,2,4,Image 1,1,1,100000002,510000000449,
181.062,,Segment,2,5,Image 1,1,1,100000002,510000000451,
99.0156,,Segment,2,2,Image 1,2,1,100000002,510000000457,
143.062,,Segment,2,3,Image 1,2,1,100000002,510000000459,
165.062,,Segment,2,2,Image 1,2,1,100000002,510000000468,
130.125,,Segment,2,3,Image 1,2,1,100000002,510000000470,
161.062,,Segment,2,3,Image 1,3,1,100000002,510000000481,
142.562,,Segment,2,3,Image 1,2,1,100000002,510000000485,
82.625,,Segment,2,5,Image 1,2,1,100000002,510000000490,
141.125,,Segment,2,1,Image 1,1,1,100000002,510000000503,
152.125,,Segment,2,1,Image 1,1,1,100000003,510000000517,
67.5625,,Segment,2,1,Image 1,1,1,100000003,510000000532,
168.062,,Segment,2,2,Image 1,1,1,100000003,510000000537,
153.562,,Segment,2,2,Image 1,2,1,100000003,510000000547,
159.016,,Segment,2,3,Image 1,2,1,100000003,510000000550,
175.516,,Segment,2,4,Image 1,2,1,100000003,510000000555,
186.016,,Segment,2,5,Image 1,2,1,100000003,510000000558,
177.062,,Segment,2,4,Image 1,3,1,100000003,510000000575,
151.125,,Segment,2,3,Image 1,3,1,100000003,510000000585,
178.062,,Segment,2,4,Image 1,3,1,100000003,510000000591,
175.125,,Segment,2,4,Image 1,4,1,100000003,510000000611,
171.125,,Segment,2,2,Image 1,3,1,100000003,510000000625,
181.125,,Segment,2,5,Image 1,3,1,100000003,510000000650,
164.562,,Segment,2,1,Image 1,2,1,100000003,510000000668,
135.062,,Segment,2,2,Image 1,2,1,100000003,510000000672,
120.062,,Segment,2,1,Image 1,1,1,100000004,510000000678,
135.031,,Segment,2,2,Image 1,1,1,100000004,510000000680,
126.062,,Segment,2,2,Image 1,1,1,100000004,510000000686,
158.562,,Segment,2,3,Image 1,1,1,100000004,510000000700,
183.016,,Segment,2,3,Image 1,2,1,100000004,510000000703,
127.125,,Segment,2,1,Image 1,1,1,100000004,510000000705,
141.125,,Segment,2,2,Image 1,1,1,100000004,510000000720,
132.062,,Segment,2,3,Image 1,1,1,100000004,510000000723,
162.125,,Segment,2,4,Image 1,1,1,100000004,510000000727,
144.531,,Segment,2,4,Image 1,2,1,100000004,510000000730,
159.062,,Segment,2,3,Image 1,2,1,100000004,510000000733,
111.531,,Segment,2,2,Image 1,2,1,100000004,510000000740,
114.031,,Segment,2,3,Image 1,2,1,100000004,510000000743,
177.031,,Segment,2,4,Image 1,2,1,100000004,510000000745,
117.125,,Segment,2,2,Image 1,2,1,100000004,510000000751,
171.062,,Segment,2,3,Image 1,3,1,100000004,510000000756,
154.562,,Segment,2,2,Image 1,2,1,100000004,510000000766,
163.062,,Segment,2,2,Image 1,2,1,100000004,510000000771,
103.062,,Segment,2,3,Image 1,2,1,100000004,510000000784,
112.062,,Segment,2,2,Image 1,1,1,100000005,510000000789,
153.125,,Segment,2,2,Image 1,2,1,100000005,510000000803,
156.125,,Segment,2,2,Image 1,2,1,100000005,510000000827,
119.031,,Segment,2,2,Image 1,2,1,100000005,510000000841,
126.625,,Segment,2,2,Image 1,2,1,100000005,510000000846,
77.0625,,Segment,2,2,Image 1,1,1,100000005,510000000866,
134.625,,Segment,2,3,Image 1,1,1,100000005,510000000869,
146.625,,Segment,2,2,Image 1,2,1,100000005,510000000880,
151.125,,Segment,2,3,Image 1,2,1,100000005,510000000897,
53.0312,,Segment,2,2,Image 1,1,1,100000005,510000000911,
173.125,,Segment,2,3,Image 1,1,1,100000005,510000000913,
25.5312,,Segment,2,3,Image 1,2,1,100000005,510000000942,
146.625,,Segment,2,4,Image 1,2,1,100000005,510000000947,
165.125,,Segment,2,4,Image 1,3,1,100000005,510000000964,
192.625,,Segment,2,3,Image 1,1,1,100000006,510000000982,
176.125,,Segment,2,2,Image 1,2,1,100000006,510000001003,
177.625,,Segment,2,1,Image 1,1,1,100000006,510000001027,
190.125,,Segment,2,3,Image 1,2,1,100000006,510000001041,
176.031,,Segment,2,3,Image 1,2,1,100000006,510000001060,
177.562,,Segment,2,1,Image 1,1,1,100000006,510000001090,
79.5078,,Segment,2,2,Image 1,1,1,100000007,510000001100,
125.031,,Segment,2,3,Image 1,1,1,100000007,510000001103,
143.062,,Segment,2,4,Image 1,1,1,100000007,510000001107,
189.016,,Segment,2,5,Image 1,1,1,100000007,510000001119,
187.016,,Segment,2,5,Image 1,2,1,100000007,510000001123,
141.062,,Segment,2,3,Image 1,2,1,100000007,510000001133,
185.016,,Segment,2,4,Image 1,2,1,100000007,510000001136,
182.031,,Segment,2,4,Image 1,3,1,100000007,510000001147,
181.062,,Segment,2,3,Image 1,1,1,100000007,510000001157,
159.562,,Segment,2,3,Image 1,2,1,100000007,510000001178,
174.562,,Segment,2,4,Image 1,2,1,100000007,510000001191,
162.062,,Segment,2,4,Image 1,3,1,100000007,510000001202,
176.062,,Segment,2,2,Image 1,2,1,100000007,510000001210,
87.0156,,Segment,2,1,Image 1,1,1,100000007,510000001236,
126.562,,Segment,2,2,Image 1,1,1,100000007,510000001238,
159.062,,Segment,2,2,Image 1,2,1,100000007,510000001254,
167.125,,Segment,2,2,Image 1,2,1,100000007,510000001270,
145.031,,Segment,2,4,Image 1,2,1,100000007,510000001294,
129.625,,Segment,2,1,Image 1,1,1,100000008,510000001301,
148.625,,Segment,2,1,Image 1,1,1,100000008,510000001322,
152.125,,Segment,2,1,Image 1,1,1,100000008,510000001349,
156.125,,Segment,2,1,Image 1,1,1,100000008,510000001360,
93.0625,,Segment,2,1,Image 1,1,1,100000008,510000001373,
130.125,,Segment,2,2,Image 1,1,1,100000008,510000001375,
151.016,,Segment,2,3,Image 1,1,1,100000008,510000001384,
123.031,,Segment,2,3,Image 1,2,1,100000008,510000001387,
82.0625,,Segment,2,4,Image 1,2,1,100000008,510000001391,
137.062,,Segment,2,4,Image 1,3,1,100000008,510000001408,
153.531,,Segment,2,2,Image 1,2,1,100000008,510000001424,
149.062,,Segment,2,2,Image 1,1,1,100000009,510000001441,
166.062,,Segment,2,2,Image 1,2,1,100000009,510000001449,
177.125,,Segment,2,1,Image 1,1,1,100000009,510000001468,
82.0625,,Segment,2,1,Image 1,1,1,100000009,510000001489,
119.016,,Segment,2,2,Image 1,2,1,100000009,510000001491,
187.125,,Segment,2,3,Image 1,1,1,100000009,510000001494,
173.062,,Segment,2,3,Image 1,2,1,100000009,510000001510,
177.625,,Segment,2,1,Image 1,1,1,100000009,510000001514,
123.125,,Segment,2,1,Image 1,1,1,100000009,510000001533,
147.125,,Segment,2,1,Image 1,1,1,100000010,510000001537,
132.125,,Segment,2,2,Image 1,1,1,100000010,510000001541,
171.062,,Segment,2,2,Image 1,2,1,100000010,510000001558,
146.625,,Segment,2,2,Image 1,1,1,100000010,510000001575,
163.125,,Segment,2,2,Image 1,2,1,100000010,510000001584,
123.062,,Segment,2,2,Image 1,2,1,100000010,510000001609,
166.125,,Segment,2,1,Image 1,1,1,100000010,510000001626,
152.062,,Segment,2,2,Image 1,1,1,100000010,510000001636,
168.062,,Segment,2,2,Image 1,2,1,100000010,510000001640,
165.016,,Segment,2,3,Image 1,2,1,100000010,510000001649,
162.562,,Segment,2,3,Image 1,3,1,100000010,510000001652,
123.531,,Segment,2,2,Image 1,1,1,100000010,510000001659,
154.062,,Segment,2,3,Image 1,1,1,100000010,510000001662,
154.062,,Segment,2,3,Image 1,2,1,100000010,510000001672,
162.062,,Segment,2,2,Image 1,1,1,100000011,510000001682,
120.562,,Segment,2,2,Image 1,2,1,100000011,510000001692,
168.562,,Segment,2,3,Image 1,3,1,100000011,510000001695,
156.125,,Segment,2,2,Image 1,1,1,100000011,510000001716,
181.531,,Segment,2,3,Image 1,2,1,100000011,510000001718,
156.125,,Segment,2,3,Image 1,1,1,100000011,510000001719,
192.125,,Segment,2,1,Image 1,1,1,100000011,510000001726,
82,,Segment,2,1,Image 1,1,1,100000000,510000001736,
63,,Segment,2,1,Image 1,1,1,100000000,510000001737,
62,,Segment,2,1,Image 1,1,1,100000001,510000001738,
65.5312,,Segment,2,1,Image 1,1,1,100000002,510000001739,
95.5078,,Segment,2,2,Image 1,1,1,100000002,510000001740,
72.0312,,Segment,2,1,Image 1,1,1,100000002,510000001741,
112.516,,Segment,2,2,Image 1,1,1,100000002,510000001742,
137.016,,Segment,2,3,Image 1,1,1,100000002,510000001743,
30,,Segment,2,0,Image 1,1,1,100000003,510000001744,
49.5312,,Segment,2,1,Image 1,2,1,100000003,510000001745,
96,,Segment,2,0,Image 1,1,1,100000003,510000001746,
93.0625,,Segment,2,1,Image 1,1,1,100000004,510000001747,
70.0625,,Segment,2,1,Image 1,1,1,100000004,510000001748,
135.502,,Segment,2,4,Image 1,3,1,100000004,510000001749,
75,,Segment,2,1,Image 1,1,1,100000005,510000001750,
84,,Segment,2,1,Image 1,1,1,100000005,510000001751,
28,,Segment,2,1,Image 1,1,1,100000005,510000001752,
75,,Segment,2,1,Image 1,1,1,100000006,510000001753,
113.562,,Segment,2,2,Image 1,1,1,100000006,510000001754,
76,,Segment,2,1,Image 1,1,1,100000007,510000001755,
146,,Segment,2,1,Image 1,1,1,100000007,510000001756,
154.516,,Segment,2,2,Image 1,1,1,100000007,510000001757,
63.5625,,Segment,2,1,Image 1,1,1,100000009,510000001758,
114.008,,Segment,2,2,Image 1,1,1,100000009,510000001759,
20.502,,Segment,2,1,Image 1,1,1,100000010,510000001760,
85.125,,Segment,2,1,Image 1,1,1,100000010,510000001761,
85.5625,,Segment,2,1,Image 1,1,1,100000011,510000001762,
174.016,,Segment,2,3,Image 1,2,1,100000011,510000001763,
43.5078,,Segment,2,1,Image 1,1,1,100000011,510000001764,
107.062,,Segment,2,2,Image 1,2,1,100000011,510000001765,
