
Segment Intensity Min Ch=1 Img=1
 ==================== 
Segment Intensity Min,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
0,,Segment,1,1,Image 1,1,1,100000000,510000000001,
0,,Segment,1,2,Image 1,1,1,100000000,510000000003,
0,,Segment,1,3,Image 1,1,1,100000000,510000000007,
0,,Segment,1,3,Image 1,2,1,100000000,510000000039,
0,,Segment,1,2,Image 1,2,1,100000000,510000000051,
0,,Segment,1,3,Image 1,2,1,100000000,510000000054,
0,,Segment,1,3,Image 1,3,1,100000000,510000000060,
0,,Segment,1,1,Image 1,1,1,100000000,510000000083,
0,,Segment,1,2,Image 1,1,1,100000000,510000000098,
0,,Segment,1,3,Image 1,1,1,100000000,510000000103,
0,,Segment,1,3,Image 1,2,1,100000000,510000000123,
32,,Segment,1,2,Image 1,1,1,100000000,510000000137,
0,,Segment,1,3,Image 1,1,1,100000000,510000000139,
0,,Segment,1,3,Image 1,2,1,100000000,510000000160,
11,,Segment,1,2,Image 1,2,1,100000000,510000000181,
9,,Segment,1,2,Image 1,2,1,100000000,510000000190,
0,,Segment,1,2,Image 1,2,1,100000000,510000000208,
29,,Segment,1,2,Image 1,1,1,100000001,510000000218,
27,,Segment,1,3,Image 1,1,1,100000001,510000000225,
0,,Segment,1,3,Image 1,2,1,100000001,510000000234,
76,,Segment,1,2,Image 1,2,1,100000001,510000000244,
198,,Segment,1,1,Image 1,1,1,100000001,510000000263,
31,,Segment,1,2,Image 1,1,1,100000001,510000000265,
134,,Segment,1,1,Image 1,1,1,100000001,510000000277,
44,,Segment,1,2,Image 1,1,1,100000001,510000000280,
43,,Segment,1,3,Image 1,1,1,100000001,510000000291,
56,,Segment,1,3,Image 1,2,1,100000001,510000000304,
77,,Segment,1,2,Image 1,2,1,100000001,510000000325,
48,,Segment,1,3,Image 1,2,1,100000001,510000000335,
59,,Segment,1,3,Image 1,3,1,100000001,510000000360,
113,,Segment,1,1,Image 1,1,1,100000001,510000000372,
98,,Segment,1,2,Image 1,2,1,100000001,510000000378,
0,,Segment,1,3,Image 1,1,1,100000002,510000000392,
4,,Segment,1,2,Image 1,2,1,100000002,510000000405,
67,,Segment,1,1,Image 1,1,1,100000002,510000000415,
16,,Segment,1,2,Image 1,1,1,100000002,510000000417,
0,,Segment,1,4,Image 1,2,1,100000002,510000000430,
0,,Segment,1,4,Image 1,1,1,100000002,510000000449,
51,,Segment,1,5,Image 1,1,1,100000002,510000000451,
175,,Segment,1,2,Image 1,2,1,100000002,510000000457,
48,,Segment,1,3,Image 1,2,1,100000002,510000000459,
38,,Segment,1,2,Image 1,2,1,100000002,510000000468,
24,,Segment,1,3,Image 1,2,1,100000002,510000000470,
49,,Segment,1,3,Image 1,3,1,100000002,510000000481,
0,,Segment,1,3,Image 1,2,1,100000002,510000000485,
30,,Segment,1,5,Image 1,2,1,100000002,510000000490,
0,,Segment,1,1,Image 1,1,1,100000002,510000000503,
0,,Segment,1,1,Image 1,1,1,100000003,510000000517,
0,,Segment,1,1,Image 1,1,1,100000003,510000000532,
59,,Segment,1,2,Image 1,1,1,100000003,510000000537,
37,,Segment,1,2,Image 1,2,1,100000003,510000000547,
83,,Segment,1,3,Image 1,2,1,100000003,510000000550,
38,,Segment,1,4,Image 1,2,1,100000003,510000000555,
66,,Segment,1,5,Image 1,2,1,100000003,510000000558,
0,,Segment,1,4,Image 1,3,1,100000003,510000000575,
63,,Segment,1,3,Image 1,3,1,100000003,510000000585,
18,,Segment,1,4,Image 1,3,1,100000003,510000000591,
21,,Segment,1,4,Image 1,4,1,100000003,510000000611,
5,,Segment,1,2,Image 1,3,1,100000003,510000000625,
32,,Segment,1,5,Image 1,3,1,100000003,510000000650,
0,,Segment,1,1,Image 1,2,1,100000003,510000000668,
0,,Segment,1,2,Image 1,2,1,100000003,510000000672,
0,,Segment,1,1,Image 1,1,1,100000004,510000000678,
0,,Segment,1,2,Image 1,1,1,100000004,510000000680,
0,,Segment,1,2,Image 1,1,1,100000004,510000000686,
16,,Segment,1,3,Image 1,1,1,100000004,510000000700,
11,,Segment,1,3,Image 1,2,1,100000004,510000000703,
0,,Segment,1,1,Image 1,1,1,100000004,510000000705,
0,,Segment,1,2,Image 1,1,1,100000004,510000000720,
0,,Segment,1,3,Image 1,1,1,100000004,510000000723,
0,,Segment,1,4,Image 1,1,1,100000004,510000000727,
0,,Segment,1,4,Image 1,2,1,100000004,510000000730,
0,,Segment,1,3,Image 1,2,1,100000004,510000000733,
0,,Segment,1,2,Image 1,2,1,100000004,510000000740,
41,,Segment,1,3,Image 1,2,1,100000004,510000000743,
24,,Segment,1,4,Image 1,2,1,100000004,510000000745,
0,,Segment,1,2,Image 1,2,1,100000004,510000000751,
0,,Segment,1,3,Image 1,3,1,100000004,510000000756,
0,,Segment,1,2,Image 1,2,1,100000004,510000000766,
0,,Segment,1,2,Image 1,2,1,100000004,510000000771,
0,,Segment,1,3,Image 1,2,1,100000004,510000000784,
32,,Segment,1,2,Image 1,1,1,100000005,510000000789,
0,,Segment,1,2,Image 1,2,1,100000005,510000000803,
0,,Segment,1,2,Image 1,2,1,100000005,510000000827,
16,,Segment,1,2,Image 1,2,1,100000005,510000000841,
0,,Segment,1,2,Image 1,2,1,100000005,510000000846,
113,,Segment,1,2,Image 1,1,1,100000005,510000000866,
36,,Segment,1,3,Image 1,1,1,100000005,510000000869,
0,,Segment,1,2,Image 1,2,1,100000005,510000000880,
12,,Segment,1,3,Image 1,2,1,100000005,510000000897,
109,,Segment,1,2,Image 1,1,1,100000005,510000000911,
26,,Segment,1,3,Image 1,1,1,100000005,510000000913,
255,,Segment,1,3,Image 1,2,1,100000005,510000000942,
91,,Segment,1,4,Image 1,2,1,100000005,510000000947,
83,,Segment,1,4,Image 1,3,1,100000005,510000000964,
15,,Segment,1,3,Image 1,1,1,100000006,510000000982,
0,,Segment,1,2,Image 1,2,1,100000006,510000001003,
3,,Segment,1,1,Image 1,1,1,100000006,510000001027,
37,,Segment,1,3,Image 1,2,1,100000006,510000001041,
0,,Segment,1,3,Image 1,2,1,100000006,510000001060,
0,,Segment,1,1,Image 1,1,1,100000006,510000001090,
93,,Segment,1,2,Image 1,1,1,100000007,510000001100,
67,,Segment,1,3,Image 1,1,1,100000007,510000001103,
9,,Segment,1,4,Image 1,1,1,100000007,510000001107,
54,,Segment,1,5,Image 1,1,1,100000007,510000001119,
52,,Segment,1,5,Image 1,2,1,100000007,510000001123,
68,,Segment,1,3,Image 1,2,1,100000007,510000001133,
52,,Segment,1,4,Image 1,2,1,100000007,510000001136,
26,,Segment,1,4,Image 1,3,1,100000007,510000001147,
0,,Segment,1,3,Image 1,1,1,100000007,510000001157,
0,,Segment,1,3,Image 1,2,1,100000007,510000001178,
51,,Segment,1,4,Image 1,2,1,100000007,510000001191,
0,,Segment,1,4,Image 1,3,1,100000007,510000001202,
0,,Segment,1,2,Image 1,2,1,100000007,510000001210,
0,,Segment,1,1,Image 1,1,1,100000007,510000001236,
4,,Segment,1,2,Image 1,1,1,100000007,510000001238,
0,,Segment,1,2,Image 1,2,1,100000007,510000001254,
0,,Segment,1,2,Image 1,2,1,100000007,510000001270,
0,,Segment,1,4,Image 1,2,1,100000007,510000001294,
25,,Segment,1,1,Image 1,1,1,100000008,510000001301,
0,,Segment,1,1,Image 1,1,1,100000008,510000001322,
51,,Segment,1,1,Image 1,1,1,100000008,510000001349,
48,,Segment,1,1,Image 1,1,1,100000008,510000001360,
31,,Segment,1,1,Image 1,1,1,100000008,510000001373,
0,,Segment,1,2,Image 1,1,1,100000008,510000001375,
79,,Segment,1,3,Image 1,1,1,100000008,510000001384,
89,,Segment,1,3,Image 1,2,1,100000008,510000001387,
51,,Segment,1,4,Image 1,2,1,100000008,510000001391,
30,,Segment,1,4,Image 1,3,1,100000008,510000001408,
31,,Segment,1,2,Image 1,2,1,100000008,510000001424,
92,,Segment,1,2,Image 1,1,1,100000009,510000001441,
20,,Segment,1,2,Image 1,2,1,100000009,510000001449,
0,,Segment,1,1,Image 1,1,1,100000009,510000001468,
126,,Segment,1,1,Image 1,1,1,100000009,510000001489,
65,,Segment,1,2,Image 1,2,1,100000009,510000001491,
21,,Segment,1,3,Image 1,1,1,100000009,510000001494,
48,,Segment,1,3,Image 1,2,1,100000009,510000001510,
25,,Segment,1,1,Image 1,1,1,100000009,510000001514,
29,,Segment,1,1,Image 1,1,1,100000009,510000001533,
0,,Segment,1,1,Image 1,1,1,100000010,510000001537,
0,,Segment,1,2,Image 1,1,1,100000010,510000001541,
0,,Segment,1,2,Image 1,2,1,100000010,510000001558,
0,,Segment,1,2,Image 1,1,1,100000010,510000001575,
0,,Segment,1,2,Image 1,2,1,100000010,510000001584,
0,,Segment,1,2,Image 1,2,1,100000010,510000001609,
0,,Segment,1,1,Image 1,1,1,100000010,510000001626,
25,,Segment,1,2,Image 1,1,1,100000010,510000001636,
12,,Segment,1,2,Image 1,2,1,100000010,510000001640,
13,,Segment,1,3,Image 1,2,1,100000010,510000001649,
3,,Segment,1,3,Image 1,3,1,100000010,510000001652,
0,,Segment,1,2,Image 1,1,1,100000010,510000001659,
31,,Segment,1,3,Image 1,1,1,100000010,510000001662,
33,,Segment,1,3,Image 1,2,1,100000010,510000001672,
0,,Segment,1,2,Image 1,1,1,100000011,510000001682,
0,,Segment,1,2,Image 1,2,1,100000011,510000001692,
18,,Segment,1,3,Image 1,3,1,100000011,510000001695,
0,,Segment,1,2,Image 1,1,1,100000011,510000001716,
37,,Segment,1,3,Image 1,2,1,100000011,510000001718,
20,,Segment,1,3,Image 1,1,1,100000011,510000001719,
0,,Segment,1,1,Image 1,1,1,100000011,510000001726,
0,,Segment,1,1,Image 1,1,1,100000000,510000001736,
0,,Segment,1,1,Image 1,1,1,100000000,510000001737,
171,,Segment,1,1,Image 1,1,1,100000001,510000001738,
125,,Segment,1,1,Image 1,1,1,100000002,510000001739,
114,,Segment,1,2,Image 1,1,1,100000002,510000001740,
130,,Segment,1,1,Image 1,1,1,100000002,510000001741,
0,,Segment,1,2,Image 1,1,1,100000002,510000001742,
0,,Segment,1,3,Image 1,1,1,100000002,510000001743,
50,,Segment,1,0,Image 1,1,1,100000003,510000001744,
50,,Segment,1,1,Image 1,2,1,100000003,510000001745,
102,,Segment,1,0,Image 1,1,1,100000003,510000001746,
0,,Segment,1,1,Image 1,1,1,100000004,510000001747,
0,,Segment,1,1,Image 1,1,1,100000004,510000001748,
44,,Segment,1,4,Image 1,3,1,100000004,510000001749,
134,,Segment,1,1,Image 1,1,1,100000005,510000001750,
109,,Segment,1,1,Image 1,1,1,100000005,510000001751,
207,,Segment,1,1,Image 1,1,1,100000005,510000001752,
42,,Segment,1,1,Image 1,1,1,100000006,510000001753,
37,,Segment,1,2,Image 1,1,1,100000006,510000001754,
0,,Segment,1,1,Image 1,1,1,100000007,510000001755,
0,,Segment,1,1,Image 1,1,1,100000007,510000001756,
0,,Segment,1,2,Image 1,1,1,100000007,510000001757,
128,,Segment,1,1,Image 1,1,1,100000009,510000001758,
90,,Segment,1,2,Image 1,1,1,100000009,510000001759,
0,,Segment,1,1,Image 1,1,1,100000010,510000001760,
0,,Segment,1,1,Image 1,1,1,100000010,510000001761,
0,,Segment,1,1,Image 1,1,1,100000011,510000001762,
36,,Segment,1,3,Image 1,2,1,100000011,510000001763,
0,,Segment,1,1,Image 1,1,1,100000011,510000001764,
0,,Segment,1,2,Image 1,2,1,100000011,510000001765,
