
Segment Center Intensity Max Ch=2 Img=1
 ==================== 
Segment Center Intensity Max,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
189,,Segment,2,2,Image 1,3,1,100000010,510000002248,
198,,Segment,2,3,Image 1,3,1,100000010,510000002263,
120,,Segment,2,2,Image 1,2,1,100000010,510000002278,
165,,Segment,2,3,Image 1,2,1,100000010,510000002281,
188,,Segment,2,4,Image 1,2,1,100000010,510000002290,
192,,Segment,2,3,Image 1,3,1,100000010,510000002302,
203,,Segment,2,4,Image 1,3,1,100000010,510000002331,
164,,Segment,2,1,Image 1,1,1,100000010,510000002342,
173,,Segment,2,2,Image 1,1,1,100000010,510000002358,
173,,Segment,2,3,Image 1,1,1,100000010,510000002363,
193,,Segment,2,3,Image 1,2,1,100000010,510000002365,
181,,Segment,2,1,Image 1,2,1,100000010,510000002368,
180,,Segment,2,3,Image 1,2,1,100000010,510000002382,
131,,Segment,2,1,Image 1,2,1,100000010,510000002396,
191,,Segment,2,2,Image 1,2,1,100000010,510000002399,
131,,Segment,2,2,Image 1,3,1,100000010,510000002407,
142,,Segment,2,3,Image 1,3,1,100000010,510000002412,
187,,Segment,2,4,Image 1,3,1,100000010,510000002417,
142,,Segment,2,4,Image 1,4,1,100000010,510000002428,
115,,Segment,2,1,Image 1,2,1,100000010,510000002431,
138,,Segment,2,2,Image 1,2,1,100000010,510000002441,
139,,Segment,2,3,Image 1,2,1,100000010,510000002444,
147,,Segment,2,4,Image 1,2,1,100000010,510000002447,
139,,Segment,2,4,Image 1,3,1,100000010,510000002454,
152,,Segment,2,5,Image 1,3,1,100000010,510000002456,
132,,Segment,2,5,Image 1,4,1,100000010,510000002459,
172,,Segment,2,3,Image 1,3,1,100000010,510000002461,
183,,Segment,2,2,Image 1,3,1,100000010,510000002466,
193,,Segment,2,2,Image 1,2,1,100000010,510000002479,
205,,Segment,2,3,Image 1,4,1,100000010,510000002488,
142,,Segment,2,2,Image 1,1,1,100000011,510000002505,
178,,Segment,2,3,Image 1,1,1,100000011,510000002515,
191,,Segment,2,2,Image 1,2,1,100000011,510000002528,
139,,Segment,2,2,Image 1,3,1,100000011,510000002550,
190,,Segment,2,4,Image 1,2,1,100000011,510000002565,
170,,Segment,2,4,Image 1,3,1,100000011,510000002578,
168,,Segment,2,3,Image 1,3,1,100000011,510000002584,
183,,Segment,2,2,Image 1,3,1,100000011,510000002606,
172,,Segment,2,1,Image 1,1,1,100000011,510000002630,
186,,Segment,2,1,Image 1,2,1,100000011,510000002643,
105,,Segment,2,3,Image 1,2,1,100000011,510000002661,
203,,Segment,2,3,Image 1,3,1,100000011,510000002664,
193,,Segment,2,3,Image 1,2,1,100000011,510000002675,
169,,Segment,2,2,Image 1,1,1,100000012,510000002702,
179,,Segment,2,3,Image 1,1,1,100000012,510000002709,
191,,Segment,2,4,Image 1,1,1,100000012,510000002731,
186,,Segment,2,4,Image 1,2,1,100000012,510000002740,
179,,Segment,2,2,Image 1,2,1,100000012,510000002746,
173,,Segment,2,3,Image 1,2,1,100000012,510000002752,
173,,Segment,2,4,Image 1,2,1,100000012,510000002760,
179,,Segment,2,5,Image 1,2,1,100000012,510000002776,
194,,Segment,2,5,Image 1,3,1,100000012,510000002784,
195,,Segment,2,4,Image 1,3,1,100000012,510000002791,
174,,Segment,2,1,Image 1,1,1,100000012,510000002813,
177,,Segment,2,2,Image 1,1,1,100000012,510000002820,
132,,Segment,2,2,Image 1,2,1,100000012,510000002832,
203,,Segment,2,3,Image 1,2,1,100000012,510000002836,
162,,Segment,2,2,Image 1,1,1,100000012,510000002867,
176,,Segment,2,3,Image 1,1,1,100000012,510000002869,
199,,Segment,2,3,Image 1,2,1,100000012,510000002897,
185,,Segment,2,2,Image 1,2,1,100000012,510000002921,
163,,Segment,2,3,Image 1,2,1,100000012,510000002930,
189,,Segment,2,3,Image 1,3,1,100000012,510000002947,
184,,Segment,2,2,Image 1,2,1,100000012,510000002966,
121,,Segment,2,3,Image 1,3,1,100000012,510000002982,
198,,Segment,2,4,Image 1,3,1,100000012,510000002984,
184,,Segment,2,4,Image 1,4,1,100000012,510000002999,
189,,Segment,2,3,Image 1,2,1,100000012,510000003014,
176,,Segment,2,3,Image 1,3,1,100000012,510000003020,
173,,Segment,2,3,Image 1,1,1,100000013,510000003039,
167,,Segment,2,3,Image 1,2,1,100000013,510000003056,
183,,Segment,2,4,Image 1,2,1,100000013,510000003061,
185,,Segment,2,4,Image 1,3,1,100000013,510000003074,
58,,Segment,2,3,Image 1,2,1,100000013,510000003081,
180,,Segment,2,4,Image 1,2,1,100000013,510000003083,
151,,Segment,2,4,Image 1,3,1,100000013,510000003090,
182,,Segment,2,5,Image 1,3,1,100000013,510000003093,
154,,Segment,2,5,Image 1,4,1,100000013,510000003106,
194,,Segment,2,4,Image 1,3,1,100000013,510000003111,
197,,Segment,2,4,Image 1,4,1,100000013,510000003122,
182,,Segment,2,1,Image 1,1,1,100000013,510000003143,
168,,Segment,2,1,Image 1,1,1,100000013,510000003156,
222,,Segment,2,2,Image 1,1,1,100000013,510000003160,
150,,Segment,2,2,Image 1,2,1,100000013,510000003185,
141,,Segment,2,3,Image 1,2,1,100000013,510000003188,
186,,Segment,2,4,Image 1,2,1,100000013,510000003191,
178,,Segment,2,4,Image 1,3,1,100000013,510000003206,
125,,Segment,2,1,Image 1,1,1,100000013,510000003211,
191,,Segment,2,4,Image 1,1,1,100000013,510000003215,
187,,Segment,2,4,Image 1,2,1,100000013,510000003235,
164,,Segment,2,3,Image 1,2,1,100000013,510000003244,
125,,Segment,2,2,Image 1,2,1,100000013,510000003251,
179,,Segment,2,3,Image 1,2,1,100000013,510000003253,
195,,Segment,2,3,Image 1,3,1,100000013,510000003269,
194,,Segment,2,3,Image 1,3,1,100000013,510000003292,
113,,Segment,2,2,Image 1,1,1,100000000,510000003309,
42,,Segment,2,1,Image 1,1,1,100000000,510000003310,
94,,Segment,2,2,Image 1,1,1,100000000,510000003311,
111,,Segment,2,1,Image 1,1,1,100000001,510000003312,
111,,Segment,2,2,Image 1,1,1,100000001,510000003313,
126,,Segment,2,1,Image 1,1,1,100000002,510000003314,
45,,Segment,2,1,Image 1,1,1,100000002,510000003315,
185,,Segment,2,2,Image 1,1,1,100000002,510000003316,
70,,Segment,2,0,Image 1,1,1,100000003,510000003317,
90,,Segment,2,1,Image 1,1,1,100000003,510000003318,
70,,Segment,2,1,Image 1,2,1,100000003,510000003319,
36,,Segment,2,2,Image 1,2,1,100000003,510000003320,
25,,Segment,2,6,Image 1,4,1,100000003,510000003321,
164,,Segment,2,7,Image 1,4,1,100000003,510000003322,
194,,Segment,2,7,Image 1,5,1,100000003,510000003323,
181,,Segment,2,4,Image 1,5,1,100000003,510000003324,
45,,Segment,2,0,Image 1,1,1,100000004,510000003325,
80,,Segment,2,1,Image 1,2,1,100000004,510000003326,
133,,Segment,2,0,Image 1,1,1,100000004,510000003327,
77,,Segment,2,1,Image 1,1,1,100000005,510000003328,
104,,Segment,2,1,Image 1,1,1,100000006,510000003329,
104,,Segment,2,2,Image 1,2,1,100000006,510000003330,
85,,Segment,2,1,Image 1,1,1,100000006,510000003331,
149,,Segment,2,1,Image 1,1,1,100000007,510000003332,
81,,Segment,2,1,Image 1,1,1,100000007,510000003333,
40,,Segment,2,0,Image 1,1,1,100000008,510000003334,
62,,Segment,2,1,Image 1,1,1,100000008,510000003335,
110,,Segment,2,0,Image 1,1,1,100000009,510000003336,
115,,Segment,2,2,Image 1,1,1,100000009,510000003337,
104,,Segment,2,0,Image 1,1,1,100000010,510000003338,
110,,Segment,2,0,Image 1,1,1,100000010,510000003339,
24,,Segment,2,0,Image 1,1,1,100000011,510000003340,
40,,Segment,2,1,Image 1,1,1,100000011,510000003341,
25,,Segment,2,1,Image 1,2,1,100000011,510000003342,
75,,Segment,2,2,Image 1,2,1,100000011,510000003343,
91,,Segment,2,3,Image 1,2,1,100000011,510000003344,
36,,Segment,2,1,Image 1,2,1,100000011,510000003345,
73,,Segment,2,2,Image 1,2,1,100000011,510000003346,
63,,Segment,2,0,Image 1,1,1,100000011,510000003347,
125,,Segment,2,1,Image 1,1,1,100000012,510000003348,
71,,Segment,2,1,Image 1,1,1,100000012,510000003349,
34,,Segment,2,1,Image 1,1,1,100000013,510000003350,
112,,Segment,2,2,Image 1,1,1,100000013,510000003351,
57,,Segment,2,2,Image 1,2,1,100000013,510000003352,
147,,Segment,2,3,Image 1,3,1,100000013,510000003353,
147,,Segment,2,2,Image 1,1,1,100000013,510000003354,
152,,Segment,2,3,Image 1,1,1,100000013,510000003355,
