
Segment Center Intensity Mean Ch=2 Img=1
 ==================== 
Segment Center Intensity Mean,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
101.571,,Segment,2,1,Image 1,1,1,100000000,510000000001,
138.026,,Segment,2,2,Image 1,2,1,100000000,510000000007,
54.1429,,Segment,2,1,Image 1,1,1,100000000,510000000045,
50.6667,,Segment,2,2,Image 1,1,1,100000000,510000000051,
126.186,,Segment,2,3,Image 1,1,1,100000000,510000000053,
163.795,,Segment,2,2,Image 1,2,1,100000000,510000000095,
100.25,,Segment,2,1,Image 1,1,1,100000000,510000000138,
112.056,,Segment,2,2,Image 1,1,1,100000000,510000000141,
136.226,,Segment,2,2,Image 1,2,1,100000000,510000000158,
103.062,,Segment,2,2,Image 1,2,1,100000000,510000000189,
138.286,,Segment,2,3,Image 1,2,1,100000000,510000000204,
166.067,,Segment,2,3,Image 1,3,1,100000000,510000000217,
132.679,,Segment,2,3,Image 1,1,1,100000000,510000000232,
137.056,,Segment,2,3,Image 1,2,1,100000000,510000000259,
144.432,,Segment,2,3,Image 1,2,1,100000000,510000000294,
145.738,,Segment,2,3,Image 1,2,1,100000000,510000000330,
152.488,,Segment,2,3,Image 1,1,1,100000000,510000000372,
141.467,,Segment,2,3,Image 1,2,1,100000000,510000000414,
129.529,,Segment,2,3,Image 1,1,1,100000001,510000000431,
90.5,,Segment,2,4,Image 1,1,1,100000001,510000000447,
25.8,,Segment,2,1,Image 1,1,1,100000001,510000000450,
155.25,,Segment,2,2,Image 1,1,1,100000001,510000000454,
169.056,,Segment,2,3,Image 1,1,1,100000001,510000000457,
126.25,,Segment,2,1,Image 1,1,1,100000001,510000000474,
175.467,,Segment,2,2,Image 1,1,1,100000001,510000000481,
180.909,,Segment,2,3,Image 1,2,1,100000001,510000000495,
152.833,,Segment,2,1,Image 1,1,1,100000001,510000000505,
138.5,,Segment,2,3,Image 1,2,1,100000001,510000000517,
140.167,,Segment,2,4,Image 1,2,1,100000001,510000000524,
147.25,,Segment,2,2,Image 1,2,1,100000001,510000000529,
106.25,,Segment,2,1,Image 1,1,1,100000001,510000000540,
148.9,,Segment,2,2,Image 1,1,1,100000001,510000000543,
114,,Segment,2,1,Image 1,1,1,100000001,510000000562,
101.25,,Segment,2,2,Image 1,2,1,100000001,510000000570,
102.5,,Segment,2,1,Image 1,1,1,100000001,510000000573,
159.733,,Segment,2,2,Image 1,2,1,100000001,510000000580,
148.8,,Segment,2,2,Image 1,2,1,100000001,510000000594,
152.5,,Segment,2,4,Image 1,3,1,100000001,510000000599,
141,,Segment,2,4,Image 1,2,1,100000001,510000000610,
167.95,,Segment,2,2,Image 1,1,1,100000002,510000000616,
183.931,,Segment,2,3,Image 1,1,1,100000002,510000000635,
163.739,,Segment,2,3,Image 1,2,1,100000002,510000000663,
134.083,,Segment,2,1,Image 1,1,1,100000002,510000000685,
54,,Segment,2,2,Image 1,1,1,100000002,510000000709,
106.833,,Segment,2,3,Image 1,1,1,100000002,510000000711,
134.273,,Segment,2,4,Image 1,1,1,100000002,510000000716,
140,,Segment,2,2,Image 1,2,1,100000002,510000000726,
161.538,,Segment,2,4,Image 1,2,1,100000002,510000000743,
119.167,,Segment,2,3,Image 1,2,1,100000002,510000000755,
104.6,,Segment,2,1,Image 1,1,1,100000002,510000000760,
166.333,,Segment,2,3,Image 1,1,1,100000002,510000000765,
163.1,,Segment,2,3,Image 1,2,1,100000002,510000000773,
159.188,,Segment,2,2,Image 1,2,1,100000002,510000000783,
158.815,,Segment,2,2,Image 1,2,1,100000002,510000000798,
167.444,,Segment,2,1,Image 1,1,1,100000002,510000000824,
166.5,,Segment,2,2,Image 1,2,1,100000002,510000000832,
127.444,,Segment,2,2,Image 1,1,1,100000003,510000000846,
68.5,,Segment,2,0,Image 1,1,1,100000003,510000000855,
159.808,,Segment,2,1,Image 1,1,1,100000003,510000000857,
65.6667,,Segment,2,3,Image 1,2,1,100000003,510000000884,
107.125,,Segment,2,4,Image 1,2,1,100000003,510000000886,
85.4286,,Segment,2,3,Image 1,3,1,100000003,510000000893,
158.333,,Segment,2,4,Image 1,3,1,100000003,510000000899,
142.667,,Segment,2,4,Image 1,4,1,100000003,510000000907,
32,,Segment,2,2,Image 1,3,1,100000003,510000000910,
153.348,,Segment,2,3,Image 1,3,1,100000003,510000000912,
156.529,,Segment,2,3,Image 1,4,1,100000003,510000000934,
160.636,,Segment,2,8,Image 1,4,1,100000003,510000000951,
168.278,,Segment,2,8,Image 1,5,1,100000003,510000000961,
150,,Segment,2,8,Image 1,5,1,100000003,510000000979,
140.3,,Segment,2,9,Image 1,5,1,100000003,510000000986,
166,,Segment,2,8,Image 1,6,1,100000003,510000000995,
168.6,,Segment,2,9,Image 1,6,1,100000003,510000000997,
148.917,,Segment,2,6,Image 1,5,1,100000003,510000001012,
138.8,,Segment,2,5,Image 1,4,1,100000003,510000001037,
150.095,,Segment,2,4,Image 1,4,1,100000003,510000001057,
165,,Segment,2,5,Image 1,5,1,100000003,510000001060,
118.455,,Segment,2,6,Image 1,5,1,100000003,510000001062,
135.667,,Segment,2,9,Image 1,7,1,100000003,510000001072,
170,,Segment,2,9,Image 1,6,1,100000003,510000001077,
149.933,,Segment,2,7,Image 1,5,1,100000003,510000001085,
100.3,,Segment,2,2,Image 1,3,1,100000003,510000001099,
153.556,,Segment,2,2,Image 1,2,1,100000003,510000001118,
136.583,,Segment,2,1,Image 1,2,1,100000003,510000001127,
