
Segment Intensity Mean Ch=2 Img=1
 ==================== 
Segment Intensity Mean,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
47.578,,Segment,2,1,Image 1,1,1,100000000,510000000001,
142.213,,Segment,2,2,Image 1,2,1,100000000,510000000007,
35.7327,,Segment,2,1,Image 1,1,1,100000000,510000000045,
66.9314,,Segment,2,2,Image 1,1,1,100000000,510000000051,
135.624,,Segment,2,3,Image 1,1,1,100000000,510000000053,
159.903,,Segment,2,2,Image 1,2,1,100000000,510000000095,
38.8766,,Segment,2,1,Image 1,1,1,100000000,510000000138,
126.56,,Segment,2,2,Image 1,1,1,100000000,510000000141,
137.774,,Segment,2,2,Image 1,2,1,100000000,510000000158,
113.568,,Segment,2,2,Image 1,2,1,100000000,510000000189,
153.552,,Segment,2,3,Image 1,2,1,100000000,510000000204,
163.381,,Segment,2,3,Image 1,3,1,100000000,510000000217,
142.22,,Segment,2,3,Image 1,1,1,100000000,510000000232,
140.932,,Segment,2,3,Image 1,2,1,100000000,510000000259,
153.565,,Segment,2,3,Image 1,2,1,100000000,510000000294,
152.311,,Segment,2,3,Image 1,2,1,100000000,510000000330,
154.177,,Segment,2,3,Image 1,1,1,100000000,510000000372,
135.763,,Segment,2,3,Image 1,2,1,100000000,510000000414,
136.771,,Segment,2,3,Image 1,1,1,100000001,510000000431,
119.992,,Segment,2,4,Image 1,1,1,100000001,510000000447,
47.8995,,Segment,2,1,Image 1,1,1,100000001,510000000450,
146.482,,Segment,2,2,Image 1,1,1,100000001,510000000454,
174.917,,Segment,2,3,Image 1,1,1,100000001,510000000457,
62.9128,,Segment,2,1,Image 1,1,1,100000001,510000000474,
173.68,,Segment,2,2,Image 1,1,1,100000001,510000000481,
174.725,,Segment,2,3,Image 1,2,1,100000001,510000000495,
76.0885,,Segment,2,1,Image 1,1,1,100000001,510000000505,
139.279,,Segment,2,3,Image 1,2,1,100000001,510000000517,
146.189,,Segment,2,4,Image 1,2,1,100000001,510000000524,
140.856,,Segment,2,2,Image 1,2,1,100000001,510000000529,
64.4608,,Segment,2,1,Image 1,1,1,100000001,510000000540,
142.768,,Segment,2,2,Image 1,1,1,100000001,510000000543,
64.8409,,Segment,2,1,Image 1,1,1,100000001,510000000562,
140.373,,Segment,2,2,Image 1,2,1,100000001,510000000570,
74.0083,,Segment,2,1,Image 1,1,1,100000001,510000000573,
154.593,,Segment,2,2,Image 1,2,1,100000001,510000000580,
166.628,,Segment,2,2,Image 1,2,1,100000001,510000000594,
145.495,,Segment,2,4,Image 1,3,1,100000001,510000000599,
156.38,,Segment,2,4,Image 1,2,1,100000001,510000000610,
167.467,,Segment,2,2,Image 1,1,1,100000002,510000000616,
179.087,,Segment,2,3,Image 1,1,1,100000002,510000000635,
171.968,,Segment,2,3,Image 1,2,1,100000002,510000000663,
104.752,,Segment,2,1,Image 1,1,1,100000002,510000000685,
106.719,,Segment,2,2,Image 1,1,1,100000002,510000000709,
138.717,,Segment,2,3,Image 1,1,1,100000002,510000000711,
144.63,,Segment,2,4,Image 1,1,1,100000002,510000000716,
136.581,,Segment,2,2,Image 1,2,1,100000002,510000000726,
162.377,,Segment,2,4,Image 1,2,1,100000002,510000000743,
156.756,,Segment,2,3,Image 1,2,1,100000002,510000000755,
69.3978,,Segment,2,1,Image 1,1,1,100000002,510000000760,
155.911,,Segment,2,3,Image 1,1,1,100000002,510000000765,
156.481,,Segment,2,3,Image 1,2,1,100000002,510000000773,
166.015,,Segment,2,2,Image 1,2,1,100000002,510000000783,
161.273,,Segment,2,2,Image 1,2,1,100000002,510000000798,
97.7962,,Segment,2,1,Image 1,1,1,100000002,510000000824,
164.484,,Segment,2,2,Image 1,2,1,100000002,510000000832,
156.919,,Segment,2,2,Image 1,1,1,100000003,510000000846,
58.8468,,Segment,2,0,Image 1,1,1,100000003,510000000855,
163.32,,Segment,2,1,Image 1,1,1,100000003,510000000857,
78.2135,,Segment,2,3,Image 1,2,1,100000003,510000000884,
145.452,,Segment,2,4,Image 1,2,1,100000003,510000000886,
96.8181,,Segment,2,3,Image 1,3,1,100000003,510000000893,
