
Pt Distance from Origin
 ==================== 
Pt Distance from Origin,Unit,Category,Collection,Depth,Time,Type,FilamentID,ID,
109569,µm,Point,Pt Distance from Origin,2,1,Segment Terminal,100000006,800000190,
109522,µm,Point,Pt Distance from Origin,3,1,Segment Terminal,100000006,800000191,
109587,µm,Point,Pt Distance from Origin,1,1,Segment Branch,100000006,800000192,
109581,µm,Point,Pt Distance from Origin,3,1,Segment Terminal,100000006,800000193,
109605,µm,Point,Pt Distance from Origin,2,1,Segment Branch,100000006,800000194,
109616,µm,Point,Pt Distance from Origin,3,1,Segment Terminal,100000006,800000195,
109535,µm,Point,Pt Distance from Origin,1,1,Segment Terminal,100000006,800000196,
109577,µm,Point,Pt Distance from Origin,2,1,Segment Branch,100000006,800000197,
109531,µm,Point,Pt Distance from Origin,3,1,Segment Terminal,100000006,800000198,
109679,µm,Point,Pt Distance from Origin,3,1,Segment Terminal,100000006,800000199,
109609,µm,Point,Pt Distance from Origin,2,1,Segment Branch,100000006,800000200,
109680,µm,Point,Pt Distance from Origin,3,1,Segment Terminal,100000006,800000201,
109246,µm,Point,Pt Distance from Origin,0,1,Segment Beginning,100000007,800000202,
109321,µm,Point,Pt Distance from Origin,3,1,Segment Terminal,100000007,800000203,
109224,µm,Point,Pt Distance from Origin,1,1,Segment Terminal,100000007,800000204,
109255,µm,Point,Pt Distance from Origin,1,1,Segment Branch,100000007,800000205,
109289,µm,Point,Pt Distance from Origin,3,1,Segment Terminal,100000007,800000206,
109226,µm,Point,Pt Distance from Origin,2,1,Segment Terminal,100000007,800000207,
109285,µm,Point,Pt Distance from Origin,2,1,Segment Terminal,100000007,800000208,
109270,µm,Point,Pt Distance from Origin,1,1,Segment Branch,100000007,800000209,
109335,µm,Point,Pt Distance from Origin,2,1,Segment Terminal,100000007,800000210,
109245,µm,Point,Pt Distance from Origin,1,1,Segment Branch,100000007,800000211,
109199,µm,Point,Pt Distance from Origin,2,1,Segment Terminal,100000007,800000212,
109210,µm,Point,Pt Distance from Origin,1,1,Segment Terminal,100000007,800000213,
109170,µm,Point,Pt Distance from Origin,1,1,Segment Terminal,100000007,800000214,
109262,µm,Point,Pt Distance from Origin,2,1,Segment Branch,100000007,800000215,
109286,µm,Point,Pt Distance from Origin,3,1,Segment Terminal,100000007,800000216,
109265,µm,Point,Pt Distance from Origin,2,1,Segment Branch,100000007,800000217,
109327,µm,Point,Pt Distance from Origin,3,1,Segment Terminal,100000007,800000218,
109456,µm,Point,Pt Distance from Origin,0,1,Segment Beginning,100000008,800000219,
109511,µm,Point,Pt Distance from Origin,0,1,Segment Terminal,100000008,800000220,
109499,µm,Point,Pt Distance from Origin,4,1,Segment Terminal,100000008,800000221,
109455,µm,Point,Pt Distance from Origin,0,1,Segment Branch,100000008,800000222,
109409,µm,Point,Pt Distance from Origin,1,1,Segment Terminal,100000008,800000223,
109461,µm,Point,Pt Distance from Origin,3,1,Segment Branch,100000008,800000224,
109447,µm,Point,Pt Distance from Origin,4,1,Segment Terminal,100000008,800000225,
109456,µm,Point,Pt Distance from Origin,1,1,Segment Branch,100000008,800000226,
109503,µm,Point,Pt Distance from Origin,2,1,Segment Terminal,100000008,800000227,
109418,µm,Point,Pt Distance from Origin,2,1,Segment Terminal,100000008,800000228,
109470,µm,Point,Pt Distance from Origin,3,1,Segment Terminal,100000008,800000229,
109462,µm,Point,Pt Distance from Origin,2,1,Segment Branch,100000008,800000230,
109520,µm,Point,Pt Distance from Origin,3,1,Segment Terminal,100000008,800000231,
109458,µm,Point,Pt Distance from Origin,2,1,Segment Branch,100000008,800000232,
109382,µm,Point,Pt Distance from Origin,3,1,Segment Terminal,100000008,800000233,
109294,µm,Point,Pt Distance from Origin,2,1,Segment Terminal,100000008,800000234,
109428,µm,Point,Pt Distance from Origin,1,1,Segment Branch,100000008,800000235,
109377,µm,Point,Pt Distance from Origin,2,1,Segment Terminal,100000008,800000236,
110369,µm,Point,Pt Distance from Origin,0,1,Segment Beginning,100000009,800000237,
110360,µm,Point,Pt Distance from Origin,1,1,Segment Terminal,100000009,800000238,
110368,µm,Point,Pt Distance from Origin,0,1,Segment Branch,100000009,800000239,
110417,µm,Point,Pt Distance from Origin,1,1,Segment Terminal,100000009,800000240,
110373,µm,Point,Pt Distance from Origin,3,1,Segment Terminal,100000009,800000241,
110371,µm,Point,Pt Distance from Origin,2,1,Segment Branch,100000009,800000242,
110401,µm,Point,Pt Distance from Origin,3,1,Segment Terminal,100000009,800000243,
110369,µm,Point,Pt Distance from Origin,1,1,Segment Branch,100000009,800000244,
110333,µm,Point,Pt Distance from Origin,3,1,Segment Terminal,100000009,800000245,
