
Segment Area
 ==================== 
Segment Area,Unit,Category,Depth,Level,Time,FilamentID,ID,
2087.11,µm^2,Segment,4,2,1,100000012,510000002760,
757.718,µm^2,Segment,5,2,1,100000012,510000002776,
802.718,µm^2,Segment,5,3,1,100000012,510000002784,
2632.86,µm^2,Segment,4,3,1,100000012,510000002791,
1358.85,µm^2,Segment,1,1,1,100000012,510000002813,
1255.05,µm^2,Segment,2,1,1,100000012,510000002820,
715.311,µm^2,Segment,2,2,1,100000012,510000002832,
3681.37,µm^2,Segment,3,2,1,100000012,510000002836,
282.164,µm^2,Segment,2,1,1,100000012,510000002867,
3212.93,µm^2,Segment,3,1,1,100000012,510000002869,
2916.4,µm^2,Segment,3,2,1,100000012,510000002897,
1365.73,µm^2,Segment,2,2,1,100000012,510000002921,
2224.85,µm^2,Segment,3,2,1,100000012,510000002930,
2308.98,µm^2,Segment,3,3,1,100000012,510000002947,
2334.42,µm^2,Segment,2,2,1,100000012,510000002966,
592.144,µm^2,Segment,3,3,1,100000012,510000002982,
1871.33,µm^2,Segment,4,3,1,100000012,510000002984,
1614.02,µm^2,Segment,4,4,1,100000012,510000002999,
866.188,µm^2,Segment,3,2,1,100000012,510000003014,
2382.58,µm^2,Segment,3,3,1,100000012,510000003020,
1579.1,µm^2,Segment,3,1,1,100000013,510000003039,
327.539,µm^2,Segment,3,2,1,100000013,510000003056,
693.597,µm^2,Segment,4,2,1,100000013,510000003061,
527.653,µm^2,Segment,4,3,1,100000013,510000003074,
164.669,µm^2,Segment,3,2,1,100000013,510000003081,
433.88,µm^2,Segment,4,2,1,100000013,510000003083,
185.983,µm^2,Segment,4,3,1,100000013,510000003090,
501.029,µm^2,Segment,5,3,1,100000013,510000003093,
365.031,µm^2,Segment,5,4,1,100000013,510000003106,
838.409,µm^2,Segment,4,3,1,100000013,510000003111,
994.859,µm^2,Segment,4,4,1,100000013,510000003122,
1414.4,µm^2,Segment,1,1,1,100000013,510000003143,
1106.08,µm^2,Segment,1,1,1,100000013,510000003156,
2253.78,µm^2,Segment,2,1,1,100000013,510000003160,
433.705,µm^2,Segment,2,2,1,100000013,510000003185,
241.165,µm^2,Segment,3,2,1,100000013,510000003188,
647.373,µm^2,Segment,4,2,1,100000013,510000003191,
