
Segment Branching Angle B
 ==================== 
Segment Branching Angle B,Unit,Category,Depth,Level,Time,FilamentID,ID,
46.438,°,Segment,4,4,1,100000013,510000003122,
0,°,Segment,1,1,1,100000013,510000003143,
0,°,Segment,1,1,1,100000013,510000003156,
47.0888,°,Segment,2,1,1,100000013,510000003160,
28.4521,°,Segment,2,2,1,100000013,510000003185,
14.7782,°,Segment,3,2,1,100000013,510000003188,
33.5094,°,Segment,4,2,1,100000013,510000003191,
15.7702,°,Segment,4,3,1,100000013,510000003206,
0,°,Segment,1,1,1,100000013,510000003211,
27.6582,°,Segment,4,1,1,100000013,510000003215,
50.5014,°,Segment,4,2,1,100000013,510000003235,
46.6703,°,Segment,3,2,1,100000013,510000003244,
120.062,°,Segment,2,2,1,100000013,510000003251,
70.2365,°,Segment,3,2,1,100000013,510000003253,
30.1734,°,Segment,3,3,1,100000013,510000003269,
52.6074,°,Segment,3,3,1,100000013,510000003292,
56.7485,°,Segment,2,1,1,100000000,510000003309,
0,°,Segment,1,1,1,100000000,510000003310,
73.6518,°,Segment,2,1,1,100000000,510000003311,
0,°,Segment,1,1,1,100000001,510000003312,
2.04066,°,Segment,2,1,1,100000001,510000003313,
0,°,Segment,1,1,1,100000002,510000003314,
0,°,Segment,1,1,1,100000002,510000003315,
4.71667,°,Segment,2,1,1,100000002,510000003316,
0,°,Segment,0,1,1,100000003,510000003317,
5.18599,°,Segment,1,1,1,100000003,510000003318,
159.389,°,Segment,1,2,1,100000003,510000003319,
8.24993,°,Segment,2,2,1,100000003,510000003320,
68.4276,°,Segment,6,4,1,100000003,510000003321,
31.0712,°,Segment,7,4,1,100000003,510000003322,
49.4987,°,Segment,7,5,1,100000003,510000003323,
132.615,°,Segment,4,5,1,100000003,510000003324,
0,°,Segment,0,1,1,100000004,510000003325,
138.208,°,Segment,1,2,1,100000004,510000003326,
0,°,Segment,0,1,1,100000004,510000003327,
0,°,Segment,1,1,1,100000005,510000003328,
0,°,Segment,1,1,1,100000006,510000003329,
74.6609,°,Segment,2,2,1,100000006,510000003330,
0,°,Segment,1,1,1,100000006,510000003331,
0,°,Segment,1,1,1,100000007,510000003332,
0,°,Segment,1,1,1,100000007,510000003333,
0,°,Segment,0,1,1,100000008,510000003334,
17.0123,°,Segment,1,1,1,100000008,510000003335,
0,°,Segment,0,1,1,100000009,510000003336,
14.4481,°,Segment,2,1,1,100000009,510000003337,
0,°,Segment,0,1,1,100000010,510000003338,
0,°,Segment,0,1,1,100000010,510000003339,
0,°,Segment,0,1,1,100000011,510000003340,
7.52608,°,Segment,1,1,1,100000011,510000003341,
75.7971,°,Segment,1,2,1,100000011,510000003342,
94.1698,°,Segment,2,2,1,100000011,510000003343,
24.2484,°,Segment,3,2,1,100000011,510000003344,
154.732,°,Segment,1,2,1,100000011,510000003345,
56.7371,°,Segment,2,2,1,100000011,510000003346,
0,°,Segment,0,1,1,100000011,510000003347,
0,°,Segment,1,1,1,100000012,510000003348,
0,°,Segment,1,1,1,100000012,510000003349,
0,°,Segment,1,1,1,100000013,510000003350,
4.93129,°,Segment,2,1,1,100000013,510000003351,
72.7478,°,Segment,2,2,1,100000013,510000003352,
70.0583,°,Segment,3,3,1,100000013,510000003353,
4.84929,°,Segment,2,1,1,100000013,510000003354,
7.57238,°,Segment,3,1,1,100000013,510000003355,
