
Segment Center Intensity Sum Ch=2 Img=1
 ==================== 
Segment Center Intensity Sum,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
711,,Segment,2,1,Image 1,1,1,100000000,510000000001,
5383,,Segment,2,2,Image 1,2,1,100000000,510000000007,
379,,Segment,2,1,Image 1,1,1,100000000,510000000045,
152,,Segment,2,2,Image 1,1,1,100000000,510000000051,
5426,,Segment,2,3,Image 1,1,1,100000000,510000000053,
7207,,Segment,2,2,Image 1,2,1,100000000,510000000095,
401,,Segment,2,1,Image 1,1,1,100000000,510000000138,
2017,,Segment,2,2,Image 1,1,1,100000000,510000000141,
4223,,Segment,2,2,Image 1,2,1,100000000,510000000158,
1649,,Segment,2,2,Image 1,2,1,100000000,510000000189,
1936,,Segment,2,3,Image 1,2,1,100000000,510000000204,
2491,,Segment,2,3,Image 1,3,1,100000000,510000000217,
3715,,Segment,2,3,Image 1,1,1,100000000,510000000232,
4934,,Segment,2,3,Image 1,2,1,100000000,510000000259,
5344,,Segment,2,3,Image 1,2,1,100000000,510000000294,
6121,,Segment,2,3,Image 1,2,1,100000000,510000000330,
6557,,Segment,2,3,Image 1,1,1,100000000,510000000372,
2122,,Segment,2,3,Image 1,2,1,100000000,510000000414,
2202,,Segment,2,3,Image 1,1,1,100000001,510000000431,
362,,Segment,2,4,Image 1,1,1,100000001,510000000447,
129,,Segment,2,1,Image 1,1,1,100000001,510000000450,
621,,Segment,2,2,Image 1,1,1,100000001,510000000454,
3043,,Segment,2,3,Image 1,1,1,100000001,510000000457,
1010,,Segment,2,1,Image 1,1,1,100000001,510000000474,
2632,,Segment,2,2,Image 1,1,1,100000001,510000000481,
1990,,Segment,2,3,Image 1,2,1,100000001,510000000495,
1834,,Segment,2,1,Image 1,1,1,100000001,510000000505,
1108,,Segment,2,3,Image 1,2,1,100000001,510000000517,
841,,Segment,2,4,Image 1,2,1,100000001,510000000524,
1767,,Segment,2,2,Image 1,2,1,100000001,510000000529,
425,,Segment,2,1,Image 1,1,1,100000001,510000000540,
2978,,Segment,2,2,Image 1,1,1,100000001,510000000543,
1026,,Segment,2,1,Image 1,1,1,100000001,510000000562,
405,,Segment,2,2,Image 1,2,1,100000001,510000000570,
820,,Segment,2,1,Image 1,1,1,100000001,510000000573,
2396,,Segment,2,2,Image 1,2,1,100000001,510000000580,
744,,Segment,2,2,Image 1,2,1,100000001,510000000594,
1830,,Segment,2,4,Image 1,3,1,100000001,510000000599,
705,,Segment,2,4,Image 1,2,1,100000001,510000000610,
3359,,Segment,2,2,Image 1,1,1,100000002,510000000616,
5334,,Segment,2,3,Image 1,1,1,100000002,510000000635,
3766,,Segment,2,3,Image 1,2,1,100000002,510000000663,
3218,,Segment,2,1,Image 1,1,1,100000002,510000000685,
162,,Segment,2,2,Image 1,1,1,100000002,510000000709,
641,,Segment,2,3,Image 1,1,1,100000002,510000000711,
1477,,Segment,2,4,Image 1,1,1,100000002,510000000716,
2520,,Segment,2,2,Image 1,2,1,100000002,510000000726,
2100,,Segment,2,4,Image 1,2,1,100000002,510000000743,
715,,Segment,2,3,Image 1,2,1,100000002,510000000755,
523,,Segment,2,1,Image 1,1,1,100000002,510000000760,
1497,,Segment,2,3,Image 1,1,1,100000002,510000000765,
1631,,Segment,2,3,Image 1,2,1,100000002,510000000773,
2547,,Segment,2,2,Image 1,2,1,100000002,510000000783,
4288,,Segment,2,2,Image 1,2,1,100000002,510000000798,
1507,,Segment,2,1,Image 1,1,1,100000002,510000000824,
1998,,Segment,2,2,Image 1,2,1,100000002,510000000832,
1147,,Segment,2,2,Image 1,1,1,100000003,510000000846,
137,,Segment,2,0,Image 1,1,1,100000003,510000000855,
4155,,Segment,2,1,Image 1,1,1,100000003,510000000857,
197,,Segment,2,3,Image 1,2,1,100000003,510000000884,
857,,Segment,2,4,Image 1,2,1,100000003,510000000886,
598,,Segment,2,3,Image 1,3,1,100000003,510000000893,
1425,,Segment,2,4,Image 1,3,1,100000003,510000000899,
428,,Segment,2,4,Image 1,4,1,100000003,510000000907,
96,,Segment,2,2,Image 1,3,1,100000003,510000000910,
3527,,Segment,2,3,Image 1,3,1,100000003,510000000912,
2661,,Segment,2,3,Image 1,4,1,100000003,510000000934,
1767,,Segment,2,8,Image 1,4,1,100000003,510000000951,
3029,,Segment,2,8,Image 1,5,1,100000003,510000000961,
1200,,Segment,2,8,Image 1,5,1,100000003,510000000979,
1403,,Segment,2,9,Image 1,5,1,100000003,510000000986,
498,,Segment,2,8,Image 1,6,1,100000003,510000000995,
2529,,Segment,2,9,Image 1,6,1,100000003,510000000997,
3574,,Segment,2,6,Image 1,5,1,100000003,510000001012,
694,,Segment,2,5,Image 1,4,1,100000003,510000001037,
3152,,Segment,2,4,Image 1,4,1,100000003,510000001057,
495,,Segment,2,5,Image 1,5,1,100000003,510000001060,
1303,,Segment,2,6,Image 1,5,1,100000003,510000001062,
814,,Segment,2,9,Image 1,7,1,100000003,510000001072,
1530,,Segment,2,9,Image 1,6,1,100000003,510000001077,
2249,,Segment,2,7,Image 1,5,1,100000003,510000001085,
2006,,Segment,2,2,Image 1,3,1,100000003,510000001099,
1382,,Segment,2,2,Image 1,2,1,100000003,510000001118,
1639,,Segment,2,1,Image 1,2,1,100000003,510000001127,
3384,,Segment,2,4,Image 1,3,1,100000003,510000001138,
2443,,Segment,2,1,Image 1,2,1,100000003,510000001158,
3021,,Segment,2,1,Image 1,1,1,100000004,510000001175,
1052,,Segment,2,2,Image 1,2,1,100000004,510000001196,
827,,Segment,2,3,Image 1,2,1,100000004,510000001204,
