
Segment Center Intensity Sum Ch=2 Img=1
 ==================== 
Segment Center Intensity Sum,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
958,,Segment,2,3,Image 1,3,1,100000004,510000001211,
3588,,Segment,2,1,Image 1,2,1,100000004,510000001218,
430,,Segment,2,1,Image 1,1,1,100000004,510000001242,
2343,,Segment,2,2,Image 1,1,1,100000004,510000001244,
1623,,Segment,2,2,Image 1,3,1,100000004,510000001259,
292,,Segment,2,2,Image 1,3,1,100000004,510000001270,
605,,Segment,2,3,Image 1,3,1,100000004,510000001272,
2782,,Segment,2,4,Image 1,3,1,100000004,510000001275,
1569,,Segment,2,4,Image 1,4,1,100000004,510000001293,
2569,,Segment,2,2,Image 1,2,1,100000004,510000001302,
2615,,Segment,2,3,Image 1,4,1,100000004,510000001319,
6110,,Segment,2,1,Image 1,1,1,100000005,510000001337,
3908,,Segment,2,1,Image 1,1,1,100000005,510000001375,
2243,,Segment,2,2,Image 1,1,1,100000005,510000001403,
2208,,Segment,2,1,Image 1,1,1,100000005,510000001419,
3479,,Segment,2,1,Image 1,1,1,100000005,510000001434,
221,,Segment,2,1,Image 1,1,1,100000005,510000001466,
334,,Segment,2,2,Image 1,1,1,100000005,510000001468,
6927,,Segment,2,3,Image 1,1,1,100000005,510000001470,
423,,Segment,2,2,Image 1,2,1,100000005,510000001515,
4304,,Segment,2,3,Image 1,2,1,100000005,510000001517,
3341,,Segment,2,3,Image 1,3,1,100000005,510000001545,
4256,,Segment,2,3,Image 1,2,1,100000005,510000001563,
1379,,Segment,2,2,Image 1,2,1,100000005,510000001589,
1681,,Segment,2,3,Image 1,2,1,100000005,510000001599,
3514,,Segment,2,3,Image 1,3,1,100000005,510000001611,
2357,,Segment,2,2,Image 1,1,1,100000006,510000001633,
4633,,Segment,2,2,Image 1,2,1,100000006,510000001648,
1552,,Segment,2,2,Image 1,2,1,100000006,510000001680,
514,,Segment,2,2,Image 1,1,1,100000006,510000001689,
6140,,Segment,2,3,Image 1,1,1,100000006,510000001692,
1429,,Segment,2,2,Image 1,2,1,100000006,510000001734,
1501,,Segment,2,3,Image 1,2,1,100000006,510000001744,
956,,Segment,2,3,Image 1,3,1,100000006,510000001753,
1938,,Segment,2,1,Image 1,1,1,100000006,510000001759,
1401,,Segment,2,3,Image 1,2,1,100000006,510000001769,
3002,,Segment,2,3,Image 1,2,1,100000006,510000001778,
2291,,Segment,2,3,Image 1,3,1,100000006,510000001796,
382,,Segment,2,2,Image 1,1,1,100000007,510000001816,
2251,,Segment,2,3,Image 1,1,1,100000007,510000001818,
1218,,Segment,2,1,Image 1,1,1,100000007,510000001834,
487,,Segment,2,2,Image 1,2,1,100000007,510000001847,
2115,,Segment,2,3,Image 1,2,1,100000007,510000001850,
2755,,Segment,2,2,Image 1,1,1,100000007,510000001866,
1014,,Segment,2,1,Image 1,1,1,100000007,510000001885,
1959,,Segment,2,2,Image 1,1,1,100000007,510000001892,
1950,,Segment,2,2,Image 1,2,1,100000007,510000001903,
1119,,Segment,2,2,Image 1,2,1,100000007,510000001915,
1255,,Segment,2,1,Image 1,1,1,100000007,510000001923,
2778,,Segment,2,1,Image 1,1,1,100000007,510000001931,
505,,Segment,2,3,Image 1,3,1,100000007,510000001949,
2126,,Segment,2,3,Image 1,2,1,100000007,510000001953,
675,,Segment,2,0,Image 1,1,1,100000008,510000001968,
220,,Segment,2,2,Image 1,1,1,100000008,510000001975,
436,,Segment,2,3,Image 1,1,1,100000008,510000001977,
3045,,Segment,2,4,Image 1,1,1,100000008,510000001980,
1193,,Segment,2,1,Image 1,2,1,100000008,510000001997,
3095,,Segment,2,4,Image 1,2,1,100000008,510000002005,
843,,Segment,2,2,Image 1,2,1,100000008,510000002022,
428,,Segment,2,1,Image 1,2,1,100000008,510000002027,
880,,Segment,2,2,Image 1,2,1,100000008,510000002031,
512,,Segment,2,2,Image 1,2,1,100000008,510000002036,
882,,Segment,2,3,Image 1,2,1,100000008,510000002040,
2097,,Segment,2,3,Image 1,3,1,100000008,510000002045,
3407,,Segment,2,3,Image 1,2,1,100000008,510000002056,
2812,,Segment,2,2,Image 1,2,1,100000008,510000002076,
1187,,Segment,2,2,Image 1,3,1,100000008,510000002093,
1370,,Segment,2,1,Image 1,2,1,100000009,510000002102,
2883,,Segment,2,1,Image 1,2,1,100000009,510000002111,
224,,Segment,2,1,Image 1,1,1,100000009,510000002126,
2539,,Segment,2,3,Image 1,1,1,100000009,510000002129,
769,,Segment,2,3,Image 1,2,1,100000009,510000002143,
553,,Segment,2,2,Image 1,2,1,100000009,510000002148,
852,,Segment,2,3,Image 1,2,1,100000009,510000002151,
1780,,Segment,2,2,Image 1,2,1,100000009,510000002156,
1254,,Segment,2,3,Image 1,3,1,100000009,510000002165,
1025,,Segment,2,1,Image 1,2,1,100000009,510000002171,
820,,Segment,2,2,Image 1,2,1,100000009,510000002176,
2245,,Segment,2,2,Image 1,3,1,100000009,510000002180,
328,,Segment,2,1,Image 1,1,1,100000010,510000002194,
858,,Segment,2,2,Image 1,1,1,100000010,510000002196,
2952,,Segment,2,3,Image 1,1,1,100000010,510000002202,
1104,,Segment,2,2,Image 1,2,1,100000010,510000002218,
2964,,Segment,2,3,Image 1,2,1,100000010,510000002226,
319,,Segment,2,1,Image 1,2,1,100000010,510000002246,
2442,,Segment,2,2,Image 1,3,1,100000010,510000002248,
2745,,Segment,2,3,Image 1,3,1,100000010,510000002263,
377,,Segment,2,2,Image 1,2,1,100000010,510000002278,
1316,,Segment,2,3,Image 1,2,1,100000010,510000002281,
2241,,Segment,2,4,Image 1,2,1,100000010,510000002290,
4156,,Segment,2,3,Image 1,3,1,100000010,510000002302,
1928,,Segment,2,4,Image 1,3,1,100000010,510000002331,
2038,,Segment,2,1,Image 1,1,1,100000010,510000002342,
924,,Segment,2,2,Image 1,1,1,100000010,510000002358,
451,,Segment,2,3,Image 1,1,1,100000010,510000002363,
715,,Segment,2,3,Image 1,2,1,100000010,510000002365,
2434,,Segment,2,1,Image 1,2,1,100000010,510000002368,
2036,,Segment,2,3,Image 1,2,1,100000010,510000002382,
467,,Segment,2,1,Image 1,2,1,100000010,510000002396,
1502,,Segment,2,2,Image 1,2,1,100000010,510000002399,
678,,Segment,2,2,Image 1,3,1,100000010,510000002407,
739,,Segment,2,3,Image 1,3,1,100000010,510000002412,
1763,,Segment,2,4,Image 1,3,1,100000010,510000002417,
425,,Segment,2,4,Image 1,4,1,100000010,510000002428,
1001,,Segment,2,1,Image 1,2,1,100000010,510000002431,
515,,Segment,2,2,Image 1,2,1,100000010,510000002441,
542,,Segment,2,3,Image 1,2,1,100000010,510000002444,
978,,Segment,2,4,Image 1,2,1,100000010,510000002447,
393,,Segment,2,4,Image 1,3,1,100000010,510000002454,
555,,Segment,2,5,Image 1,3,1,100000010,510000002456,
223,,Segment,2,5,Image 1,4,1,100000010,510000002459,
854,,Segment,2,3,Image 1,3,1,100000010,510000002461,
2102,,Segment,2,2,Image 1,3,1,100000010,510000002466,
1405,,Segment,2,2,Image 1,2,1,100000010,510000002479,
2420,,Segment,2,3,Image 1,4,1,100000010,510000002488,
1054,,Segment,2,2,Image 1,1,1,100000011,510000002505,
2002,,Segment,2,3,Image 1,1,1,100000011,510000002515,
2755,,Segment,2,2,Image 1,2,1,100000011,510000002528,
1058,,Segment,2,2,Image 1,3,1,100000011,510000002550,
2067,,Segment,2,4,Image 1,2,1,100000011,510000002565,
1000,,Segment,2,4,Image 1,3,1,100000011,510000002578,
2188,,Segment,2,3,Image 1,3,1,100000011,510000002584,
3134,,Segment,2,2,Image 1,3,1,100000011,510000002606,
1895,,Segment,2,1,Image 1,1,1,100000011,510000002630,
2628,,Segment,2,1,Image 1,2,1,100000011,510000002643,
345,,Segment,2,3,Image 1,2,1,100000011,510000002661,
2043,,Segment,2,3,Image 1,3,1,100000011,510000002664,
3769,,Segment,2,3,Image 1,2,1,100000011,510000002675,
1204,,Segment,2,2,Image 1,1,1,100000012,510000002702,
3120,,Segment,2,3,Image 1,1,1,100000012,510000002709,
1842,,Segment,2,4,Image 1,1,1,100000012,510000002731,
1279,,Segment,2,4,Image 1,2,1,100000012,510000002740,
940,,Segment,2,2,Image 1,2,1,100000012,510000002746,
1132,,Segment,2,3,Image 1,2,1,100000012,510000002752,
2285,,Segment,2,4,Image 1,2,1,100000012,510000002760,
1186,,Segment,2,5,Image 1,2,1,100000012,510000002776,
1346,,Segment,2,5,Image 1,3,1,100000012,510000002784,
3213,,Segment,2,4,Image 1,3,1,100000012,510000002791,
987,,Segment,2,1,Image 1,1,1,100000012,510000002813,
1580,,Segment,2,2,Image 1,1,1,100000012,510000002820,
453,,Segment,2,2,Image 1,2,1,100000012,510000002832,
4064,,Segment,2,3,Image 1,2,1,100000012,510000002836,
390,,Segment,2,2,Image 1,1,1,100000012,510000002867,
4366,,Segment,2,3,Image 1,1,1,100000012,510000002869,
4049,,Segment,2,3,Image 1,2,1,100000012,510000002897,
1344,,Segment,2,2,Image 1,2,1,100000012,510000002921,
2564,,Segment,2,3,Image 1,2,1,100000012,510000002930,
3459,,Segment,2,3,Image 1,3,1,100000012,510000002947,
2311,,Segment,2,2,Image 1,2,1,100000012,510000002966,
305,,Segment,2,3,Image 1,3,1,100000012,510000002982,
2637,,Segment,2,4,Image 1,3,1,100000012,510000002984,
2371,,Segment,2,4,Image 1,4,1,100000012,510000002999,
1038,,Segment,2,3,Image 1,2,1,100000012,510000003014,
2267,,Segment,2,3,Image 1,3,1,100000012,510000003020,
2075,,Segment,2,3,Image 1,1,1,100000013,510000003039,
671,,Segment,2,3,Image 1,2,1,100000013,510000003056,
2433,,Segment,2,4,Image 1,2,1,100000013,510000003061,
1228,,Segment,2,4,Image 1,3,1,100000013,510000003074,
130,,Segment,2,3,Image 1,2,1,100000013,510000003081,
1184,,Segment,2,4,Image 1,2,1,100000013,510000003083,
444,,Segment,2,4,Image 1,3,1,100000013,510000003090,
2325,,Segment,2,5,Image 1,3,1,100000013,510000003093,
704,,Segment,2,5,Image 1,4,1,100000013,510000003106,
1951,,Segment,2,4,Image 1,3,1,100000013,510000003111,
3840,,Segment,2,4,Image 1,4,1,100000013,510000003122,
2039,,Segment,2,1,Image 1,1,1,100000013,510000003143,
558,,Segment,2,1,Image 1,1,1,100000013,510000003156,
4160,,Segment,2,2,Image 1,1,1,100000013,510000003160,
587,,Segment,2,2,Image 1,2,1,100000013,510000003185,
491,,Segment,2,3,Image 1,2,1,100000013,510000003188,
2422,,Segment,2,4,Image 1,2,1,100000013,510000003191,
888,,Segment,2,4,Image 1,3,1,100000013,510000003206,
186,,Segment,2,1,Image 1,1,1,100000013,510000003211,
2788,,Segment,2,4,Image 1,1,1,100000013,510000003215,
1447,,Segment,2,4,Image 1,2,1,100000013,510000003235,
1089,,Segment,2,3,Image 1,2,1,100000013,510000003244,
323,,Segment,2,2,Image 1,2,1,100000013,510000003251,
2506,,Segment,2,3,Image 1,2,1,100000013,510000003253,
4051,,Segment,2,3,Image 1,3,1,100000013,510000003269,
2843,,Segment,2,3,Image 1,3,1,100000013,510000003292,
213,,Segment,2,2,Image 1,1,1,100000000,510000003309,
67,,Segment,2,1,Image 1,1,1,100000000,510000003310,
136,,Segment,2,2,Image 1,1,1,100000000,510000003311,
139,,Segment,2,1,Image 1,1,1,100000001,510000003312,
221,,Segment,2,2,Image 1,1,1,100000001,510000003313,
158,,Segment,2,1,Image 1,1,1,100000002,510000003314,
77,,Segment,2,1,Image 1,1,1,100000002,510000003315,
369,,Segment,2,2,Image 1,1,1,100000002,510000003316,
70,,Segment,2,0,Image 1,1,1,100000003,510000003317,
160,,Segment,2,1,Image 1,1,1,100000003,510000003318,
97,,Segment,2,1,Image 1,2,1,100000003,510000003319,
63,,Segment,2,2,Image 1,2,1,100000003,510000003320,
37,,Segment,2,6,Image 1,4,1,100000003,510000003321,
189,,Segment,2,7,Image 1,4,1,100000003,510000003322,
219,,Segment,2,7,Image 1,5,1,100000003,510000003323,
300,,Segment,2,4,Image 1,5,1,100000003,510000003324,
45,,Segment,2,0,Image 1,1,1,100000004,510000003325,
125,,Segment,2,1,Image 1,2,1,100000004,510000003326,
133,,Segment,2,0,Image 1,1,1,100000004,510000003327,
93,,Segment,2,1,Image 1,1,1,100000005,510000003328,
104,,Segment,2,1,Image 1,1,1,100000006,510000003329,
192,,Segment,2,2,Image 1,2,1,100000006,510000003330,
85,,Segment,2,1,Image 1,1,1,100000006,510000003331,
193,,Segment,2,1,Image 1,1,1,100000007,510000003332,
125,,Segment,2,1,Image 1,1,1,100000007,510000003333,
40,,Segment,2,0,Image 1,1,1,100000008,510000003334,
102,,Segment,2,1,Image 1,1,1,100000008,510000003335,
110,,Segment,2,0,Image 1,1,1,100000009,510000003336,
202,,Segment,2,2,Image 1,1,1,100000009,510000003337,
196,,Segment,2,0,Image 1,1,1,100000010,510000003338,
202,,Segment,2,0,Image 1,1,1,100000010,510000003339,
24,,Segment,2,0,Image 1,1,1,100000011,510000003340,
64,,Segment,2,1,Image 1,1,1,100000011,510000003341,
49,,Segment,2,1,Image 1,2,1,100000011,510000003342,
100,,Segment,2,2,Image 1,2,1,100000011,510000003343,
166,,Segment,2,3,Image 1,2,1,100000011,510000003344,
60,,Segment,2,1,Image 1,2,1,100000011,510000003345,
109,,Segment,2,2,Image 1,2,1,100000011,510000003346,
63,,Segment,2,0,Image 1,1,1,100000011,510000003347,
187,,Segment,2,1,Image 1,1,1,100000012,510000003348,
133,,Segment,2,1,Image 1,1,1,100000012,510000003349,
34,,Segment,2,1,Image 1,1,1,100000013,510000003350,
146,,Segment,2,2,Image 1,1,1,100000013,510000003351,
91,,Segment,2,2,Image 1,2,1,100000013,510000003352,
204,,Segment,2,3,Image 1,3,1,100000013,510000003353,
272,,Segment,2,2,Image 1,1,1,100000013,510000003354,
299,,Segment,2,3,Image 1,1,1,100000013,510000003355,
