
Segment Intensity Mean Ch=1 Img=1
 ==================== 
Segment Intensity Mean,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
142.933,,Segment,1,2,Image 1,2,1,100000012,510000002966,
186.461,,Segment,1,3,Image 1,3,1,100000012,510000002982,
131.257,,Segment,1,4,Image 1,3,1,100000012,510000002984,
137.657,,Segment,1,4,Image 1,4,1,100000012,510000002999,
129.578,,Segment,1,3,Image 1,2,1,100000012,510000003014,
164.55,,Segment,1,3,Image 1,3,1,100000012,510000003020,
180.492,,Segment,1,3,Image 1,1,1,100000013,510000003039,
190.549,,Segment,1,3,Image 1,2,1,100000013,510000003056,
109.847,,Segment,1,4,Image 1,2,1,100000013,510000003061,
120.306,,Segment,1,4,Image 1,3,1,100000013,510000003074,
244.046,,Segment,1,3,Image 1,2,1,100000013,510000003081,
146.573,,Segment,1,4,Image 1,2,1,100000013,510000003083,
186.099,,Segment,1,4,Image 1,3,1,100000013,510000003090,
129.569,,Segment,1,5,Image 1,3,1,100000013,510000003093,
169.711,,Segment,1,5,Image 1,4,1,100000013,510000003106,
124.273,,Segment,1,4,Image 1,3,1,100000013,510000003111,
109.326,,Segment,1,4,Image 1,4,1,100000013,510000003122,
182.435,,Segment,1,1,Image 1,1,1,100000013,510000003143,
191.089,,Segment,1,1,Image 1,1,1,100000013,510000003156,
121.879,,Segment,1,2,Image 1,1,1,100000013,510000003160,
151.867,,Segment,1,2,Image 1,2,1,100000013,510000003185,
199.14,,Segment,1,3,Image 1,2,1,100000013,510000003188,
155.197,,Segment,1,4,Image 1,2,1,100000013,510000003191,
153.127,,Segment,1,4,Image 1,3,1,100000013,510000003206,
210.417,,Segment,1,1,Image 1,1,1,100000013,510000003211,
164.933,,Segment,1,4,Image 1,1,1,100000013,510000003215,
162.405,,Segment,1,4,Image 1,2,1,100000013,510000003235,
174.403,,Segment,1,3,Image 1,2,1,100000013,510000003244,
175.407,,Segment,1,2,Image 1,2,1,100000013,510000003251,
129.005,,Segment,1,3,Image 1,2,1,100000013,510000003253,
125.142,,Segment,1,3,Image 1,3,1,100000013,510000003269,
131.12,,Segment,1,3,Image 1,3,1,100000013,510000003292,
249.18,,Segment,1,2,Image 1,1,1,100000000,510000003309,
255,,Segment,1,1,Image 1,1,1,100000000,510000003310,
250.362,,Segment,1,2,Image 1,1,1,100000000,510000003311,
252.9,,Segment,1,1,Image 1,1,1,100000001,510000003312,
209.661,,Segment,1,2,Image 1,1,1,100000001,510000003313,
245.115,,Segment,1,1,Image 1,1,1,100000002,510000003314,
250.403,,Segment,1,1,Image 1,1,1,100000002,510000003315,
171.959,,Segment,1,2,Image 1,1,1,100000002,510000003316,
239.642,,Segment,1,0,Image 1,1,1,100000003,510000003317,
174.695,,Segment,1,1,Image 1,1,1,100000003,510000003318,
240.557,,Segment,1,1,Image 1,2,1,100000003,510000003319,
250.761,,Segment,1,2,Image 1,2,1,100000003,510000003320,
245.798,,Segment,1,6,Image 1,4,1,100000003,510000003321,
233.593,,Segment,1,7,Image 1,4,1,100000003,510000003322,
239.672,,Segment,1,7,Image 1,5,1,100000003,510000003323,
165.271,,Segment,1,4,Image 1,5,1,100000003,510000003324,
252.019,,Segment,1,0,Image 1,1,1,100000004,510000003325,
249.815,,Segment,1,1,Image 1,2,1,100000004,510000003326,
226.508,,Segment,1,0,Image 1,1,1,100000004,510000003327,
227.852,,Segment,1,1,Image 1,1,1,100000005,510000003328,
228.67,,Segment,1,1,Image 1,1,1,100000006,510000003329,
191.87,,Segment,1,2,Image 1,2,1,100000006,510000003330,
232.24,,Segment,1,1,Image 1,1,1,100000006,510000003331,
238.38,,Segment,1,1,Image 1,1,1,100000007,510000003332,
242.27,,Segment,1,1,Image 1,1,1,100000007,510000003333,
251.099,,Segment,1,0,Image 1,1,1,100000008,510000003334,
246.929,,Segment,1,1,Image 1,1,1,100000008,510000003335,
236.558,,Segment,1,0,Image 1,1,1,100000009,510000003336,
209.557,,Segment,1,2,Image 1,1,1,100000009,510000003337,
182.584,,Segment,1,0,Image 1,1,1,100000010,510000003338,
182.359,,Segment,1,0,Image 1,1,1,100000010,510000003339,
251.712,,Segment,1,0,Image 1,1,1,100000011,510000003340,
251.139,,Segment,1,1,Image 1,1,1,100000011,510000003341,
254.299,,Segment,1,1,Image 1,2,1,100000011,510000003342,
233.382,,Segment,1,2,Image 1,2,1,100000011,510000003343,
220.089,,Segment,1,3,Image 1,2,1,100000011,510000003344,
254.21,,Segment,1,1,Image 1,2,1,100000011,510000003345,
242.799,,Segment,1,2,Image 1,2,1,100000011,510000003346,
245.396,,Segment,1,0,Image 1,1,1,100000011,510000003347,
217.635,,Segment,1,1,Image 1,1,1,100000012,510000003348,
235.814,,Segment,1,1,Image 1,1,1,100000012,510000003349,
213.9,,Segment,1,1,Image 1,1,1,100000013,510000003350,
211.122,,Segment,1,2,Image 1,1,1,100000013,510000003351,
243.674,,Segment,1,2,Image 1,2,1,100000013,510000003352,
206.433,,Segment,1,3,Image 1,3,1,100000013,510000003353,
163.543,,Segment,1,2,Image 1,1,1,100000013,510000003354,
153.944,,Segment,1,3,Image 1,1,1,100000013,510000003355,
