
Segment Center Intensity StdDev Ch=3 Img=1
 ==================== 
Segment Center Intensity StdDev,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
47.289,,Segment,3,1,Image 1,1,1,100000000,510000000001,
34.4353,,Segment,3,2,Image 1,2,1,100000000,510000000007,
17.6947,,Segment,3,1,Image 1,1,1,100000000,510000000045,
10.873,,Segment,3,2,Image 1,1,1,100000000,510000000051,
31.3041,,Segment,3,3,Image 1,1,1,100000000,510000000053,
32.5894,,Segment,3,2,Image 1,2,1,100000000,510000000095,
62.1867,,Segment,3,1,Image 1,1,1,100000000,510000000138,
32.512,,Segment,3,2,Image 1,1,1,100000000,510000000141,
56.8966,,Segment,3,2,Image 1,2,1,100000000,510000000158,
24.519,,Segment,3,2,Image 1,2,1,100000000,510000000189,
38.0271,,Segment,3,3,Image 1,2,1,100000000,510000000204,
24.0438,,Segment,3,3,Image 1,3,1,100000000,510000000217,
30.18,,Segment,3,3,Image 1,1,1,100000000,510000000232,
33.6665,,Segment,3,3,Image 1,2,1,100000000,510000000259,
40.4544,,Segment,3,3,Image 1,2,1,100000000,510000000294,
37.9882,,Segment,3,3,Image 1,2,1,100000000,510000000330,
28.5678,,Segment,3,3,Image 1,1,1,100000000,510000000372,
38.0762,,Segment,3,3,Image 1,2,1,100000000,510000000414,
31.245,,Segment,3,3,Image 1,1,1,100000001,510000000431,
31.5149,,Segment,3,4,Image 1,1,1,100000001,510000000447,
22.2764,,Segment,3,1,Image 1,1,1,100000001,510000000450,
48.6538,,Segment,3,2,Image 1,1,1,100000001,510000000454,
42.5612,,Segment,3,3,Image 1,1,1,100000001,510000000457,
48.803,,Segment,3,1,Image 1,1,1,100000001,510000000474,
26.8449,,Segment,3,2,Image 1,1,1,100000001,510000000481,
8.60329,,Segment,3,3,Image 1,2,1,100000001,510000000495,
48.039,,Segment,3,1,Image 1,1,1,100000001,510000000505,
30.4785,,Segment,3,3,Image 1,2,1,100000001,510000000517,
12.3345,,Segment,3,4,Image 1,2,1,100000001,510000000524,
35.5047,,Segment,3,2,Image 1,2,1,100000001,510000000529,
58.6105,,Segment,3,1,Image 1,1,1,100000001,510000000540,
32.8166,,Segment,3,2,Image 1,1,1,100000001,510000000543,
52.6374,,Segment,3,1,Image 1,1,1,100000001,510000000562,
53.5304,,Segment,3,2,Image 1,2,1,100000001,510000000570,
74.8222,,Segment,3,1,Image 1,1,1,100000001,510000000573,
38.7126,,Segment,3,2,Image 1,2,1,100000001,510000000580,
26.4908,,Segment,3,2,Image 1,2,1,100000001,510000000594,
22.2542,,Segment,3,4,Image 1,3,1,100000001,510000000599,
52.3504,,Segment,3,4,Image 1,2,1,100000001,510000000610,
23.41,,Segment,3,2,Image 1,1,1,100000002,510000000616,
17.0549,,Segment,3,3,Image 1,1,1,100000002,510000000635,
31.9967,,Segment,3,3,Image 1,2,1,100000002,510000000663,
37.2832,,Segment,3,1,Image 1,1,1,100000002,510000000685,
49.708,,Segment,3,2,Image 1,1,1,100000002,510000000709,
48.306,,Segment,3,3,Image 1,1,1,100000002,510000000711,
24.1938,,Segment,3,4,Image 1,1,1,100000002,510000000716,
43.4054,,Segment,3,2,Image 1,2,1,100000002,510000000726,
18.2101,,Segment,3,4,Image 1,2,1,100000002,510000000743,
81.7994,,Segment,3,3,Image 1,2,1,100000002,510000000755,
50.7291,,Segment,3,1,Image 1,1,1,100000002,510000000760,
17.2698,,Segment,3,3,Image 1,1,1,100000002,510000000765,
25.8846,,Segment,3,3,Image 1,2,1,100000002,510000000773,
39.6299,,Segment,3,2,Image 1,2,1,100000002,510000000783,
26.865,,Segment,3,2,Image 1,2,1,100000002,510000000798,
51.1485,,Segment,3,1,Image 1,1,1,100000002,510000000824,
20.878,,Segment,3,2,Image 1,2,1,100000002,510000000832,
23.1084,,Segment,3,2,Image 1,1,1,100000003,510000000846,
11.5,,Segment,3,0,Image 1,1,1,100000003,510000000855,
32.7532,,Segment,3,1,Image 1,1,1,100000003,510000000857,
29.0096,,Segment,3,3,Image 1,2,1,100000003,510000000884,
28.3461,,Segment,3,4,Image 1,2,1,100000003,510000000886,
35.6468,,Segment,3,3,Image 1,3,1,100000003,510000000893,
28.5051,,Segment,3,4,Image 1,3,1,100000003,510000000899,
17.0163,,Segment,3,4,Image 1,4,1,100000003,510000000907,
17.6824,,Segment,3,2,Image 1,3,1,100000003,510000000910,
44.6604,,Segment,3,3,Image 1,3,1,100000003,510000000912,
41.4446,,Segment,3,3,Image 1,4,1,100000003,510000000934,
29.5976,,Segment,3,8,Image 1,4,1,100000003,510000000951,
12.1403,,Segment,3,8,Image 1,5,1,100000003,510000000961,
48.9892,,Segment,3,8,Image 1,5,1,100000003,510000000979,
28.3776,,Segment,3,9,Image 1,5,1,100000003,510000000986,
14.2361,,Segment,3,8,Image 1,6,1,100000003,510000000995,
22.7563,,Segment,3,9,Image 1,6,1,100000003,510000000997,
40.4602,,Segment,3,6,Image 1,5,1,100000003,510000001012,
52.0615,,Segment,3,5,Image 1,4,1,100000003,510000001037,
33.0766,,Segment,3,4,Image 1,4,1,100000003,510000001057,
22.3954,,Segment,3,5,Image 1,5,1,100000003,510000001060,
38.4088,,Segment,3,6,Image 1,5,1,100000003,510000001062,
53.5838,,Segment,3,9,Image 1,7,1,100000003,510000001072,
31.6185,,Segment,3,9,Image 1,6,1,100000003,510000001077,
43.7368,,Segment,3,7,Image 1,5,1,100000003,510000001085,
40.9308,,Segment,3,2,Image 1,3,1,100000003,510000001099,
26.6625,,Segment,3,2,Image 1,2,1,100000003,510000001118,
43.6644,,Segment,3,1,Image 1,2,1,100000003,510000001127,
30.0585,,Segment,3,4,Image 1,3,1,100000003,510000001138,
42.8236,,Segment,3,1,Image 1,2,1,100000003,510000001158,
34.7864,,Segment,3,1,Image 1,1,1,100000004,510000001175,
37.2303,,Segment,3,2,Image 1,2,1,100000004,510000001196,
35.5809,,Segment,3,3,Image 1,2,1,100000004,510000001204,
24.5349,,Segment,3,3,Image 1,3,1,100000004,510000001211,
26.1698,,Segment,3,1,Image 1,2,1,100000004,510000001218,
13.9124,,Segment,3,1,Image 1,1,1,100000004,510000001242,
17.9233,,Segment,3,2,Image 1,1,1,100000004,510000001244,
42.5646,,Segment,3,2,Image 1,3,1,100000004,510000001259,
32.0728,,Segment,3,2,Image 1,3,1,100000004,510000001270,
14.2302,,Segment,3,3,Image 1,3,1,100000004,510000001272,
27.8119,,Segment,3,4,Image 1,3,1,100000004,510000001275,
13.3884,,Segment,3,4,Image 1,4,1,100000004,510000001293,
31.5448,,Segment,3,2,Image 1,2,1,100000004,510000001302,
15.8224,,Segment,3,3,Image 1,4,1,100000004,510000001319,
47.5888,,Segment,3,1,Image 1,1,1,100000005,510000001337,
52.2467,,Segment,3,1,Image 1,1,1,100000005,510000001375,
34.749,,Segment,3,2,Image 1,1,1,100000005,510000001403,
69.8515,,Segment,3,1,Image 1,1,1,100000005,510000001419,
38.7212,,Segment,3,1,Image 1,1,1,100000005,510000001434,
46.1976,,Segment,3,1,Image 1,1,1,100000005,510000001466,
21.853,,Segment,3,2,Image 1,1,1,100000005,510000001468,
33.2778,,Segment,3,3,Image 1,1,1,100000005,510000001470,
36.4509,,Segment,3,2,Image 1,2,1,100000005,510000001515,
42.6588,,Segment,3,3,Image 1,2,1,100000005,510000001517,
24.8042,,Segment,3,3,Image 1,3,1,100000005,510000001545,
31.9148,,Segment,3,3,Image 1,2,1,100000005,510000001563,
49.6593,,Segment,3,2,Image 1,2,1,100000005,510000001589,
40.3653,,Segment,3,3,Image 1,2,1,100000005,510000001599,
26.2036,,Segment,3,3,Image 1,3,1,100000005,510000001611,
25.0686,,Segment,3,2,Image 1,1,1,100000006,510000001633,
26.5683,,Segment,3,2,Image 1,2,1,100000006,510000001648,
